gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.XXliver	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN126541_c4_g1_i1	NA	NA	NA	NA	0.204789659	0.204789659	unbias	0.406750623	Ovary_mean	0.0504	0.0664	1.318
TRINITY_DN126542_c1_g4_i5	NA	NA	NA	NA	1.034818791	1.034818791	unbias	0.078738784	G31_mean	0.0076	0.0131	1.707
TRINITY_DN126543_c1_g2_i4	NA	NA	NA	NA	0.100337745	0.100337745	unbias	0.181422177	Ovary_mean	0.0133	0.0236	1.7725
TRINITY_DN126548_c0_g1_i1	erbb3	Chr02	134432081	134432081	0.510723924	0.510723924	unbias	0.157825204	G23_mean	0.1477	0.2404	1.6277
TRINITY_DN126550_c3_g2_i1	NA	NA	NA	NA	-0.234314801	0.234314801	unbias	0.474640178	Testis_mean	0.0617	0.0987	1.5996
TRINITY_DN126551_c0_g2_i5	NA	NA	NA	NA	-0.573897802	0.573897802	unbias	0.361156843	Ovary_mean	0.0186	0.0255	1.375
TRINITY_DN126555_c5_g4_i3	NA	NA	NA	NA	0.22258916	0.22258916	unbias	0.334552168	G46_F_mean	0.0505	0.0615	1.2174
TRINITY_DN126559_c1_g4_i2	NA	NA	NA	NA	0.056879713	0.056879713	unbias	0.284740203	Ovary_mean	0.0604	0.1189	1.9696
TRINITY_DN126563_c2_g1_i1	NA	NA	NA	NA	0.191962852	0.191962852	unbias	0.401772515	Ovary_mean	0.1132	0.0906	0.8011
TRINITY_DN126564_c5_g2_i1	NA	NA	NA	NA	0.142012581	0.142012581	unbias	0.674712455	Ovary_mean	0.0328	0.0442	1.3461
TRINITY_DN126577_c0_g1_i1	NA	NA	NA	NA	0.71407002	0.71407002	unbias	0.514958527	Ovary_mean	0.0886	0.1473	1.6618
TRINITY_DN126582_c1_g1_i4	kdm6a	Chr02	69021431	69021431	0.257296039	0.257296039	unbias	0.15117734	Liver_mean	0.0514	0.0709	1.3775
TRINITY_DN126586_c0_g1_i1	NA	NA	NA	NA	-0.032285571	0.032285571	unbias	0.151428308	Ovary_mean	0.0283	0.0418	1.4789
TRINITY_DN126589_c3_g1_i2	NA	NA	NA	NA	0.081896263	0.081896263	unbias	0.481367202	Ovary_mean	0.0798	0.159	1.9918
TRINITY_DN126591_c0_g5_i1	NA	NA	NA	NA	0.13015272	0.13015272	unbias	0.388929237	G46_M_mean	0.106	0.201	1.8968
TRINITY_DN126595_c0_g1_i2	NA	NA	NA	NA	0.143330601	0.143330601	unbias	0.374327519	Ovary_mean	0.0423	0.0618	1.4607
TRINITY_DN126600_c0_g1_i1	NA	NA	NA	NA	0.549896387	0.549896387	unbias	0.487068552	Ovary_mean	0.0881	0.1674	1.9005
TRINITY_DN126605_c1_g1_i1	NA	NA	NA	NA	-0.207841569	0.207841569	unbias	0.646050639	Ovary_mean	0.1089	0.1935	1.7778
TRINITY_DN126608_c0_g1_i1	NA	NA	NA	NA	0.119610821	0.119610821	unbias	0.20688906	Ovary_mean	0.0482	0.0789	1.6389
TRINITY_DN126611_c2_g1_i1	NA	NA	NA	NA	-0.077198103	0.077198103	unbias	0.55607233	Ovary_mean	0.0441	0.0554	1.2561
TRINITY_DN126614_c2_g2_i1	nod1	Chr06	72837948	72837948	0.077515816	0.077515816	unbias	0.098277602	G43_M_mean	0.0526	0.0782	1.4854
TRINITY_DN126616_c6_g1_i1	NA	NA	NA	NA	0.46312637	0.46312637	unbias	0.290141526	Brain_mean	0.0797	0.1118	1.4021
TRINITY_DN126616_c6_g6_i2	NA	NA	NA	NA	0.390925955	0.390925955	unbias	0.405587377	Ovary_mean	0.0256	0.0323	1.2626
TRINITY_DN126617_c0_g3_i1	NA	NA	NA	NA	-0.089769111	0.089769111	unbias	0.568241055	Testis_mean	0.1018	0.1846	1.812
TRINITY_DN126619_c1_g3_i3	NA	NA	NA	NA	-0.195472136	0.195472136	unbias	0.446622317	Ovary_mean	0.0688	0.0837	1.2167
TRINITY_DN126620_c1_g6_i4	NA	NA	NA	NA	0.3534434	0.3534434	unbias	0.463287618	Brain_mean	0.0522	0.0432	0.8264
TRINITY_DN126629_c0_g1_i1	NA	NA	NA	NA	0.425977103	0.425977103	unbias	0.304593019	Ovary_mean	0.057	0.0928	1.6283
TRINITY_DN126630_c3_g2_i2	NA	NA	NA	NA	-0.663192973	0.663192973	unbias	0.818276582	Brain_mean	0.0673	0.0738	1.0965
TRINITY_DN126630_c4_g2_i1	NA	NA	NA	NA	0.053744795	0.053744795	unbias	0.579895635	Ovary_mean	0.0651	0.1111	1.7075
TRINITY_DN126633_c0_g1_i1	NA	NA	NA	NA	0.279313517	0.279313517	unbias	0.231715309	Brain_mean	0.0349	0.0605	1.7313
TRINITY_DN126638_c0_g1_i3	NA	NA	NA	NA	-0.219611885	0.219611885	unbias	0.413626955	Testis_mean	0.0504	0.0853	1.6941
TRINITY_DN126639_c0_g1_i1	NA	NA	NA	NA	-0.758859664	0.758859664	unbias	0.442958264	Ovary_mean	0.0852	0.145	1.7022
TRINITY_DN126647_c0_g1_i1	ccdc169	Chr02	149105296	149105296	1.628063622	1.628063622	unbias	0.66873653	Ovary_mean	0.0158	0.0242	1.5301
TRINITY_DN126653_c0_g2_i1	NA	NA	NA	NA	0.940772369	0.940772369	unbias	0.566836041	Ovary_mean	0.2927	0.3213	1.0977
TRINITY_DN126655_c1_g3_i4	NA	NA	NA	NA	0.217418109	0.217418109	unbias	0.329350553	Ovary_mean	0.0121	0.024	1.9909
TRINITY_DN126660_c0_g3_i5	NA	NA	NA	NA	-0.623450594	0.623450594	unbias	0.367496666	Ovary_mean	0.1233	0.1799	1.4592
TRINITY_DN126662_c0_g2_i5	NA	NA	NA	NA	0.102808571	0.102808571	unbias	0.47779899	Liver_mean	0.096	0.1774	1.8493
TRINITY_DN126664_c0_g1_i11	LOC100489980-like	Chr07	17022611	17022611	-0.047560866	0.047560866	unbias	0.37760589	Ovary_mean	0.0273	0.0472	1.7305
TRINITY_DN126667_c5_g1_i1	NA	NA	NA	NA	0.453678754	0.453678754	unbias	0.486217378	Brain_mean	0.1048	0.0701	0.669
TRINITY_DN126673_c3_g3_i1	NA	NA	NA	NA	0.890735123	0.890735123	unbias	0.312072891	Ovary_mean	0.0775	0.1065	1.3733
TRINITY_DN126675_c0_g1_i5	NA	NA	NA	NA	0.398233254	0.398233254	unbias	0.091655351	G27_mean	0.028	0.0248	0.8854
TRINITY_DN126677_c3_g2_i1	NA	NA	NA	NA	-0.282640489	0.282640489	unbias	0.343132208	Ovary_mean	0.0591	0.0737	1.2465
TRINITY_DN126687_c0_g1_i1	rpl13a	scaffold_3525	499	499	-0.26779737	0.26779737	unbias	0.322019683	Brain_mean	0.0174	0.033	1.8996
TRINITY_DN126691_c0_g1_i1	NA	NA	NA	NA	-0.354356879	0.354356879	unbias	0.478269677	Ovary_mean	0.049	0.0561	1.1435
TRINITY_DN126692_c6_g2_i8	cep44	Chr01	39130121	39130121	0.275921691	0.275921691	unbias	0.311045246	Ovary_mean	0.0707	0.0566	0.8003
TRINITY_DN126692_c6_g4_i1	NA	NA	NA	NA	0.201854084	0.201854084	unbias	0.459777514	Ovary_mean	0.065	0.0485	0.7463
TRINITY_DN126693_c0_g1_i1	NA	NA	NA	NA	0.090173296	0.090173296	unbias	0.67951254	Ovary_mean	0.1093	0.1941	1.7762
TRINITY_DN126694_c2_g4_i1	NA	NA	NA	NA	0.32448408	0.32448408	unbias	0.335215477	Testis_mean	0.1213	0.1867	1.54
TRINITY_DN126698_c6_g1_i2	NA	NA	NA	NA	-0.348365151	0.348365151	unbias	0.481157802	Brain_mean	0.1015	0.1276	1.2573
TRINITY_DN126699_c0_g1_i2	fst	Chr01	179563181	179563181	-0.192274415	0.192274415	unbias	0.664981379	Brain_mean	0.0586	0.0497	0.8479
TRINITY_DN126701_c6_g2_i1	NA	NA	NA	NA	-0.015751623	0.015751623	unbias	0.424343228	Ovary_mean	0.009	0.0078	0.8568
TRINITY_DN126705_c0_g1_i2	NA	NA	NA	NA	0.151092687	0.151092687	unbias	0.276471642	G23_mean	0.0782	0.1129	1.4429
TRINITY_DN126721_c4_g1_i3	top1mt-like	Chr06	133237115	133237115	-0.843438239	0.843438239	unbias	0.377887701	Ovary_mean	0.09	0.1096	1.2179
TRINITY_DN126722_c0_g1_i1	NA	NA	NA	NA	-0.156171007	0.156171007	unbias	0.337869401	Ovary_mean	0.0809	0.1168	1.4437
TRINITY_DN126723_c3_g2_i1	NA	NA	NA	NA	-0.393500852	0.393500852	unbias	0.490899777	Ovary_mean	0.1326	0.1269	0.9572
TRINITY_DN126726_c2_g1_i2	NA	NA	NA	NA	-0.287525036	0.287525036	unbias	0.514791754	Brain_mean	0.0888	0.1327	1.4933
TRINITY_DN126737_c1_g6_i1	NA	NA	NA	NA	0.291190542	0.291190542	unbias	0.562445133	Brain_mean	0.0581	0.0852	1.4659
TRINITY_DN126738_c1_g2_i2	NA	NA	NA	NA	-0.111838525	0.111838525	unbias	0.430185672	G43_M_mean	0.0977	0.1599	1.6359
TRINITY_DN126738_c1_g7_i3	NA	NA	NA	NA	0.222762884	0.222762884	unbias	0.314785056	G43_M_mean	0.1254	0.1951	1.5557
TRINITY_DN126742_c1_g3_i2	NA	NA	NA	NA	1.207043083	1.207043083	unbias	0.510902662	G23_mean	0.1384	0.2492	1.8
TRINITY_DN126743_c1_g1_i13	NA	NA	NA	NA	0.629276084	0.629276084	unbias	0.564358589	G23_mean	0.0705	0.0825	1.1697
TRINITY_DN126743_c1_g2_i4	NA	NA	NA	NA	-0.371564054	0.371564054	unbias	0.143544892	G23_mean	0.0357	0.0578	1.622
TRINITY_DN126751_c2_g3_i4	NA	NA	NA	NA	-0.463975598	0.463975598	unbias	0.719307136	Liver_mean	0.0967	0.1604	1.659
TRINITY_DN126754_c2_g1_i1	NA	NA	NA	NA	-1.395206989	1.395206989	female	0.536912661	Ovary_mean	0.0659	0.1034	1.5674
TRINITY_DN126759_c6_g3_i1	NA	NA	NA	NA	-0.105424313	0.105424313	unbias	0.278746964	Ovary_mean	0.0934	0.1377	1.4746
TRINITY_DN126769_c1_g3_i1	NA	NA	NA	NA	-0.026692433	0.026692433	unbias	0.493475748	Ovary_mean	0.0972	0.1677	1.7248
TRINITY_DN126777_c3_g3_i1	NA	NA	NA	NA	0.422091315	0.422091315	unbias	0.459358313	Liver_mean	0.1001	0.1579	1.5774
TRINITY_DN126781_c0_g1_i2	xrcc6bp1	Chr03	53834276	53834276	0.696511634	0.696511634	unbias	0.562973627	Brain_mean	0.0751	0.1191	1.5864
TRINITY_DN126791_c3_g1_i5	NA	NA	NA	NA	0.01448428	0.01448428	unbias	0.318244699	Ovary_mean	0.1237	0.1961	1.5856
TRINITY_DN126793_c1_g2_i1	NA	NA	NA	NA	0.240273975	0.240273975	unbias	0.213221259	Ovary_mean	0.121	0.23	1.9011
TRINITY_DN126794_c4_g1_i1	cldn4	Chr02	38090824	38090824	0.257990442	0.257990442	unbias	0.546483277	Ovary_mean	0.0664	0.0899	1.3533
TRINITY_DN126798_c3_g1_i1	p2rx1	Chr02	97830639	97830639	-0.312822295	0.312822295	unbias	0.240922933	Ovary_mean	0.0823	0.1075	1.3067
TRINITY_DN126802_c0_g1_i1	vwa3a	Chr09	18974565	18974565	0.14872785	0.14872785	unbias	0.149036061	Testis_mean	0.0055	0.0105	1.9184
TRINITY_DN126805_c0_g2_i1	ambn	Chr01	70163605	70163605	0.957867866	0.957867866	unbias	0.32581158	Testis_mean	0.0696	0.118	1.6953
TRINITY_DN126813_c2_g9_i2	NA	NA	NA	NA	0.341610358	0.341610358	unbias	0.462227801	Brain_mean	0.0978	0.1611	1.647
TRINITY_DN126816_c1_g1_i1	NA	NA	NA	NA	0.530356909	0.530356909	unbias	0.180932702	Brain_mean	0.0822	0.1302	1.5839
TRINITY_DN126820_c0_g1_i3	NA	NA	NA	NA	-0.132203452	0.132203452	unbias	0.260983006	Ovary_mean	0.0409	0.0722	1.7647
TRINITY_DN126824_c0_g1_i3	NA	NA	NA	NA	0.297130927	0.297130927	unbias	0.165755971	Ovary_mean	0.0293	0.0456	1.5577
TRINITY_DN126826_c3_g2_i3	NA	NA	NA	NA	0.713338969	0.713338969	unbias	0.260527615	Liver_mean	0.1088	0.1703	1.5654
TRINITY_DN126831_c0_g1_i2	NA	NA	NA	NA	1.091264002	1.091264002	unbias	0.697723674	Brain_mean	0.0485	0.058	1.1964
TRINITY_DN126834_c0_g2_i6	NA	NA	NA	NA	-0.152070249	0.152070249	unbias	0.296812531	Ovary_mean	0.0243	0.0307	1.2662
TRINITY_DN126838_c0_g1_i1	NA	NA	NA	NA	0.10759443	0.10759443	unbias	0.432756408	Ovary_mean	0.052	0.0686	1.3203
TRINITY_DN126839_c0_g2_i1	NA	NA	NA	NA	-0.140721483	0.140721483	unbias	0.513520026	Ovary_mean	0.1516	0.19	1.2536
TRINITY_DN126840_c0_g1_i2	tcap	Chr10	3034919	3034919	0.651378212	0.651378212	unbias	0.379560065	Liver_mean	0.1275	0.2035	1.5964
TRINITY_DN126844_c0_g1_i1	NA	NA	NA	NA	0.101326929	0.101326929	unbias	0.591196343	Liver_mean	0.094	0.1578	1.6781
TRINITY_DN126848_c2_g4_i1	NA	NA	NA	NA	0.006978147	0.006978147	unbias	0.333205762	Ovary_mean	0.0495	0.0652	1.3181
TRINITY_DN126849_c6_g1_i4	NA	NA	NA	NA	-0.444495592	0.444495592	unbias	0.296409351	Ovary_mean	0.0181	0.0197	1.0887
TRINITY_DN126854_c0_g2_i6	NA	NA	NA	NA	-0.930953803	0.930953803	unbias	0.544648937	Brain_mean	0.1554	0.1981	1.2747
TRINITY_DN126857_c3_g2_i1	NA	NA	NA	NA	-0.369965251	0.369965251	unbias	0.394673152	Liver_mean	0.0651	0.0941	1.4444
TRINITY_DN126862_c0_g1_i6	NA	NA	NA	NA	-0.432785347	0.432785347	unbias	0.615607621	Ovary_mean	0.039	0.0515	1.3209
TRINITY_DN126865_c1_g8_i1	plekha6	Chr02	59395654	59395654	1.257161399	1.257161399	unbias	0.557617738	G43_F_mean	0.1585	0.2323	1.4658
TRINITY_DN126871_c1_g2_i4	NA	NA	NA	NA	-0.372727621	0.372727621	unbias	0.637741834	Brain_mean	0.0334	0.0446	1.3372
TRINITY_DN126871_c1_g3_i1	NA	NA	NA	NA	-0.98913628	0.98913628	unbias	0.624770434	Brain_mean	0.0237	0.0428	1.8063
TRINITY_DN126878_c0_g1_i1	NA	NA	NA	NA	-0.209205311	0.209205311	unbias	0.544358238	Brain_mean	0.2066	0.3125	1.5128
TRINITY_DN126886_c0_g1_i1	NA	NA	NA	NA	-0.128913744	0.128913744	unbias	0.516931055	Ovary_mean	0.1119	0.2069	1.8498
TRINITY_DN126887_c4_g1_i3	NA	NA	NA	NA	0.190464661	0.190464661	unbias	0.205863741	G43_F_mean	0.0928	0.1377	1.4839
TRINITY_DN126889_c0_g1_i1	NA	NA	NA	NA	-0.099398681	0.099398681	unbias	0.188077367	G43_M_mean	0.0475	0.0777	1.6345
TRINITY_DN126891_c4_g1_i3	NA	NA	NA	NA	0.695225065	0.695225065	unbias	0.458193008	Liver_mean	0.0949	0.1583	1.6691
TRINITY_DN126891_c6_g1_i1	NA	NA	NA	NA	-0.404143141	0.404143141	unbias	0.248284499	Brain_mean	0.0391	0.0754	1.9284
TRINITY_DN126891_c7_g5_i5	pth1r	Chr06	3738746	3738746	-0.19188062	0.19188062	unbias	0.180607645	Brain_mean	0.0098	0.0086	0.8772
TRINITY_DN126894_c0_g1_i4	NA	NA	NA	NA	-0.160760536	0.160760536	unbias	0.450093309	Brain_mean	0.1792	0.3077	1.7173
TRINITY_DN126897_c0_g2_i1	NA	NA	NA	NA	0.09804611	0.09804611	unbias	0.451688359	Ovary_mean	0.08	0.0898	1.1228
TRINITY_DN126899_c2_g1_i1	Xetrov90018348m	Chr07	59538489	59538489	-0.062203531	0.062203531	unbias	0.579659215	Ovary_mean	0.1762	0.3009	1.7082
TRINITY_DN126900_c0_g6_i1	NA	NA	NA	NA	0.410687036	0.410687036	unbias	0.412521686	G43_M_mean	0.0592	0.1117	1.8859
TRINITY_DN126903_c0_g2_i3	pip4k2c	Chr02	137525925	137525925	-0.047795719	0.047795719	unbias	0.286233591	Brain_mean	0.0253	0.0349	1.38
TRINITY_DN126907_c4_g3_i1	NA	NA	NA	NA	-0.148825876	0.148825876	unbias	0.437135427	Ovary_mean	0.0139	0.0173	1.2443
TRINITY_DN126907_c6_g5_i1	NA	NA	NA	NA	-0.138765259	0.138765259	unbias	0.232948905	Ovary_mean	0.0644	0.1261	1.9583
TRINITY_DN126908_c0_g1_i3	NA	NA	NA	NA	0.497987456	0.497987456	unbias	0.647708034	Brain_mean	0.1025	0.0775	0.7565
TRINITY_DN126910_c4_g1_i1	NA	NA	NA	NA	0.579943832	0.579943832	unbias	0.433691752	Ovary_mean	0.1798	0.1189	0.6611
TRINITY_DN126910_c7_g3_i1	NA	NA	NA	NA	-0.700951171	0.700951171	unbias	0.244314984	Ovary_mean	0.0443	0.0539	1.2183
TRINITY_DN126911_c6_g1_i1	NA	NA	NA	NA	-0.537807057	0.537807057	unbias	0.366251039	Ovary_mean	0.0196	0.0264	1.345
TRINITY_DN126911_c8_g1_i1	NA	NA	NA	NA	0.168279301	0.168279301	unbias	0.310918272	Ovary_mean	0.049	0.0732	1.4943
TRINITY_DN126918_c4_g1_i2	pgam2	Chr03	108057511	108057511	-0.707004958	0.707004958	unbias	0.425082916	Liver_mean	0.0128	0.0199	1.5551
TRINITY_DN126921_c0_g1_i1	med31-like	Chr02	44649134	44649134	0.240918374	0.240918374	unbias	0.49956439	Brain_mean	0.0763	0.1139	1.493
TRINITY_DN126924_c1_g2_i3	NA	NA	NA	NA	-1.109610563	1.109610563	unbias	0.423767087	G43_M_mean	0.0837	0.1616	1.9305
TRINITY_DN126925_c1_g1_i1	NA	NA	NA	NA	-0.092651659	0.092651659	unbias	0.359117265	G43_M_mean	0.0692	0.0971	1.4035
TRINITY_DN126931_c1_g2_i7	NA	NA	NA	NA	-2.437319189	2.437319189	unbias	0.587459333	Brain_mean	0.0377	0.0446	1.183
TRINITY_DN126932_c0_g1_i10	NA	NA	NA	NA	-0.095377264	0.095377264	unbias	0.609086837	Brain_mean	0.0875	0.136	1.5541
TRINITY_DN126935_c6_g3_i3	NA	NA	NA	NA	0.10120598	0.10120598	unbias	0.65041396	Ovary_mean	0.0444	0.0649	1.4626
TRINITY_DN126944_c2_g6_i2	NA	NA	NA	NA	-0.057071414	0.057071414	unbias	0.25343546	Ovary_mean	0.0363	0.0505	1.3881
TRINITY_DN126945_c0_g1_i2	NA	NA	NA	NA	0.089998004	0.089998004	unbias	0.399317204	Ovary_mean	0.1222	0.2162	1.7684
TRINITY_DN126947_c0_g3_i1	NA	NA	NA	NA	0.527662019	0.527662019	unbias	0.325580192	G27_mean	0.0972	0.1761	1.8115
TRINITY_DN126948_c0_g1_i4	NA	NA	NA	NA	-1.159193989	1.159193989	unbias	0.580194923	Brain_mean	0.0367	0.068	1.8557
TRINITY_DN126956_c0_g1_i4	NA	NA	NA	NA	-0.096171997	0.096171997	unbias	0.180341586	Ovary_mean	0.0604	0.0699	1.1577
TRINITY_DN126957_c0_g1_i3	m6pr	scaffold_130	746390	746390	0.114856471	0.114856471	unbias	0.873107356	Brain_mean	0.1069	0.1105	1.0338
TRINITY_DN126960_c0_g2_i1	NA	NA	NA	NA	-0.385686041	0.385686041	unbias	0.584438985	Ovary_mean	0.1756	0.2475	1.4095
TRINITY_DN126960_c0_g7_i1	NA	NA	NA	NA	-0.253686925	0.253686925	unbias	0.558095411	Ovary_mean	0.0925	0.1015	1.0972
TRINITY_DN126963_c1_g2_i3	NA	NA	NA	NA	1.522048188	1.522048188	unbias	0.457714667	Brain_mean	0.075	0.1149	1.5319
TRINITY_DN126968_c0_g1_i1	NA	NA	NA	NA	-0.081999923	0.081999923	unbias	0.347281013	Testis_mean	0.1596	0.3052	1.9117
TRINITY_DN126969_c0_g1_i4	NA	NA	NA	NA	0.040972766	0.040972766	unbias	0.302832303	Testis_mean	0.0748	0.1481	1.98
TRINITY_DN126971_c0_g4_i1	NA	NA	NA	NA	-0.789156717	0.789156717	unbias	0.163328934	Brain_mean	0.0032	0.0038	1.2087
TRINITY_DN126975_c0_g1_i1	NA	NA	NA	NA	-0.220409866	0.220409866	unbias	0.431189175	Ovary_mean	0.0361	0.0373	1.0323
TRINITY_DN126978_c0_g3_i3	NA	NA	NA	NA	0.090557185	0.090557185	unbias	0.229605515	G23_mean	0.1103	0.1295	1.174
TRINITY_DN126982_c0_g1_i1	NA	NA	NA	NA	0.398387147	0.398387147	unbias	0.149590745	G23_mean	0.0553	0.0622	1.1253
TRINITY_DN126984_c0_g1_i2	NA	NA	NA	NA	-0.405143239	0.405143239	unbias	0.174123546	Brain_mean	0.0517	0.0646	1.249
TRINITY_DN126990_c0_g1_i2	NA	NA	NA	NA	0.111243607	0.111243607	unbias	0.17280123	Brain_mean	0.0888	0.1134	1.2776
TRINITY_DN126997_c2_g2_i8	lrrc30	Chr06	90619233	90619233	-0.523207826	0.523207826	unbias	0.208553381	Ovary_mean	0.0289	0.0449	1.5559
TRINITY_DN127008_c0_g1_i1	NA	NA	NA	NA	-0.714785914	0.714785914	unbias	0.566756035	Ovary_mean	0.168	0.2455	1.461
TRINITY_DN127013_c7_g3_i6	prmt2	Chr09	55864011	55864011	0.436304364	0.436304364	unbias	0.197099539	Brain_mean	0.001	0.0014	1.3605
TRINITY_DN127015_c0_g2_i1	NA	NA	NA	NA	-0.04252431	0.04252431	unbias	0.504568752	Ovary_mean	0.2379	0.3699	1.5552
TRINITY_DN127021_c0_g1_i1	NA	NA	NA	NA	-0.291030912	0.291030912	unbias	0.274234542	G43_M_mean	0.033	0.0519	1.5724
TRINITY_DN127021_c5_g1_i1	NA	NA	NA	NA	-0.727498254	0.727498254	unbias	0.528721697	Ovary_mean	0.0373	0.0589	1.5819
TRINITY_DN127023_c0_g1_i3	NA	NA	NA	NA	-1.128006791	1.128006791	unbias	0.546296668	Brain_mean	0.0092	0.0167	1.8241
TRINITY_DN127024_c2_g3_i1	NA	NA	NA	NA	-0.12832165	0.12832165	unbias	0.490250526	Ovary_mean	0.1643	0.1848	1.1249
TRINITY_DN127025_c3_g1_i1	NA	NA	NA	NA	-0.154954182	0.154954182	unbias	0.234178745	Ovary_mean	0.0105	0.0117	1.1133
TRINITY_DN127025_c5_g1_i1	NA	NA	NA	NA	0.446282585	0.446282585	unbias	0.253092633	Ovary_mean	0.0153	0.0219	1.4305
TRINITY_DN127028_c1_g1_i1	bhlha15	Chr09	20116206	20116206	-0.270494284	0.270494284	unbias	0.628766823	Ovary_mean	0.1249	0.1043	0.835
TRINITY_DN127028_c2_g1_i2	NA	NA	NA	NA	0.618049543	0.618049543	unbias	0.451887931	Ovary_mean	0.0898	0.1213	1.3513
TRINITY_DN127040_c3_g1_i8	NA	NA	NA	NA	0.121020109	0.121020109	unbias	0.100353361	Brain_mean	0.0603	0.0817	1.3556
TRINITY_DN127043_c1_g1_i1	NA	NA	NA	NA	0.709187273	0.709187273	unbias	0.281892418	Testis_mean	0.1064	0.1739	1.6352
TRINITY_DN127045_c0_g1_i2	pstk	Chr07	11878813	11878813	-0.07563281	0.07563281	unbias	0.487242623	Ovary_mean	0.0861	0.1074	1.2471
TRINITY_DN127053_c0_g1_i2	NA	NA	NA	NA	-0.131301606	0.131301606	unbias	0.29680617	Liver_mean	0.1115	0.1027	0.9213
TRINITY_DN127054_c2_g2_i1	NA	NA	NA	NA	0.361258932	0.361258932	unbias	0.637508348	G23_mean	0.0781	0.1551	1.9859
TRINITY_DN127055_c1_g7_i1	NA	NA	NA	NA	-0.115823319	0.115823319	unbias	0.382437878	Testis_mean	0.067	0.0998	1.49
TRINITY_DN127061_c4_g1_i1	LOC100488276	scaffold_113	894021	894021	0.120155491	0.120155491	unbias	0.19645362	Ovary_mean	0.0182	0.0333	1.834
TRINITY_DN127064_c0_g1_i1	clip4	Chr09	7896933	7896933	0.765337607	0.765337607	unbias	0.524177186	Brain_mean	0.0679	0.0782	1.1521
TRINITY_DN127067_c5_g2_i2	NA	NA	NA	NA	-0.028105517	0.028105517	unbias	0.369014102	Brain_mean	0.0277	0.0363	1.3117
TRINITY_DN127070_c0_g1_i3	NA	NA	NA	NA	-0.625352022	0.625352022	unbias	0.763323771	Ovary_mean	0.1381	0.2172	1.5734
TRINITY_DN127071_c0_g1_i1	zhx1	scaffold_81	606533	606533	-0.343220383	0.343220383	unbias	0.247373985	G23_mean	0.0155	0.0299	1.932
TRINITY_DN127073_c0_g3_i1	stk11	Chr01	81121898	81121898	-0.755123063	0.755123063	unbias	0.157782959	G31_mean	0.1027	0.1893	1.8427
TRINITY_DN127075_c1_g2_i7	NA	NA	NA	NA	0.512487444	0.512487444	unbias	0.352784998	Ovary_mean	0.0716	0.09	1.2565
TRINITY_DN127077_c3_g1_i2	NA	NA	NA	NA	-0.221535124	0.221535124	unbias	0.357019804	Ovary_mean	0.0875	0.1531	1.7504
TRINITY_DN127078_c0_g2_i4	LOC100487749	Chr03	79934833	79934833	0.172499312	0.172499312	unbias	0.088848374	G23_mean	0.0505	0.0923	1.8284
TRINITY_DN127084_c1_g6_i1	NA	NA	NA	NA	0.499630178	0.499630178	unbias	0.258184096	Brain_mean	0.0092	0.0091	0.9892
TRINITY_DN127087_c0_g1_i1	NA	NA	NA	NA	-0.13052472	0.13052472	unbias	0.227946887	Testis_mean	0.0485	0.082	1.691
TRINITY_DN127096_c0_g1_i2	NA	NA	NA	NA	0.302794698	0.302794698	unbias	0.493720711	Ovary_mean	0.0461	0.0881	1.9118
TRINITY_DN127097_c1_g1_i5	gpr52	Chr04	87733257	87733257	0.041216221	0.041216221	unbias	0.271812746	Ovary_mean	0.1196	0.162	1.3544
TRINITY_DN127104_c0_g1_i1	NA	NA	NA	NA	0.340807001	0.340807001	unbias	0.286788437	G43_M_mean	0.0825	0.1284	1.5562
TRINITY_DN127109_c0_g1_i3	NA	NA	NA	NA	0.534751345	0.534751345	unbias	0.265218731	Ovary_mean	0.0369	0.0433	1.1736
TRINITY_DN127113_c0_g1_i2	tpd52	Chr06	108759727	108759727	0.451585041	0.451585041	unbias	0.233054391	Ovary_mean	0.0534	0.0681	1.2763
TRINITY_DN127115_c0_g1_i2	NA	NA	NA	NA	0.393612986	0.393612986	unbias	0.232483535	Ovary_mean	0.0536	0.0787	1.4672
TRINITY_DN127119_c0_g1_i2	NA	NA	NA	NA	0.301066712	0.301066712	unbias	0.082167868	Testis_mean	0.03	0.0419	1.3985
TRINITY_DN127120_c0_g1_i1	mterf1	Chr06	23212520	23212520	1.072773486	1.072773486	unbias	0.306033789	Brain_mean	0.0553	0.0374	0.676
TRINITY_DN127146_c0_g2_i4	NA	NA	NA	NA	-0.492754582	0.492754582	unbias	0.534454499	G43_M_mean	0.2056	0.3937	1.9146
TRINITY_DN127148_c0_g1_i1	NA	NA	NA	NA	0.582998369	0.582998369	unbias	0.219416209	Testis_mean	0.0961	0.1838	1.9128
TRINITY_DN127149_c1_g1_i10	abhd8	Chr01	101190060	101190060	0.280146855	0.280146855	unbias	0.408292044	Ovary_mean	0.1218	0.222	1.823
TRINITY_DN127150_c4_g4_i4	notch1	Chr02	81932079	81932079	-0.446565173	0.446565173	unbias	0.35402044	Brain_mean	0.0976	0.1392	1.4259
TRINITY_DN127150_c4_g6_i2	NA	NA	NA	NA	-0.580610138	0.580610138	unbias	0.433269323	Ovary_mean	0.0072	0.0054	0.7473
