gid	gname	chr	start	end	logFC.XYliver.XXliver	bias
TRINITY_DN128360_c2_g3_i1	NA	NA	NA	NA	1.247719684	unbias
TRINITY_DN128360_c3_g3_i1	NA	NA	NA	NA	-0.714064235	unbias
TRINITY_DN128362_c0_g3_i3	NA	NA	NA	NA	-0.277378878	unbias
TRINITY_DN128362_c1_g1_i1	NA	NA	NA	NA	-0.622012436	unbias
TRINITY_DN128362_c1_g4_i2	stoml3	Chr02	147987548	147987548	0.31220927	unbias
TRINITY_DN128363_c3_g1_i1	stx2	Chr01	149277828	149277828	0.227566518	unbias
TRINITY_DN128363_c4_g1_i1	emx1	Chr03	38196711	38196711	-0.874071027	unbias
TRINITY_DN128365_c2_g2_i1	NA	NA	NA	NA	0.510424288	unbias
TRINITY_DN128365_c2_g8_i1	NA	NA	NA	NA	-0.351630391	unbias
TRINITY_DN128366_c0_g1_i1	Xetrov90005964m	Chr02	113658318	113658318	-0.152018692	unbias
TRINITY_DN128367_c0_g1_i1	NA	NA	NA	NA	0.054573865	unbias
TRINITY_DN128367_c1_g4_i3	NA	NA	NA	NA	-0.79065088	unbias
TRINITY_DN128368_c0_g1_i1	LOC100498440-like	Chr04	49287697	49287697	-0.251807678	unbias
TRINITY_DN128369_c5_g1_i1	NA	NA	NA	NA	0.806471016	unbias
TRINITY_DN128369_c5_g3_i3	NA	NA	NA	NA	-0.419557333	unbias
TRINITY_DN128369_c6_g1_i1	NA	NA	NA	NA	1.127980356	unbias
TRINITY_DN128370_c0_g3_i2	NA	NA	NA	NA	-0.835714047	unbias
TRINITY_DN128371_c0_g1_i3	cacna1a-like	Chr03	129506774	129506774	-0.2489295	unbias
TRINITY_DN128372_c0_g1_i2	NA	NA	NA	NA	0.213466394	unbias
TRINITY_DN128374_c0_g17_i2	NA	NA	NA	NA	0.510173162	unbias
TRINITY_DN128375_c0_g1_i2	NA	NA	NA	NA	-0.108631561	unbias
TRINITY_DN128376_c2_g5_i2	NA	NA	NA	NA	-1.373337731	unbias
TRINITY_DN128377_c3_g1_i3	NA	NA	NA	NA	-0.350710817	unbias
TRINITY_DN128377_c4_g3_i1	NA	NA	NA	NA	0.057960409	unbias
TRINITY_DN128378_c1_g1_i4	sema3a	Chr03	70641601	70641601	-0.190723263	unbias
TRINITY_DN128379_c1_g2_i1	Xetrov90028550m	scaffold_394	122159	122159	-0.311120432	unbias
TRINITY_DN128381_c1_g4_i1	NA	NA	NA	NA	1.306767172	unbias
TRINITY_DN128382_c1_g1_i5	NA	NA	NA	NA	0.410606735	unbias
TRINITY_DN128383_c2_g6_i6	kcna5	Chr03	8763913	8763913	0.58447363	unbias
TRINITY_DN128384_c2_g1_i6	NA	NA	NA	NA	0.236606382	unbias
TRINITY_DN128385_c0_g2_i8	NA	NA	NA	NA	-0.343097152	unbias
TRINITY_DN128386_c1_g1_i1	stil	Chr04	83796568	83796568	0.376187494	unbias
TRINITY_DN128388_c1_g4_i2	NA	NA	NA	NA	-0.057663335	unbias
TRINITY_DN128390_c3_g1_i1	NA	NA	NA	NA	-0.318883019	unbias
TRINITY_DN128390_c4_g2_i1	gpr26	Chr07	11586889	11586889	-0.399049085	unbias
TRINITY_DN128390_c5_g1_i1	NA	NA	NA	NA	-0.477253211	unbias
TRINITY_DN128393_c1_g1_i1	prmt5	Chr01	127965063	127965063	-0.419820907	unbias
TRINITY_DN128395_c1_g2_i2	NA	NA	NA	NA	-1.204515025	unbias
TRINITY_DN128395_c2_g2_i1	pofut1	scaffold_284	12518	12518	-0.71499796	unbias
TRINITY_DN128396_c6_g2_i1	NA	NA	NA	NA	0.141594425	unbias
TRINITY_DN128397_c1_g1_i1	NA	NA	NA	NA	0.614350427	unbias
TRINITY_DN128397_c3_g2_i2	NA	NA	NA	NA	-0.155606923	unbias
TRINITY_DN128399_c2_g3_i2	LOC100498149	Chr02	113538054	113538054	-0.479839405	unbias
TRINITY_DN128399_c2_g5_i1	NA	NA	NA	NA	-0.116059585	unbias
TRINITY_DN128401_c4_g3_i1	NA	NA	NA	NA	-1.753521126	unbias
TRINITY_DN128401_c6_g2_i1	NA	NA	NA	NA	0.418179986	unbias
TRINITY_DN128402_c0_g1_i2	NA	NA	NA	NA	-1.637683178	unbias
TRINITY_DN128405_c2_g2_i1	NA	NA	NA	NA	0.864033291	unbias
TRINITY_DN128405_c2_g3_i3	nkx2-5	Chr03	33912953	33912953	0.265793935	unbias
TRINITY_DN128405_c2_g5_i2	NA	NA	NA	NA	0.452181012	unbias
TRINITY_DN128406_c2_g1_i1	NA	NA	NA	NA	0.061307762	unbias
TRINITY_DN128406_c3_g1_i2	NA	NA	NA	NA	-0.490404257	unbias
TRINITY_DN128408_c3_g7_i3	NA	NA	NA	NA	-0.104838007	unbias
TRINITY_DN128410_c1_g1_i1	NA	NA	NA	NA	-0.414117443	unbias
TRINITY_DN128411_c2_g1_i1	NA	NA	NA	NA	-0.376536971	unbias
TRINITY_DN128411_c2_g2_i4	chpt1	Chr03	39508311	39508311	-0.399744297	unbias
TRINITY_DN128411_c2_g3_i4	brap	Chr01	154430859	154430859	-0.205279451	unbias
TRINITY_DN128414_c0_g1_i5	ift22	Chr02	42701284	42701284	-0.082318076	unbias
TRINITY_DN128415_c0_g4_i3	NA	NA	NA	NA	0.512983932	unbias
TRINITY_DN128415_c0_g5_i1	NA	NA	NA	NA	0.623018597	unbias
TRINITY_DN128415_c0_g7_i1	fig4	Chr05	74691226	74691226	1.323589488	unbias
TRINITY_DN128417_c4_g4_i2	myo1a	Chr02	135888143	135888143	-0.436227231	unbias
TRINITY_DN128419_c0_g2_i2	NA	NA	NA	NA	-0.233010605	unbias
TRINITY_DN128420_c0_g2_i1	NA	NA	NA	NA	-1.162574415	unbias
TRINITY_DN128420_c4_g1_i1	NA	NA	NA	NA	0.018089968	unbias
TRINITY_DN128421_c1_g1_i1	ttr	Chr06	96791281	96791281	0.066163112	unbias
TRINITY_DN128421_c4_g1_i1	NA	NA	NA	NA	-0.512847241	unbias
TRINITY_DN128421_c4_g3_i1	NA	NA	NA	NA	-1.347704908	unbias
TRINITY_DN128422_c5_g3_i2	NA	NA	NA	NA	-0.242566508	unbias
TRINITY_DN128422_c6_g7_i4	c3orf58	Chr05	117090884	117090884	0.088124184	unbias
TRINITY_DN128422_c6_g9_i1	dennd6a	scaffold_92	350838	350838	-0.901143009	unbias
TRINITY_DN128424_c1_g1_i3	NA	NA	NA	NA	-0.822837771	unbias
TRINITY_DN128425_c0_g1_i1	NA	NA	NA	NA	-0.985844764	unbias
TRINITY_DN128426_c3_g3_i1	NA	NA	NA	NA	-0.13533149	unbias
TRINITY_DN128427_c0_g1_i15	NA	NA	NA	NA	-0.542166345	unbias
TRINITY_DN128427_c0_g2_i2	NA	NA	NA	NA	-0.858507977	unbias
TRINITY_DN128428_c0_g3_i2	NA	NA	NA	NA	-0.365980139	unbias
TRINITY_DN128429_c0_g1_i1	NA	NA	NA	NA	0.198026355	unbias
TRINITY_DN128430_c0_g1_i1	NA	NA	NA	NA	-0.434543966	unbias
TRINITY_DN128431_c0_g1_i3	znhit3	Chr02	64557539	64557539	-0.124281285	unbias
TRINITY_DN128432_c1_g1_i2	NA	NA	NA	NA	-0.249614438	unbias
TRINITY_DN128433_c0_g1_i2	NA	NA	NA	NA	0.402541971	unbias
TRINITY_DN128434_c0_g1_i6	NA	NA	NA	NA	-0.260949598	unbias
TRINITY_DN128434_c1_g4_i1	NA	NA	NA	NA	-0.399868811	unbias
TRINITY_DN128435_c3_g1_i1	NA	NA	NA	NA	0.326863907	unbias
TRINITY_DN128436_c4_g1_i1	NA	NA	NA	NA	-0.311651919	unbias
TRINITY_DN128436_c5_g4_i1	bloc1s1	Chr02	133827050	133827050	0.35456023	unbias
TRINITY_DN128438_c2_g1_i9	NA	NA	NA	NA	0.0000917	unbias
TRINITY_DN128440_c0_g1_i5	NA	NA	NA	NA	-0.013814176	unbias
TRINITY_DN128441_c1_g1_i1	NA	NA	NA	NA	-0.028285356	unbias
TRINITY_DN128441_c2_g1_i1	NA	NA	NA	NA	-0.046301373	unbias
TRINITY_DN128441_c2_g2_i5	NA	NA	NA	NA	0.079684571	unbias
TRINITY_DN128441_c2_g5_i3	NA	NA	NA	NA	-0.071329979	unbias
TRINITY_DN128442_c2_g2_i1	NA	NA	NA	NA	-0.440660629	unbias
TRINITY_DN128442_c2_g3_i1	NA	NA	NA	NA	-0.00516821	unbias
TRINITY_DN128443_c0_g1_i1	NA	NA	NA	NA	0.698493801	unbias
TRINITY_DN128443_c0_g3_i6	NA	NA	NA	NA	0.757074545	unbias
TRINITY_DN128444_c2_g9_i1	NA	NA	NA	NA	0.368057668	unbias
TRINITY_DN128445_c0_g3_i2	atf7	Chr02	143862180	143862180	0.692007877	unbias
TRINITY_DN128447_c0_g2_i1	supt20h-like	Chr02	148747394	148747394	-0.472128796	unbias
TRINITY_DN128448_c2_g1_i2	NA	NA	NA	NA	-0.441564836	unbias
TRINITY_DN128449_c0_g1_i1	LOC100490493	Chr08	104648917	104648917	0.064732788	unbias
TRINITY_DN128449_c0_g3_i1	NA	NA	NA	NA	-1.04168396	unbias
TRINITY_DN128449_c0_g4_i2	dcaf8	Chr08	114972444	114972444	-0.677981857	unbias
TRINITY_DN128449_c0_g5_i1	NA	NA	NA	NA	-0.911069101	unbias
TRINITY_DN128452_c3_g7_i1	NA	NA	NA	NA	0.446081879	unbias
TRINITY_DN128455_c10_g3_i1	gabra3-like	Chr08	17723089	17723089	-0.108838618	unbias
TRINITY_DN128458_c2_g2_i1	NA	NA	NA	NA	-0.043978072	unbias
TRINITY_DN128463_c1_g1_i1	NA	NA	NA	NA	-1.119245061	unbias
TRINITY_DN128464_c2_g2_i4	NA	NA	NA	NA	-1.193008847	unbias
TRINITY_DN128465_c0_g5_i9	LOC100145035	Chr04	77184407	77184407	-0.466726978	unbias
TRINITY_DN128466_c0_g1_i1	NA	NA	NA	NA	-0.16502664	unbias
TRINITY_DN128467_c1_g2_i2	NA	NA	NA	NA	0.078770047	unbias
TRINITY_DN128468_c0_g1_i5	xpnpep3	Chr04	105928342	105928342	0.24558764	unbias
TRINITY_DN128469_c0_g1_i1	NA	NA	NA	NA	0.849041415	unbias
TRINITY_DN128469_c1_g1_i2	NA	NA	NA	NA	0.471959722	unbias
TRINITY_DN128471_c3_g5_i3	NA	NA	NA	NA	-0.513709731	unbias
TRINITY_DN128472_c1_g2_i1	NA	NA	NA	NA	0.698765035	unbias
TRINITY_DN128474_c4_g3_i2	NA	NA	NA	NA	0.102487757	unbias
TRINITY_DN128475_c9_g1_i1	NA	NA	NA	NA	0.094583601	unbias
TRINITY_DN128476_c2_g2_i3	acvr1b	Chr02	131840964	131840964	0.449702327	unbias
TRINITY_DN128477_c0_g1_i1	NA	NA	NA	NA	-0.519944114	unbias
TRINITY_DN128478_c1_g4_i3	NA	NA	NA	NA	-0.764586165	unbias
TRINITY_DN128479_c0_g2_i1	NA	NA	NA	NA	0.567653654	unbias
TRINITY_DN128483_c4_g2_i1	NA	NA	NA	NA	0.165486635	unbias
TRINITY_DN128483_c5_g2_i2	NA	NA	NA	NA	0.038222979	unbias
TRINITY_DN128485_c2_g2_i2	NA	NA	NA	NA	0.218878102	unbias
TRINITY_DN128485_c2_g4_i1	NA	NA	NA	NA	-0.563038289	unbias
TRINITY_DN128485_c2_g5_i3	LOC100489788-like	Chr06	100826442	100826442	-0.532376503	unbias
TRINITY_DN128485_c2_g8_i1	NA	NA	NA	NA	-0.541458989	unbias
TRINITY_DN128487_c0_g1_i2	NA	NA	NA	NA	-0.000162878	unbias
TRINITY_DN128489_c1_g1_i4	NA	NA	NA	NA	0.144684433	unbias
TRINITY_DN128490_c0_g1_i4	NA	NA	NA	NA	-0.108177989	unbias
TRINITY_DN128491_c2_g2_i8	NA	NA	NA	NA	0.128862712	unbias
TRINITY_DN128494_c8_g1_i2	NA	NA	NA	NA	-0.264897134	unbias
TRINITY_DN128494_c8_g3_i7	NA	NA	NA	NA	-0.57364302	unbias
TRINITY_DN128497_c1_g1_i1	NA	NA	NA	NA	0.317943969	unbias
TRINITY_DN128498_c0_g3_i1	NA	NA	NA	NA	-0.631070199	unbias
TRINITY_DN128499_c5_g1_i2	NA	NA	NA	NA	0.219337782	unbias
TRINITY_DN128500_c0_g1_i1	hmp19	Chr03	33482644	33482644	-0.120312979	unbias
TRINITY_DN128501_c2_g1_i3	trim2	Chr01	45903183	45903183	-1.236943683	unbias
TRINITY_DN128502_c0_g8_i1	NA	NA	NA	NA	-0.27906396	unbias
TRINITY_DN128503_c0_g1_i2	NA	NA	NA	NA	-0.225181927	unbias
TRINITY_DN128504_c0_g1_i2	NA	NA	NA	NA	-0.426427395	unbias
TRINITY_DN128505_c0_g1_i1	NA	NA	NA	NA	-0.503119417	unbias
TRINITY_DN128505_c1_g1_i4	NA	NA	NA	NA	-0.097510471	unbias
TRINITY_DN128506_c1_g1_i7	NA	NA	NA	NA	0.654684014	unbias
TRINITY_DN128507_c2_g2_i4	NA	NA	NA	NA	0.02973204	unbias
TRINITY_DN128508_c7_g2_i1	NA	NA	NA	NA	-0.22012919	unbias
TRINITY_DN128510_c6_g3_i1	LOC100485346	Chr02	3806545	3806545	0.165939613	unbias
TRINITY_DN128510_c6_g5_i1	LOC100490823	Chr09	70879112	70879112	0.130110565	unbias
TRINITY_DN128510_c7_g6_i3	NA	NA	NA	NA	0.271283098	unbias
TRINITY_DN128510_c7_g8_i1	NA	NA	NA	NA	0.244965284	unbias
TRINITY_DN128511_c3_g1_i1	NA	NA	NA	NA	-0.675090597	unbias
TRINITY_DN128511_c4_g2_i2	csrp2bp	Chr05	38703141	38703141	0.057531423	unbias
TRINITY_DN128512_c1_g1_i1	NA	NA	NA	NA	-0.088350492	unbias
TRINITY_DN128512_c2_g1_i1	NA	NA	NA	NA	0.808239822	unbias
TRINITY_DN128512_c4_g2_i4	NA	NA	NA	NA	-0.454368899	unbias
TRINITY_DN128513_c1_g2_i6	NA	NA	NA	NA	-1.088633306	unbias
TRINITY_DN128514_c1_g2_i2	NA	NA	NA	NA	-0.076905526	unbias
TRINITY_DN128515_c0_g1_i7	NA	NA	NA	NA	-0.98089057	unbias
TRINITY_DN128516_c1_g3_i2	NA	NA	NA	NA	-0.280815894	unbias
TRINITY_DN128520_c0_g1_i4	NA	NA	NA	NA	1.525769879	unbias
TRINITY_DN128521_c0_g1_i5	NA	NA	NA	NA	0.095302291	unbias
TRINITY_DN128521_c1_g1_i4	NA	NA	NA	NA	-0.131589709	unbias
TRINITY_DN128522_c2_g2_i1	NA	NA	NA	NA	-0.538058206	unbias
TRINITY_DN128522_c3_g4_i2	NA	NA	NA	NA	0.004835086	unbias
TRINITY_DN128525_c0_g1_i1	LOC101731130	Chr03	134544347	134544347	-0.170095686	unbias
TRINITY_DN128525_c1_g1_i1	NA	NA	NA	NA	-0.269599883	unbias
TRINITY_DN128527_c0_g1_i3	NA	NA	NA	NA	0.009431621	unbias
TRINITY_DN128528_c0_g1_i1	NA	NA	NA	NA	1.12014084	unbias
TRINITY_DN128528_c0_g3_i1	NA	NA	NA	NA	0.16821857	unbias
TRINITY_DN128528_c0_g4_i4	NA	NA	NA	NA	-0.289263123	unbias
TRINITY_DN128530_c1_g2_i2	NA	NA	NA	NA	0.817354492	unbias
TRINITY_DN128532_c0_g1_i1	NA	NA	NA	NA	-1.021646575	unbias
TRINITY_DN128532_c0_g2_i1	sall3	Chr06	28022629	28022629	0.086820931	unbias
TRINITY_DN128534_c0_g1_i3	NA	NA	NA	NA	-0.170522964	unbias
TRINITY_DN128535_c0_g1_i1	NA	NA	NA	NA	-0.343792812	unbias
TRINITY_DN128537_c0_g1_i1	ildr2	Chr02	4112576	4112576	-0.129271047	unbias
TRINITY_DN128540_c3_g2_i1	NA	NA	NA	NA	-0.652410689	unbias
TRINITY_DN128540_c3_g3_i1	NA	NA	NA	NA	0.326541154	unbias
TRINITY_DN128540_c3_g8_i1	NA	NA	NA	NA	-0.284179364	unbias
TRINITY_DN128541_c0_g1_i1	NA	NA	NA	NA	0.005429166	unbias
TRINITY_DN128544_c0_g2_i1	NA	NA	NA	NA	-0.124778831	unbias
TRINITY_DN128547_c8_g3_i2	slc35e2b	Chr07	70975572	70975572	-0.277088037	unbias
TRINITY_DN128548_c0_g1_i1	NA	NA	NA	NA	0.206395203	unbias
TRINITY_DN128552_c0_g1_i1	NA	NA	NA	NA	-0.179631464	unbias
TRINITY_DN128553_c0_g1_i1	tbpl2	Chr08	84284839	84284839	-0.707209441	unbias
TRINITY_DN128556_c1_g1_i2	NA	NA	NA	NA	-0.527757998	unbias
TRINITY_DN128561_c1_g3_i4	NA	NA	NA	NA	0.084156971	unbias
TRINITY_DN128561_c1_g4_i3	NA	NA	NA	NA	0.282344258	unbias
TRINITY_DN128562_c3_g7_i12	NA	NA	NA	NA	-0.31435719	unbias
TRINITY_DN128563_c0_g1_i2	NA	NA	NA	NA	-0.207143698	unbias
TRINITY_DN128564_c3_g1_i2	NA	NA	NA	NA	0.159154759	unbias
TRINITY_DN128566_c0_g1_i3	NA	NA	NA	NA	-0.711679835	unbias
TRINITY_DN128567_c0_g1_i3	LOC100487005	Chr05	143059167	143059167	-0.260210754	unbias
TRINITY_DN128568_c2_g1_i3	NA	NA	NA	NA	-0.000601543	unbias
TRINITY_DN128572_c0_g3_i8	NA	NA	NA	NA	0.362217949	unbias
TRINITY_DN128574_c0_g3_i1	NA	NA	NA	NA	0.29422092	unbias
TRINITY_DN128575_c1_g2_i2	NA	NA	NA	NA	0.30710234	unbias
TRINITY_DN128576_c0_g4_i1	NA	NA	NA	NA	-0.596811545	unbias
TRINITY_DN128579_c0_g1_i4	NA	NA	NA	NA	0.16597941	unbias
TRINITY_DN128579_c0_g3_i1	dnajb13	scaffold_314	128311	128311	-1.058968276	unbias
TRINITY_DN128579_c0_g4_i2	NA	NA	NA	NA	-0.221411598	unbias
TRINITY_DN128579_c1_g1_i1	LOC100145112	Chr01	79084946	79084946	-0.212290791	unbias
TRINITY_DN128580_c0_g1_i1	NA	NA	NA	NA	-0.061475129	unbias
TRINITY_DN128584_c0_g2_i3	NA	NA	NA	NA	-0.180450411	unbias
TRINITY_DN128585_c8_g2_i1	NA	NA	NA	NA	0.08604276	unbias
TRINITY_DN128586_c0_g2_i1	NA	NA	NA	NA	0.057093868	unbias
TRINITY_DN128587_c0_g1_i3	NA	NA	NA	NA	1.392129316	unbias
TRINITY_DN128589_c3_g1_i1	NA	NA	NA	NA	-0.125852658	unbias
TRINITY_DN128589_c6_g1_i1	hsd17b11	Chr01	88820066	88820066	0.502867005	unbias
TRINITY_DN128590_c0_g2_i1	plxnb2	Chr03	61919818	61919818	0.098303586	unbias
TRINITY_DN128592_c11_g2_i15	NA	NA	NA	NA	0.150447898	unbias
TRINITY_DN128593_c0_g1_i1	NA	NA	NA	NA	-0.249083683	unbias
TRINITY_DN128595_c0_g10_i1	NA	NA	NA	NA	-0.396454336	unbias
TRINITY_DN128595_c0_g2_i1	NA	NA	NA	NA	-0.383957307	unbias
TRINITY_DN128595_c0_g6_i1	NA	NA	NA	NA	-0.842442895	unbias
TRINITY_DN128596_c2_g1_i2	gfra4	Chr01	7416468	7416468	-0.000987476	unbias
TRINITY_DN128596_c3_g4_i1	NA	NA	NA	NA	-0.404014097	unbias
TRINITY_DN128597_c0_g1_i1	NA	NA	NA	NA	-0.663320621	unbias
TRINITY_DN128599_c0_g1_i2	NA	NA	NA	NA	-0.737212278	unbias
TRINITY_DN128600_c1_g1_i6	micu3-like	Chr01	32910226	32910226	-0.630496388	unbias
TRINITY_DN128601_c0_g2_i1	LOC101731737	Chr10	30697940	30697940	0.044580754	unbias
TRINITY_DN128601_c2_g1_i1	NA	NA	NA	NA	0.312368376	unbias
TRINITY_DN128604_c6_g1_i2	nfatc3	Chr04	44095675	44095675	-0.255837256	unbias
TRINITY_DN128605_c4_g1_i1	NA	NA	NA	NA	-0.029573927	unbias
TRINITY_DN128606_c2_g13_i11	NA	NA	NA	NA	0.192996259	unbias
TRINITY_DN128607_c0_g1_i1	NA	NA	NA	NA	-0.873510748	unbias
TRINITY_DN128607_c0_g2_i1	NA	NA	NA	NA	-0.717272525	unbias
TRINITY_DN128607_c2_g3_i3	iqgap3	Chr08	111758386	111758386	0.787063948	unbias
TRINITY_DN128607_c3_g1_i1	NA	NA	NA	NA	-1.04944776	unbias
TRINITY_DN128609_c0_g2_i3	NA	NA	NA	NA	-0.406636362	unbias
TRINITY_DN128610_c1_g1_i1	NA	NA	NA	NA	0.224421968	unbias
TRINITY_DN128610_c1_g3_i2	NA	NA	NA	NA	-0.801107278	unbias
TRINITY_DN128610_c1_g5_i1	NA	NA	NA	NA	-0.471022626	unbias
TRINITY_DN128610_c1_g7_i5	NA	NA	NA	NA	0.199869822	unbias
TRINITY_DN128611_c1_g1_i1	srrt	scaffold_1035	7362	7362	0.06430923	unbias
TRINITY_DN128611_c1_g2_i1	NA	NA	NA	NA	-0.106808048	unbias
TRINITY_DN128611_c1_g5_i1	NA	NA	NA	NA	0.381073402	unbias
TRINITY_DN128612_c10_g1_i1	hap1	Chr10	1919847	1919847	-0.233563232	unbias
TRINITY_DN128612_c9_g1_i2	NA	NA	NA	NA	-0.106217554	unbias
TRINITY_DN128615_c2_g1_i1	LOC101732853	Chr02	50935698	50935698	-0.86817163	unbias
TRINITY_DN128615_c3_g1_i1	NA	NA	NA	NA	-0.158153005	unbias
TRINITY_DN128615_c4_g1_i1	NA	NA	NA	NA	0.089850702	unbias
TRINITY_DN128615_c5_g2_i6	NA	NA	NA	NA	-0.268146005	unbias
TRINITY_DN128615_c6_g2_i1	NA	NA	NA	NA	-0.521768132	unbias
TRINITY_DN128617_c6_g3_i1	axl	Chr08	57958031	57958031	-0.474098115	unbias
TRINITY_DN128618_c5_g4_i4	ddx11	scaffold_135	352655	352655	-0.983042843	unbias
TRINITY_DN128619_c4_g2_i1	NA	NA	NA	NA	0.101212625	unbias
TRINITY_DN128622_c0_g1_i3	chrm4	Chr04	5263538	5263538	-0.544312396	unbias
TRINITY_DN128623_c0_g1_i5	khdrbs3	Chr06	125627928	125627928	-0.191596045	unbias
TRINITY_DN128623_c0_g3_i1	NA	NA	NA	NA	0.153346387	unbias
TRINITY_DN128624_c2_g1_i2	LOC100494819-like	Chr07	95911199	95911199	-1.187185093	unbias
TRINITY_DN128625_c0_g1_i3	NA	NA	NA	NA	-0.180094478	unbias
TRINITY_DN128626_c1_g1_i3	NA	NA	NA	NA	-0.292924738	unbias
TRINITY_DN128626_c2_g2_i2	zmcm3	scaffold_13	986796	986796	0.16336894	unbias
TRINITY_DN128626_c2_g3_i7	NA	NA	NA	NA	0.318928398	unbias
TRINITY_DN128627_c0_g1_i1	cdk5rap3	Chr10	4690378	4690378	-0.441465926	unbias
TRINITY_DN128627_c2_g1_i1	NA	NA	NA	NA	-0.358094786	unbias
TRINITY_DN128627_c3_g3_i1	NA	NA	NA	NA	-0.645664732	unbias
TRINITY_DN128627_c5_g2_i1	NA	NA	NA	NA	-0.390444127	unbias
TRINITY_DN128628_c0_g1_i4	parp16-like	Chr03	117692116	117692116	-0.404313409	unbias
TRINITY_DN128631_c2_g1_i1	NA	NA	NA	NA	0.32546616	unbias
TRINITY_DN128631_c3_g1_i2	NA	NA	NA	NA	0.40464275	unbias
TRINITY_DN128631_c4_g2_i1	NA	NA	NA	NA	0.027881049	unbias
TRINITY_DN128634_c0_g1_i1	NA	NA	NA	NA	0.652343457	unbias
TRINITY_DN128634_c1_g5_i1	NA	NA	NA	NA	-1.149775564	unbias
TRINITY_DN128634_c2_g2_i1	NA	NA	NA	NA	0.362780241	unbias
TRINITY_DN128635_c0_g2_i11	NA	NA	NA	NA	0.746149898	unbias
TRINITY_DN128637_c0_g1_i3	NA	NA	NA	NA	0.521037236	unbias
TRINITY_DN128638_c0_g1_i2	NA	NA	NA	NA	-0.834427445	unbias
TRINITY_DN128639_c1_g16_i1	NA	NA	NA	NA	-1.356141666	unbias
TRINITY_DN128639_c1_g2_i3	NA	NA	NA	NA	-0.479131055	unbias
TRINITY_DN128639_c1_g5_i1	NA	NA	NA	NA	-0.404004068	unbias
TRINITY_DN128639_c3_g1_i1	atf4	Chr04	110681012	110681012	-0.370592827	unbias
TRINITY_DN128639_c3_g3_i1	ccdc177	Chr08	89637096	89637096	0.497785279	unbias
TRINITY_DN128640_c0_g1_i2	NA	NA	NA	NA	0.728700283	unbias
TRINITY_DN128641_c0_g2_i1	NA	NA	NA	NA	0.434682005	unbias
TRINITY_DN128642_c2_g2_i1	NA	NA	NA	NA	0.10827984	unbias
TRINITY_DN128642_c4_g1_i1	haus6	Chr01	106733881	106733881	-0.941315565	unbias
TRINITY_DN128642_c4_g4_i4	NA	NA	NA	NA	-0.129431833	unbias
TRINITY_DN128643_c0_g1_i3	NA	NA	NA	NA	-0.087858365	unbias
TRINITY_DN128643_c0_g2_i2	NA	NA	NA	NA	-0.056516694	unbias
TRINITY_DN128644_c0_g1_i6	NA	NA	NA	NA	-1.0161944	unbias
TRINITY_DN128645_c0_g1_i6	NA	NA	NA	NA	-0.763324707	unbias
TRINITY_DN128646_c4_g1_i2	c1orf35	Chr06	2077898	2077898	-0.018379624	unbias
TRINITY_DN128646_c4_g4_i1	LOC100496652	Chr09	3835417	3835417	0.135962331	unbias
TRINITY_DN128646_c4_g5_i1	kbtbd2	Chr06	26152009	26152009	-0.092602845	unbias
TRINITY_DN128646_c4_g6_i1	NA	NA	NA	NA	0.009868956	unbias
TRINITY_DN128647_c2_g1_i1	NA	NA	NA	NA	0.315145357	unbias
TRINITY_DN128648_c6_g1_i2	NA	NA	NA	NA	-0.273005586	unbias
TRINITY_DN128648_c7_g2_i1	NA	NA	NA	NA	-0.708662294	unbias
TRINITY_DN128648_c7_g7_i3	NA	NA	NA	NA	-0.5045683	unbias
TRINITY_DN128650_c0_g2_i1	NA	NA	NA	NA	-0.426563482	unbias
TRINITY_DN128651_c7_g1_i3	NA	NA	NA	NA	-0.147975845	unbias
TRINITY_DN128652_c2_g1_i3	NA	NA	NA	NA	-0.488912729	unbias
TRINITY_DN128653_c2_g2_i1	LOC100216148	Chr05	51768766	51768766	-0.431970846	unbias
TRINITY_DN128654_c0_g1_i2	NA	NA	NA	NA	-0.524195445	unbias
TRINITY_DN128655_c5_g2_i3	wrn	Chr01	78544309	78544309	-0.746064133	unbias
TRINITY_DN128658_c1_g1_i2	NA	NA	NA	NA	0.19510658	unbias
TRINITY_DN128658_c1_g2_i1	NA	NA	NA	NA	-0.299748004	unbias
TRINITY_DN128659_c2_g1_i2	comt.2	Chr01	146432864	146432864	0.351035931	unbias
TRINITY_DN128660_c0_g1_i3	NA	NA	NA	NA	0.862237844	unbias
TRINITY_DN128662_c0_g1_i1	NA	NA	NA	NA	-0.523454314	unbias
TRINITY_DN128662_c2_g1_i3	NA	NA	NA	NA	-0.297728467	unbias
TRINITY_DN128663_c1_g1_i1	mettl7a-like.2	Chr02	140004079	140004079	-0.160948462	unbias
TRINITY_DN128664_c0_g3_i1	NA	NA	NA	NA	-0.048500515	unbias
TRINITY_DN128666_c1_g1_i1	NA	NA	NA	NA	-0.678525699	unbias
TRINITY_DN128666_c1_g2_i1	pdgfb-like	Chr07	74821467	74821467	0.068307584	unbias
TRINITY_DN128666_c2_g1_i2	NA	NA	NA	NA	-0.44402617	unbias
TRINITY_DN128669_c8_g1_i6	NA	NA	NA	NA	0.143802487	unbias
TRINITY_DN128671_c3_g1_i2	NA	NA	NA	NA	-1.80978677	unbias
TRINITY_DN128671_c3_g3_i1	ckap2-like	Chr02	147256075	147256075	0.235735802	unbias
TRINITY_DN128674_c1_g1_i2	NA	NA	NA	NA	-0.515264607	unbias
