gid	gname	chr	start	end	logFC.XY43.XX43
TRINITY_DN130934_c0_g1_i1	NA	NA	NA	NA	0.136164939
TRINITY_DN130935_c1_g1_i4	NA	NA	NA	NA	0.221871245
TRINITY_DN130935_c1_g2_i1	NA	NA	NA	NA	0.025944511
TRINITY_DN130936_c0_g1_i1	NA	NA	NA	NA	-0.174481745
TRINITY_DN130937_c5_g2_i3	NA	NA	NA	NA	0.316938439
TRINITY_DN130938_c0_g3_i7	NA	NA	NA	NA	-0.019546332
TRINITY_DN130940_c2_g1_i1	NA	NA	NA	NA	0.336328526
TRINITY_DN130941_c0_g1_i2	NA	NA	NA	NA	-1.175693724
TRINITY_DN130941_c2_g1_i1	NA	NA	NA	NA	-0.058671203
TRINITY_DN130941_c3_g2_i1	pah	Chr03	40248117	40248117	0.41619515
TRINITY_DN130941_c4_g1_i5	NA	NA	NA	NA	0.610930928
TRINITY_DN130941_c4_g2_i1	tcirg1	Chr07	60459818	60459818	-0.461092945
TRINITY_DN130941_c4_g3_i1	Xetrov90000859m	Chr01	44098177	44098177	0.746249155
TRINITY_DN130942_c1_g1_i1	mblac2	Chr01	170812604	170812604	-0.088848051
TRINITY_DN130942_c2_g1_i2	emc4	Chr01	130581002	130581002	-1.050543027
TRINITY_DN130945_c0_g16_i1	NA	NA	NA	NA	0.028151112
TRINITY_DN130945_c0_g17_i1	spns1	scaffold_318	147789	147789	1.88274812
TRINITY_DN130945_c0_g21_i1	NA	NA	NA	NA	-0.62068039
TRINITY_DN130945_c0_g5_i1	NA	NA	NA	NA	1.190655223
TRINITY_DN130947_c1_g6_i1	NA	NA	NA	NA	-0.180706051
TRINITY_DN130948_c0_g1_i3	NA	NA	NA	NA	-0.631523194
TRINITY_DN130950_c1_g1_i4	tnpo2-like	scaffold_185	20529	20529	-0.556823761
TRINITY_DN130950_c1_g2_i1	tmem5	Chr03	47721326	47721326	-0.195379632
TRINITY_DN130952_c1_g1_i1	NA	NA	NA	NA	0.081224684
TRINITY_DN130953_c3_g3_i1	NA	NA	NA	NA	-0.242812932
TRINITY_DN130955_c0_g1_i1	NA	NA	NA	NA	-1.308484168
TRINITY_DN130955_c1_g1_i2	NA	NA	NA	NA	0.442559644
TRINITY_DN130955_c1_g2_i1	NA	NA	NA	NA	-0.047673093
TRINITY_DN130956_c0_g1_i2	NA	NA	NA	NA	0.174579454
TRINITY_DN130956_c0_g2_i1	NA	NA	NA	NA	0.61397143
TRINITY_DN130958_c0_g2_i4	sh3rf2	Chr03	30274263	30274263	0.16568511
TRINITY_DN130959_c0_g1_i2	tnfsf10	Chr05	93059382	93059382	0.377672819
TRINITY_DN130961_c1_g4_i1	NA	NA	NA	NA	-0.15927956
TRINITY_DN130961_c3_g1_i5	NA	NA	NA	NA	0.314089591
TRINITY_DN130962_c1_g2_i12	mcm4	Chr06	98359048	98359048	-0.162523304
TRINITY_DN130962_c1_g3_i2	NA	NA	NA	NA	0.864228774
TRINITY_DN130963_c0_g1_i2	NA	NA	NA	NA	0.082536021
TRINITY_DN130963_c1_g1_i1	NA	NA	NA	NA	0.643643232
TRINITY_DN130963_c1_g2_i1	NA	NA	NA	NA	-3.619642125
TRINITY_DN130963_c1_g3_i3	NA	NA	NA	NA	0.468436927
TRINITY_DN130963_c2_g1_i5	ormdl2	Chr02	134958507	134958507	0.244712629
TRINITY_DN130964_c0_g1_i5	hspe1	Chr09	38204917	38204917	0.693147171
TRINITY_DN130965_c0_g1_i1	NA	NA	NA	NA	-0.513739875
TRINITY_DN130965_c1_g1_i1	NA	NA	NA	NA	-0.036504712
TRINITY_DN130965_c1_g3_i1	NA	NA	NA	NA	0.652072924
TRINITY_DN130965_c2_g1_i4	kiaa1841-like	Chr05	27671216	27671216	-1.118936119
TRINITY_DN130966_c5_g2_i2	NA	NA	NA	NA	0.27411509
TRINITY_DN130966_c5_g5_i1	NA	NA	NA	NA	-0.475993731
TRINITY_DN130966_c6_g1_i1	NA	NA	NA	NA	0.933931516
TRINITY_DN130966_c6_g4_i1	mpp7	Chr06	16060500	16060500	-0.262345744
TRINITY_DN130967_c1_g1_i1	NA	NA	NA	NA	-0.224792441
TRINITY_DN130968_c2_g1_i1	NA	NA	NA	NA	0.215958703
TRINITY_DN130970_c0_g3_i2	tnc-like	Chr08	14877160	14877160	0.395636486
TRINITY_DN130972_c2_g1_i1	NA	NA	NA	NA	-0.054825865
TRINITY_DN130972_c5_g2_i5	NA	NA	NA	NA	0.029337775
TRINITY_DN130974_c0_g2_i1	NA	NA	NA	NA	0.064594069
TRINITY_DN130975_c2_g1_i4	NA	NA	NA	NA	0.024304315
TRINITY_DN130976_c0_g2_i8	NA	NA	NA	NA	0.294374542
TRINITY_DN130977_c0_g5_i1	NA	NA	NA	NA	0.25015451
TRINITY_DN130978_c4_g2_i2	NA	NA	NA	NA	0.064888668
TRINITY_DN130979_c3_g1_i7	NA	NA	NA	NA	-0.364193072
TRINITY_DN130980_c0_g1_i3	NA	NA	NA	NA	-0.165776409
TRINITY_DN130981_c0_g3_i1	NA	NA	NA	NA	0.17990545
TRINITY_DN130983_c0_g5_i1	NA	NA	NA	NA	0.060315821
TRINITY_DN130984_c1_g2_i1	NA	NA	NA	NA	0.167340058
TRINITY_DN130985_c0_g1_i1	NA	NA	NA	NA	-0.119011886
TRINITY_DN130985_c1_g1_i5	NA	NA	NA	NA	0.176346716
TRINITY_DN130986_c5_g8_i2	NA	NA	NA	NA	0.491956098
TRINITY_DN130987_c0_g1_i1	NA	NA	NA	NA	-0.625401104
TRINITY_DN130987_c1_g1_i1	NA	NA	NA	NA	0.188908176
TRINITY_DN130988_c1_g1_i2	NA	NA	NA	NA	-0.308668544
TRINITY_DN130988_c1_g2_i2	sfmbt1	Chr04	113189698	113189698	0.622395976
TRINITY_DN130988_c1_g3_i1	LOC100127812	Chr01	88235953	88235953	-0.112052855
TRINITY_DN130989_c0_g1_i2	NA	NA	NA	NA	-0.241067168
TRINITY_DN130990_c0_g1_i6	NA	NA	NA	NA	0.228799227
TRINITY_DN130990_c0_g2_i1	NA	NA	NA	NA	0.364345945
TRINITY_DN130991_c1_g1_i2	NA	NA	NA	NA	-0.062539124
TRINITY_DN130992_c4_g1_i1	NA	NA	NA	NA	-0.004670413
TRINITY_DN130992_c5_g1_i2	NA	NA	NA	NA	0.16955005
TRINITY_DN130993_c4_g1_i1	NA	NA	NA	NA	0.387750025
TRINITY_DN130993_c5_g2_i1	pnck	Chr08	3344138	3344138	0.374688911
TRINITY_DN130994_c0_g1_i1	NA	NA	NA	NA	-0.697631026
TRINITY_DN130995_c1_g1_i1	c2cd2l	Chr07	85711975	85711975	0.059768234
TRINITY_DN130995_c3_g1_i6	cga	Chr05	87235071	87235071	0.358622415
TRINITY_DN130996_c0_g6_i1	NA	NA	NA	NA	-0.021815501
TRINITY_DN130996_c1_g1_i2	emc3	Chr04	114265033	114265033	0.09430613
TRINITY_DN130997_c0_g1_i1	siglec15	Chr01	193182992	193182992	0.326226997
TRINITY_DN130999_c0_g2_i1	NA	NA	NA	NA	-0.184538924
TRINITY_DN131000_c0_g1_i1	NA	NA	NA	NA	0.20232286
TRINITY_DN131000_c0_g2_i1	LOC100496329	Chr05	24913279	24913279	0.072035164
TRINITY_DN131000_c0_g4_i2	NA	NA	NA	NA	-0.315385298
TRINITY_DN131002_c1_g2_i1	NA	NA	NA	NA	0.045322682
TRINITY_DN131002_c2_g1_i1	NA	NA	NA	NA	-0.534767473
TRINITY_DN131003_c0_g3_i1	NA	NA	NA	NA	0.246829927
TRINITY_DN131006_c7_g1_i2	NA	NA	NA	NA	0.378249144
TRINITY_DN131008_c4_g3_i1	NA	NA	NA	NA	0.171502023
TRINITY_DN131008_c4_g4_i2	NA	NA	NA	NA	0.058587189
TRINITY_DN131008_c5_g1_i1	NA	NA	NA	NA	0.09481764
TRINITY_DN131010_c0_g3_i1	arfgef1	Chr06	104425399	104425399	0.365160119
TRINITY_DN131011_c0_g1_i2	NA	NA	NA	NA	-0.100629419
TRINITY_DN131012_c0_g2_i1	NA	NA	NA	NA	1.053169465
TRINITY_DN131012_c0_g3_i2	cad-like	scaffold_858	399	399	0.054941947
TRINITY_DN131013_c0_g2_i1	gemin4-like	Chr02	92697773	92697773	-0.570689824
TRINITY_DN131013_c0_g4_i1	NA	NA	NA	NA	0.054385186
TRINITY_DN131013_c0_g5_i1	ncapg	Chr01	23327161	23327161	0.006517661
TRINITY_DN131014_c1_g2_i6	myo1a	Chr02	135888143	135888143	-0.230865887
TRINITY_DN131015_c3_g1_i4	LOC100496861	Chr08	57578898	57578898	-0.149484671
TRINITY_DN131015_c4_g1_i2	rsl24d1	Chr03	90858583	90858583	0.226391638
TRINITY_DN131015_c6_g2_i1	NA	NA	NA	NA	-0.034214548
TRINITY_DN131018_c2_g2_i5	nsmf	Chr08	264114	264114	0.322165512
TRINITY_DN131019_c1_g2_i9	kcnab3	Chr03	131426617	131426617	-0.322328989
TRINITY_DN131019_c1_g3_i4	ibtk-like	Chr05	80333152	80333152	0.138813673
TRINITY_DN131019_c1_g4_i1	gale	Chr02	86611038	86611038	-0.084882817
TRINITY_DN131019_c1_g9_i2	rerg	scaffold_266	149553	149553	-0.721730483
TRINITY_DN131020_c1_g2_i1	neto1-like	scaffold_21	1970199	1970199	0.134974701
TRINITY_DN131021_c0_g2_i6	NA	NA	NA	NA	0.427757663
TRINITY_DN131022_c0_g1_i3	NA	NA	NA	NA	-0.052423389
TRINITY_DN131022_c0_g2_i1	NA	NA	NA	NA	-0.126476334
TRINITY_DN131024_c0_g1_i3	akap7	Chr05	44937387	44937387	0.466148825
TRINITY_DN131025_c0_g1_i2	NA	NA	NA	NA	0.527258063
TRINITY_DN131026_c3_g5_i2	NA	NA	NA	NA	-0.332884664
TRINITY_DN131028_c0_g1_i1	NA	NA	NA	NA	-0.300117046
TRINITY_DN131028_c1_g2_i3	zbtb44	Chr07	46815628	46815628	0.018216438
TRINITY_DN131030_c4_g1_i6	NA	NA	NA	NA	-0.344810388
TRINITY_DN131030_c6_g1_i1	zswim7	Chr02	31296160	31296160	0.220625987
TRINITY_DN131031_c2_g3_i2	NA	NA	NA	NA	-0.07467445
TRINITY_DN131033_c3_g1_i5	NA	NA	NA	NA	-0.424108167
TRINITY_DN131033_c4_g2_i1	NA	NA	NA	NA	-0.455367399
TRINITY_DN131033_c4_g4_i2	NA	NA	NA	NA	0.234962813
TRINITY_DN131034_c2_g3_i1	NA	NA	NA	NA	-0.025526242
TRINITY_DN131034_c2_g4_i1	NA	NA	NA	NA	-1.390176755
TRINITY_DN131034_c4_g1_i1	NA	NA	NA	NA	-0.233967263
TRINITY_DN131034_c4_g2_i1	NA	NA	NA	NA	-1.038737278
TRINITY_DN131034_c5_g2_i1	Xetrov90029733m	scaffold_601	14667	14667	0.161839615
TRINITY_DN131035_c0_g3_i2	NA	NA	NA	NA	0.367603764
TRINITY_DN131037_c1_g2_i7	NA	NA	NA	NA	0.155837015
TRINITY_DN131038_c0_g1_i1	sobp	Chr05	75872200	75872200	0.391264376
TRINITY_DN131041_c6_g2_i1	NA	NA	NA	NA	0.775730866
TRINITY_DN131042_c0_g1_i2	NA	NA	NA	NA	-0.114801042
TRINITY_DN131043_c1_g4_i4	ift43	Chr08	61322505	61322505	-0.050789058
TRINITY_DN131043_c2_g1_i1	NA	NA	NA	NA	0.246711589
TRINITY_DN131043_c3_g1_i4	NA	NA	NA	NA	-0.158924583
TRINITY_DN131044_c2_g1_i1	NA	NA	NA	NA	0.399311234
TRINITY_DN131044_c2_g2_i2	NA	NA	NA	NA	0.616965409
TRINITY_DN131044_c3_g4_i10	tagln2	Chr08	115200940	115200940	0.091715458
TRINITY_DN131045_c0_g1_i2	NA	NA	NA	NA	0.341450326
TRINITY_DN131045_c0_g3_i2	NA	NA	NA	NA	0.325722779
TRINITY_DN131045_c0_g4_i1	NA	NA	NA	NA	0.483118575
TRINITY_DN131046_c0_g1_i1	NA	NA	NA	NA	-0.016438676
TRINITY_DN131047_c0_g1_i1	NA	NA	NA	NA	0.324667695
TRINITY_DN131049_c4_g2_i4	NA	NA	NA	NA	-0.54381596
TRINITY_DN131049_c4_g5_i1	mks1	Chr02	37381638	37381638	-0.028370113
TRINITY_DN131050_c0_g1_i2	NA	NA	NA	NA	0.00045736
TRINITY_DN131051_c3_g1_i5	NA	NA	NA	NA	0.01531925
TRINITY_DN131051_c4_g1_i1	NA	NA	NA	NA	0.414540265
TRINITY_DN131052_c1_g4_i2	MGC147450	Chr07	62071975	62071975	0.207991857
TRINITY_DN131054_c7_g5_i3	NA	NA	NA	NA	0.239820101
TRINITY_DN131055_c0_g1_i3	NA	NA	NA	NA	-0.214153195
TRINITY_DN131055_c0_g5_i2	NA	NA	NA	NA	-0.25687709
TRINITY_DN131059_c5_g5_i2	NA	NA	NA	NA	0.780356096
TRINITY_DN131061_c0_g1_i2	cep41	Chr03	77138706	77138706	0.623674667
TRINITY_DN131063_c3_g1_i2	NA	NA	NA	NA	0.380575658
TRINITY_DN131063_c3_g2_i1	NA	NA	NA	NA	-0.223307011
TRINITY_DN131063_c5_g1_i1	NA	NA	NA	NA	0.466266419
TRINITY_DN131063_c5_g2_i1	NA	NA	NA	NA	0.70485814
TRINITY_DN131063_c5_g3_i1	NA	NA	NA	NA	-0.597441397
TRINITY_DN131063_c5_g5_i1	NA	NA	NA	NA	0.941088385
TRINITY_DN131063_c5_g6_i11	arcn1	Chr07	85671047	85671047	0.108720295
TRINITY_DN131064_c5_g2_i2	NA	NA	NA	NA	0.001430545
TRINITY_DN131065_c1_g1_i1	NA	NA	NA	NA	-0.608405718
TRINITY_DN131065_c3_g1_i1	NA	NA	NA	NA	0.166589855
TRINITY_DN131067_c2_g1_i4	NA	NA	NA	NA	0.175546191
TRINITY_DN131068_c1_g7_i3	NA	NA	NA	NA	-0.571263231
TRINITY_DN131070_c1_g1_i2	vwa9	Chr03	117485743	117485743	-0.593259687
TRINITY_DN131070_c1_g2_i2	NA	NA	NA	NA	-0.043456804
TRINITY_DN131071_c0_g1_i1	NA	NA	NA	NA	-0.317685947
TRINITY_DN131071_c0_g2_i2	NA	NA	NA	NA	-0.150573071
TRINITY_DN131072_c0_g1_i1	NA	NA	NA	NA	0.637171194
TRINITY_DN131073_c5_g2_i1	NA	NA	NA	NA	0.288829895
TRINITY_DN131074_c0_g1_i2	NA	NA	NA	NA	0.533526645
TRINITY_DN131075_c3_g1_i5	NA	NA	NA	NA	0.499512003
TRINITY_DN131075_c3_g3_i1	NA	NA	NA	NA	0.993930651
TRINITY_DN131077_c0_g1_i2	NA	NA	NA	NA	-0.567170426
TRINITY_DN131077_c0_g2_i1	NA	NA	NA	NA	0.156600675
TRINITY_DN131077_c0_g5_i1	NA	NA	NA	NA	-0.50886083
TRINITY_DN131077_c0_g6_i7	NA	NA	NA	NA	-0.428617194
TRINITY_DN131077_c0_g9_i1	NA	NA	NA	NA	-0.335109572
TRINITY_DN131079_c3_g2_i1	chfr	Chr01	147102158	147102158	-1.199657149
TRINITY_DN131080_c0_g1_i2	NA	NA	NA	NA	0.178538042
TRINITY_DN131081_c2_g5_i2	NA	NA	NA	NA	-0.152547241
TRINITY_DN131081_c2_g6_i1	NA	NA	NA	NA	0.338877731
TRINITY_DN131082_c0_g1_i5	NA	NA	NA	NA	0.21016552
TRINITY_DN131082_c0_g2_i1	NA	NA	NA	NA	-0.382119106
TRINITY_DN131082_c0_g3_i1	NA	NA	NA	NA	-0.227662212
TRINITY_DN131082_c0_g5_i3	fbxl16	scaffold_458	50553	50553	0.897148805
TRINITY_DN131083_c3_g5_i5	slmap	scaffold_87	607398	607398	0.062339701
TRINITY_DN131084_c5_g7_i1	pacrgl	Chr01	22668808	22668808	-0.282798451
TRINITY_DN131084_c6_g13_i2	NA	NA	NA	NA	0.071837773
TRINITY_DN131084_c6_g3_i1	NA	NA	NA	NA	-0.126712225
TRINITY_DN131085_c8_g2_i1	NA	NA	NA	NA	-0.219743406
TRINITY_DN131085_c9_g2_i1	NA	NA	NA	NA	0.230974895
TRINITY_DN131086_c0_g2_i2	NA	NA	NA	NA	-0.121559135
TRINITY_DN131087_c3_g1_i1	NA	NA	NA	NA	-0.190052518
TRINITY_DN131088_c0_g1_i1	NA	NA	NA	NA	0.535910953
TRINITY_DN131089_c4_g5_i1	NA	NA	NA	NA	0.142629788
TRINITY_DN131091_c6_g1_i2	NA	NA	NA	NA	-0.239574373
TRINITY_DN131091_c6_g2_i1	NA	NA	NA	NA	0.154928649
TRINITY_DN131091_c6_g3_i1	NA	NA	NA	NA	-0.343960969
TRINITY_DN131091_c7_g1_i1	NA	NA	NA	NA	-0.193079637
TRINITY_DN131091_c8_g1_i2	NA	NA	NA	NA	0.716309147
TRINITY_DN131091_c9_g1_i1	psd3	Chr01	77582054	77582054	-0.088138393
TRINITY_DN131092_c0_g1_i3	LOC100486090	Chr01	125390996	125390996	-0.138007676
TRINITY_DN131093_c0_g5_i1	NA	NA	NA	NA	0.037852198
TRINITY_DN131094_c3_g3_i3	NA	NA	NA	NA	-0.193426238
TRINITY_DN131094_c4_g2_i3	NA	NA	NA	NA	-0.868655596
TRINITY_DN131095_c0_g1_i1	NA	NA	NA	NA	-0.344567134
TRINITY_DN131096_c4_g1_i1	NA	NA	NA	NA	0.295865309
TRINITY_DN131098_c0_g1_i1	NA	NA	NA	NA	0.278166503
TRINITY_DN131099_c0_g1_i1	NA	NA	NA	NA	-0.360801853
TRINITY_DN131099_c1_g1_i2	NA	NA	NA	NA	0.091213263
TRINITY_DN131099_c2_g1_i4	NA	NA	NA	NA	-0.097666911
TRINITY_DN131100_c1_g1_i7	NA	NA	NA	NA	0.730474152
TRINITY_DN131101_c3_g3_i1	NA	NA	NA	NA	0.418616386
TRINITY_DN131102_c0_g1_i1	noxo1-like.2	Chr09	11115801	11115801	0.379238878
TRINITY_DN131104_c0_g1_i2	NA	NA	NA	NA	0.580215581
TRINITY_DN131104_c0_g2_i1	NA	NA	NA	NA	-0.005496547
TRINITY_DN131104_c0_g4_i2	NA	NA	NA	NA	0.411592814
TRINITY_DN131105_c0_g1_i1	NA	NA	NA	NA	-0.127120389
TRINITY_DN131107_c0_g2_i1	NA	NA	NA	NA	-0.069850882
TRINITY_DN131107_c0_g4_i2	NA	NA	NA	NA	0.212783469
TRINITY_DN131108_c0_g2_i1	NA	NA	NA	NA	0.222153437
TRINITY_DN131108_c0_g8_i11	NA	NA	NA	NA	-0.338159099
TRINITY_DN131109_c1_g1_i1	ddx26b	Chr08	47549159	47549159	2.36484408
TRINITY_DN131110_c0_g1_i1	NA	NA	NA	NA	0.116063812
TRINITY_DN131111_c0_g1_i3	znf518a	Chr07	17734780	17734780	0.107757962
TRINITY_DN131111_c0_g2_i2	Xetrov90005215m	Chr02	71378274	71378274	-0.343711555
TRINITY_DN131112_c0_g1_i3	usp38	Chr01	49976472	49976472	-0.177060758
TRINITY_DN131114_c0_g2_i2	pdcd5	Chr04	21356999	21356999	-0.155094103
TRINITY_DN131116_c0_g10_i1	NA	NA	NA	NA	-0.821995519
TRINITY_DN131116_c0_g11_i1	NA	NA	NA	NA	-0.091861249
TRINITY_DN131116_c0_g15_i1	NA	NA	NA	NA	-0.389467557
TRINITY_DN131116_c0_g1_i1	arhgap23	Chr10	4065868	4065868	-0.747920496
TRINITY_DN131116_c0_g2_i1	ap2s1	Chr08	49093378	49093378	-0.26212803
TRINITY_DN131116_c0_g3_i27	NA	NA	NA	NA	0.024677177
TRINITY_DN131116_c0_g4_i1	NA	NA	NA	NA	1.296674779
TRINITY_DN131116_c0_g6_i1	NA	NA	NA	NA	1.88759484
TRINITY_DN131116_c0_g7_i1	NA	NA	NA	NA	-0.48667309
TRINITY_DN131117_c0_g1_i4	car1_predicted	Chr06	110290541	110290541	0.789013879
TRINITY_DN131118_c1_g2_i9	NA	NA	NA	NA	0.256898176
TRINITY_DN131119_c2_g1_i1	NA	NA	NA	NA	0.286111029
TRINITY_DN131119_c3_g4_i2	NA	NA	NA	NA	-0.211245452
TRINITY_DN131119_c3_g6_i1	LOC100496038	Chr08	106991256	106991256	-0.482897697
TRINITY_DN131120_c3_g2_i1	NA	NA	NA	NA	-0.497341186
TRINITY_DN131120_c4_g1_i1	NA	NA	NA	NA	-0.198417439
TRINITY_DN131120_c5_g2_i10	NA	NA	NA	NA	0.073886131
TRINITY_DN131121_c3_g4_i2	nkain1	Chr02	53385218	53385218	0.013463564
TRINITY_DN131122_c2_g1_i4	NA	NA	NA	NA	-0.349835585
TRINITY_DN131122_c2_g2_i1	NA	NA	NA	NA	0.240769623
TRINITY_DN131122_c3_g2_i1	NA	NA	NA	NA	0.331453329
TRINITY_DN131123_c0_g1_i1	NA	NA	NA	NA	0.016012361
TRINITY_DN131124_c2_g2_i2	LOC100127779	Chr08	47228041	47228041	0.405515212
TRINITY_DN131124_c2_g3_i2	NA	NA	NA	NA	0.985937921
TRINITY_DN131124_c2_g4_i2	rab36	Chr01	143921007	143921007	0.086586283
TRINITY_DN131125_c1_g1_i3	NA	NA	NA	NA	-0.542114529
TRINITY_DN131125_c2_g1_i1	NA	NA	NA	NA	0.296803754
TRINITY_DN131126_c1_g4_i2	NA	NA	NA	NA	0.181095836
TRINITY_DN131126_c1_g5_i1	bub3	Chr07	11772245	11772245	0.357809906
TRINITY_DN131126_c1_g6_i3	NA	NA	NA	NA	0.442705014
TRINITY_DN131129_c0_g1_i2	pus7l	Chr03	54902751	54902751	0.169523055
TRINITY_DN131131_c2_g1_i2	NA	NA	NA	NA	0.022030966
TRINITY_DN131133_c0_g1_i1	NA	NA	NA	NA	0.248926595
TRINITY_DN131133_c0_g2_i1	NA	NA	NA	NA	0.540873077
TRINITY_DN131134_c0_g1_i2	NA	NA	NA	NA	-0.417422817
TRINITY_DN131136_c0_g1_i1	NA	NA	NA	NA	0.743266921
TRINITY_DN131138_c0_g4_i1	NA	NA	NA	NA	0.858703684
TRINITY_DN131140_c1_g1_i2	NA	NA	NA	NA	0.521130327
TRINITY_DN131141_c1_g1_i1	NA	NA	NA	NA	0.227797856
TRINITY_DN131141_c2_g1_i3	NA	NA	NA	NA	0.435995301
TRINITY_DN131142_c0_g4_i1	NA	NA	NA	NA	-0.45833925
TRINITY_DN131142_c1_g1_i2	NA	NA	NA	NA	0.226167693
TRINITY_DN131142_c1_g2_i1	NA	NA	NA	NA	0.250448372
TRINITY_DN131142_c1_g3_i1	dyb-1	Chr06	97889315	97889315	-0.231050173
TRINITY_DN131144_c0_g1_i1	aggf1	Chr01	164831575	164831575	0.034985947
TRINITY_DN131144_c0_g2_i3	NA	NA	NA	NA	-0.435432334
TRINITY_DN131144_c0_g3_i1	NA	NA	NA	NA	0.019582841
TRINITY_DN131144_c0_g4_i3	NA	NA	NA	NA	0.177133966
TRINITY_DN131144_c0_g5_i1	NA	NA	NA	NA	-0.848347471
TRINITY_DN131144_c0_g6_i1	foxq1	Chr06	51598883	51598883	-0.651267392
TRINITY_DN131144_c0_g8_i1	NA	NA	NA	NA	-0.774331311
TRINITY_DN131145_c2_g1_i1	NA	NA	NA	NA	0.158398054
TRINITY_DN131146_c0_g2_i4	NA	NA	NA	NA	-0.094270881
TRINITY_DN131147_c0_g2_i1	ptrh2	Chr02	87231843	87231843	-4.634383143
TRINITY_DN131148_c0_g1_i2	NA	NA	NA	NA	0.088083699
TRINITY_DN131149_c0_g2_i1	NA	NA	NA	NA	-0.303925634
TRINITY_DN131150_c0_g3_i3	NA	NA	NA	NA	-0.570169702
TRINITY_DN131152_c2_g1_i2	NA	NA	NA	NA	-0.284997171
TRINITY_DN131153_c3_g3_i1	NA	NA	NA	NA	-0.076893591
TRINITY_DN131154_c3_g7_i1	LOC100492806-like	Chr04	130952979	130952979	0.519232008
TRINITY_DN131154_c3_g9_i2	Xetrov90022255m	Chr08	110007791	110007791	1.022442741
TRINITY_DN131155_c5_g5_i1	NA	NA	NA	NA	0.176302324
TRINITY_DN131156_c0_g1_i6	NA	NA	NA	NA	0.216348418
TRINITY_DN131156_c0_g2_i1	NA	NA	NA	NA	0.353935746
TRINITY_DN131157_c1_g3_i2	NA	NA	NA	NA	0.421827575
TRINITY_DN131157_c1_g4_i5	Xetrov90023720m	Chr09	33396378	33396378	-0.192379027
TRINITY_DN131158_c4_g1_i1	LOC100497042	scaffold_2045	258	258	-0.000146984
TRINITY_DN131158_c4_g2_i1	NA	NA	NA	NA	-0.031937537
TRINITY_DN131158_c5_g2_i2	NA	NA	NA	NA	-0.176509852
TRINITY_DN131158_c5_g3_i1	NA	NA	NA	NA	-0.002359259
TRINITY_DN131158_c7_g1_i1	NA	NA	NA	NA	-0.483047288
TRINITY_DN131158_c7_g2_i1	dhx35	Chr10	31959493	31959493	-0.314103776
TRINITY_DN131160_c3_g1_i12	NA	NA	NA	NA	-1.079211222
TRINITY_DN131161_c3_g1_i1	NA	NA	NA	NA	-0.3874481
TRINITY_DN131161_c5_g3_i2	NA	NA	NA	NA	0.012092528
TRINITY_DN131161_c5_g5_i3	NA	NA	NA	NA	0.325151385
TRINITY_DN131162_c1_g2_i9	NA	NA	NA	NA	0.60226527
TRINITY_DN131163_c0_g1_i9	vill	scaffold_24	995766	995766	-0.18511377
TRINITY_DN131164_c4_g2_i4	NA	NA	NA	NA	1.073917435
TRINITY_DN131166_c2_g1_i3	NA	NA	NA	NA	-0.428430512
TRINITY_DN131166_c2_g6_i6	arhgap35-like	Chr08	49045204	49045204	0.429415155
TRINITY_DN131166_c2_g7_i2	NA	NA	NA	NA	0.358513124
TRINITY_DN131167_c2_g4_i4	NA	NA	NA	NA	-0.46751902
TRINITY_DN131168_c3_g2_i2	NA	NA	NA	NA	-0.850636774
TRINITY_DN131169_c0_g1_i3	NA	NA	NA	NA	-0.534875144
TRINITY_DN131170_c0_g1_i3	NA	NA	NA	NA	-0.30659267
TRINITY_DN131171_c3_g1_i1	cdc14a-like	Chr04	98843621	98843621	-0.17864503
TRINITY_DN131173_c3_g1_i1	hadha	scaffold_36	158711	158711	0.37070291
TRINITY_DN131173_c4_g9_i4	NA	NA	NA	NA	-0.142576661
TRINITY_DN131174_c1_g4_i1	NA	NA	NA	NA	0.527619593
TRINITY_DN131176_c2_g1_i5	NA	NA	NA	NA	-0.147912094
TRINITY_DN131177_c2_g1_i2	NA	NA	NA	NA	-0.59245087
TRINITY_DN131177_c4_g2_i3	NA	NA	NA	NA	0.001702355
TRINITY_DN131178_c0_g2_i1	NA	NA	NA	NA	-0.248963908
TRINITY_DN131179_c0_g2_i2	NA	NA	NA	NA	0.071141518
TRINITY_DN131179_c0_g4_i1	mettl17	Chr01	131000181	131000181	0.928060255
TRINITY_DN131179_c0_g6_i4	NA	NA	NA	NA	0.914198228
TRINITY_DN131180_c1_g2_i3	NA	NA	NA	NA	0.526977993
TRINITY_DN131182_c0_g1_i6	NA	NA	NA	NA	0.690273316
TRINITY_DN131182_c1_g1_i2	NA	NA	NA	NA	-0.038817743
TRINITY_DN131183_c0_g1_i4	LOC100036665	Chr03	129774814	129774814	-2.428858007
TRINITY_DN131183_c0_g2_i1	LOC101734118	Chr02	159127977	159127977	-2.850236277
TRINITY_DN131183_c0_g3_i6	znf503	Chr07	57518485	57518485	0.56752188
TRINITY_DN131184_c0_g1_i1	NA	NA	NA	NA	-0.629578624
TRINITY_DN131184_c1_g2_i2	NA	NA	NA	NA	-0.474606187
TRINITY_DN131185_c1_g1_i5	NA	NA	NA	NA	0.207007312
TRINITY_DN131186_c0_g2_i8	NA	NA	NA	NA	-0.084592024
TRINITY_DN131187_c0_g1_i2	NA	NA	NA	NA	0.403183014
TRINITY_DN131187_c2_g1_i1	NA	NA	NA	NA	0.266400616
TRINITY_DN131189_c6_g3_i1	NA	NA	NA	NA	-0.023870664
