gid	gname	chr	start	end	logFC.XY43.XX43	
TRINITY_DN129535_c6_g1_i1	NA	NA	NA	NA	0.100150529	unbias
TRINITY_DN129535_c7_g3_i1	NA	NA	NA	NA	0.90809409	unbias
TRINITY_DN129536_c0_g1_i1	abtb1	Chr04	124323403	124323403	-0.423209691	unbias
TRINITY_DN129536_c0_g3_i1	NA	NA	NA	NA	0.247992523	unbias
TRINITY_DN129537_c6_g3_i2	NA	NA	NA	NA	-0.012354083	unbias
TRINITY_DN129538_c1_g1_i3	NA	NA	NA	NA	0.333438011	unbias
TRINITY_DN129538_c1_g4_i2	NA	NA	NA	NA	0.127133139	unbias
TRINITY_DN129539_c6_g2_i1	NA	NA	NA	NA	0.130840397	unbias
TRINITY_DN129540_c3_g1_i3	NA	NA	NA	NA	-0.211230512	unbias
TRINITY_DN129542_c3_g1_i1	NA	NA	NA	NA	-0.513849679	unbias
TRINITY_DN129542_c4_g3_i1	NA	NA	NA	NA	-0.014310468	unbias
TRINITY_DN129543_c14_g4_i1	LOC100216141	scaffold_347	92690	92690	0.682638661	unbias
TRINITY_DN129543_c4_g2_i1	NA	NA	NA	NA	1.183785318	unbias
TRINITY_DN129543_c4_g3_i1	NA	NA	NA	NA	-0.146203844	unbias
TRINITY_DN129546_c2_g1_i2	NA	NA	NA	NA	-0.614766623	unbias
TRINITY_DN129546_c5_g5_i1	NA	NA	NA	NA	-0.034363952	unbias
TRINITY_DN129546_c5_g6_i3	NA	NA	NA	NA	-0.202600223	unbias
TRINITY_DN129547_c1_g1_i1	NA	NA	NA	NA	0.084221248	unbias
TRINITY_DN129548_c3_g1_i1	NA	NA	NA	NA	-0.000529708	unbias
TRINITY_DN129548_c3_g2_i1	NA	NA	NA	NA	-0.709720003	unbias
TRINITY_DN129548_c4_g1_i1	NA	NA	NA	NA	0.001485052	unbias
TRINITY_DN129548_c5_g1_i1	dynlt3	Chr02	71534734	71534734	0.329506625	unbias
TRINITY_DN129548_c6_g1_i2	NA	NA	NA	NA	0.111167217	unbias
TRINITY_DN129549_c2_g1_i1	NA	NA	NA	NA	-0.049362472	unbias
TRINITY_DN129549_c5_g1_i1	NA	NA	NA	NA	0.687170697	unbias
TRINITY_DN129549_c6_g1_i1	NA	NA	NA	NA	-0.348821091	unbias
TRINITY_DN129550_c2_g1_i1	NA	NA	NA	NA	0.211521201	unbias
TRINITY_DN129551_c0_g1_i4	ciapin1	Chr04	28280963	28280963	0.123585451	unbias
TRINITY_DN129553_c0_g1_i2	NA	NA	NA	NA	-0.199268726	unbias
TRINITY_DN129555_c0_g1_i1	NA	NA	NA	NA	-0.140705358	unbias
TRINITY_DN129555_c1_g1_i6	NA	NA	NA	NA	-0.052741156	unbias
TRINITY_DN129556_c0_g1_i5	NA	NA	NA	NA	0.48655169	unbias
TRINITY_DN129559_c0_g1_i2	vdac3	Chr03	120313438	120313438	0.010707566	unbias
TRINITY_DN129561_c3_g1_i1	myl9	Chr10	31239706	31239706	0.252552221	unbias
TRINITY_DN129561_c4_g1_i11	phlpp2	Chr04	61962689	61962689	1.226820319	unbias
TRINITY_DN129561_c4_g2_i1	NA	NA	NA	NA	0.030573949	unbias
TRINITY_DN129562_c0_g3_i1	NA	NA	NA	NA	-0.586861948	unbias
TRINITY_DN129562_c0_g5_i1	NA	NA	NA	NA	0.212869733	unbias
TRINITY_DN129562_c1_g1_i2	NA	NA	NA	NA	0.300845629	unbias
TRINITY_DN129563_c0_g2_i2	NA	NA	NA	NA	-0.512678968	unbias
TRINITY_DN129563_c0_g3_i2	NA	NA	NA	NA	-0.072156953	unbias
TRINITY_DN129564_c0_g1_i2	NA	NA	NA	NA	0.94427266	unbias
TRINITY_DN129565_c0_g2_i1	NA	NA	NA	NA	-0.433254558	unbias
TRINITY_DN129566_c4_g7_i1	NA	NA	NA	NA	-0.231280078	unbias
TRINITY_DN129566_c4_g9_i1	NA	NA	NA	NA	0.116174697	unbias
TRINITY_DN129567_c2_g2_i4	atp5b	Chr02	135504079	135504079	0.5883047	unbias
TRINITY_DN129567_c3_g1_i5	NA	NA	NA	NA	-0.43702018	unbias
TRINITY_DN129568_c0_g2_i4	NA	NA	NA	NA	0.360245238	unbias
TRINITY_DN129569_c0_g1_i2	NA	NA	NA	NA	0.010442332	unbias
TRINITY_DN129570_c0_g1_i1	NA	NA	NA	NA	0.158300864	unbias
TRINITY_DN129571_c1_g1_i4	NA	NA	NA	NA	0.036822561	unbias
TRINITY_DN129572_c0_g1_i1	NA	NA	NA	NA	0.354562717	unbias
TRINITY_DN129573_c0_g1_i2	NA	NA	NA	NA	0.110207115	unbias
TRINITY_DN129574_c0_g2_i1	NA	NA	NA	NA	0.968651343	unbias
TRINITY_DN129575_c1_g2_i7	NA	NA	NA	NA	0.557143413	unbias
TRINITY_DN129575_c2_g1_i5	NA	NA	NA	NA	0.05162517	unbias
TRINITY_DN129576_c6_g13_i1	NA	NA	NA	NA	-0.31203406	unbias
TRINITY_DN129576_c6_g4_i1	NA	NA	NA	NA	0.853583733	unbias
TRINITY_DN129577_c7_g1_i1	Xetrov90003234m	Chr01	157877979	157877979	0.680935039	unbias
TRINITY_DN129577_c7_g3_i1	NA	NA	NA	NA	0.246650598	unbias
TRINITY_DN129577_c7_g5_i1	capn10-like	Chr05	110664066	110664066	-0.306052481	unbias
TRINITY_DN129578_c0_g3_i2	gnaq	Chr01	120231174	120231174	-0.270310561	unbias
TRINITY_DN129579_c0_g1_i2	NA	NA	NA	NA	0.5355096	unbias
TRINITY_DN129581_c0_g1_i5	mgat4c	Chr03	44701777	44701777	-1.093185938	unbias
TRINITY_DN129582_c1_g1_i1	NA	NA	NA	NA	-0.052625456	unbias
TRINITY_DN129583_c0_g1_i2	NA	NA	NA	NA	0.343219786	unbias
TRINITY_DN129584_c0_g4_i2	NA	NA	NA	NA	0.333290706	unbias
TRINITY_DN129584_c0_g5_i1	NA	NA	NA	NA	0.044792445	unbias
TRINITY_DN129585_c5_g1_i1	nudt18-like	Chr03	119286463	119286463	-0.476856246	unbias
TRINITY_DN129585_c6_g1_i1	NA	NA	NA	NA	0.71258328	unbias
TRINITY_DN129585_c7_g3_i1	adamts5	Chr02	13786601	13786601	-0.22299995	unbias
TRINITY_DN129586_c4_g3_i1	nelfa	Chr01	12542971	12542971	0.212041725	unbias
TRINITY_DN129586_c6_g2_i3	NA	NA	NA	NA	0.048908984	unbias
TRINITY_DN129586_c6_g4_i2	NA	NA	NA	NA	0.775001997	unbias
TRINITY_DN129587_c5_g1_i2	NA	NA	NA	NA	-0.452505252	unbias
TRINITY_DN129588_c0_g1_i1	NA	NA	NA	NA	0.134230017	unbias
TRINITY_DN129589_c0_g3_i1	NA	NA	NA	NA	0.115353524	unbias
TRINITY_DN129591_c0_g1_i1	NA	NA	NA	NA	-0.364403657	unbias
TRINITY_DN129591_c1_g1_i3	gprc5c	Chr07	106912044	106912044	0.187116024	unbias
TRINITY_DN129591_c1_g3_i1	NA	NA	NA	NA	0.003459027	unbias
TRINITY_DN129592_c0_g1_i1	NA	NA	NA	NA	0.197420805	unbias
TRINITY_DN129592_c0_g2_i1	champ1-like	Chr02	108316487	108316487	1.223461627	unbias
TRINITY_DN129592_c1_g1_i1	NA	NA	NA	NA	-0.281012647	unbias
TRINITY_DN129592_c2_g1_i2	NA	NA	NA	NA	0.107070793	unbias
TRINITY_DN129593_c0_g1_i1	aqp9	Chr03	89621392	89621392	-0.139334797	unbias
TRINITY_DN129596_c3_g3_i3	NA	NA	NA	NA	-0.186330238	unbias
TRINITY_DN129596_c4_g1_i3	NA	NA	NA	NA	0.24221391	unbias
TRINITY_DN129597_c1_g1_i1	NA	NA	NA	NA	-0.293614989	unbias
TRINITY_DN129597_c1_g3_i3	NA	NA	NA	NA	0.154732098	unbias
TRINITY_DN129597_c1_g4_i1	NA	NA	NA	NA	-0.145917515	unbias
TRINITY_DN129597_c1_g6_i1	NA	NA	NA	NA	-0.029071914	unbias
TRINITY_DN129598_c1_g2_i1	NA	NA	NA	NA	-0.737999529	unbias
TRINITY_DN129599_c3_g1_i3	NA	NA	NA	NA	0.23491363	unbias
TRINITY_DN129599_c3_g4_i3	dhrs7b	Chr09	33066385	33066385	0.566377511	unbias
TRINITY_DN129599_c4_g1_i1	NA	NA	NA	NA	-0.008399196	unbias
TRINITY_DN129600_c1_g1_i1	NA	NA	NA	NA	-0.088440546	unbias
TRINITY_DN129600_c2_g1_i2	NA	NA	NA	NA	0.403774881	unbias
TRINITY_DN129601_c2_g1_i6	cldnd1	Chr07	61879295	61879295	-0.02173691	unbias
TRINITY_DN129602_c2_g1_i2	NA	NA	NA	NA	0.187322585	unbias
TRINITY_DN129604_c0_g1_i1	NA	NA	NA	NA	0.730452411	unbias
TRINITY_DN129605_c3_g2_i1	NA	NA	NA	NA	-0.223079768	unbias
TRINITY_DN129606_c1_g2_i3	NA	NA	NA	NA	-0.090627063	unbias
TRINITY_DN129606_c1_g3_i2	LOC100496643	Chr05	46473998	46473998	-0.2452977	unbias
TRINITY_DN129608_c0_g1_i2	NA	NA	NA	NA	0.088243483	unbias
TRINITY_DN129609_c0_g1_i1	NA	NA	NA	NA	0.077424366	unbias
TRINITY_DN129610_c0_g1_i1	rwdd2b	Chr02	12557111	12557111	0.487886326	unbias
TRINITY_DN129612_c2_g2_i7	NA	NA	NA	NA	0.129506525	unbias
TRINITY_DN129614_c0_g1_i1	ctnna1	Chr03	9616796	9616796	-0.042967149	unbias
TRINITY_DN129615_c2_g3_i1	NA	NA	NA	NA	0.608775459	unbias
TRINITY_DN129616_c1_g2_i2	NA	NA	NA	NA	-0.033482842	unbias
TRINITY_DN129616_c5_g1_i3	pcp2-like	Chr03	122233234	122233234	0.600927362	unbias
TRINITY_DN129616_c8_g1_i1	NA	NA	NA	NA	-0.439624061	unbias
TRINITY_DN129616_c8_g3_i1	fan1	Chr03	87375942	87375942	-0.619372729	unbias
TRINITY_DN129618_c0_g1_i1	LOC100497895	scaffold_87	356876	356876	0.722949984	unbias
TRINITY_DN129618_c1_g1_i2	NA	NA	NA	NA	-0.258844502	unbias
TRINITY_DN129618_c1_g2_i1	NA	NA	NA	NA	-0.224335402	unbias
TRINITY_DN129618_c1_g3_i1	NA	NA	NA	NA	-0.416356037	unbias
TRINITY_DN129618_c2_g1_i1	NA	NA	NA	NA	-0.067196238	unbias
TRINITY_DN129619_c5_g1_i10	NA	NA	NA	NA	-0.894628341	unbias
TRINITY_DN129619_c5_g2_i1	NA	NA	NA	NA	-0.452539553	unbias
TRINITY_DN129621_c4_g1_i1	NA	NA	NA	NA	-0.023486549	unbias
TRINITY_DN129622_c1_g1_i1	exosc7	Chr06	63674675	63674675	-0.092843659	unbias
TRINITY_DN129623_c0_g2_i3	NA	NA	NA	NA	0.458359539	unbias
TRINITY_DN129624_c0_g1_i1	NA	NA	NA	NA	-0.011329107	unbias
TRINITY_DN129626_c1_g1_i2	NA	NA	NA	NA	0.342162036	unbias
TRINITY_DN129626_c2_g1_i1	emx2	scaffold_548	56782	56782	-0.108890196	unbias
TRINITY_DN129628_c1_g1_i6	NA	NA	NA	NA	-0.010325005	unbias
TRINITY_DN129628_c2_g2_i2	NA	NA	NA	NA	-0.186484151	unbias
TRINITY_DN129629_c1_g1_i1	NA	NA	NA	NA	0.107233412	unbias
TRINITY_DN129630_c3_g1_i1	NA	NA	NA	NA	0.059690798	unbias
TRINITY_DN129630_c3_g2_i2	NA	NA	NA	NA	-0.134236253	unbias
TRINITY_DN129631_c3_g1_i1	NA	NA	NA	NA	-0.864069447	unbias
TRINITY_DN129631_c3_g2_i2	NA	NA	NA	NA	0.248930029	unbias
TRINITY_DN129631_c5_g1_i1	NA	NA	NA	NA	0.69596366	unbias
TRINITY_DN129631_c6_g10_i1	armc7	Chr10	35786462	35786462	0.36893802	unbias
TRINITY_DN129631_c6_g13_i1	NA	NA	NA	NA	-0.349120979	unbias
TRINITY_DN129631_c6_g15_i1	NA	NA	NA	NA	0.480300221	unbias
TRINITY_DN129631_c6_g2_i1	NA	NA	NA	NA	-0.120693318	unbias
TRINITY_DN129631_c6_g8_i1	NA	NA	NA	NA	-0.115232974	unbias
TRINITY_DN129633_c3_g2_i1	NA	NA	NA	NA	-1.748799679	unbias
TRINITY_DN129633_c6_g1_i1	NA	NA	NA	NA	-0.28852758	unbias
TRINITY_DN129633_c9_g1_i1	NA	NA	NA	NA	0.215502912	unbias
TRINITY_DN129633_c9_g2_i1	NA	NA	NA	NA	-0.34981241	unbias
TRINITY_DN129633_c9_g4_i1	NA	NA	NA	NA	0.228954623	unbias
TRINITY_DN129634_c0_g1_i4	kcnj15-like	Chr02	8404437	8404437	-0.096941872	unbias
TRINITY_DN129635_c3_g1_i1	NA	NA	NA	NA	0.061043559	unbias
TRINITY_DN129636_c2_g1_i3	NA	NA	NA	NA	-0.143720551	unbias
TRINITY_DN129638_c0_g1_i3	NA	NA	NA	NA	0.108239818	unbias
TRINITY_DN129639_c11_g3_i1	NA	NA	NA	NA	0.620445919	unbias
TRINITY_DN129639_c7_g1_i1	NA	NA	NA	NA	-0.08173899	unbias
TRINITY_DN129640_c0_g1_i1	NA	NA	NA	NA	0.497015639	unbias
TRINITY_DN129641_c0_g1_i2	NA	NA	NA	NA	-0.561429047	unbias
TRINITY_DN129641_c0_g2_i1	NA	NA	NA	NA	-0.610806923	unbias
TRINITY_DN129641_c0_g3_i2	NA	NA	NA	NA	0.214713751	unbias
TRINITY_DN129642_c1_g2_i1	NA	NA	NA	NA	-0.541988714	unbias
TRINITY_DN129643_c0_g1_i2	LOC100494152	Chr04	25159530	25159530	0.667515533	unbias
TRINITY_DN129644_c0_g1_i1	nme9	Chr09	50899249	50899249	0.072432371	unbias
TRINITY_DN129645_c0_g1_i2	gorab-like	Chr04	108029113	108029113	0.163488929	unbias
TRINITY_DN129646_c3_g1_i2	NA	NA	NA	NA	0.897750328	unbias
TRINITY_DN129648_c0_g1_i3	NA	NA	NA	NA	0.538492136	unbias
TRINITY_DN129649_c2_g1_i1	NA	NA	NA	NA	0.517812859	unbias
TRINITY_DN129650_c4_g1_i1	NA	NA	NA	NA	0.017504768	unbias
TRINITY_DN129650_c5_g1_i1	NA	NA	NA	NA	-0.189113358	unbias
TRINITY_DN129651_c0_g1_i10	NA	NA	NA	NA	-0.208822379	unbias
TRINITY_DN129651_c0_g2_i2	NA	NA	NA	NA	-0.113264409	unbias
TRINITY_DN129651_c0_g5_i7	cnst-like	Chr05	40817526	40817526	-0.193985787	unbias
TRINITY_DN129652_c7_g1_i11	lrrc48	Chr09	9539644	9539644	-0.095235773	unbias
TRINITY_DN129653_c0_g1_i1	NA	NA	NA	NA	0.337883359	unbias
TRINITY_DN129653_c1_g2_i1	NA	NA	NA	NA	0.431930468	unbias
TRINITY_DN129653_c1_g3_i2	gabra3-like	Chr08	17723089	17723089	0.218339219	unbias
TRINITY_DN129654_c1_g1_i3	NA	NA	NA	NA	0.232006504	unbias
TRINITY_DN129655_c0_g1_i1	kcnq1-like	Chr04	15895945	15895945	0.013444933	unbias
TRINITY_DN129656_c4_g1_i3	NA	NA	NA	NA	-0.080250005	unbias
TRINITY_DN129656_c4_g3_i2	Xetrov90030659m	scaffold_84	600278	600278	-0.482255117	unbias
TRINITY_DN129656_c5_g3_i1	NA	NA	NA	NA	0.180231156	unbias
TRINITY_DN129658_c2_g4_i1	NA	NA	NA	NA	0.077768737	unbias
TRINITY_DN129659_c2_g1_i2	slc30a9	Chr01	27983571	27983571	0.692217848	unbias
TRINITY_DN129660_c0_g1_i1	NA	NA	NA	NA	-0.209086007	unbias
TRINITY_DN129661_c1_g5_i1	g6pc3.1-like	Chr10	14095124	14095124	-0.69628771	unbias
TRINITY_DN129661_c1_g6_i1	ppp1r14a	Chr08	56024650	56024650	0.843808823	unbias
TRINITY_DN129661_c1_g7_i2	NA	NA	NA	NA	0.421993271	unbias
TRINITY_DN129662_c1_g2_i1	NA	NA	NA	NA	-0.299465851	unbias
TRINITY_DN129662_c1_g4_i1	NA	NA	NA	NA	-0.354350888	unbias
TRINITY_DN129662_c2_g1_i1	NA	NA	NA	NA	0.395890179	unbias
TRINITY_DN129665_c1_g2_i1	NA	NA	NA	NA	0.619016767	unbias
TRINITY_DN129665_c1_g3_i1	tnni1	Chr02	77049757	77049757	1.104576205	unbias
TRINITY_DN129665_c2_g2_i2	NA	NA	NA	NA	-0.068968458	unbias
TRINITY_DN129666_c0_g1_i1	LOC101730736	Chr10	14919585	14919585	-0.266763222	unbias
TRINITY_DN129667_c3_g1_i1	NA	NA	NA	NA	-0.20731667	unbias
TRINITY_DN129669_c0_g1_i1	ubl4a	Chr08	7369781	7369781	-0.834527737	unbias
TRINITY_DN129669_c1_g1_i1	NA	NA	NA	NA	-0.082653931	unbias
TRINITY_DN129669_c1_g4_i1	uba3	Chr04	131437096	131437096	-0.199012938	unbias
TRINITY_DN129669_c1_g8_i4	NA	NA	NA	NA	0.06699618	unbias
TRINITY_DN129669_c2_g1_i1	ap1m1	Chr01	79874854	79874854	1.026745806	unbias
TRINITY_DN129669_c2_g2_i1	Xetrov90005890m	Chr02	109564692	109564692	0.525463377	unbias
TRINITY_DN129670_c3_g2_i2	NA	NA	NA	NA	-0.694204297	unbias
TRINITY_DN129670_c3_g4_i2	NA	NA	NA	NA	0.393520517	unbias
TRINITY_DN129671_c1_g10_i1	NA	NA	NA	NA	0.881773632	unbias
TRINITY_DN129671_c1_g4_i1	spata1	Chr04	29673086	29673086	-0.001460434	unbias
TRINITY_DN129671_c1_g5_i2	NA	NA	NA	NA	-0.331475641	unbias
TRINITY_DN129671_c1_g9_i1	NA	NA	NA	NA	0.541179462	unbias
TRINITY_DN129672_c5_g1_i1	NA	NA	NA	NA	0.156860983	unbias
TRINITY_DN129673_c0_g1_i5	faah2	Chr08	17211893	17211893	-0.270460518	unbias
TRINITY_DN129673_c1_g4_i5	NA	NA	NA	NA	-0.161497026	unbias
TRINITY_DN129674_c0_g1_i1	LOC100327245	Chr08	110928396	110928396	-0.540578869	unbias
TRINITY_DN129675_c0_g1_i1	NA	NA	NA	NA	0.296518513	unbias
TRINITY_DN129676_c2_g1_i1	NA	NA	NA	NA	0.000406111	unbias
TRINITY_DN129676_c3_g4_i4	cdc42ep4	Chr10	24573525	24573525	-0.337832475	unbias
TRINITY_DN129676_c3_g5_i2	NA	NA	NA	NA	-0.461364862	unbias
TRINITY_DN129677_c3_g1_i1	NA	NA	NA	NA	-0.186815078	unbias
TRINITY_DN129677_c6_g1_i1	nbl1	scaffold_217	68347	68347	0.1114122	unbias
TRINITY_DN129677_c7_g1_i12	NA	NA	NA	NA	0.609312	unbias
TRINITY_DN129678_c0_g1_i2	Xetrov90002507m	Chr01	128823928	128823928	0.043222812	unbias
TRINITY_DN129680_c1_g2_i6	bmp1	Chr03	119335522	119335522	0.730564936	unbias
TRINITY_DN129682_c1_g1_i1	NA	NA	NA	NA	0.088226781	unbias
TRINITY_DN129682_c1_g3_i8	NA	NA	NA	NA	-0.101386567	unbias
TRINITY_DN129684_c6_g1_i2	NA	NA	NA	NA	0.118014624	unbias
TRINITY_DN129684_c8_g1_i7	NA	NA	NA	NA	-0.219746505	unbias
TRINITY_DN129684_c8_g4_i1	ntrk3-like.1	Chr03	100874930	100874930	-0.273025072	unbias
TRINITY_DN129684_c8_g5_i3	NA	NA	NA	NA	0.04094135	unbias
TRINITY_DN129685_c0_g1_i2	casp1	Chr02	38169668	38169668	-0.547244684	unbias
TRINITY_DN129687_c0_g1_i3	LOC100486174-like	Chr02	138188537	138188537	0.050891345	unbias
TRINITY_DN129688_c1_g1_i2	NA	NA	NA	NA	-0.037302303	unbias
TRINITY_DN129688_c2_g3_i1	hykk	Chr03	85623215	85623215	-1.112755488	unbias
TRINITY_DN129689_c0_g1_i6	NA	NA	NA	NA	-0.492484124	unbias
TRINITY_DN129690_c6_g2_i1	NA	NA	NA	NA	-0.14660307	unbias
TRINITY_DN129690_c6_g3_i2	NA	NA	NA	NA	0.05008849	unbias
TRINITY_DN129690_c7_g3_i1	NA	NA	NA	NA	-0.375641503	unbias
TRINITY_DN129691_c0_g1_i2	nfya	Chr02	63022526	63022526	0.906505935	unbias
TRINITY_DN129691_c1_g1_i1	LOC100492251-like	Chr10	39916184	39916184	0.417494201	unbias
TRINITY_DN129692_c0_g1_i2	NA	NA	NA	NA	-0.110406326	unbias
TRINITY_DN129692_c1_g1_i2	NA	NA	NA	NA	-0.173334156	unbias
TRINITY_DN129695_c0_g1_i1	LOC101734576	Chr03	39073066	39073066	-0.017647625	unbias
TRINITY_DN129696_c0_g1_i1	NA	NA	NA	NA	0.584407773	unbias
TRINITY_DN129698_c3_g1_i2	NA	NA	NA	NA	0.084803566	unbias
TRINITY_DN129698_c3_g3_i1	hoxa11	Chr06	32883406	32883406	-0.495495353	unbias
TRINITY_DN129698_c3_g4_i2	NA	NA	NA	NA	0.49585432	unbias
TRINITY_DN129699_c2_g1_i2	NA	NA	NA	NA	0.43977719	unbias
TRINITY_DN129699_c2_g5_i1	LOC100496628-like	Chr08	43710702	43710702	-0.170581315	unbias
TRINITY_DN129699_c2_g6_i1	NA	NA	NA	NA	-0.344546356	unbias
TRINITY_DN129700_c0_g1_i1	NA	NA	NA	NA	0.158300862	unbias
TRINITY_DN129701_c1_g3_i2	LOC100488353	Chr03	39224410	39224410	0.15471537	unbias
TRINITY_DN129701_c1_g8_i3	NA	NA	NA	NA	0.485667153	unbias
TRINITY_DN129702_c4_g1_i1	LOC101732113	Chr07	95784438	95784438	-0.33025308	unbias
TRINITY_DN129702_c4_g2_i1	NA	NA	NA	NA	0.165083934	unbias
TRINITY_DN129703_c2_g1_i1	NA	NA	NA	NA	0.278791274	unbias
TRINITY_DN129703_c3_g1_i5	NA	NA	NA	NA	0.251910828	unbias
TRINITY_DN129703_c3_g3_i1	NA	NA	NA	NA	-0.274302803	unbias
TRINITY_DN129704_c1_g1_i1	NA	NA	NA	NA	-0.089391945	unbias
TRINITY_DN129705_c1_g4_i2	slc25a28	Chr07	27120591	27120591	-0.018080479	unbias
TRINITY_DN129705_c2_g1_i12	slitrk4-like	Chr08	34772684	34772684	0.305601822	unbias
TRINITY_DN129706_c0_g1_i1	ppp4r1	Chr06	89494053	89494053	0.062697201	unbias
TRINITY_DN129708_c0_g1_i1	NA	NA	NA	NA	0.097892132	unbias
TRINITY_DN129709_c0_g1_i2	NA	NA	NA	NA	-0.58556198	unbias
TRINITY_DN129711_c1_g1_i1	NA	NA	NA	NA	-0.573719664	unbias
TRINITY_DN129711_c1_g4_i4	NA	NA	NA	NA	0.320258269	unbias
TRINITY_DN129711_c2_g3_i4	NA	NA	NA	NA	-0.112137681	unbias
TRINITY_DN129712_c0_g1_i1	NA	NA	NA	NA	0.623195332	unbias
TRINITY_DN129712_c2_g7_i9	Sep-11	Chr01	94601841	94601841	-0.193673409	unbias
TRINITY_DN129713_c7_g1_i2	NA	NA	NA	NA	-0.530126181	unbias
TRINITY_DN129714_c0_g10_i1	NA	NA	NA	NA	-0.39719352	unbias
TRINITY_DN129714_c0_g3_i1	pex26	scaffold_41	175859	175859	0.38071284	unbias
TRINITY_DN129715_c0_g1_i1	NA	NA	NA	NA	-0.842111263	unbias
TRINITY_DN129715_c1_g3_i1	NA	NA	NA	NA	0.368995704	unbias
TRINITY_DN129715_c2_g1_i4	NA	NA	NA	NA	-0.060315909	unbias
TRINITY_DN129715_c2_g8_i1	NA	NA	NA	NA	0.271063061	unbias
TRINITY_DN129717_c3_g2_i1	NA	NA	NA	NA	-0.30394319	unbias
TRINITY_DN129718_c2_g7_i2	ccpg1-like	Chr03	90778627	90778627	-1.271333426	unbias
TRINITY_DN129718_c3_g2_i2	NA	NA	NA	NA	0.276847803	unbias
TRINITY_DN129719_c1_g1_i2	NA	NA	NA	NA	-0.095707777	unbias
TRINITY_DN129720_c0_g1_i2	NA	NA	NA	NA	0.055658453	unbias
TRINITY_DN129722_c0_g2_i5	NA	NA	NA	NA	0.090638906	unbias
TRINITY_DN129723_c0_g1_i2	NA	NA	NA	NA	0.178077051	unbias
TRINITY_DN129726_c3_g1_i1	NA	NA	NA	NA	0.029518622	unbias
TRINITY_DN129726_c5_g1_i1	NA	NA	NA	NA	-0.672825939	unbias
TRINITY_DN129727_c0_g1_i1	NA	NA	NA	NA	0.14251964	unbias
TRINITY_DN129727_c1_g1_i1	NA	NA	NA	NA	0.203366666	unbias
TRINITY_DN129727_c1_g4_i1	NA	NA	NA	NA	-0.148357775	unbias
TRINITY_DN129728_c5_g1_i3	NA	NA	NA	NA	0.181175844	unbias
TRINITY_DN129728_c6_g2_i1	NA	NA	NA	NA	0.179167887	unbias
TRINITY_DN129729_c0_g2_i2	NA	NA	NA	NA	0.208412211	unbias
TRINITY_DN129729_c0_g3_i1	pip5k1c	Chr01	74476378	74476378	-0.189745765	unbias
TRINITY_DN129731_c0_g2_i10	NA	NA	NA	NA	-0.287642159	unbias
TRINITY_DN129732_c1_g1_i5	NA	NA	NA	NA	-0.105998978	unbias
TRINITY_DN129734_c0_g1_i1	NA	NA	NA	NA	-0.551619608	unbias
TRINITY_DN129735_c4_g1_i1	NA	NA	NA	NA	0.180025879	unbias
TRINITY_DN129736_c3_g1_i1	gna14	Chr01	120099968	120099968	0.18890492	unbias
TRINITY_DN129736_c3_g2_i1	slc35f4-like	Chr08	83473917	83473917	0.157957355	unbias
TRINITY_DN129737_c0_g1_i1	hoxc13	Chr02	143021924	143021924	0.535927302	unbias
TRINITY_DN129737_c1_g1_i1	NA	NA	NA	NA	0.114492056	unbias
TRINITY_DN129738_c1_g6_i4	parp14.1	Chr09	80165970	80165970	0.168703664	unbias
TRINITY_DN129738_c2_g1_i4	NA	NA	NA	NA	0.245039982	unbias
TRINITY_DN129739_c2_g1_i1	NA	NA	NA	NA	-0.062877911	unbias
TRINITY_DN129739_c4_g1_i1	ergic2	Chr03	2229674	2229674	-0.252338636	unbias
TRINITY_DN129739_c5_g11_i1	rab20	Chr02	113621696	113621696	-0.249259384	unbias
TRINITY_DN129739_c5_g3_i1	NA	NA	NA	NA	0.029588328	unbias
TRINITY_DN129739_c5_g6_i1	NA	NA	NA	NA	-0.256128828	unbias
TRINITY_DN129740_c0_g3_i1	NA	NA	NA	NA	0.179616753	unbias
TRINITY_DN129741_c0_g5_i1	NA	NA	NA	NA	0.009177568	unbias
TRINITY_DN129742_c0_g1_i2	NA	NA	NA	NA	0.326185946	unbias
TRINITY_DN129743_c3_g1_i6	ndrg4	Chr10	34962793	34962793	0.744901793	unbias
TRINITY_DN129744_c0_g1_i2	NA	NA	NA	NA	0.292316709	unbias
TRINITY_DN129744_c0_g2_i2	NA	NA	NA	NA	0.12952548	unbias
TRINITY_DN129745_c0_g1_i2	NA	NA	NA	NA	1.167486651	unbias
TRINITY_DN129745_c0_g2_i1	NA	NA	NA	NA	0.459695732	unbias
TRINITY_DN129745_c0_g3_i1	ddit4	Chr07	35170539	35170539	-0.793602596	unbias
TRINITY_DN129746_c0_g2_i1	NA	NA	NA	NA	-0.139573418	unbias
TRINITY_DN129747_c1_g3_i1	emilin3	Chr10	31199551	31199551	1.12748191	unbias
TRINITY_DN129750_c0_g2_i10	NA	NA	NA	NA	0.31119323	unbias
TRINITY_DN129752_c4_g11_i1	NA	NA	NA	NA	-0.301900872	unbias
TRINITY_DN129752_c4_g12_i2	socs7	Chr10	4029395	4029395	-0.074817229	unbias
TRINITY_DN129752_c4_g3_i1	degs1	Chr05	5148084	5148084	0.117038073	unbias
TRINITY_DN129753_c5_g2_i1	sgsh	Chr10	19328606	19328606	-0.497781883	unbias
TRINITY_DN129754_c0_g2_i2	NA	NA	NA	NA	-0.42185024	unbias
