gid	gene name	chr	start	end
TRINITY_DN25716_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25724_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25724_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25743_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25743_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25756_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25775_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN25793_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25729_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25773_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN25704_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN44554_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44554_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN44506_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44506_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN44572_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44581_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44543_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44543_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN44533_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44537_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN44553_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44566_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN44538_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44513_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44513_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN44569_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44596_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44548_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN44532_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN44532_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN44559_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50994_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50994_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN50903_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50971_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN50979_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50950_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50938_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN50938_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN50958_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50964_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50982_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50990_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50921_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50921_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4018_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4018_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4093_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4077_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4027_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4009_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4068_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4054_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4078_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4045_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4015_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4015_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4065_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4004_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN4096_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN4079_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35299_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35284_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35211_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35286_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35293_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35235_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35249_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35283_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35238_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN35217_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN35244_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50745_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN50769_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50725_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50791_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN50705_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50783_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50794_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50749_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50796_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN50777_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50720_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50798_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50767_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50768_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN50738_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1157_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1117_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1117_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN1100_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1169_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1142_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1142_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN1190_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1112_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1167_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1111_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1111_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN1108_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN1123_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1172_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN1174_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1178_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1129_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1138_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1186_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1150_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1192_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1192_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN1127_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN1151_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN1153_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN1153_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN87048_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87091_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN87053_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87094_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN87028_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87000_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87039_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87039_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN87095_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87034_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87068_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87068_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN87086_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87060_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87023_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN87082_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87063_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87018_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN87076_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87098_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87052_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87078_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN87055_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN87055_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN76839_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76897_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN76897_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN76816_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN76855_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN76888_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76888_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN76836_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76836_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN76861_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN76811_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76811_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN76811_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN76893_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76866_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76802_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN76818_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76822_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76822_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN76822_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN76826_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN76827_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN76884_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76813_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76891_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76835_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76835_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN76864_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76880_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76880_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN76887_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN76887_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN76887_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN58247_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN58298_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN58288_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85313_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN85350_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN85339_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85339_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN85324_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85320_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN85334_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN85389_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85325_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85307_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85307_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN85307_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN85368_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN85356_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85360_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85395_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85329_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85349_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85378_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN85396_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN85345_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN85317_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85302_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN85373_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN85373_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN85379_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN85348_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN85348_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN85308_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN85363_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85315_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85315_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN85353_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85311_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN85385_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN42234_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN42234_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN42269_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN42250_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN42272_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN42290_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN42232_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN42263_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN42221_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN42247_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN11678_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN11678_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN5080_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5080_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN5033_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5017_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5056_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5024_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5089_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5093_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5038_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5054_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5036_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5035_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5010_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5096_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5039_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN5039_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN5015_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2958_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2987_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2986_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2916_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN2981_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN2954_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2954_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN2951_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2920_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2947_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN2947_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN2902_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13971_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13936_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13964_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13955_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13994_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13908_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13908_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN13937_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13950_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13925_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13927_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13900_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13900_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN13939_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN13911_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13911_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN13991_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13906_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13932_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13952_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13929_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13929_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN13902_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13995_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN13995_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72149_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72111_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72111_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72121_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72121_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72156_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72159_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN72171_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72142_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72151_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72144_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72174_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN10185_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN10160_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN10160_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN10124_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN10124_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN10108_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72971_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72914_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72960_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72936_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72913_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72912_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72912_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72901_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72984_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72903_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN72903_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN72917_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN72935_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN88640_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN88621_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN88614_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN88614_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN88659_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN88631_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN88677_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN88677_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN88653_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN88674_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN88642_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN88605_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN88680_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN88680_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN15294_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN15256_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN15271_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN15287_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN15207_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN15280_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN15299_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN15233_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN15202_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN8345_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN8383_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN8358_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN8343_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN8379_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN8387_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN8371_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN8331_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN8329_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN63635_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN63640_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN63690_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN63606_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN63675_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN63671_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN63687_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN63631_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN63601_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN63601_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN60448_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN60431_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN60498_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN60423_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN60445_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN60447_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN60455_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN60489_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN60497_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN79539_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN79539_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN79533_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN79517_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN79517_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN79597_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN79568_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN79549_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN79586_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN79502_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN79507_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN79589_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN79536_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN79592_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36161_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36104_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN36169_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36156_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN36140_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN36107_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18049_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN18051_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN18017_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18017_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN18014_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN18099_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18092_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18087_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18047_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18039_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN18077_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN18032_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18094_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18071_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18015_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN20017_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN20017_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN20072_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN20063_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN20047_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN20042_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN20031_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN20035_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN20003_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN20075_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN20057_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18912_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18953_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18998_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN18968_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18916_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18924_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18984_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN18941_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18923_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN18914_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67625_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67692_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN67603_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67664_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67663_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67663_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN67679_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67684_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67681_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67681_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN67614_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN67680_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN67634_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN14234_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14277_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14202_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14211_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14256_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14256_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN14296_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14210_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14265_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN14215_c0_g1_i1	NA	NA	NA	NA
