gid	gname	chr	start	end	logCPM	logFC.XYbrain.XXbrain	PV.XYbrain.XXbrain	FDR.XYbrain.XXbrain	stage 
TRINITY_DN134037_c0_g1_i3	letm2	Chr03	120751874	120751874	5.629170037	-1.141068335	8.87568E-05	0.000241065	Gonad
TRINITY_DN134045_c1_g7_i1	ep400	Chr01	147977216	147977216	4.006131844	3.468637478	7.12792E-15	7.00982E-14	Gonad
TRINITY_DN134053_c4_g1_i1	foxq1	Chr06	51598883	51598883	1.644424537	2.651788913	4.01542E-06	1.31758E-05	Gonad
TRINITY_DN134053_c5_g1_i1	lix1	Chr01	173196046	173196046	3.713049511	2.750777409	2.24102E-09	1.17626E-08	Gonad
TRINITY_DN134054_c8_g8_i3	igfbp4	scaffold_39	860068	860068	5.523206897	-1.576692644	0.000244795	0.000616262	Gonad
TRINITY_DN134055_c0_g1_i1	acot12	Chr01	167928424	167928424	7.274965499	-6.704141011	1.8553E-47	1.14146E-45	Gonad
TRINITY_DN134056_c1_g1_i2	gyg1	Chr05	118797205	118797205	10.02227984	-2.986411644	6.55333E-23	1.27881E-21	Gonad
TRINITY_DN134062_c1_g2_i2	Xetrov90029232m	scaffold_509	129751	129751	0.042887608	1.853098643	0.004447181	0.008808806	Gonad
TRINITY_DN134064_c3_g1_i5	fkbp9	Chr08	111895888	111895888	6.983790832	1.938846445	1.21122E-16	1.40152E-15	Gonad
TRINITY_DN134066_c0_g3_i3	gnao1	Chr04	54374753	54374753	5.859812184	-1.04766483	3.67982E-05	0.000105903	Gonad
TRINITY_DN134067_c2_g1_i1	rnmtl1	Chr02	92666816	92666816	5.215578264	-1.716152861	2.33947E-10	1.37295E-09	Gonad
TRINITY_DN134068_c1_g4_i1	lclat1	Chr05	3060827	3060827	4.938496371	2.647196973	4.11086E-16	4.49876E-15	Gonad
TRINITY_DN134068_c1_g9_i6	ampd3	scaffold_203	311729	311729	2.242508802	1.219656661	0.012356284	0.022195995	Gonad
TRINITY_DN134069_c1_g2_i2	dclre1a-like	scaffold_132	395025	395025	3.966748276	1.172045609	0.003388986	0.006878872	Gonad
TRINITY_DN134069_c1_g3_i1	rcn3	Chr07	102695236	102695236	7.686283628	1.745833289	8.5394E-07	3.11393E-06	Gonad
TRINITY_DN134080_c3_g1_i1	acpp	Chr06	71724216	71724216	3.53080264	-1.346708479	0.007146499	0.013554167	Gonad
TRINITY_DN134085_c3_g2_i2	pds5b	Chr02	150133931	150133931	7.097554752	1.291584113	9.64806E-06	2.99997E-05	Gonad
TRINITY_DN134095_c1_g4_i1	rela	Chr04	37143754	37143754	7.018783119	-1.122134543	2.34645E-08	1.06455E-07	Gonad
TRINITY_DN134101_c0_g2_i6	sh3tc2	Chr03	31423816	31423816	2.12477384	2.766173823	4.89784E-06	1.58598E-05	Gonad
TRINITY_DN134109_c1_g2_i2	kif26a-like	Chr08	78064469	78064469	3.349503428	-1.192603629	0.022609829	0.03814936	Gonad
TRINITY_DN134112_c0_g2_i4	serpina1-like	Chr08	67304631	67304631	1.058283053	1.272726172	0.02505702	0.041791088	Gonad
TRINITY_DN134114_c11_g1_i2	pik3ip1	Chr01	143506734	143506734	5.719183935	2.581602313	2.57511E-11	1.71731E-10	Gonad
TRINITY_DN134115_c0_g2_i1	Xetrov90017392m	Chr07	1340890	1340890	4.161847656	3.861446691	1.73955E-20	2.7641E-19	Gonad
TRINITY_DN134141_c1_g6_i1	pofut1	scaffold_284	12518	12518	5.565694629	1.367052731	3.73947E-06	1.23547E-05	Gonad
TRINITY_DN134142_c5_g1_i2	b4galnt1	Chr02	137910815	137910815	3.180741586	2.51543123	1.59385E-08	7.43847E-08	Gonad
TRINITY_DN134143_c0_g1_i1	itga2	Chr01	179747418	179747418	3.579684465	3.46594808	1.7378E-08	8.05749E-08	Gonad
TRINITY_DN134144_c0_g1_i1	LOC101735153	Chr08	29517071	29517071	5.704779875	-3.711866263	2.11783E-35	8.51351E-34	Gonad
TRINITY_DN134146_c2_g1_i2	Xetrov90021170m	Chr08	62609795	62609795	4.145281637	1.656587374	0.000122626	0.000325433	Gonad
TRINITY_DN134147_c2_g6_i1	fam3a	Chr08	8052968	8052968	5.892810159	-1.045287418	0.00020843	0.000531614	Gonad
TRINITY_DN134149_c1_g8_i3	alkbh6	Chr08	59362640	59362640	4.23332187	-1.090925597	0.004619691	0.009111158	Gonad
TRINITY_DN134152_c0_g1_i1	dtl	Chr05	10944941	10944941	5.315528797	1.971828668	3.84493E-06	1.26658E-05	Gonad
TRINITY_DN134157_c2_g1_i1	nufip1	Chr02	130497027	130497027	5.576008454	-1.305271849	8.71506E-06	2.72497E-05	Gonad
TRINITY_DN134161_c5_g2_i3	klhl25	Chr03	101602293	101602293	6.338733369	-3.734907818	8.74889E-28	2.39231E-26	Gonad
TRINITY_DN134165_c3_g2_i1	plbd2	Chr01	133777750	133777750	7.193371586	-1.435229901	1.16238E-08	5.53486E-08	Gonad
TRINITY_DN134174_c1_g1_i3	tp53bp1-like	Chr03	97143169	97143169	7.032858639	2.833649684	3.95762E-23	7.97053E-22	Gonad
TRINITY_DN134183_c12_g1_i1	ripk1	Chr06	51057521	51057521	4.352127282	1.33100106	7.34631E-05	0.00020222	Gonad
TRINITY_DN134184_c4_g1_i1	LOC100494196	Chr05	106450909	106450909	2.951625385	1.203280543	0.015221381	0.026761411	Gonad
TRINITY_DN134195_c0_g2_i1	cby1	Chr04	110098755	110098755	4.920611454	-1.408912432	8.69527E-06	2.71963E-05	Gonad
TRINITY_DN134199_c6_g2_i2	itgb1	Chr06	14626625	14626625	9.006169406	1.142424944	6.63828E-06	2.10762E-05	Gonad
TRINITY_DN134214_c0_g1_i1	dusp7	Chr04	118372903	118372903	2.223224499	2.304295918	0.000266175	0.000664286	Gonad
TRINITY_DN134218_c2_g2_i1	LOC100496170-like	scaffold_185	192521	192521	13.46057303	10.52984296	1.98209E-16	2.24964E-15	Gonad
TRINITY_DN134219_c1_g1_i3	fam134a	Chr09	77884200	77884200	4.835912151	1.910808751	2.63038E-05	7.71527E-05	Gonad
TRINITY_DN134220_c0_g1_i1	sema6c	Chr08	114243136	114243136	1.804309814	2.604118379	1.36817E-06	4.83702E-06	Gonad
TRINITY_DN134222_c0_g1_i1	hectd4	Chr01	155121440	155121440	4.283516603	1.961329297	2.31607E-05	6.84109E-05	Gonad
TRINITY_DN134226_c0_g2_i2	sipa1l3	Chr08	56311647	56311647	7.120674205	1.054799654	3.37676E-05	9.77661E-05	Gonad
TRINITY_DN134234_c4_g2_i1	igf2bp3	Chr06	34734211	34734211	4.839978758	-2.295727088	5.3733E-06	1.725E-05	Gonad
TRINITY_DN134235_c1_g1_i4	ptprt-like	Chr10	31619986	31619986	5.01155627	4.246273924	5.2228E-32	1.79245E-30	Gonad
TRINITY_DN134236_c2_g1_i1	LOC100489254	Chr04	97719573	97719573	4.187238644	1.503104775	3.63796E-05	0.000104787	Gonad
TRINITY_DN134238_c0_g2_i1	plxnc1-like.2	Chr03	46999602	46999602	3.088550735	-1.343936294	0.017713065	0.030703728	Gonad
TRINITY_DN134242_c3_g2_i1	lhcgr	Chr05	17445911	17445911	5.590425139	4.481224232	2.18558E-16	2.45847E-15	Gonad
TRINITY_DN134258_c0_g1_i2	fgfrl1	Chr01	14724047	14724047	4.18079367	1.517117522	0.000106081	0.00028399	Gonad
TRINITY_DN134264_c3_g4_i6	samd9l-like.1	Chr06	23841791	23841791	3.137897629	2.219246776	6.27069E-07	2.33387E-06	Gonad
TRINITY_DN134267_c0_g1_i6	marc1-like	Chr05	6710125	6710125	2.477837859	1.39902332	0.005332582	0.010391223	Gonad
TRINITY_DN134269_c0_g1_i2	enpp1	Chr05	44502946	44502946	5.87644585	1.139929567	0.021265484	0.036140935	Gonad
TRINITY_DN134283_c1_g2_i1	egfl6	Chr02	102340601	102340601	4.682908992	7.123557735	1.92844E-34	7.42671E-33	Gonad
TRINITY_DN134288_c4_g9_i1	frzb	Chr09	56970590	56970590	5.244028473	2.517971612	1.5332E-08	7.17534E-08	Gonad
TRINITY_DN134299_c0_g1_i2	gcn1l1	Chr01	142962312	142962312	7.93179407	1.272811388	1.73581E-08	8.05256E-08	Gonad
TRINITY_DN134301_c2_g10_i2	sult1e1	Chr04	39016000	39016000	4.930393953	3.367278628	8.67222E-06	2.71326E-05	Gonad
TRINITY_DN134301_c2_g2_i2	psmb9	Chr08	51795115	51795115	4.862386003	2.366509712	2.31556E-05	6.84109E-05	Gonad
TRINITY_DN134306_c7_g2_i3	rhoc	Chr02	74137995	74137995	8.698121391	-1.670859236	3.81526E-14	3.44021E-13	Gonad
TRINITY_DN134312_c3_g2_i3	lsm11	Chr03	6603556	6603556	5.752083155	-2.049892705	1.83314E-11	1.24723E-10	Gonad
TRINITY_DN134329_c0_g2_i2	angpt1	Chr06	116862525	116862525	1.661695076	3.295113263	2.76221E-08	1.24201E-07	Gonad
TRINITY_DN134340_c0_g2_i1	mrps22	Chr05	124920712	124920712	7.531754167	-2.28304342	3.81504E-25	8.82884E-24	Gonad
TRINITY_DN134354_c1_g1_i2	cav3.1	Chr04	120894093	120894093	5.453040829	-1.655916753	1.04067E-05	3.22097E-05	Gonad
TRINITY_DN134355_c0_g2_i1	ppp2r3a	Chr05	128584840	128584840	4.379380342	2.629890631	1.84183E-10	1.09511E-09	Gonad
TRINITY_DN134357_c5_g3_i5	runx1t1	Chr06	111998532	111998532	1.764469036	1.81413672	0.008622041	0.016036201	Gonad
TRINITY_DN134360_c3_g1_i1	fam195a	Chr09	15799820	15799820	5.018545021	-2.389015985	7.63296E-12	5.40847E-11	Gonad
TRINITY_DN134364_c0_g1_i2	dhx58	Chr10	2451170	2451170	4.192943801	2.434888418	3.53537E-06	1.17187E-05	Gonad
TRINITY_DN134366_c1_g2_i1	galnt12	Chr06	38239674	38239674	3.948722144	-2.464538608	1.07007E-11	7.46678E-11	Gonad
TRINITY_DN134366_c2_g3_i4	smarca2-like	Chr01	115952637	115952637	7.76710642	2.182903967	4.77421E-17	5.74157E-16	Gonad
TRINITY_DN134367_c0_g1_i1	Xetrov90013190m	Chr05	18331613	18331613	0.662946552	1.849917455	0.004940135	0.009693885	Gonad
TRINITY_DN134367_c0_g2_i2	zbtb38	Chr05	125792901	125792901	4.71782606	3.962429357	2.90844E-19	4.22247E-18	Gonad
TRINITY_DN134368_c1_g1_i1	rbl1	Chr10	33877655	33877655	5.76687474	1.437521403	1.91024E-06	6.58727E-06	Gonad
TRINITY_DN134368_c1_g3_i1	LOC100494547	Chr04	117831522	117831522	0.832588121	2.945602893	0.00038307	0.000929799	Gonad
TRINITY_DN134375_c0_g1_i1	tcf25	Chr04	63579990	63579990	8.24271145	1.261246479	2.29842E-07	9.07673E-07	Gonad
TRINITY_DN134391_c1_g4_i4	Xetrov90017540m	Chr07	10732729	10732729	4.495207728	2.639516246	1.51462E-07	6.09838E-07	Gonad
TRINITY_DN134394_c0_g1_i2	nsun6	Chr06	19826775	19826775	5.207607123	-1.188801292	0.000810899	0.001853641	Gonad
TRINITY_DN134395_c0_g1_i5	fut2	Chr07	103368118	103368118	2.196464681	-1.343391062	0.009528833	0.017557692	Gonad
TRINITY_DN134401_c0_g2_i1	cdc42ep1-like	Chr04	112484058	112484058	1.687099359	2.230577216	8.97026E-05	0.000243503	Gonad
TRINITY_DN134415_c0_g1_i7	dock3	Chr04	116967349	116967349	3.57140834	5.89007051	1.8893E-24	4.15318E-23	Gonad
TRINITY_DN134417_c0_g1_i1	smtn	Chr01	131544498	131544498	4.760158744	1.027343762	0.011474763	0.02077523	Gonad
TRINITY_DN134419_c0_g2_i4	dock7	Chr03	128261352	128261352	3.327206994	1.304252614	0.008618515	0.016032598	Gonad
TRINITY_DN134419_c0_g3_i4	irf2	Chr01	35632416	35632416	5.616427093	-1.073332015	2.77379E-05	8.10875E-05	Gonad
TRINITY_DN134425_c0_g2_i3	Xetrov90005644m	Chr02	95068274	95068274	6.430163154	-1.770101589	0.000461605	0.001106055	Gonad
TRINITY_DN134428_c0_g2_i1	hrg	Chr05	98065528	98065528	2.258658561	-1.349039307	0.013243978	0.023609847	Gonad
TRINITY_DN134429_c5_g1_i1	cnp-like	Chr10	2240187	2240187	6.371213497	-1.759344061	8.57273E-12	6.04242E-11	Gonad
TRINITY_DN134432_c1_g1_i2	LOC100485539-like	Chr02	153676237	153676237	4.839759931	-1.572976468	2.77417E-05	8.10875E-05	Gonad
TRINITY_DN134433_c3_g1_i1	txndc16	Chr08	74727191	74727191	4.905205878	2.447095436	5.1438E-15	5.09832E-14	Gonad
TRINITY_DN134435_c0_g1_i1	tecpr1	Chr09	20127992	20127992	3.728754729	1.192748087	0.001497268	0.003258721	Gonad
TRINITY_DN134436_c0_g1_i2	rab3gap2	Chr05	6870567	6870567	7.171836136	1.428983105	1.36072E-06	4.81406E-06	Gonad
TRINITY_DN134440_c2_g1_i1	raver2	Chr04	78996780	78996780	7.600281685	-1.383866023	3.20966E-12	2.35702E-11	Gonad
TRINITY_DN134442_c2_g3_i3	36219	Chr01	159613457	159613457	5.100827514	-2.775019465	1.66042E-13	1.37777E-12	Gonad
TRINITY_DN134443_c3_g1_i1	col11a2p1	Chr08	51239333	51239333	1.219484817	1.786467315	0.001094947	0.002442091	Gonad
TRINITY_DN134451_c0_g1_i4	itgb4-like	Chr10	36158236	36158236	2.349441467	1.741876059	0.000209981	0.000535297	Gonad
TRINITY_DN134462_c0_g1_i2	tmem47	Chr02	103649160	103649160	1.663218524	3.681035245	3.71643E-08	1.63322E-07	Gonad
TRINITY_DN134466_c2_g1_i1	Xetrov90004061m	Chr02	10200798	10200798	4.868622233	-1.080514118	0.000258326	0.000646746	Gonad
TRINITY_DN134467_c1_g1_i2	pcdh8	Chr02	128771873	128771873	-0.011030016	2.287411033	0.008435969	0.0157291	Gonad
TRINITY_DN134468_c2_g2_i4	slc13a5	Chr02	44609829	44609829	3.065870278	-1.782051719	6.55982E-05	0.000181787	Gonad
TRINITY_DN134469_c0_g1_i7	scmh1	Chr02	52910601	52910601	6.196258817	1.124317236	5.05525E-06	1.63328E-05	Gonad
TRINITY_DN134469_c0_g2_i11	LOC100487982-like	Chr09	16630152	16630152	5.320218861	-1.01288417	0.000245243	0.000617236	Gonad
TRINITY_DN134470_c2_g1_i5	Xetrov90014462m	Chr05	101421268	101421268	5.04397985	1.134757912	0.000472109	0.001129614	Gonad
TRINITY_DN134478_c6_g1_i2	gata2	Chr04	124937942	124937942	1.358515752	3.485014769	1.39454E-08	6.56294E-08	Gonad
TRINITY_DN134479_c1_g2_i1	slc45a4-like	Chr06	130602573	130602573	4.614759726	1.908276232	1.11068E-08	5.29619E-08	Gonad
TRINITY_DN134482_c0_g4_i3	scg3-like	Chr03	92497340	92497340	5.933062205	3.260297895	1.70172E-13	1.40972E-12	Gonad
TRINITY_DN134491_c2_g4_i1	lmnb2	Chr01	74015431	74015431	5.577733794	1.753267306	2.31268E-05	6.83507E-05	Gonad
TRINITY_DN134497_c1_g1_i8	chd5-like.2	Chr07	90343487	90343487	5.954164747	4.431890074	4.49662E-44	2.53468E-42	Gonad
TRINITY_DN134505_c1_g8_i1	man2a1	Chr01	135591205	135591205	5.595766327	1.4161888	0.000997095	0.002239691	Gonad
TRINITY_DN134508_c1_g1_i1	c9orf85	Chr01	118201250	118201250	6.906873664	-1.265089781	1.16905E-06	4.16514E-06	Gonad
TRINITY_DN134516_c0_g13_i1	mlycd	Chr04	65232754	65232754	4.815031045	-1.328732859	4.61899E-05	0.000130731	Gonad
TRINITY_DN134521_c1_g11_i1	serpinf2	Chr02	28540763	28540763	8.108140999	-2.677694077	2.52336E-29	7.6002E-28	Gonad
TRINITY_DN134522_c2_g3_i1	Xetrov90021338m	Chr08	73646470	73646470	6.954812417	-1.846102456	1.23928E-14	1.18412E-13	Gonad
TRINITY_DN134523_c0_g1_i3	LOC101730228-like.2	Chr07	24634562	24634562	6.579940532	1.760559681	6.13546E-11	3.89351E-10	Gonad
TRINITY_DN134524_c3_g1_i2	hivep3	Chr02	53180778	53180778	3.946716863	1.819164547	0.000238156	0.000601651	Gonad
TRINITY_DN134528_c5_g1_i2	ubtd2	Chr03	30816240	30816240	4.964336031	1.044949001	0.000282189	0.000701821	Gonad
TRINITY_DN134535_c4_g1_i4	ankrd27-like	Chr04	21314192	21314192	5.568434966	-1.210487973	1.79435E-06	6.21311E-06	Gonad
TRINITY_DN134536_c0_g1_i1	Xetrov90029025m	scaffold_48	885739	885739	3.622930832	4.834244439	6.24062E-11	3.95775E-10	Gonad
TRINITY_DN134537_c3_g3_i1	LOC100491288	scaffold_16	859583	859583	4.763123151	6.386090599	3.02827E-20	4.73724E-19	Gonad
TRINITY_DN134546_c3_g7_i2	pja2-like	Chr01	135727530	135727530	7.681662961	-1.394150637	2.36153E-13	1.93565E-12	Gonad
TRINITY_DN134554_c4_g2_i1	cdh5	Chr04	60388455	60388455	2.593135826	2.375090151	0.000135267	0.000355983	Gonad
TRINITY_DN134558_c0_g3_i3	Xetrov90023720m	Chr09	33396378	33396378	5.346298821	2.997196402	3.23173E-15	3.29708E-14	Gonad
TRINITY_DN134560_c5_g1_i1	LOC101732318-like	Chr04	133438912	133438912	4.141737866	2.41036042	0.000176899	0.000456965	Gonad
TRINITY_DN134568_c1_g1_i1	tgfbrap1-like	Chr02	108131346	108131346	6.344069691	-1.190793954	9.39104E-07	3.39869E-06	Gonad
TRINITY_DN134570_c1_g1_i5	pfn2	Chr05	115233446	115233446	7.993019212	2.729355848	4.87298E-14	4.34734E-13	Gonad
TRINITY_DN134570_c2_g1_i3	LOC100496038	Chr08	106991256	106991256	4.299533931	1.463483343	2.07032E-05	6.15302E-05	Gonad
TRINITY_DN134574_c1_g1_i2	Xetrov90022373m	Chr08	114086798	114086798	7.887129328	1.913771631	8.94939E-12	6.28388E-11	Gonad
TRINITY_DN134577_c1_g1_i2	bcr	Chr01	143946646	143946646	5.14645512	-1.126620885	0.001943394	0.004143881	Gonad
TRINITY_DN134581_c1_g1_i1	poc1b	Chr03	45574243	45574243	5.023458743	-1.335484792	2.05534E-05	6.11392E-05	Gonad
TRINITY_DN134584_c7_g2_i1	lsg1-like	Chr05	97341233	97341233	7.233568593	-1.342469495	1.5264E-09	8.20097E-09	Gonad
TRINITY_DN134591_c2_g1_i2	ccdc68	Chr01	189998238	189998238	4.994154182	-4.661211016	1.01859E-37	4.60876E-36	Gonad
TRINITY_DN134596_c7_g1_i2	nfxl1	Chr01	29535898	29535898	4.77666716	1.31602125	0.001468928	0.003203952	Gonad
TRINITY_DN134600_c6_g3_i2	postn	Chr02	148527377	148527377	3.403615472	3.338504149	2.40883E-07	9.47937E-07	Gonad
TRINITY_DN134602_c2_g3_i2	ndufaf3	Chr04	126273422	126273422	6.325887529	1.321620785	7.15626E-07	2.63967E-06	Gonad
TRINITY_DN134610_c3_g1_i4	psip1	Chr01	111709552	111709552	8.662001105	2.420753125	1.42326E-13	1.19473E-12	Gonad
TRINITY_DN134612_c1_g1_i1	grhl1	Chr05	134174421	134174421	2.940646366	-3.326910131	6.13104E-09	3.03544E-08	Gonad
TRINITY_DN134613_c4_g1_i1	LOC100486973-like	Chr04	41367454	41367454	3.365653737	2.186554835	2.21487E-06	7.57046E-06	Gonad
TRINITY_DN134623_c0_g1_i4	cnst-like	Chr05	40817526	40817526	4.024199541	1.596617488	1.6444E-05	4.96469E-05	Gonad
TRINITY_DN134627_c4_g1_i6	hap1	Chr10	1919847	1919847	4.541341249	2.487325217	2.14727E-10	1.26553E-09	Gonad
TRINITY_DN134629_c1_g1_i3	adam17	Chr05	133919760	133919760	5.518982688	1.023907502	0.001910143	0.004079014	Gonad
TRINITY_DN134630_c1_g1_i1	acvrl1	Chr02	131803931	131803931	1.471976369	1.596433944	0.017340303	0.030129785	Gonad
TRINITY_DN134636_c1_g1_i2	rsbn1	Chr02	75807959	75807959	6.161726251	-1.125108467	9.09084E-06	2.83983E-05	Gonad
TRINITY_DN134642_c6_g4_i1	prpf31	Chr07	95715715	95715715	7.870997898	-1.523125174	1.1091E-09	6.0655E-09	Gonad
TRINITY_DN134649_c2_g2_i1	krr1	Chr03	51659592	51659592	7.601845527	-1.150831118	8.21093E-10	4.53963E-09	Gonad
TRINITY_DN134675_c5_g5_i2	akr7a2	scaffold_217	248448	248448	6.505826343	-1.030863904	0.002861846	0.00589056	Gonad
TRINITY_DN134689_c2_g1_i2	dzip1	Chr02	118951008	118951008	3.841253632	3.680353944	9.2691E-13	7.18872E-12	Gonad
TRINITY_DN134690_c6_g1_i4	marveld2	Chr01	167456191	167456191	6.919532457	-2.65684153	1.06704E-25	2.55128E-24	Gonad
TRINITY_DN134707_c0_g6_i1	gnb2l1	Chr08	50469984	50469984	12.07986841	2.251583645	5.53707E-10	3.10729E-09	Gonad
TRINITY_DN134710_c5_g2_i3	galnt15	Chr06	80144795	80144795	0.365925125	2.482748909	0.000171199	0.000443263	Gonad
TRINITY_DN134731_c1_g3_i5	gata6	Chr06	93708636	93708636	5.422653101	1.762074249	4.2964E-07	1.63773E-06	Gonad
TRINITY_DN134738_c1_g2_i2	tshz2	Chr10	26511246	26511246	3.64705536	2.914005102	4.34093E-06	1.41564E-05	Gonad
TRINITY_DN134742_c0_g5_i2	eri2	Chr09	18484022	18484022	4.795040642	-1.505679114	0.00694782	0.013202166	Gonad
TRINITY_DN134745_c0_g1_i4	rps4x	Chr08	18470145	18470145	12.07539382	2.215894453	3.71363E-09	1.88389E-08	Gonad
TRINITY_DN134746_c1_g7_i4	epdr1	Chr06	80833581	80833581	3.119068588	2.109536927	0.000880994	0.001998928	Gonad
TRINITY_DN134748_c9_g1_i2	Xetrov90012236m	Chr04	103687658	103687658	5.501081549	1.964277845	1.16266E-10	7.15316E-10	Gonad
TRINITY_DN134753_c4_g3_i2	upf3a-like	Chr02	108294130	108294130	1.936644411	3.554763652	1.58254E-10	9.53663E-10	Gonad
TRINITY_DN134767_c1_g1_i3	ralgapa1	Chr08	87892519	87892519	5.724453746	2.554509259	1.78843E-14	1.67241E-13	Gonad
TRINITY_DN134772_c1_g1_i2	rai14	Chr01	186022637	186022637	6.827800938	1.875755866	4.62406E-07	1.75732E-06	Gonad
TRINITY_DN134776_c2_g1_i1	parp12	scaffold_269	18562	18562	3.867711948	3.041482359	1.52157E-10	9.19319E-10	Gonad
TRINITY_DN134777_c1_g3_i3	Xetrov90024340m	Chr09	66898823	66898823	4.507362656	1.711218904	1.12631E-06	4.02426E-06	Gonad
TRINITY_DN134779_c6_g3_i1	LOC100493658	Chr07	30434232	30434232	3.350942075	1.065121803	0.021774081	0.03687487	Gonad
TRINITY_DN134780_c2_g1_i3	ndc80	scaffold_327	40639	40639	7.540678354	-2.327192033	6.49649E-17	7.72991E-16	Gonad
TRINITY_DN134788_c5_g1_i10	rcor3	Chr05	12213128	12213128	3.921889792	3.037216967	3.15697E-14	2.8723E-13	Gonad
TRINITY_DN134791_c10_g1_i1	cpm	Chr03	49550913	49550913	2.310189917	2.868897962	2.85014E-07	1.11206E-06	Gonad
TRINITY_DN134791_c3_g2_i1	spc24	Chr03	127283472	127283472	5.461350675	1.44374237	0.000322621	0.000793607	Gonad
TRINITY_DN134793_c1_g3_i3	LOC100495907-like	Chr08	23070446	23070446	5.579346523	-6.463483172	8.56765E-59	7.51718E-57	Gonad
TRINITY_DN134794_c2_g2_i1	pcyt2	Chr10	19975671	19975671	3.589848481	2.274895469	3.50486E-07	1.35132E-06	Gonad
TRINITY_DN134800_c12_g2_i2	hnrnpab	Chr03	21930410	21930410	8.200481545	1.533567652	8.06064E-10	4.46388E-09	Gonad
TRINITY_DN134810_c1_g7_i2	osbpl10	Chr06	74329797	74329797	5.47952559	1.678614708	9.56368E-08	3.95158E-07	Gonad
TRINITY_DN134813_c2_g2_i7	ubtf	Chr10	14222087	14222087	5.093248774	2.789904642	1.54998E-18	2.1278E-17	Gonad
TRINITY_DN134819_c10_g1_i1	slc16a5-like	Chr10	35772183	35772183	3.073605795	1.007734263	0.017839769	0.030901849	Gonad
TRINITY_DN134821_c2_g1_i3	LOC100495728	scaffold_3121	161	161	2.444600664	1.933521074	0.003379565	0.006863891	Gonad
TRINITY_DN134825_c4_g2_i3	cltb	Chr03	38091597	38091597	7.137347663	1.154920201	8.32652E-07	3.0418E-06	Gonad
TRINITY_DN134829_c5_g1_i1	camk1	Chr04	127940213	127940213	5.918606207	-1.290522338	2.48017E-07	9.74057E-07	Gonad
TRINITY_DN134832_c5_g1_i1	abcd3	Chr04	93334501	93334501	7.329784028	-1.388199867	2.19859E-09	1.15721E-08	Gonad
TRINITY_DN134844_c0_g1_i1	smyd3	Chr05	41080478	41080478	5.200837036	-1.28161123	0.000161823	0.000420066	Gonad
TRINITY_DN134846_c0_g4_i1	tmtc2	Chr03	43733309	43733309	4.754226587	-1.788332174	3.57488E-08	1.57445E-07	Gonad
TRINITY_DN134848_c4_g3_i2	nf2	Chr01	132339470	132339470	5.101021495	1.263660528	0.002808178	0.00579201	Gonad
TRINITY_DN134852_c1_g1_i1	lrrc28	Chr03	105140609	105140609	5.445114491	2.923559747	4.35779E-16	4.76383E-15	Gonad
TRINITY_DN134861_c0_g2_i2	hoga1	Chr07	24794514	24794514	5.028767377	2.976231457	6.25681E-07	2.32957E-06	Gonad
TRINITY_DN134863_c0_g5_i4	herc2	Chr02	111064974	111064974	6.709918332	1.185544249	1.47793E-05	4.4903E-05	Gonad
TRINITY_DN134864_c1_g1_i1	manba-like	Chr01	64203660	64203660	6.790592033	-1.73738821	3.81777E-05	0.000109529	Gonad
TRINITY_DN134865_c1_g1_i8	taok2	scaffold_211	133792	133792	5.694815491	1.585727119	4.97663E-07	1.8828E-06	Gonad
TRINITY_DN134867_c2_g1_i1	rpe65	Chr04	80347721	80347721	0.69864406	2.739025319	2.38617E-05	7.03167E-05	Gonad
TRINITY_DN134870_c6_g2_i2	nanp	Chr05	39085891	39085891	4.322793641	-1.172391895	0.002052744	0.004353128	Gonad
TRINITY_DN134874_c0_g2_i5	znf385a	Chr02	142160932	142160932	4.626434781	2.907735616	4.80863E-12	3.47807E-11	Gonad
TRINITY_DN134881_c1_g2_i1	lrrc3b	Chr06	76235676	76235676	1.829352001	-4.528206693	7.15613E-06	2.26195E-05	Gonad
TRINITY_DN134890_c0_g2_i1	srrm3	Chr02	89902150	89902150	0.058959963	3.141460186	5.41854E-06	1.73786E-05	Gonad
TRINITY_DN134895_c0_g1_i3	glyr1	Chr09	8667222	8667222	6.363527453	1.944628225	7.34512E-07	2.7068E-06	Gonad
TRINITY_DN134898_c1_g6_i3	lamp3-like	Chr05	96607431	96607431	3.644959058	1.435853241	0.006017778	0.011605387	Gonad
TRINITY_DN134910_c0_g3_i1	proca1	Chr02	26818248	26818248	7.126861583	2.711157397	0.000197245	0.000505513	Gonad
TRINITY_DN134918_c2_g1_i1	mgat5	Chr09	79237234	79237234	3.998350792	-2.042907317	2.71947E-07	1.06396E-06	Gonad
TRINITY_DN134918_c3_g1_i1	cit	Chr01	142829798	142829798	4.946516692	1.256554922	0.004296161	0.008534802	Gonad
TRINITY_DN134922_c4_g1_i5	atf5	Chr07	95470407	95470407	6.543143291	2.305722777	6.00844E-08	2.55695E-07	Gonad
TRINITY_DN134933_c1_g1_i2	ccdc146	Chr03	68541057	68541057	6.102698283	-3.081704536	3.69107E-28	1.05206E-26	Gonad
TRINITY_DN134935_c0_g2_i1	LOC100488102	Chr06	61856805	61856805	4.742740873	-2.918042897	7.17308E-11	4.50382E-10	Gonad
TRINITY_DN134940_c0_g4_i10	map7d2	Chr02	39317646	39317646	5.016187601	-1.86574498	2.7722E-06	9.33628E-06	Gonad
