gid	gname	chr	logFC.XY43.XX43	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN135789_c0_g1_i2	NA	NA	7.279566737	0.606373681	Ovary_mean	female	0.1754	0.2542	1.449	Rana_gonad
TRINITY_DN135811_c0_g1_i3	NA	NA	5.368761364	0.534741843	Brain_mean	female	0.0381	0.0531	1.395	Rana_gonad
TRINITY_DN135820_c0_g1_i2	lect1	Chr02	1.397301088	0.532201355	Brain_mean	female	0.0216	0.0429	1.9871	Rana_gonad
TRINITY_DN135845_c2_g1_i2	NA	NA	4.679826413	0.271936399	Ovary_mean	female	0.0194	0.0286	1.4768	Rana_gonad
TRINITY_DN135851_c0_g3_i1	ppic-like	Chr01	6.004126673	0.432428016	Ovary_mean	female	0.086	0.1271	1.4778	Rana_gonad
TRINITY_DN135882_c0_g2_i1	NA	NA	6.499240863	0.536938381	Ovary_mean	female	0.1357	0.238	1.7533	Rana_gonad
TRINITY_DN135901_c2_g2_i1	NA	NA	4.67555752	0.597291977	Ovary_mean	female	0.025	0.0312	1.2456	Rana_gonad
TRINITY_DN135914_c0_g2_i1	mef2bnb	Chr01	5.959304989	0.905054976	Ovary_mean	female	0.1244	0.182	1.4629	Rana_gonad
TRINITY_DN135966_c1_g1_i10	strip2	Chr03	7.337792732	0.301986193	Ovary_mean	female	0.115	0.2153	1.8716	Rana_gonad
TRINITY_DN135970_c0_g1_i2	cs	Chr02	4.834815419	0.625495211	Ovary_mean	female	0.0801	0.1281	1.5993	Rana_gonad
TRINITY_DN135986_c0_g2_i1	pnpla8	Chr03	4.548061164	0.743421372	Ovary_mean	female	0.0444	0.05	1.1251	Rana_gonad
TRINITY_DN135999_c2_g9_i12	NA	NA	7.265597427	0.208937377	Ovary_mean	female	0.0136	0.0148	1.0888	Rana_gonad
TRINITY_DN136018_c3_g2_i1	NA	NA	5.657976693	0.446451133	Ovary_mean	female	0.107	0.1745	1.6308	Rana_gonad
TRINITY_DN136052_c0_g1_i3	NA	NA	5.327435556	0.58491432	Ovary_mean	female	0.1108	0.1725	1.5573	Rana_gonad
TRINITY_DN136061_c8_g1_i2	dnajc22	Chr02	4.880932125	0.506845195	Brain_mean	female	0.0229	0.0254	1.1074	Rana_gonad
TRINITY_DN136115_c2_g1_i6	NA	NA	3.10847239	0.436206091	Ovary_mean	female	0.1267	0.0766	0.6045	Rana_gonad
TRINITY_DN136167_c0_g1_i1	NA	NA	7.49454862	0.72244082	Ovary_mean	female	0.136	0.2442	1.7964	Rana_gonad
TRINITY_DN136221_c4_g1_i1	abhd17c	Chr03	6.393414879	0.337449674	Ovary_mean	female	0.0592	0.1018	1.719	Rana_gonad
TRINITY_DN136232_c1_g2_i1	NA	NA	6.619446521	0.58456898	Ovary_mean	female	0.194	0.3194	1.646	Rana_gonad
TRINITY_DN136242_c3_g2_i6	LOC100492954	Chr01	6.35879853	0.288363376	Ovary_mean	female	0.1002	0.1669	1.6661	Rana_gonad
TRINITY_DN136353_c2_g4_i1	NA	NA	5.257573198	0.788413492	Ovary_mean	female	0.0534	0.0652	1.2214	Rana_gonad
TRINITY_DN136381_c0_g3_i4	NA	NA	5.767297827	0.54001263	Ovary_mean	female	0.1259	0.2086	1.6574	Rana_gonad
TRINITY_DN136398_c3_g2_i4	NA	NA	5.99877244	0.244362872	Ovary_mean	female	0.0215	0.0291	1.3565	Rana_gonad
TRINITY_DN136469_c4_g1_i3	dhcr24	Chr04	4.377510869	0.27478641	G43_M_mean	female	0.1922	0.3735	1.9432	Rana_gonad
TRINITY_DN136497_c6_g1_i1	NA	NA	4.091289624	0.534215544	Ovary_mean	female	0.0509	0.0639	1.2569	Rana_gonad
TRINITY_DN136526_c4_g4_i1	NA	NA	7.254592049	0.618908836	Ovary_mean	female	0.0905	0.127	1.4033	Rana_gonad
TRINITY_DN136563_c5_g1_i2	pip5kl1-like	Chr08	3.117895277	0.611322806	Brain_mean	female	0.1708	0.3166	1.8531	Rana_gonad
TRINITY_DN136584_c4_g5_i2	NA	NA	6.620556662	0.35517331	Ovary_mean	female	0.0894	0.1062	1.1879	Rana_gonad
TRINITY_DN136585_c0_g1_i3	NA	NA	5.948543532	0.533835137	Ovary_mean	female	0.0161	0.0235	1.4562	Rana_gonad
TRINITY_DN136591_c8_g2_i1	NA	NA	2.779042331	0.733007488	Brain_mean	female	0.0611	0.0879	1.4398	Rana_gonad
TRINITY_DN136670_c26_g1_i1	rad52	scaffold_98	4.791039291	0.524697908	Ovary_mean	female	0.1814	0.3104	1.7111	Rana_gonad
TRINITY_DN136737_c44_g1_i1	NA	NA	4.197392107	0.472071702	Brain_mean	female	0.0348	0.0684	1.9669	Rana_gonad
TRINITY_DN152314_c0_g1_i1	ppp1r16b	Chr10	0.664740553	0.900666449	Ovary_mean	female	0.1026	0.1394	1.3586	Rana_gonad
TRINITY_DN152373_c0_g1_i1	NA	NA	1.85196532	0.654732643	Ovary_mean	female	0.0676	0.1193	1.7631	Rana_gonad
TRINITY_DN152513_c0_g1_i1	NA	NA	2.839039163	0.830517324	Ovary_mean	female	0.0348	0.0345	0.9929	Rana_gonad
TRINITY_DN164861_c0_g1_i1	znf408-like	Chr04	6.33927676	0.337869247	Ovary_mean	female	0.0587	0.1094	1.8637	Rana_gonad
TRINITY_DN168379_c0_g1_i1	NA	NA	-0.010812066	0.606392116	Liver_mean	female	0.1207	0.2047	1.6956	Rana_gonad
TRINITY_DN18217_c1_g1_i1	znf367	Chr01	6.292623304	0.332000976	Ovary_mean	female	0.1168	0.1688	1.4456	Rana_gonad
TRINITY_DN183714_c0_g1_i1	NA	NA	0.317422777	0.487005028	G43_F_mean	female	0.053	0.0785	1.4814	Rana_gonad
TRINITY_DN207462_c0_g1_i1	NA	NA	4.749514167	0.529212523	Ovary_mean	female	0.0624	0.0892	1.4291	Rana_gonad
TRINITY_DN208554_c0_g1_i1	haao	Chr05	7.946449426	0.779861152	Ovary_mean	female	0.0691	0.0942	1.3623	Rana_gonad
TRINITY_DN209603_c0_g1_i1	NA	NA	8.279112193	0.462769958	Ovary_mean	female	0.0508	0.0893	1.7563	Rana_gonad
TRINITY_DN214148_c0_g1_i1	NA	NA	4.064096459	0.531141527	G23_mean	female	0.2773	0.4739	1.7087	Rana_gonad
TRINITY_DN23309_c0_g1_i1	NA	NA	2.784699841	0.622398187	Ovary_mean	female	0.031	0.0531	1.712	Rana_gonad
TRINITY_DN23317_c0_g1_i1	NA	NA	2.712756497	0.672916076	G46_F_mean	female	0.1259	0.1379	1.0949	Rana_gonad
TRINITY_DN23385_c0_g2_i1	NA	NA	6.101849994	0.710299617	Ovary_mean	female	0.0746	0.1296	1.7373	Rana_gonad
TRINITY_DN23843_c0_g1_i1	tcte1	Chr05	3.405656087	0.396358902	Ovary_mean	female	0.2126	0.4094	1.9258	Rana_gonad
TRINITY_DN24472_c0_g1_i1	NA	NA	3.261695698	0.954369553	Ovary_mean	female	0.2605	0.3425	1.3145	Rana_gonad
TRINITY_DN25151_c0_g2_i1	NA	NA	1.969061762	0.808710147	Ovary_mean	female	0.093	0.1759	1.8911	Rana_gonad
TRINITY_DN33377_c0_g1_i1	c2orf47	Chr09	6.124627525	0.612245534	Ovary_mean	female	0.0435	0.0753	1.7303	Rana_gonad
TRINITY_DN43625_c0_g1_i1	hyal2	Chr04	7.183513486	0.448338952	Ovary_mean	female	0.0708	0.1225	1.73	Rana_gonad
TRINITY_DN44962_c0_g2_i1	NA	NA	3.676120576	0.518999219	Ovary_mean	female	0.2337	0.4539	1.9428	Rana_gonad
TRINITY_DN44990_c0_g1_i1	NA	NA	1.847929089	0.851903704	Ovary_mean	female	0.0975	0.1483	1.5218	Rana_gonad
TRINITY_DN45300_c0_g1_i1	acy3	Chr02	4.816744309	0.187991213	G23_mean	female	0.0678	0.1097	1.6196	Rana_gonad
TRINITY_DN45542_c0_g1_i1	LOC100493952-like	Chr03	8.102741796	0.836261984	Ovary_mean	female	0.2401	0.3266	1.3606	Rana_gonad
TRINITY_DN47771_c0_g1_i1	NA	NA	2.075344964	0.767174523	Ovary_mean	female	0.0692	0.1284	1.8557	Rana_gonad
TRINITY_DN48650_c0_g2_i1	NA	NA	3.070570872	0.514388421	Ovary_mean	female	0.0966	0.1431	1.4818	Rana_gonad
TRINITY_DN48710_c0_g1_i1	NA	NA	3.752134297	0.929546964	Ovary_mean	female	0.2418	0.3633	1.5026	Rana_gonad
TRINITY_DN52793_c0_g2_i1	NA	NA	0.233564039	0.759403426	G46_F_mean	female	0.2025	0.3438	1.6974	Rana_gonad
TRINITY_DN61677_c0_g1_i1	osgep	Chr01	0.060798241	0.717034883	G27_mean	female	0.0617	0.0879	1.4245	Rana_gonad
TRINITY_DN68049_c0_g1_i1	NA	NA	0.870829031	0.414591851	G46_M_mean	female	0.8522	0.7755	0.91	Rana_gonad
TRINITY_DN68190_c0_g1_i1	NA	NA	6.899311927	0.341249737	Ovary_mean	female	0.1156	0.1533	1.3264	Rana_gonad
TRINITY_DN69029_c0_g1_i1	NA	NA	5.942393179	0.606623242	Ovary_mean	female	0.019	0.0277	1.4551	Rana_gonad
TRINITY_DN73171_c0_g1_i1	NA	NA	7.292615245	0.399004138	Ovary_mean	female	0.0551	0.1035	1.8781	Rana_gonad
TRINITY_DN73521_c0_g1_i1	NA	NA	1.600077413	0.781102999	Ovary_mean	female	0.1803	0.2337	1.2965	Rana_gonad
TRINITY_DN73574_c0_g2_i1	NA	NA	7.341057649	0.448972237	Ovary_mean	female	0.1511	0.2453	1.6235	Rana_gonad
TRINITY_DN77326_c0_g1_i2	NA	NA	2.879648952	0.687437091	Ovary_mean	female	0.156	0.2143	1.3739	Rana_gonad
TRINITY_DN78872_c0_g1_i1	NA	NA	6.145629068	0.253726016	Ovary_mean	female	0.0933	0.1359	1.4568	Rana_gonad
TRINITY_DN79505_c0_g1_i1	NA	NA	6.454806348	0.744877567	Ovary_mean	female	0.1183	0.165	1.3956	Rana_gonad
TRINITY_DN80828_c0_g1_i1	abca1	Chr01	6.236276558	0.261636633	Ovary_mean	female	0.0858	0.1415	1.6495	Rana_gonad
TRINITY_DN81198_c0_g1_i2	NA	NA	5.921386164	0.462025465	Ovary_mean	female	0.001	0.0014	1.3963	Rana_gonad
TRINITY_DN81421_c0_g2_i1	NA	NA	6.124177202	0.502188389	Ovary_mean	female	0.0453	0.0785	1.7353	Rana_gonad
TRINITY_DN83270_c0_g1_i1	NA	NA	8.263193867	0.816230812	Ovary_mean	female	0.0289	0.0568	1.9672	Rana_gonad
TRINITY_DN84774_c0_g1_i1	NA	NA	6.413019281	0.607453663	Ovary_mean	female	0.1305	0.2537	1.9442	Rana_gonad
TRINITY_DN85619_c0_g1_i1	NA	NA	7.057570339	0.229829528	Ovary_mean	female	0.059	0.0919	1.5572	Rana_gonad
TRINITY_DN85713_c0_g1_i1	rtcb	Chr03	5.727033617	0.301170323	G43_M_mean	female	0.0328	0.0426	1.2976	Rana_gonad
TRINITY_DN86402_c1_g1_i1	NA	NA	6.33095603	0.302901141	Ovary_mean	female	0.0439	0.0661	1.5044	Rana_gonad
TRINITY_DN86565_c0_g1_i1	NA	NA	5.802516331	0.425832419	Ovary_mean	female	0.0778	0.1063	1.3667	Rana_gonad
TRINITY_DN86639_c0_g1_i1	NA	NA	3.445280828	0.71790395	Ovary_mean	female	0.0556	0.081	1.4561	Rana_gonad
TRINITY_DN87009_c0_g2_i1	NA	NA	7.233632591	0.549752484	Ovary_mean	female	0.1889	0.3131	1.6576	Rana_gonad
TRINITY_DN87377_c0_g1_i1	actn3	Chr04	4.532372678	0.502061045	Ovary_mean	female	0.0944	0.1411	1.4949	Rana_gonad
TRINITY_DN87383_c0_g1_i1	isca1	Chr01	6.989056885	0.510979433	Ovary_mean	female	0.1046	0.1886	1.803	Rana_gonad
TRINITY_DN87865_c0_g1_i1	NA	NA	7.032792279	0.293730541	Ovary_mean	female	0.0832	0.1578	1.8975	Rana_gonad
TRINITY_DN91515_c0_g3_i1	LOC100487567-like	Chr01	4.947449046	0.704626769	Ovary_mean	female	0.1922	0.2984	1.5527	Rana_gonad
TRINITY_DN9222_c0_g1_i1	NA	NA	6.76368913	0.906683984	Ovary_mean	female	0.1056	0.1922	1.8209	Rana_gonad
TRINITY_DN92463_c0_g1_i2	NA	NA	5.455776907	0.421953755	Ovary_mean	female	0.0705	0.0691	0.981	Rana_gonad
TRINITY_DN92573_c0_g1_i1	tsen34-like	Chr07	6.186067572	0.351621156	Ovary_mean	female	0.0689	0.1227	1.7804	Rana_gonad
TRINITY_DN92629_c0_g4_i1	NA	NA	4.069983064	0.719542328	Ovary_mean	female	0.0348	0.0635	1.8219	Rana_gonad
TRINITY_DN93335_c0_g2_i1	NA	NA	1.369764471	0.519670605	Liver_mean	female	0.1508	0.1968	1.3051	Rana_gonad
TRINITY_DN93605_c0_g1_i1	NA	NA	0.945235316	0.669030809	Ovary_mean	female	0.21	0.3647	1.737	Rana_gonad
TRINITY_DN951_c0_g2_i1	NA	NA	1.727311541	0.75000468	Ovary_mean	female	0.2351	0.3624	1.5418	Rana_gonad
TRINITY_DN95622_c0_g1_i2	NA	NA	2.633481496	0.640061806	Ovary_mean	female	0.1122	0.1661	1.4797	Rana_gonad
TRINITY_DN95685_c0_g1_i1	rps25	Chr07	6.632960794	0.59681618	Ovary_mean	female	0.0446	0.0718	1.6115	Rana_gonad
TRINITY_DN95955_c0_g1_i1	NA	NA	6.948758288	0.434932961	Ovary_mean	female	0.0558	0.0909	1.629	Rana_gonad
TRINITY_DN96108_c0_g2_i1	NA	NA	2.087700071	0.416505825	G43_F_mean	female	0.0172	0.0177	1.0327	Rana_gonad
TRINITY_DN96270_c0_g1_i1	NA	NA	5.552570618	0.360123201	Ovary_mean	female	0.0388	0.0695	1.791	Rana_gonad
TRINITY_DN96585_c0_g2_i1	NA	NA	5.814940954	0.412416752	Ovary_mean	female	0.1181	0.1398	1.1839	Rana_gonad
TRINITY_DN96603_c0_g1_i3	NA	NA	0.802323061	0.489153546	G43_F_mean	female	0.1565	0.1978	1.2639	Rana_gonad
TRINITY_DN96629_c0_g1_i1	NA	NA	5.943241314	0.604033216	Ovary_mean	female	0.0528	0.0825	1.5625	Rana_gonad
TRINITY_DN96807_c0_g1_i1	NA	NA	2.252184942	0.318338709	Ovary_mean	female	0.0909	0.1698	1.868	Rana_gonad
TRINITY_DN97012_c0_g2_i1	NA	NA	1.466463963	0.5638539	Brain_mean	female	0.0222	0.0408	1.8405	Rana_gonad
TRINITY_DN97036_c0_g2_i1	NA	NA	6.99846516	0.41731458	Ovary_mean	female	0.0265	0.0149	0.5641	Rana_gonad
TRINITY_DN97507_c0_g1_i2	NA	NA	2.660381943	0.613713881	Ovary_mean	female	0.1668	0.3094	1.855	Rana_gonad
TRINITY_DN97559_c0_g1_i1	NA	NA	8.531634474	0.733267972	Ovary_mean	female	0.0678	0.0952	1.4042	Rana_gonad
TRINITY_DN97677_c0_g1_i1	NA	NA	7.126361346	0.353568171	Ovary_mean	female	0.0357	0.0588	1.649	Rana_gonad
TRINITY_DN98399_c0_g1_i1	NA	NA	4.769412788	0.419326526	Ovary_mean	female	0.0223	0.0321	1.4392	Rana_gonad
TRINITY_DN98498_c0_g1_i1	NA	NA	6.64486386	0.48776538	Ovary_mean	female	0.0225	0.0421	1.874	Rana_gonad
TRINITY_DN98655_c0_g1_i1	NA	NA	6.345879079	0.861882739	Ovary_mean	female	0.1385	0.211	1.5236	Rana_gonad
TRINITY_DN98838_c0_g1_i2	NA	NA	7.090862662	0.779195715	Ovary_mean	female	0.1776	0.2964	1.6688	Rana_gonad
TRINITY_DN99125_c0_g1_i2	ezh1	Chr10	5.710756066	0.544309062	Ovary_mean	female	0.107	0.1502	1.404	Rana_gonad
TRINITY_DN99818_c0_g1_i1	dcn	Chr03	4.896893899	0.47208382	Ovary_mean	female	0.137	0.1221	0.8913	Rana_gonad
TRINITY_DN100830_c0_g1_i2	NA	NA	1.126675407	0.837323146	Testis_mean	male	0.2337	0.341	1.4595	Rana_gonad
TRINITY_DN100835_c0_g1_i1	NA	NA	5.026191981	0.482394987	G27_mean	male	0.1253	0.2148	1.715	Rana_gonad
TRINITY_DN101728_c0_g2_i1	epor	Chr03	1.844865724	0.42239493	G43_F_mean	male	0.1965	0.3865	1.9669	Rana_gonad
TRINITY_DN101809_c0_g1_i2	sumo2	Chr10	3.789000596	0.389206888	Brain_mean	male	0.0979	0.1516	1.5493	Rana_gonad
TRINITY_DN102500_c0_g1_i1	NA	NA	3.07015002	0.551779824	G23_mean	male	0.0467	0.0534	1.1438	Rana_gonad
TRINITY_DN103855_c0_g1_i1	stk16	Chr09	3.729878944	0.494297555	Testis_mean	male	0.0197	0.0249	1.2626	Rana_gonad
TRINITY_DN103859_c0_g1_i1	dlgap1	Chr06	6.097782482	0.89255607	Testis_mean	male	0.1828	0.3626	1.9837	Rana_gonad
TRINITY_DN104173_c0_g1_i1	pfkp	Chr06	4.904419402	0.258729367	Testis_mean	male	0.1217	0.2082	1.7112	Rana_gonad
TRINITY_DN104464_c0_g1_i1	NA	NA	2.294920789	0.284610212	G23_mean	male	0.0939	0.1014	1.0793	Rana_gonad
TRINITY_DN104667_c0_g1_i3	prpf4b	Chr06	4.386314132	0.441723031	Brain_mean	male	0.0959	0.1441	1.5034	Rana_gonad
TRINITY_DN104721_c0_g1_i1	NA	NA	0.193716135	0.711083498	Brain_mean	male	0.0491	0.078	1.5902	Rana_gonad
TRINITY_DN105438_c0_g1_i1	NA	NA	2.942964726	0.817707367	Brain_mean	male	0.0759	0.0932	1.2285	Rana_gonad
TRINITY_DN105721_c0_g1_i1	rpn1	Chr04	0.631183777	0.556498891	G46_M_mean	male	0.1036	0.1411	1.363	Rana_gonad
TRINITY_DN106100_c0_g2_i1	mfsd9	Chr02	1.297017347	0.793317039	Brain_mean	male	0.0313	0.0286	0.9137	Rana_gonad
TRINITY_DN106354_c0_g2_i1	NA	NA	0.131253939	0.88445697	Brain_mean	male	0.044	0.0704	1.599	Rana_gonad
TRINITY_DN106368_c0_g2_i1	NA	NA	2.412850858	0.29255737	G23_mean	male	0.0957	0.1369	1.43	Rana_gonad
TRINITY_DN106476_c0_g1_i1	MGC147576	Chr07	6.023286428	0.338705416	Brain_mean	male	0.0371	0.0623	1.678	Rana_gonad
TRINITY_DN106492_c0_g1_i4	NA	NA	1.949123623	0.708509978	Brain_mean	male	0.0316	0.0313	0.9892	Rana_gonad
TRINITY_DN106733_c0_g1_i1	pik3r4	Chr06	0.792490947	0.75589956	Brain_mean	male	0.1025	0.1451	1.4155	Rana_gonad
TRINITY_DN106792_c0_g3_i1	NA	NA	2.916378592	0.973194985	Testis_mean	male	0.066	0.094	1.4245	Rana_gonad
TRINITY_DN107472_c0_g1_i1	syt16-like	Chr08	2.975922116	0.460025759	Brain_mean	male	0.0772	0.0918	1.1896	Rana_gonad
TRINITY_DN107761_c0_g1_i1	NA	NA	1.373157414	0.447472967	Brain_mean	male	0.0647	0.1191	1.8409	Rana_gonad
TRINITY_DN107915_c0_g1_i1	NA	NA	8.090933889	0.432931563	Brain_mean	male	0.0683	0.135	1.9753	Rana_gonad
TRINITY_DN108126_c0_g2_i2	NA	NA	4.240626981	0.266368866	Brain_mean	male	0.1477	0.2825	1.912	Rana_gonad
TRINITY_DN108276_c0_g2_i1	NA	NA	7.17761571	0.680474175	Testis_mean	male	0.0657	0.0724	1.1032	Rana_gonad
TRINITY_DN108551_c0_g1_i2	NA	NA	1.078129442	0.688632931	Brain_mean	male	0.0144	0.021	1.4572	Rana_gonad
TRINITY_DN108997_c0_g1_i1	socs3-like.1	Chr07	6.708358189	0.166963713	G27_mean	male	0.0581	0.0995	1.711	Rana_gonad
TRINITY_DN109149_c0_g2_i1	NA	NA	0.569358539	0.764548911	Brain_mean	male	0.0158	0.0138	0.8728	Rana_gonad
TRINITY_DN109423_c0_g1_i2	NA	NA	3.836488616	0.286800666	G43_F_mean	male	0.1955	0.2882	1.4741	Rana_gonad
TRINITY_DN109424_c0_g2_i2	sorl1	Chr07	3.147422638	0.567522856	Testis_mean	male	0.0755	0.1195	1.5831	Rana_gonad
TRINITY_DN109463_c0_g2_i1	Xetrov90014084m	Chr05	3.967588601	0.577102886	Testis_mean	male	0.1004	0.1422	1.4162	Rana_gonad
TRINITY_DN109640_c0_g2_i2	NA	NA	0.540720649	0.270678896	Brain_mean	male	0.0819	0.1633	1.9941	Rana_gonad
TRINITY_DN109692_c0_g1_i2	mbp	scaffold_21	5.220747161	0.15938777	Testis_mean	male	0.0239	0.0357	1.491	Rana_gonad
TRINITY_DN109897_c0_g1_i1	NA	NA	4.962140486	0.35799182	Brain_mean	male	0.1177	0.1733	1.4721	Rana_gonad
TRINITY_DN110146_c0_g1_i3	NA	NA	3.003751787	0.443003085	Liver_mean	male	0.0728	0.1335	1.8353	Rana_gonad
TRINITY_DN110214_c0_g1_i3	NA	NA	1.186061787	0.696509662	Liver_mean	male	0.1288	0.1689	1.3121	Rana_gonad
TRINITY_DN110438_c1_g1_i1	NA	NA	1.634667761	0.858515122	Brain_mean	male	0.0595	0.0974	1.6375	Rana_gonad
TRINITY_DN110445_c1_g1_i3	brox	Chr05	4.456761262	0.336314892	Brain_mean	male	0.0353	0.0538	1.5229	Rana_gonad
TRINITY_DN110510_c0_g1_i1	arhgap10	Chr01	2.561718381	0.473475877	Brain_mean	male	0.0305	0.0325	1.0675	Rana_gonad
TRINITY_DN110705_c0_g1_i1	NA	NA	4.414946986	0.402582067	Brain_mean	male	0.0639	0.0844	1.3193	Rana_gonad
TRINITY_DN110725_c0_g1_i3	NA	NA	2.715642156	0.350902244	Liver_mean	male	0.0975	0.1536	1.5759	Rana_gonad
TRINITY_DN110732_c0_g1_i2	NA	NA	1.023730043	0.420477958	G43_M_mean	male	0.2194	0.3914	1.7836	Rana_gonad
TRINITY_DN110867_c0_g1_i1	mov10l1	Chr03	2.787267622	0.383576276	G43_M_mean	male	0.236	0.2858	1.2107	Rana_gonad
TRINITY_DN110995_c0_g1_i1	NA	NA	6.322526948	0.291992629	Liver_mean	male	0.1761	0.2911	1.6536	Rana_gonad
TRINITY_DN111035_c0_g1_i1	NA	NA	6.062284282	0.258729683	Testis_mean	male	0.1324	0.1649	1.2455	Rana_gonad
TRINITY_DN111118_c0_g1_i1	NA	NA	2.055886442	0.688612088	Brain_mean	male	0.1024	0.18	1.7586	Rana_gonad
TRINITY_DN111122_c0_g2_i3	NA	NA	3.675014444	0.357743579	G27_mean	male	0.078	0.1301	1.668	Rana_gonad
TRINITY_DN111163_c0_g1_i3	serpina3k	Chr08	5.028909934	0.866803885	Testis_mean	male	0.0807	0.1503	1.8639	Rana_gonad
TRINITY_DN111210_c0_g1_i1	NA	NA	1.48808369	0.618278443	Brain_mean	male	0.0549	0.0782	1.4258	Rana_gonad
TRINITY_DN111231_c0_g1_i1	rnf152	Chr06	5.659281177	0.199366144	Liver_mean	male	0.065	0.0898	1.3814	Rana_gonad
TRINITY_DN111247_c0_g1_i1	NA	NA	6.271793583	0.421798313	Testis_mean	male	0.0569	0.0728	1.2808	Rana_gonad
TRINITY_DN111361_c0_g1_i1	NA	NA	1.806706129	0.57764965	Brain_mean	male	0.001	0.0014	1.3659	Rana_gonad
TRINITY_DN111408_c0_g2_i1	NA	NA	2.266699663	0.42011219	G23_mean	male	0.0392	0.024	0.6109	Rana_gonad
TRINITY_DN111428_c0_g1_i1	NA	NA	2.137962452	0.320629944	Brain_mean	male	0.1381	0.2756	1.9956	Rana_gonad
TRINITY_DN111446_c0_g1_i2	NA	NA	5.973225319	0.245498294	Brain_mean	male	0.0103	0.0079	0.7733	Rana_gonad
TRINITY_DN111579_c0_g1_i1	NA	NA	0.380910666	0.356944368	G23_mean	male	0.0705	0.1203	1.7064	Rana_gonad
TRINITY_DN111757_c0_g1_i1	rcan1	Chr02	1.991057131	0.63969701	Brain_mean	male	0.0821	0.1229	1.4972	Rana_gonad
TRINITY_DN111786_c0_g1_i2	NA	NA	0.897367262	0.688165461	Brain_mean	male	0.1646	0.3013	1.8308	Rana_gonad
TRINITY_DN111910_c0_g1_i1	NA	NA	0.05218898	0.624553827	G23_mean	male	0.1139	0.151	1.3251	Rana_gonad
TRINITY_DN111980_c0_g1_i1	NA	NA	5.174326437	0.238663792	G43_M_mean	male	0.0932	0.0924	0.9916	Rana_gonad
TRINITY_DN112088_c0_g1_i1	NA	NA	2.649006685	0.2592401	G27_mean	male	0.1219	0.2058	1.6879	Rana_gonad
TRINITY_DN112160_c0_g1_i1	NA	NA	1.350522387	0.430633149	G23_mean	male	0.1649	0.2064	1.2516	Rana_gonad
TRINITY_DN112269_c0_g1_i1	NA	NA	2.741453435	0.683584838	Brain_mean	male	0.022	0.0294	1.3368	Rana_gonad
TRINITY_DN112434_c0_g1_i1	LOC100491786	Chr02	0.621806919	0.617318734	G27_mean	male	0.0299	0.0464	1.5526	Rana_gonad
TRINITY_DN112489_c0_g2_i2	NA	NA	0.375265373	0.473965192	G46_M_mean	male	0.0696	0.1284	1.8443	Rana_gonad
TRINITY_DN112596_c0_g1_i1	NA	NA	0.399776574	0.674197051	Brain_mean	male	0.148	0.2595	1.7534	Rana_gonad
TRINITY_DN112610_c0_g1_i2	gstt1-like.1	Chr01	3.036104022	0.374689546	Testis_mean	male	0.151	0.1451	0.961	Rana_gonad
TRINITY_DN112614_c0_g1_i1	NA	NA	0.859347834	0.607068378	G43_M_mean	male	0.0897	0.1483	1.6525	Rana_gonad
TRINITY_DN112672_c0_g3_i1	oit3	Chr07	3.00938066	0.361860352	G27_mean	male	0.0929	0.1386	1.492	Rana_gonad
TRINITY_DN112713_c0_g1_i3	NA	NA	0.401761161	0.470825572	G23_mean	male	0.1835	0.2521	1.3736	Rana_gonad
TRINITY_DN112759_c0_g4_i2	NA	NA	3.559442488	0.312108631	G46_M_mean	male	0.0486	0.0904	1.8592	Rana_gonad
TRINITY_DN112847_c0_g1_i1	NA	NA	2.14320278	0.382225495	G23_mean	male	0.0272	0.035	1.286	Rana_gonad
TRINITY_DN112859_c0_g2_i1	NA	NA	1.768404292	0.550738858	Liver_mean	male	0.1173	0.1816	1.5487	Rana_gonad
TRINITY_DN112910_c0_g1_i2	NA	NA	0.808479704	0.616909941	Brain_mean	male	0.0281	0.0486	1.7289	Rana_gonad
TRINITY_DN113038_c0_g2_i1	stk33	scaffold_352	1.570610227	0.693410505	Brain_mean	male	0.0739	0.0806	1.0909	Rana_gonad
TRINITY_DN113064_c0_g1_i1	NA	NA	0.580629331	0.309213564	G31_mean	male	0.0794	0.0908	1.1442	Rana_gonad
TRINITY_DN113153_c0_g1_i2	NA	NA	4.892100689	0.281322914	Testis_mean	male	0.0681	0.1208	1.7735	Rana_gonad
TRINITY_DN113202_c0_g1_i1	NA	NA	6.162347281	0.61545555	Testis_mean	male	0.0822	0.1172	1.4245	Rana_gonad
TRINITY_DN113262_c0_g5_i1	NA	NA	1.147240731	0.487833208	G23_mean	male	0.0315	0.0302	0.961	Rana_gonad
TRINITY_DN113355_c0_g1_i2	NA	NA	1.719284078	0.507693319	G43_F_mean	male	0.0768	0.1356	1.7658	Rana_gonad
TRINITY_DN113403_c0_g2_i2	NA	NA	0.534274288	0.376267204	G23_mean	male	0.3247	0.2943	0.9061	Rana_gonad
TRINITY_DN113473_c0_g1_i2	NA	NA	1.265367165	0.569879338	Brain_mean	male	0.1193	0.2072	1.7359	Rana_gonad
TRINITY_DN113475_c0_g1_i2	NA	NA	2.658242973	0.436485352	Brain_mean	male	0.0068	0.0114	1.6698	Rana_gonad
TRINITY_DN113610_c0_g1_i1	NA	NA	3.119782473	0.408316302	G43_M_mean	male	0.086	0.1567	1.8232	Rana_gonad
