chr	chrid	trans	dNdS	dN	dS				
Auto	Auto	TRINITY_DN135395_c0_g1_i7	0.0235	0.0288	1.2276				
Auto	Auto	TRINITY_DN113581_c0_g1_i2	0.0521	0.0639	1.2278				
Auto	Auto	TRINITY_DN124247_c1_g2_i1	0.0061	0.0075	1.2279				
Auto	Auto	TRINITY_DN135967_c0_g3_i5	0.0256	0.0315	1.2279				
Auto	Auto	TRINITY_DN122954_c0_g2_i1	0.0558	0.0685	1.228				
Auto	Auto	TRINITY_DN134360_c3_g1_i1	0.129	0.1585	1.2281				
Auto	Auto	TRINITY_DN117533_c1_g1_i2	0.1496	0.1838	1.2284				
Auto	Auto	TRINITY_DN114817_c0_g1_i3	0.2445	0.3003	1.2284				
Auto	Auto	TRINITY_DN124341_c2_g1_i1	0.2074	0.2548	1.2287				
Auto	Auto	TRINITY_DN120281_c0_g2_i2	0.0845	0.1038	1.229				
Auto	Auto	TRINITY_DN129335_c5_g1_i1	0.1603	0.197	1.2291				
Auto	Auto	TRINITY_DN127228_c0_g4_i2	0.0107	0.0132	1.2296				
Auto	Auto	TRINITY_DN134809_c0_g1_i1	0.0637	0.0784	1.2298				
Auto	Auto	TRINITY_DN128746_c6_g1_i1	0.0674	0.0829	1.2303				
Auto	Auto	TRINITY_DN108429_c0_g2_i1	0.0429	0.0528	1.2308				
Auto	Auto	TRINITY_DN130591_c1_g6_i2	0.0208	0.0255	1.2309				
Auto	Auto	TRINITY_DN128161_c4_g1_i1	0.0692	0.0851	1.231				
Auto	Auto	TRINITY_DN125043_c0_g3_i5	0.14	0.1724	1.231				
Auto	Auto	TRINITY_DN112409_c0_g1_i1	0.0355	0.0437	1.2311				
Auto	Auto	TRINITY_DN114634_c0_g1_i1	0.0398	0.049	1.2316				
Auto	Auto	TRINITY_DN80782_c0_g1_i1	0.0593	0.073	1.232				
Auto	Auto	TRINITY_DN119352_c0_g2_i1	0.0421	0.0519	1.2322				
Auto	Auto	TRINITY_DN118910_c0_g1_i1	0.1428	0.176	1.2325				
Auto	Auto	TRINITY_DN122149_c0_g1_i1	0.0467	0.0575	1.2326				
Auto	Auto	TRINITY_DN125165_c0_g1_i3	0.073	0.09	1.233				
Auto	Auto	TRINITY_DN132458_c0_g2_i2	0.1045	0.1289	1.2333				
Auto	Auto	TRINITY_DN128857_c0_g1_i2	0.0791	0.0975	1.2336				
Auto	Auto	TRINITY_DN114755_c0_g1_i2	0.0927	0.1144	1.2337				
Auto	Auto	TRINITY_DN129673_c0_g1_i5	0.0333	0.041	1.234				
Auto	Auto	TRINITY_DN130912_c4_g2_i1	0.0616	0.076	1.234				
Auto	Auto	TRINITY_DN129787_c3_g1_i1	0.0601	0.0742	1.2345				
Auto	Auto	TRINITY_DN120048_c0_g1_i1	0.001	0.0012	1.2349				
Auto	Auto	TRINITY_DN120658_c0_g1_i3	0.0608	0.0751	1.2353				
Auto	Auto	TRINITY_DN128653_c3_g1_i1	0.0739	0.0914	1.2357				
Auto	Auto	TRINITY_DN135625_c1_g1_i3	0.1405	0.1737	1.2361				
Auto	Auto	TRINITY_DN131420_c1_g1_i3	0.0284	0.0351	1.2364				
Auto	Auto	TRINITY_DN120929_c0_g2_i4	0.0396	0.049	1.237				
Auto	Auto	TRINITY_DN133918_c0_g1_i1	0.0525	0.065	1.2376				
Auto	Auto	TRINITY_DN136344_c2_g1_i1	0.1122	0.1389	1.2382				
Auto	Auto	TRINITY_DN129894_c0_g2_i1	0.0719	0.089	1.2384				
Auto	Auto	TRINITY_DN120387_c2_g5_i2	0.0269	0.0333	1.2387				
Auto	Auto	TRINITY_DN121085_c0_g2_i1	0.0355	0.044	1.2388				
Auto	Auto	TRINITY_DN115799_c0_g1_i1	0.0156	0.0194	1.2389				
Auto	Auto	TRINITY_DN120110_c0_g1_i1	0.0565	0.07	1.2389				
Auto	Auto	TRINITY_DN133528_c1_g1_i3	0.1513	0.1875	1.2391				
Auto	Auto	TRINITY_DN126281_c6_g1_i1	0.0693	0.0859	1.2396				
Auto	Auto	TRINITY_DN118259_c0_g2_i1	0.1035	0.1283	1.2396				
Auto	Auto	TRINITY_DN67442_c0_g2_i1	0.1776	0.2202	1.24				
Auto	Auto	TRINITY_DN132644_c5_g1_i1	0.0668	0.0829	1.2402				
Auto	Auto	TRINITY_DN105940_c0_g1_i2	0.0124	0.0153	1.2403				
Auto	Auto	TRINITY_DN123572_c2_g1_i2	0.052	0.0645	1.2403				
Auto	Auto	TRINITY_DN132731_c1_g1_i2	0.0192	0.0238	1.2405				
Auto	Auto	TRINITY_DN129858_c0_g3_i1	0.0109	0.0135	1.2407				
Auto	Auto	TRINITY_DN133347_c3_g1_i1	0.03	0.0372	1.2412				
Auto	Auto	TRINITY_DN124406_c1_g2_i1	0.0268	0.0333	1.2415				
Auto	Auto	TRINITY_DN114841_c0_g1_i1	0.0567	0.0704	1.2417				
Auto	Auto	TRINITY_DN121544_c0_g1_i2	0.0642	0.0798	1.2419				
Auto	Auto	TRINITY_DN134688_c3_g2_i2	0.027	0.0335	1.242				
Auto	Auto	TRINITY_DN125618_c1_g2_i2	0.046	0.0571	1.242				
Auto	Auto	TRINITY_DN134631_c2_g2_i1	0.0762	0.0947	1.2422				
Auto	Auto	TRINITY_DN132820_c6_g2_i1	0.0704	0.0875	1.2431				
Auto	Auto	TRINITY_DN117639_c0_g2_i1	0.1363	0.1695	1.2432				
Auto	Auto	TRINITY_DN126116_c3_g2_i2	0.0492	0.0612	1.2433				
Auto	Auto	TRINITY_DN133410_c3_g2_i1	0.1888	0.2348	1.2437				
Auto	Auto	TRINITY_DN129005_c2_g2_i2	0.0393	0.0489	1.2439				
Auto	Auto	TRINITY_DN121305_c0_g2_i1	0.0724	0.0901	1.2439				
Auto	Auto	TRINITY_DN126907_c4_g3_i1	0.0139	0.0173	1.2443				
Auto	Auto	TRINITY_DN112473_c1_g1_i1	0.0902	0.1123	1.2449				
Auto	Auto	TRINITY_DN118080_c0_g1_i2	0.0717	0.0893	1.2452				
Auto	Auto	TRINITY_DN111035_c0_g1_i1	0.1324	0.1649	1.2455				
Auto	Auto	TRINITY_DN127558_c0_g1_i1	0.0549	0.0683	1.2457				
Auto	Auto	TRINITY_DN26896_c0_g2_i1	0.0583	0.0727	1.2459				
Auto	Auto	TRINITY_DN118306_c0_g2_i1	0.1528	0.1904	1.2462				
Auto	Auto	TRINITY_DN126677_c3_g2_i1	0.0591	0.0737	1.2465				
Auto	Auto	TRINITY_DN126731_c0_g1_i3	0.0515	0.0642	1.2466				
Auto	Auto	TRINITY_DN132215_c2_g2_i3	0.0527	0.0656	1.2466				
Auto	Auto	TRINITY_DN196290_c0_g1_i1	0.0213	0.0265	1.2467				
Auto	Auto	TRINITY_DN106101_c0_g1_i1	0.031	0.0387	1.2467				
Auto	Auto	TRINITY_DN131098_c0_g1_i1	0.0823	0.1026	1.2467				
Auto	Auto	TRINITY_DN135136_c0_g4_i3	0.0744	0.0928	1.2469				
Auto	Auto	TRINITY_DN123922_c4_g1_i1	0.0963	0.1201	1.2469				
Auto	Auto	TRINITY_DN122574_c0_g1_i1	0.0669	0.0834	1.247				
Auto	Auto	TRINITY_DN127045_c0_g1_i2	0.0861	0.1074	1.2471				
Auto	Auto	TRINITY_DN116138_c0_g2_i2	0.1237	0.1542	1.2471				
Auto	Auto	TRINITY_DN121712_c0_g1_i1	0.0841	0.1049	1.2475				
Auto	Auto	TRINITY_DN127723_c5_g1_i2	0.0529	0.0661	1.2478				
Auto	Auto	TRINITY_DN122960_c4_g2_i1	0.14	0.1748	1.2485				
Auto	Auto	TRINITY_DN9141_c0_g1_i1	0.1015	0.1268	1.2486				
Auto	Auto	TRINITY_DN127209_c2_g4_i3	0.1877	0.2343	1.2486				
Auto	Auto	TRINITY_DN123288_c6_g1_i1	0.0745	0.0931	1.2489				
Auto	Auto	TRINITY_DN125909_c1_g1_i1	0.0384	0.048	1.2494				
Auto	Auto	TRINITY_DN128763_c4_g1_i2	0.1003	0.1253	1.2494				
Auto	Auto	TRINITY_DN116854_c0_g1_i3	0.0325	0.0406	1.2502				
Auto	Auto	TRINITY_DN120061_c0_g2_i3	0.0449	0.0561	1.2502				
Auto	Auto	TRINITY_DN121128_c0_g1_i1	0.0247	0.0309	1.2504				
Auto	Auto	TRINITY_DN115847_c0_g1_i2	0.013	0.0163	1.2505				
Auto	Auto	TRINITY_DN127562_c0_g1_i2	0.0756	0.0946	1.2508				
Auto	Auto	TRINITY_DN127320_c1_g3_i2	0.0943	0.118	1.2508				
Auto	Auto	TRINITY_DN126342_c0_g1_i1	0.0365	0.0457	1.2513				
Auto	Auto	TRINITY_DN133314_c5_g2_i2	0.0314	0.0392	1.2516				
Auto	Auto	TRINITY_DN118453_c0_g1_i2	0.0531	0.0665	1.2516				
Auto	Auto	TRINITY_DN112160_c0_g1_i1	0.1649	0.2064	1.2516				
Auto	Auto	TRINITY_DN118461_c0_g1_i5	0.0691	0.0865	1.2519				
Auto	Auto	TRINITY_DN124193_c2_g2_i3	0.0583	0.073	1.252				
Auto	Auto	TRINITY_DN130596_c3_g3_i1	0.0747	0.0935	1.2521				
Auto	Auto	TRINITY_DN131075_c3_g3_i1	0.0484	0.0607	1.2527				
Auto	Auto	TRINITY_DN113911_c0_g2_i1	0.1325	0.166	1.2531				
Auto	Auto	TRINITY_DN121805_c0_g1_i2	0.0193	0.0242	1.2533				
Auto	Auto	TRINITY_DN117099_c0_g2_i1	0.1299	0.1628	1.2533				
Auto	Auto	TRINITY_DN106830_c0_g1_i1	0.1006	0.1262	1.2535				
Auto	Auto	TRINITY_DN126839_c0_g2_i1	0.1516	0.19	1.2536				
Auto	Auto	TRINITY_DN116563_c0_g1_i1	0.0702	0.0881	1.2537				
Auto	Auto	TRINITY_DN133582_c8_g1_i2	0.1872	0.2347	1.2537				
Auto	Auto	TRINITY_DN124916_c1_g3_i6	0.0526	0.066	1.254				
Auto	Auto	TRINITY_DN128520_c0_g1_i4	0.0625	0.0784	1.254				
Auto	Auto	TRINITY_DN119340_c0_g1_i1	0.1052	0.132	1.2547				
Auto	Auto	TRINITY_DN130217_c2_g1_i1	0.1194	0.1499	1.2549				
Auto	Auto	TRINITY_DN130844_c0_g2_i1	0.0207	0.026	1.2551				
Auto	Auto	TRINITY_DN121953_c0_g1_i3	0.1324	0.1662	1.2553				
Auto	Auto	TRINITY_DN121179_c0_g1_i2	0.0111	0.0139	1.2554				
Auto	Auto	TRINITY_DN111167_c0_g1_i1	0.018	0.0226	1.2555				
Auto	Auto	TRINITY_DN125474_c3_g2_i1	0.0494	0.0621	1.2559				
Auto	Auto	TRINITY_DN126611_c2_g1_i1	0.0441	0.0554	1.2561				
Auto	Auto	TRINITY_DN124863_c0_g2_i2	0.1798	0.2258	1.2561				
Auto	Auto	TRINITY_DN134109_c1_g2_i2	0.1061	0.1333	1.2562				
Auto	Auto	TRINITY_DN122457_c0_g3_i2	0.054	0.0678	1.2564				
Auto	Auto	TRINITY_DN126873_c0_g1_i2	0.0595	0.0747	1.2564				
Auto	Auto	TRINITY_DN123621_c0_g1_i2	0.102	0.1282	1.2567				
Auto	Auto	TRINITY_DN122698_c3_g2_i1	0.0575	0.0723	1.2568				
Auto	Auto	TRINITY_DN133231_c1_g4_i1	0.1198	0.1506	1.2569				
Auto	Auto	TRINITY_DN126659_c0_g2_i1	0.0347	0.0437	1.2571				
Auto	Auto	TRINITY_DN112325_c0_g1_i1	0.0464	0.0584	1.2572				
Auto	Auto	TRINITY_DN128794_c0_g5_i7	0.0217	0.0273	1.2574				
Auto	Auto	TRINITY_DN119861_c0_g3_i1	0.0507	0.0638	1.2574				
Auto	Auto	TRINITY_DN122399_c0_g1_i2	0.0657	0.0826	1.2575				
Auto	Auto	TRINITY_DN123247_c0_g2_i5	0.0693	0.0871	1.2575				
Auto	Auto	TRINITY_DN117399_c0_g1_i1	0.0615	0.0774	1.2578				
Auto	Auto	TRINITY_DN133737_c6_g3_i2	0.06	0.0755	1.2581				
Auto	Auto	TRINITY_DN130981_c0_g3_i1	0.0868	0.1093	1.2585				
Auto	Auto	TRINITY_DN131158_c5_g2_i2	0.0496	0.0624	1.2586				
Auto	Auto	TRINITY_DN123403_c1_g1_i2	0.0473	0.0596	1.2592				
Auto	Auto	TRINITY_DN134933_c0_g1_i2	0.0771	0.0971	1.2593				
Auto	Auto	TRINITY_DN110288_c0_g1_i1	0.0369	0.0464	1.2595				
Auto	Auto	TRINITY_DN114032_c0_g1_i1	0.061	0.0769	1.2603				
Auto	Auto	TRINITY_DN127963_c1_g1_i2	0.0357	0.045	1.2606				
Auto	Auto	TRINITY_DN134126_c1_g2_i1	0.029	0.0365	1.2607				
Auto	Auto	TRINITY_DN120418_c0_g1_i1	0.0524	0.066	1.261				
Auto	Auto	TRINITY_DN125824_c1_g1_i2	0.1417	0.1787	1.2613				
Auto	Auto	TRINITY_DN116861_c0_g1_i1	0.0371	0.0469	1.2616				
Auto	Auto	TRINITY_DN133819_c0_g3_i1	0.1129	0.1424	1.2616				
Auto	Auto	TRINITY_DN123473_c0_g1_i2	0.057	0.0719	1.2617				
Auto	Auto	TRINITY_DN119288_c0_g1_i2	0.1552	0.1958	1.2617				
Auto	Auto	TRINITY_DN133946_c3_g2_i1	0.0199	0.0251	1.2618				
Auto	Auto	TRINITY_DN108316_c0_g1_i1	0.0167	0.0211	1.2626				
Auto	Auto	TRINITY_DN103855_c0_g1_i1	0.0197	0.0249	1.2626				
Auto	Auto	TRINITY_DN14300_c0_g2_i1	0.0879	0.111	1.2627				
Auto	Auto	TRINITY_DN121947_c0_g1_i2	0.0084	0.0106	1.2628				
Auto	Auto	TRINITY_DN130619_c2_g1_i1	0.0625	0.079	1.2631				
Auto	Auto	TRINITY_DN122270_c0_g1_i2	0.0716	0.0905	1.2631				
Auto	Auto	TRINITY_DN129438_c4_g7_i1	0.0382	0.0482	1.2634				
Auto	Auto	TRINITY_DN120833_c1_g3_i2	0.1543	0.195	1.2635				
Auto	Auto	TRINITY_DN121102_c2_g1_i1	0.0515	0.0651	1.2636				
Auto	Auto	TRINITY_DN131848_c0_g1_i3	0.0649	0.082	1.2636				
Auto	Auto	TRINITY_DN127753_c0_g1_i2	0.0681	0.0861	1.2638				
Auto	Auto	TRINITY_DN96603_c0_g1_i3	0.1565	0.1978	1.2639				
Auto	Auto	TRINITY_DN124986_c0_g1_i1	0.0336	0.0425	1.264				
Auto	Auto	TRINITY_DN133791_c4_g6_i1	0.0677	0.0856	1.2641				
Auto	Auto	TRINITY_DN136077_c9_g5_i3	0.1095	0.1384	1.2643				
Auto	Auto	TRINITY_DN120538_c0_g1_i1	0.0603	0.0762	1.2648				
Auto	Auto	TRINITY_DN131203_c2_g1_i6	0.0499	0.0631	1.265				
Auto	Auto	TRINITY_DN135626_c2_g1_i1	0.0198	0.0251	1.2652				
Auto	Auto	TRINITY_DN130197_c0_g1_i3	0.0409	0.0517	1.2653				
Auto	Auto	TRINITY_DN129056_c2_g1_i4	0.0213	0.027	1.2657				
Auto	Auto	TRINITY_DN121064_c0_g1_i5	0.0851	0.1078	1.2658				
Auto	Auto	TRINITY_DN133036_c1_g2_i2	0.0855	0.1083	1.2661				
Auto	Auto	TRINITY_DN126834_c0_g2_i6	0.0243	0.0307	1.2662				
Auto	Auto	TRINITY_DN124435_c1_g11_i3	0.0106	0.0134	1.2669				
Auto	Auto	TRINITY_DN119499_c0_g1_i1	0.3074	0.3896	1.2674				
Auto	Auto	TRINITY_DN115768_c0_g1_i1	0.0344	0.0436	1.2677				
Auto	Auto	TRINITY_DN127416_c0_g1_i1	0.0489	0.062	1.2677				
Auto	Auto	TRINITY_DN128061_c1_g3_i7	0.0584	0.0741	1.268				
Auto	Auto	TRINITY_DN130228_c0_g3_i1	0.0095	0.012	1.2681				
Auto	Auto	TRINITY_DN113591_c0_g1_i1	0.0768	0.0975	1.2685				
Auto	Auto	TRINITY_DN128463_c1_g1_i1	0.0456	0.0578	1.2692				
Auto	Auto	TRINITY_DN122072_c1_g1_i1	0.088	0.1117	1.2692				
Auto	Auto	TRINITY_DN123597_c2_g1_i2	0.0312	0.0396	1.2694				
Auto	Auto	TRINITY_DN114504_c0_g2_i2	0.0477	0.0606	1.2695				
Auto	Auto	TRINITY_DN121178_c0_g1_i2	0.0666	0.0846	1.2695				
Auto	Auto	TRINITY_DN123213_c1_g3_i6	0.0483	0.0613	1.2696				
Auto	Auto	TRINITY_DN121956_c0_g1_i6	0.0445	0.0565	1.2701				
Auto	Auto	TRINITY_DN97512_c0_g1_i1	0.0477	0.0605	1.2702				
Auto	Auto	TRINITY_DN121922_c0_g1_i8	0.063	0.0801	1.2702				
Auto	Auto	TRINITY_DN25658_c0_g2_i1	0.0453	0.0575	1.2703				
Auto	Auto	TRINITY_DN122655_c0_g1_i3	0.0865	0.1099	1.2704				
Auto	Auto	TRINITY_DN116513_c0_g3_i1	0.1539	0.1956	1.2706				
Auto	Auto	TRINITY_DN131156_c0_g1_i6	0.0925	0.1175	1.2708				
Auto	Auto	TRINITY_DN135989_c1_g1_i4	0.0445	0.0566	1.271				
Auto	Auto	TRINITY_DN127259_c0_g1_i1	0.0627	0.0798	1.2716				
Auto	Auto	TRINITY_DN133127_c3_g1_i1	0.0515	0.0655	1.2719				
Auto	Auto	TRINITY_DN129404_c0_g1_i1	0.0496	0.0631	1.2722				
Auto	Auto	TRINITY_DN116305_c1_g1_i2	0.0568	0.0723	1.2722				
Auto	Auto	TRINITY_DN127187_c0_g1_i1	0.0207	0.0264	1.2727				
Auto	Auto	TRINITY_DN132049_c0_g2_i1	0.0657	0.0837	1.2727				
Auto	Auto	TRINITY_DN131552_c3_g1_i1	0.1375	0.175	1.2727				
Auto	Auto	TRINITY_DN132417_c0_g1_i1	0.0728	0.0927	1.2729				
Auto	Auto	TRINITY_DN130714_c0_g1_i1	0.0317	0.0403	1.273				
Auto	Auto	TRINITY_DN129141_c5_g2_i3	0.0712	0.0906	1.273				
Auto	Auto	TRINITY_DN134053_c4_g1_i1	0.1383	0.1761	1.273				
Auto	Auto	TRINITY_DN118995_c0_g1_i2	0.0961	0.1223	1.2731				
Auto	Auto	TRINITY_DN117375_c0_g1_i1	0.0481	0.0613	1.2732				
Auto	Auto	TRINITY_DN117785_c0_g2_i1	0.0295	0.0375	1.2735				
Auto	Auto	TRINITY_DN119443_c0_g1_i1	0.0345	0.044	1.2736				
Auto	Auto	TRINITY_DN125016_c5_g3_i2	0.0357	0.0454	1.2736				
Auto	Auto	TRINITY_DN131559_c1_g5_i6	0.0992	0.1263	1.2737				
Auto	Auto	TRINITY_DN130320_c0_g3_i1	0.0911	0.1161	1.274				
Auto	Auto	TRINITY_DN136391_c5_g1_i1	0.1358	0.1731	1.2741				
Auto	Auto	TRINITY_DN119831_c1_g1_i3	0.0653	0.0832	1.2746				
Auto	Auto	TRINITY_DN132449_c2_g1_i1	0.1024	0.1305	1.2747				
Auto	Auto	TRINITY_DN127919_c0_g2_i9	0.1259	0.1605	1.2748				
Auto	Auto	TRINITY_DN154246_c0_g1_i1	0.0725	0.0925	1.2751				
Auto	Auto	TRINITY_DN130792_c4_g1_i1	0.1584	0.202	1.2751				
Auto	Auto	TRINITY_DN130338_c8_g2_i4	0.0018	0.0023	1.2752				
Auto	Auto	TRINITY_DN84461_c0_g1_i1	0.0113	0.0145	1.2756				
Auto	Auto	TRINITY_DN105056_c0_g1_i3	0.0876	0.1117	1.2757				
Auto	Auto	TRINITY_DN122525_c0_g1_i4	0.0747	0.0954	1.2758				
Auto	Auto	TRINITY_DN118267_c0_g1_i3	0.0461	0.0588	1.2762				
Auto	Auto	TRINITY_DN127113_c0_g1_i2	0.0534	0.0681	1.2763				
Auto	Auto	TRINITY_DN127310_c2_g2_i1	0.0779	0.0995	1.2766				
Auto	Auto	TRINITY_DN122164_c1_g1_i4	0.0982	0.1253	1.2767				
Auto	Auto	TRINITY_DN130816_c5_g1_i9	0.0347	0.0444	1.2768				
Auto	Auto	TRINITY_DN126116_c2_g1_i2	0.039	0.0498	1.2769				
Auto	Auto	TRINITY_DN117951_c0_g4_i1	0.0435	0.0555	1.2769				
Auto	Auto	TRINITY_DN118561_c0_g1_i2	0.1403	0.1792	1.2769				
Auto	Auto	TRINITY_DN129283_c0_g1_i2	0.0828	0.1057	1.2774				
Auto	Auto	TRINITY_DN127190_c0_g1_i1	0.0307	0.0393	1.2775				
Auto	Auto	TRINITY_DN126990_c0_g1_i2	0.0888	0.1134	1.2776				
Auto	Auto	TRINITY_DN128397_c3_g5_i1	0.0235	0.03	1.2779				
Auto	Auto	TRINITY_DN119759_c0_g1_i1	0.049	0.0626	1.2779				
Auto	Auto	TRINITY_DN120815_c0_g3_i1	0.0478	0.0611	1.278				
Auto	Auto	TRINITY_DN118073_c1_g2_i3	0.0855	0.1093	1.2785				
Auto	Auto	TRINITY_DN129437_c2_g2_i1	0.1515	0.1936	1.2785				
Auto	Auto	TRINITY_DN133821_c6_g2_i2	0.2093	0.2677	1.2787				
Auto	Auto	TRINITY_DN124060_c0_g7_i2	0.087	0.1112	1.2788				
Auto	Auto	TRINITY_DN115712_c1_g1_i1	0.0432	0.0553	1.2791				
Auto	Auto	TRINITY_DN124062_c1_g1_i1	0.1502	0.1921	1.2792				
Auto	Auto	TRINITY_DN125073_c1_g1_i1	0.0732	0.0937	1.2793				
Auto	Auto	TRINITY_DN122265_c0_g1_i1	0.0087	0.0111	1.2795				
Auto	Auto	TRINITY_DN125006_c1_g6_i2	0.0308	0.0395	1.2796				
Auto	Auto	TRINITY_DN65924_c0_g1_i1	0.0775	0.0992	1.2805				
Auto	Auto	TRINITY_DN111247_c0_g1_i1	0.0569	0.0728	1.2808				
Auto	Auto	TRINITY_DN124508_c2_g1_i2	0.1503	0.1926	1.2814				
Auto	Auto	TRINITY_DN128170_c5_g6_i1	0.1958	0.2509	1.2814				
Auto	Auto	TRINITY_DN130435_c1_g1_i1	0.06	0.0768	1.2815				
Auto	Auto	TRINITY_DN129787_c7_g1_i1	0.1308	0.1676	1.2815				
Auto	Auto	TRINITY_DN128975_c2_g1_i4	0.0452	0.0579	1.2816				
Auto	Auto	TRINITY_DN112473_c1_g2_i2	0.0734	0.0941	1.2819				
Auto	Auto	TRINITY_DN132882_c8_g2_i1	0.0657	0.0842	1.282				
Auto	Auto	TRINITY_DN130815_c0_g1_i1	0.0824	0.1057	1.282				
Auto	Auto	TRINITY_DN126024_c0_g2_i3	0.0638	0.0818	1.2826				
Auto	Auto	TRINITY_DN126402_c0_g1_i1	0.152	0.195	1.2827				
Auto	Auto	TRINITY_DN126191_c0_g1_i1	0.1606	0.2061	1.2828				
Auto	Auto	TRINITY_DN122730_c1_g2_i5	0.0247	0.0317	1.2831				
Auto	Auto	TRINITY_DN99574_c0_g2_i2	0.0614	0.0787	1.2832				
Auto	Auto	TRINITY_DN109491_c0_g2_i1	0.1369	0.1757	1.2834				
Auto	Auto	TRINITY_DN127247_c0_g1_i4	0.0474	0.0609	1.2839				
Auto	Auto	TRINITY_DN133160_c0_g1_i3	0.0804	0.1032	1.2839				
Auto	Auto	TRINITY_DN111046_c0_g1_i1	0.0115	0.0147	1.2843				
Auto	Auto	TRINITY_DN119082_c0_g1_i2	0.1225	0.1573	1.2843				
Auto	Auto	TRINITY_DN129218_c0_g1_i9	0.1907	0.2449	1.2845				
Auto	Auto	TRINITY_DN133407_c1_g3_i7	0.0969	0.1245	1.2846				
Auto	Auto	TRINITY_DN131390_c4_g1_i1	0.0312	0.0401	1.285				
Auto	Auto	TRINITY_DN134895_c0_g1_i3	0.0399	0.0513	1.2856				
Auto	Auto	TRINITY_DN129630_c3_g1_i1	0.0409	0.0526	1.2856				
Auto	Auto	TRINITY_DN124779_c1_g2_i2	0.0857	0.1102	1.2858				
Auto	Auto	TRINITY_DN124988_c3_g3_i4	0.0673	0.0865	1.286				
Auto	Auto	TRINITY_DN128839_c0_g4_i2	0.1408	0.1812	1.2863				
Auto	Auto	TRINITY_DN128018_c0_g1_i1	0.0811	0.1043	1.2864				
Auto	Auto	TRINITY_DN125793_c1_g3_i3	0.4432	0.5701	1.2865				
Auto	Auto	TRINITY_DN124391_c0_g1_i1	0.1178	0.1516	1.2866				
Auto	Auto	TRINITY_DN118479_c1_g1_i4	0.075	0.0965	1.2867				
Auto	Auto	TRINITY_DN130140_c4_g1_i3	0.0518	0.0667	1.2872				
Auto	Auto	TRINITY_DN193423_c0_g1_i1	0.1224	0.1576	1.2873				
Auto	Auto	TRINITY_DN105232_c0_g1_i1	0.0514	0.0662	1.2874				
Auto	Auto	TRINITY_DN120422_c0_g1_i2	0.0534	0.0688	1.2888				
Auto	Auto	TRINITY_DN129549_c2_g1_i1	0.0333	0.0429	1.2891				
Auto	Auto	TRINITY_DN121681_c0_g3_i1	0.0849	0.1094	1.2891				
Auto	Auto	TRINITY_DN115194_c0_g1_i1	0.1165	0.1502	1.2891				
Auto	Auto	TRINITY_DN129908_c0_g1_i1	0.0585	0.0754	1.2894				
Auto	Auto	TRINITY_DN134514_c0_g1_i2	0.139	0.1792	1.2895				
Auto	Auto	TRINITY_DN120903_c0_g1_i3	0.1424	0.1836	1.2895				
Auto	Auto	TRINITY_DN135954_c9_g4_i1	0.0649	0.0837	1.2896				
Auto	Auto	TRINITY_DN116438_c0_g2_i3	0.0653	0.0843	1.2897				
Auto	Auto	TRINITY_DN124571_c7_g1_i1	0.0794	0.1024	1.2899				
Auto	Auto	TRINITY_DN132145_c0_g3_i20	0.0239	0.0308	1.29				
Auto	Auto	TRINITY_DN122805_c0_g1_i2	0.0496	0.064	1.29				
Auto	Auto	TRINITY_DN131970_c0_g8_i2	0.0895	0.1155	1.29				
Auto	Auto	TRINITY_DN128645_c0_g1_i6	0.0633	0.0816	1.2901				
Auto	Auto	TRINITY_DN134325_c1_g1_i2	0.0485	0.0625	1.2902				
Auto	Auto	TRINITY_DN121806_c0_g1_i1	0.0694	0.0895	1.2904				
Auto	Auto	TRINITY_DN123725_c0_g1_i5	0.0077	0.01	1.2908				
Auto	Auto	TRINITY_DN125536_c0_g2_i2	0.033	0.0426	1.2909				
Auto	Auto	TRINITY_DN122506_c0_g2_i7	0.0686	0.0885	1.2909				
Auto	Auto	TRINITY_DN118038_c0_g1_i1	0.0953	0.123	1.2909				
Auto	Auto	TRINITY_DN133352_c2_g1_i3	0.0839	0.1083	1.2912				
Auto	Auto	TRINITY_DN114928_c0_g1_i1	0.029	0.0374	1.2913				
Auto	Auto	TRINITY_DN123524_c0_g1_i2	0.1087	0.1404	1.2915				
Auto	Auto	TRINITY_DN133533_c1_g1_i4	0.1528	0.1973	1.2916				
Auto	Auto	TRINITY_DN131896_c2_g2_i3	0.1273	0.1644	1.2918				
Auto	Auto	TRINITY_DN105726_c0_g1_i1	0.0788	0.1018	1.2921				
Auto	Auto	TRINITY_DN92643_c0_g1_i1	0.0172	0.0222	1.2925				
Auto	Auto	TRINITY_DN128442_c2_g3_i1	0.0117	0.0152	1.2928				
Auto	Auto	TRINITY_DN131182_c1_g1_i2	0.0452	0.0584	1.2929				
Auto	Auto	TRINITY_DN108314_c0_g1_i2	0.071	0.0918	1.2929				
Auto	Auto	TRINITY_DN130374_c0_g1_i1	0.0942	0.1218	1.2929				
Auto	Auto	TRINITY_DN107777_c0_g6_i1	0.039	0.0505	1.293				
Auto	Auto	TRINITY_DN124447_c0_g2_i2	0.054	0.0699	1.293				
Auto	Auto	TRINITY_DN119352_c0_g4_i1	0.0634	0.082	1.2931				
Auto	Auto	TRINITY_DN122068_c0_g1_i1	0.0409	0.0529	1.2933				
Auto	Auto	TRINITY_DN125115_c2_g1_i1	0.1438	0.186	1.2934				
Auto	Auto	TRINITY_DN121525_c1_g1_i3	0.2313	0.2992	1.2934				
