gid	gname	chr	start	end	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN125978_c0_g1_i1	tprg1l-like.1	Chr07	1363010	1363010	0.290150905	0.290150905	unbias	0.350399813	Ovary_mean	0.0653	0.1273	1.9493
TRINITY_DN125986_c0_g1_i2	NA	NA	NA	NA	0.084723755	0.084723755	unbias	0.333651734	Brain_mmean	0.1125	0.2131	1.894
TRINITY_DN125987_c0_g1_i2	NA	NA	NA	NA	-2.415381568	2.415381568	female	0.447311188	Ovary_mean	0.0433	0.0845	1.9501
TRINITY_DN125988_c0_g3_i1	NA	NA	NA	NA	-1.488814824	1.488814824	female	0.517334651	Ovary_mean	0.0518	0.0845	1.6309
TRINITY_DN125990_c1_g2_i2	NA	NA	NA	NA	0.093655307	0.093655307	unbias	0.199240272	Ovary_mean	0.2165	0.357	1.649
TRINITY_DN125990_c2_g2_i7	NA	NA	NA	NA	0.309714618	0.309714618	unbias	0.12223011	G43_M_mean	0.0166	0.0233	1.4038
TRINITY_DN125995_c6_g3_i1	trim44	Chr04	4071206	4071206	-1.35655327	1.35655327	female	0.502892172	G23_fmean	0.0609	0.0603	0.9891
TRINITY_DN125997_c0_g3_i2	NA	NA	NA	NA	-2.295374672	2.295374672	female	0.538557788	Ovary_mean	0.1754	0.1968	1.1219
TRINITY_DN125999_c6_g2_i9	NA	NA	NA	NA	1.297187216	1.297187216	male	0.155141479	G23_mmean	0.0266	0.0324	1.2176
TRINITY_DN126003_c2_g1_i1	ints5-like	Chr04	41703116	41703116	-0.098317494	0.098317494	unbias	0.097013849	G27_mmean	0.1007	0.1203	1.1947
TRINITY_DN126009_c3_g1_i3	NA	NA	NA	NA	0.381850472	0.381850472	unbias	0.197549475	Brain_mmean	0.052	0.0779	1.5001
TRINITY_DN126011_c0_g1_i2	iqcg	Chr05	110532259	110532259	-1.12511255	1.12511255	female	0.482740206	Ovary_mean	0.0945	0.1381	1.4618
TRINITY_DN126015_c0_g1_i5	NA	NA	NA	NA	0.471714642	0.471714642	unbias	0.110421939	G27_fmean	0.1905	0.2159	1.1332
TRINITY_DN126018_c0_g1_i2	fam159a	Chr04	86648414	86648414	-0.440941598	0.440941598	unbias	0.7040526	Brain_mmean	0.1295	0.2344	1.81
TRINITY_DN126022_c0_g1_i1	tmc6-like	Chr10	15088582	15088582	2.976165238	2.976165238	male	0.389682358	G27_mmean	0.055	0.0714	1.2988
TRINITY_DN126024_c0_g2_i3	aqp8	Chr09	14044609	14044609	-0.379386937	0.379386937	unbias	0.444447208	Ovary_mean	0.0638	0.0818	1.2826
TRINITY_DN126025_c7_g3_i1	NA	NA	NA	NA	-3.549638144	3.549638144	female	0.669346461	Ovary_mean	0.2241	0.386	1.7225
TRINITY_DN126027_c4_g1_i1	NA	NA	NA	NA	-1.276191923	1.276191923	female	0.584615375	Brain_mmean	0.0418	0.0625	1.497
TRINITY_DN126027_c6_g2_i1	NA	NA	NA	NA	-1.341703968	1.341703968	female	0.474053935	Ovary_mean	0.073	0.1069	1.4651
TRINITY_DN126028_c3_g1_i1	NA	NA	NA	NA	4.79162224	4.79162224	male	0.73106748	Testis_mean	0.0424	0.0556	1.3125
TRINITY_DN126031_c3_g1_i1	mc3r	Chr10	25340209	25340209	-3.199728426	3.199728426	female	0.614758482	Ovary_mean	0.0833	0.1303	1.5636
TRINITY_DN126034_c3_g1_i2	NA	NA	NA	NA	0.005244567	0.005244567	unbias	0.367333822	G27_mmean	0.025	0.042	1.6789
TRINITY_DN126036_c6_g4_i2	NA	NA	NA	NA	0.364609623	0.364609623	unbias	0.072674613	G27_fmean	0.0653	0.0743	1.139
TRINITY_DN126038_c0_g1_i2	NA	NA	NA	NA	-1.872592176	1.872592176	female	0.55505371	Brain_mmean	0.0537	0.062	1.156
TRINITY_DN126047_c5_g5_i7	psmg2	Chr06	88396592	88396592	-1.713487048	1.713487048	female	0.501715974	Ovary_mean	0.1051	0.1112	1.0575
TRINITY_DN126049_c0_g4_i12	NA	NA	NA	NA	0.257332727	0.257332727	unbias	0.139925185	G43_M_mean	0.0471	0.082	1.7384
TRINITY_DN126051_c1_g4_i2	NA	NA	NA	NA	-0.429691952	0.429691952	unbias	0.303543179	Ovary_mean	0.0118	0.0183	1.5593
TRINITY_DN126051_c2_g2_i3	NA	NA	NA	NA	-2.743380301	2.743380301	female	0.729505253	Ovary_mean	0.1561	0.2574	1.6493
TRINITY_DN126056_c8_g5_i1	NA	NA	NA	NA	0.271598882	0.271598882	unbias	0.218767745	Brain_mmean	0.0818	0.1141	1.3957
TRINITY_DN126060_c0_g1_i1	NA	NA	NA	NA	-6.335917777	6.335917777	female	0.786437922	Brain_mmean	0.0359	0.0674	1.879
TRINITY_DN126064_c0_g1_i1	noc3l	Chr07	29346897	29346897	1.196628925	1.196628925	male	0.461285582	G43_M_mean	0.1181	0.1834	1.5535
TRINITY_DN126068_c0_g2_i4	NA	NA	NA	NA	1.308311103	1.308311103	male	0.16945453	G23_fmean	0.0284	0.044	1.5495
TRINITY_DN126072_c1_g1_i1	NA	NA	NA	NA	-2.316339289	2.316339289	female	0.55275532	Ovary_mean	0.0304	0.0402	1.323
TRINITY_DN126078_c0_g1_i1	NA	NA	NA	NA	-7.278131892	7.278131892	female	0.943003796	Ovary_mean	0.189	0.3196	1.6912
TRINITY_DN126079_c0_g1_i1	cyct	Chr09	61133117	61133117	-1.459473537	1.459473537	female	0.477025347	Ovary_mean	0.1226	0.1743	1.4211
TRINITY_DN126082_c3_g1_i1	NA	NA	NA	NA	0.542322684	0.542322684	unbias	0.238424636	G43_F_mean	0.0568	0.0954	1.6793
TRINITY_DN126089_c1_g1_i2	LOC100489362	Chr07	94982653	94982653	1.679318994	1.679318994	male	0.821915861	Testis_mean	0.222	0.3588	1.6162
TRINITY_DN126094_c0_g1_i1	NA	NA	NA	NA	2.604043564	2.604043564	male	0.379838913	Liver_mmean	0.0425	0.0713	1.6763
TRINITY_DN126098_c0_g2_i6	NA	NA	NA	NA	0.23640525	0.23640525	unbias	0.439544792	G43_M_mean	0.1442	0.2464	1.7091
TRINITY_DN126102_c6_g1_i1	NA	NA	NA	NA	-0.22449572	0.22449572	unbias	0.51760923	G27_mmean	0.0775	0.0745	0.9618
TRINITY_DN126103_c0_g1_i1	NA	NA	NA	NA	-0.406393639	0.406393639	unbias	0.752692083	Ovary_mean	0.1241	0.202	1.6284
TRINITY_DN126104_c1_g2_i1	aspscr1	Chr10	18448395	18448395	0.48633567	0.48633567	unbias	0.775217332	Brain_fmean	0.1011	0.0813	0.8044
TRINITY_DN126113_c4_g2_i1	NA	NA	NA	NA	-2.465320097	2.465320097	female	0.636313484	Ovary_mean	0.0109	0.0196	1.8058
TRINITY_DN126115_c5_g1_i1	ca5b	Chr04	68234606	68234606	0.004671167	0.004671167	unbias	0.148076689	G23_fmean	0.0631	0.0998	1.5807
TRINITY_DN126116_c2_g1_i2	NA	NA	NA	NA	0.050307355	0.050307355	unbias	0.666982915	Brain_fmean	0.039	0.0498	1.2769
TRINITY_DN126116_c3_g2_i2	NA	NA	NA	NA	3.190526591	3.190526591	male	0.383953037	G43_F_mean	0.0492	0.0612	1.2433
TRINITY_DN126117_c0_g5_i1	NA	NA	NA	NA	0.263181411	0.263181411	unbias	0.346777932	Ovary_mean	0.0285	0.041	1.4363
TRINITY_DN126118_c1_g1_i1	NA	NA	NA	NA	4.280000933	4.280000933	male	0.598287048	G23_mmean	0.0674	0.1077	1.5982
TRINITY_DN126119_c0_g1_i2	NA	NA	NA	NA	0.254693423	0.254693423	unbias	0.500976212	Brain_fmean	0.0629	0.0528	0.8398
TRINITY_DN126122_c4_g2_i1	NA	NA	NA	NA	-1.9258984	1.9258984	female	0.36873361	Ovary_mean	0.0941	0.129	1.3704
TRINITY_DN126126_c1_g1_i2	NA	NA	NA	NA	2.009816373	2.009816373	male	0.214405393	Brain_fmean	0.0477	0.0479	1.0044
TRINITY_DN126127_c0_g2_i3	NA	NA	NA	NA	-1.34595695	1.34595695	female	0.420736752	Brain_mmean	0.116	0.1691	1.4572
TRINITY_DN126133_c2_g1_i1	NA	NA	NA	NA	-1.606827953	1.606827953	female	0.516795276	Ovary_mean	0.0359	0.0353	0.9825
TRINITY_DN126135_c4_g1_i2	NA	NA	NA	NA	-0.578464115	0.578464115	unbias	0.409773728	Ovary_mean	0.0479	0.0671	1.4001
TRINITY_DN126138_c0_g2_i2	NA	NA	NA	NA	-1.014061243	1.014061243	female	0.35858057	Ovary_mean	0.0152	0.0205	1.3472
TRINITY_DN126142_c0_g1_i4	NA	NA	NA	NA	1.101162291	1.101162291	male	0.417097096	Brain_mmean	0.1643	0.1711	1.0416
TRINITY_DN126145_c3_g1_i2	NA	NA	NA	NA	-0.183343524	0.183343524	unbias	0.334580053	G23_mmean	0.0332	0.0488	1.4695
TRINITY_DN126149_c3_g1_i1	ttc23l-like	Chr01	186004321	186004321	0.342940976	0.342940976	unbias	0.610379932	G43_M_mean	0.0779	0.1026	1.3172
TRINITY_DN126149_c5_g2_i2	NA	NA	NA	NA	-3.610450827	3.610450827	female	0.55853578	Ovary_mean	0.163	0.2997	1.8391
TRINITY_DN126151_c3_g1_i1	NA	NA	NA	NA	1.853895797	1.853895797	male	0.429971215	Liver_fmean	0.2141	0.2678	1.2504
TRINITY_DN126158_c0_g1_i1	NA	NA	NA	NA	-1.782159379	1.782159379	female	0.662690128	Ovary_mean	0.1067	0.1869	1.751
TRINITY_DN126161_c0_g2_i4	tdrd7	Chr01	95091536	95091536	-1.192745805	1.192745805	female	0.452362523	Ovary_mean	0.0218	0.0322	1.4786
TRINITY_DN126165_c3_g3_i1	NA	NA	NA	NA	-0.338963612	0.338963612	unbias	0.310739735	Liver_mmean	0.0021	0.0029	1.3376
TRINITY_DN126171_c0_g1_i1	aqp11	Chr02	167342468	167342468	0.270357029	0.270357029	unbias	0.327752665	Brain_mmean	0.0488	0.087	1.7816
TRINITY_DN126177_c8_g1_i1	sar1a	Chr07	34680494	34680494	-0.512264471	0.512264471	unbias	0.851134621	Ovary_mean	0.1461	0.2635	1.8033
TRINITY_DN126178_c1_g1_i1	NA	NA	NA	NA	-2.155985343	2.155985343	female	0.566457046	Ovary_mean	0.0806	0.1539	1.9085
TRINITY_DN126181_c0_g2_i5	NA	NA	NA	NA	0.098238507	0.098238507	unbias	0.286412178	Ovary_mean	0.0415	0.058	1.3972
TRINITY_DN126184_c0_g2_i2	c9orf78	Chr08	4479290	4479290	7.206246464	7.206246464	male	0.640524124	Testis_mean	0.2001	0.3543	1.7707
TRINITY_DN126188_c5_g4_i5	NA	NA	NA	NA	-1.199030726	1.199030726	female	0.306492004	Ovary_mean	0.0874	0.123	1.4074
TRINITY_DN126192_c3_g1_i1	vamp1	Chr05	124638898	124638898	0.263575441	0.263575441	unbias	0.352639619	Ovary_mean	0.055	0.0787	1.431
TRINITY_DN126198_c0_g1_i2	LOC548390-like	Chr06	52473305	52473305	1.008233553	1.008233553	male	0.147950525	G23_fmean	0.124	0.1836	1.4811
TRINITY_DN126202_c1_g1_i2	NA	NA	NA	NA	-0.221785216	0.221785216	unbias	0.461762704	Brain_mmean	0.115	0.1755	1.5265
TRINITY_DN126205_c1_g5_i1	NA	NA	NA	NA	0.639846181	0.639846181	unbias	0.666904619	Brain_fmean	0.0589	0.1171	1.9884
TRINITY_DN126207_c0_g1_i2	NA	NA	NA	NA	0.349014497	0.349014497	unbias	0.195463593	Brain_fmean	0.0634	0.0385	0.6062
TRINITY_DN126219_c1_g2_i1	map9-like	Chr01	44821426	44821426	-0.11525625	0.11525625	unbias	0.230909421	Brain_mmean	0.0621	0.0817	1.3172
TRINITY_DN126222_c0_g1_i1	NA	NA	NA	NA	-2.299958913	2.299958913	female	0.556708812	Ovary_mean	0.0727	0.1013	1.3931
TRINITY_DN126225_c0_g3_i2	NA	NA	NA	NA	-0.215132602	0.215132602	unbias	0.57649777	Ovary_mean	0.0247	0.0392	1.59
TRINITY_DN126237_c11_g4_i1	NA	NA	NA	NA	1.111571511	1.111571511	male	0.271213576	G31_mmean	0.1197	0.194	1.6202
TRINITY_DN126239_c1_g1_i2	slc51a-like.1	Chr02	36662054	36662054	-0.815149271	0.815149271	unbias	0.719715068	Brain_mmean	0.0306	0.042	1.3748
TRINITY_DN126240_c0_g2_i1	NA	NA	NA	NA	-0.785249088	0.785249088	unbias	0.514915417	G23_fmean	0.0762	0.1138	1.4929
TRINITY_DN126246_c0_g2_i1	NA	NA	NA	NA	0.884206855	0.884206855	unbias	0.464451674	Brain_fmean	0.1765	0.2131	1.2071
TRINITY_DN126251_c5_g3_i3	NA	NA	NA	NA	-0.44630953	0.44630953	unbias	0.233872993	Brain_fmean	0.0584	0.0933	1.5992
TRINITY_DN126255_c0_g2_i1	fank1	Chr07	16641039	16641039	-0.306074937	0.306074937	unbias	0.37228816	G43_M_mean	0.0716	0.1286	1.7966
TRINITY_DN126256_c6_g2_i1	Xetrov90016634m	Chr06	89441383	89441383	-4.430637147	4.430637147	female	0.721899695	Ovary_mean	0.0215	0.029	1.3531
TRINITY_DN126267_c1_g1_i3	NA	NA	NA	NA	0.486367813	0.486367813	unbias	0.170427179	Testis_mean	0.0696	0.0943	1.3543
TRINITY_DN126268_c0_g1_i2	NA	NA	NA	NA	3.457236007	3.457236007	male	0.36402416	Liver_mmean	0.0809	0.1234	1.5247
TRINITY_DN126268_c0_g2_i1	NA	NA	NA	NA	-0.021011298	0.021011298	unbias	0.230827026	Ovary_mean	0.1234	0.2081	1.6868
TRINITY_DN126269_c0_g1_i1	NA	NA	NA	NA	0.483945565	0.483945565	unbias	0.142198022	Brain_mmean	0.0115	0.0124	1.0747
TRINITY_DN126269_c1_g1_i1	NA	NA	NA	NA	0.385872768	0.385872768	unbias	0.44393755	Brain_fmean	0.0222	0.0402	1.8112
TRINITY_DN126273_c0_g2_i4	NA	NA	NA	NA	2.188231672	2.188231672	male	0.286336907	G43_M_mean	0.079	0.1368	1.7323
TRINITY_DN126278_c3_g6_i2	mppe1-like	Chr06	88737158	88737158	-0.47321026	0.47321026	unbias	0.245800493	Brain_fmean	0.0198	0.0307	1.5503
TRINITY_DN126281_c6_g1_i1	LOC100493543	Chr01	43628302	43628302	2.44139697	2.44139697	male	0.823956462	Brain_mmean	0.0693	0.0859	1.2396
TRINITY_DN126284_c5_g1_i3	NA	NA	NA	NA	-1.925830224	1.925830224	female	0.238473698	Ovary_mean	0.0569	0.0917	1.6123
TRINITY_DN126285_c1_g1_i1	NA	NA	NA	NA	2.183345365	2.183345365	male	0.444639037	Testis_mean	0.024	0.0209	0.869
TRINITY_DN126290_c0_g1_i1	NA	NA	NA	NA	-1.413421681	1.413421681	unbias	0.57615761	G43_M_mean	0.0926	0.1464	1.5817
TRINITY_DN126291_c5_g1_i2	Xetrov90027547m	scaffold_253	144822	144822	0.39248037	0.39248037	unbias	0.506684631	Brain_mmean	0.0773	0.0943	1.2198
TRINITY_DN126296_c0_g1_i4	NA	NA	NA	NA	-2.523763517	2.523763517	female	0.745739968	Brain_mmean	0.03	0.0425	1.4144
TRINITY_DN126300_c1_g2_i1	msn-like	Chr08	19468099	19468099	2.041184628	2.041184628	male	0.786641426	Brain_fmean	0.0494	0.0735	1.4887
TRINITY_DN126300_c1_g4_i5	lrrc70	Chr01	175999858	175999858	-1.918013595	1.918013595	female	0.704174178	Brain_mmean	0.0828	0.1016	1.2262
TRINITY_DN126301_c0_g1_i2	slc12a6	Chr01	130549575	130549575	-1.48079241	1.48079241	female	0.334821269	Ovary_mean	0.1084	0.1262	1.1637
TRINITY_DN126307_c1_g2_i2	NA	NA	NA	NA	-1.419126588	1.419126588	female	0.421064575	Ovary_mean	0.1372	0.2338	1.704
TRINITY_DN126308_c0_g2_i9	scel-like	Chr02	122671865	122671865	-1.484591004	1.484591004	female	0.144226479	G23_fmean	0.0517	0.0711	1.3755
TRINITY_DN126312_c0_g1_i4	NA	NA	NA	NA	-3.107286918	3.107286918	female	0.68539083	Ovary_mean	0.1612	0.3023	1.8748
TRINITY_DN126314_c2_g1_i2	NA	NA	NA	NA	-1.4631576	1.4631576	female	0.545865389	Ovary_mean	0.0584	0.0827	1.4166
TRINITY_DN126315_c5_g1_i1	NA	NA	NA	NA	-3.568034289	3.568034289	female	0.645807609	Brain_mmean	0.0429	0.0469	1.0914
TRINITY_DN126315_c5_g2_i2	NA	NA	NA	NA	0.33675886	0.33675886	unbias	0.460905149	Brain_mmean	0.0962	0.1408	1.4633
TRINITY_DN126318_c7_g5_i2	smpd4	Chr01	144232941	144232941	0.442471516	0.442471516	unbias	0.409439073	Brain_fmean	0.0341	0.047	1.3805
TRINITY_DN126318_c8_g2_i4	NA	NA	NA	NA	-1.902668852	1.902668852	female	0.460717325	Ovary_mean	0.0813	0.1343	1.6529
TRINITY_DN126321_c0_g2_i1	tubg1-like.2	Chr10	20967482	20967482	0.433736955	0.433736955	unbias	0.421279266	Ovary_mean	0.0659	0.1265	1.9199
TRINITY_DN126328_c0_g1_i1	NA	NA	NA	NA	0.530455522	0.530455522	unbias	0.465575418	Testis_mean	0.0898	0.1532	1.7054
TRINITY_DN126330_c1_g2_i1	NA	NA	NA	NA	-1.933696993	1.933696993	female	0.359315552	Ovary_mean	0.128	0.2552	1.9938
TRINITY_DN126335_c1_g3_i3	NA	NA	NA	NA	0.414190647	0.414190647	unbias	0.620100086	Brain_mmean	0.1354	0.2265	1.6721
TRINITY_DN126345_c2_g2_i1	NA	NA	NA	NA	0.059461025	0.059461025	unbias	0.07671076	Brain_mmean	0.1883	0.2438	1.2949
TRINITY_DN126348_c0_g1_i2	NA	NA	NA	NA	-0.38166529	0.38166529	unbias	0.743381209	Brain_mmean	0.0866	0.0758	0.8754
TRINITY_DN126350_c2_g3_i4	trim29	Chr07	87105383	87105383	0.050811292	0.050811292	unbias	0.182219829	Brain_mmean	0.0053	0.0072	1.3548
TRINITY_DN126356_c1_g3_i1	NA	NA	NA	NA	-3.637093486	3.637093486	female	0.584699988	Brain_mmean	0.073	0.071	0.9714
TRINITY_DN126357_c1_g1_i2	esf1	Chr05	33325858	33325858	-1.525591893	1.525591893	female	0.376177104	Ovary_mean	0.0648	0.1064	1.6433
TRINITY_DN126357_c1_g2_i4	NA	NA	NA	NA	-1.015857345	1.015857345	female	0.410159125	Ovary_mean	0.042	0.0468	1.1147
TRINITY_DN126358_c1_g2_i1	NA	NA	NA	NA	-0.405879786	0.405879786	unbias	0.284811026	Ovary_mean	0.0689	0.125	1.8142
TRINITY_DN126359_c3_g1_i4	Xetrov90007307m	Chr03	14435253	14435253	-2.187389059	2.187389059	female	0.802116105	Ovary_mean	0.2418	0.3464	1.4326
TRINITY_DN126360_c0_g1_i1	NA	NA	NA	NA	4.259691816	4.259691816	male	0.747256551	Brain_mmean	0.0187	0.0366	1.9575
TRINITY_DN126361_c3_g1_i1	NA	NA	NA	NA	2.03388157	2.03388157	male	0.380945615	Brain_mmean	0.0565	0.0971	1.7192
TRINITY_DN126364_c9_g2_i2	dhdh-like.2	Chr07	105215165	105215165	-0.484359259	0.484359259	unbias	0.267172677	G23_fmean	0.095	0.1817	1.9127
TRINITY_DN126377_c9_g1_i3	draxin	Chr07	54003400	54003400	-0.42599749	0.42599749	unbias	0.783889865	Brain_fmean	0.0462	0.063	1.3644
TRINITY_DN126384_c1_g7_i2	NA	NA	NA	NA	-0.164347718	0.164347718	unbias	0.54855504	Brain_fmean	0.0284	0.0374	1.3159
TRINITY_DN126387_c1_g1_i6	tmem116	Chr01	154948960	154948960	-0.667135778	0.667135778	unbias	0.74543823	Brain_mmean	0.1006	0.1547	1.5374
TRINITY_DN126390_c2_g1_i4	NA	NA	NA	NA	-0.150580373	0.150580373	unbias	0.156446462	Ovary_mean	0.058	0.0822	1.4165
TRINITY_DN126390_c4_g1_i2	NA	NA	NA	NA	-0.507645764	0.507645764	unbias	0.20738669	Liver_mmean	0.0492	0.0705	1.4308
TRINITY_DN126394_c1_g1_i1	mrpl36	Chr06	36119897	36119897	-1.806810261	1.806810261	female	0.553485813	Ovary_mean	0.0665	0.1085	1.631
TRINITY_DN126397_c0_g2_i1	NA	NA	NA	NA	0.661177496	0.661177496	unbias	0.435479214	Brain_fmean	0.1351	0.2388	1.7679
TRINITY_DN126404_c1_g2_i1	gpr179	Chr10	3988568	3988568	-3.479005158	3.479005158	female	0.637121838	G23_fmean	0.0396	0.0397	1.0024
TRINITY_DN126404_c2_g16_i1	NA	NA	NA	NA	0.356066594	0.356066594	unbias	0.634128661	Ovary_mean	0.131	0.2424	1.85
TRINITY_DN126405_c0_g1_i1	NA	NA	NA	NA	-1.060596448	1.060596448	female	0.460179529	Ovary_mean	0.0156	0.0282	1.8135
TRINITY_DN126408_c2_g1_i1	c9orf9	Chr08	7105686	7105686	-5.233661636	5.233661636	female	0.645838434	Brain_mmean	0.0767	0.1173	1.5287
TRINITY_DN126410_c3_g1_i3	NA	NA	NA	NA	-3.181282166	3.181282166	female	0.605771376	Ovary_mean	0.2241	0.4171	1.8618
TRINITY_DN126414_c7_g4_i2	NA	NA	NA	NA	0.594897118	0.594897118	unbias	0.289225022	Testis_mean	0.0751	0.0977	1.3002
TRINITY_DN126421_c2_g1_i1	NA	NA	NA	NA	-2.695716004	2.695716004	female	0.616123715	Ovary_mean	0.0457	0.0808	1.7687
TRINITY_DN126425_c1_g1_i3	NA	NA	NA	NA	-1.926710141	1.926710141	female	0.680876437	Ovary_mean	0.0962	0.1554	1.6157
TRINITY_DN126428_c0_g1_i1	NA	NA	NA	NA	3.44778226	3.44778226	male	0.640818939	Brain_mmean	0.0928	0.1126	1.2141
TRINITY_DN126429_c0_g1_i1	NA	NA	NA	NA	-1.862656877	1.862656877	female	0.527129312	Ovary_mean	0.0532	0.066	1.2421
TRINITY_DN126443_c0_g1_i1	NA	NA	NA	NA	-0.415363522	0.415363522	unbias	0.458641173	Brain_fmean	0.0242	0.0437	1.8056
TRINITY_DN126447_c0_g1_i1	rin2	Chr05	24400012	24400012	-2.518012674	2.518012674	female	0.600587795	Ovary_mean	0.1231	0.2104	1.7095
TRINITY_DN126450_c1_g3_i1	NA	NA	NA	NA	-0.503015629	0.503015629	unbias	0.114043846	G23_fmean	0.061	0.0679	1.112
TRINITY_DN126452_c0_g2_i3	cd53	Chr02	66624853	66624853	-1.129802555	1.129802555	female	0.464050983	Ovary_mean	0.1979	0.357	1.8036
TRINITY_DN126467_c0_g1_i1	NA	NA	NA	NA	0.426863007	0.426863007	unbias	0.141539331	G23_fmean	0.0595	0.0523	0.8787
TRINITY_DN126470_c0_g1_i1	disp1	Chr05	5800592	5800592	-1.00114248	1.00114248	female	0.56939918	Brain_mmean	0.1032	0.148	1.4344
TRINITY_DN126476_c0_g2_i1	NA	NA	NA	NA	1.598196288	1.598196288	male	0.725157645	Brain_mmean	0.0439	0.0617	1.4068
TRINITY_DN126477_c4_g3_i1	NA	NA	NA	NA	-0.44838935	0.44838935	unbias	0.308354807	Liver_fmean	0.1045	0.1519	1.4531
TRINITY_DN126495_c0_g1_i1	ptgs2	Chr04	109238816	109238816	-6.314254405	6.314254405	female	0.746696383	Ovary_mean	0.1806	0.2549	1.4117
TRINITY_DN126500_c0_g11_i2	NA	NA	NA	NA	0.320154251	0.320154251	unbias	0.319573771	G23_mmean	0.107	0.1655	1.5469
TRINITY_DN126501_c5_g3_i1	eif3d	Chr04	113138469	113138469	-0.097618119	0.097618119	unbias	0.274350435	Ovary_mean	0.015	0.0275	1.829
TRINITY_DN126507_c0_g1_i2	kif5b	Chr06	14725729	14725729	-2.443067062	2.443067062	female	0.807577237	Ovary_mean	0.0435	0.0441	1.0156
TRINITY_DN126510_c0_g1_i3	NA	NA	NA	NA	1.702998264	1.702998264	unbias	0.491075264	G43_M_mean	0.1423	0.2191	1.5395
TRINITY_DN126511_c6_g1_i2	NA	NA	NA	NA	-0.185076827	0.185076827	unbias	0.45024388	Brain_mmean	0.277	0.4222	1.5238
TRINITY_DN126514_c1_g1_i1	elac1	Chr01	191702966	191702966	-1.778779886	1.778779886	female	0.581158135	Ovary_mean	0.009	0.0077	0.849
TRINITY_DN126517_c0_g1_i2	NA	NA	NA	NA	-0.618093705	0.618093705	unbias	0.607748407	Brain_mmean	0.0776	0.1041	1.3403
TRINITY_DN126518_c0_g2_i2	stc1-like	Chr03	106930538	106930538	-0.377041315	0.377041315	unbias	0.210066899	Ovary_mean	0.0268	0.0278	1.0359
TRINITY_DN126523_c5_g1_i1	NA	NA	NA	NA	-1.266739013	1.266739013	female	0.296020314	Ovary_mean	0.1711	0.3319	1.94
TRINITY_DN126528_c2_g1_i3	pfkfb4	Chr04	113380618	113380618	-0.326649104	0.326649104	unbias	0.19868178	Ovary_mean	0.0103	0.0174	1.6823
TRINITY_DN126529_c0_g3_i2	NA	NA	NA	NA	0.106121243	0.106121243	unbias	0.152059423	G23_mmean	0.0104	0.0183	1.7514
TRINITY_DN126533_c2_g4_i1	adam12	Chr07	16322525	16322525	-0.449925011	0.449925011	unbias	0.356907141	Ovary_mean	0.0515	0.058	1.1261
TRINITY_DN126533_c3_g2_i1	rtfdc1	scaffold_113	267906	267906	-1.985859239	1.985859239	female	0.451926997	Ovary_mean	0.1156	0.153	1.324
TRINITY_DN126534_c2_g2_i1	NA	NA	NA	NA	-1.266937658	1.266937658	female	0.41571313	Ovary_mean	0.0968	0.1222	1.2623
TRINITY_DN126534_c3_g1_i1	kl	Chr02	150083364	150083364	-2.037234813	2.037234813	female	0.553887549	Ovary_mean	0.1322	0.2268	1.7149
TRINITY_DN126535_c1_g2_i4	NA	NA	NA	NA	-2.072495494	2.072495494	female	0.589894965	Brain_fmean	0.1722	0.1756	1.0199
TRINITY_DN126536_c5_g1_i1	LOC100497185	Chr02	51113855	51113855	-2.056877838	2.056877838	female	0.363435103	Ovary_mean	0.0626	0.115	1.8362
TRINITY_DN126538_c0_g1_i1	NA	NA	NA	NA	0.017909223	0.017909223	unbias	0.310047205	Brain_mmean	0.0326	0.063	1.9325
TRINITY_DN126541_c4_g1_i1	NA	NA	NA	NA	0.081652695	0.081652695	unbias	0.421867919	Ovary_mean	0.0504	0.0664	1.318
TRINITY_DN126542_c1_g4_i5	NA	NA	NA	NA	2.089215618	2.089215618	male	0.083412457	G31_mmean	0.0076	0.0131	1.707
TRINITY_DN126543_c1_g2_i4	NA	NA	NA	NA	-0.035987827	0.035987827	unbias	0.18447392	Ovary_mean	0.0133	0.0236	1.7725
TRINITY_DN126548_c0_g1_i1	NA	NA	NA	NA	0.115716099	0.115716099	unbias	0.166593648	Brain_fmean	0.1477	0.2404	1.6277
TRINITY_DN126550_c3_g2_i1	NA	NA	NA	NA	1.91416396	1.91416396	male	0.475294808	Brain_mmean	0.0617	0.0987	1.5996
TRINITY_DN126551_c0_g2_i5	NA	NA	NA	NA	-1.997458808	1.997458808	female	0.376131341	Ovary_mean	0.0186	0.0255	1.375
TRINITY_DN126553_c0_g1_i1	NA	NA	NA	NA	-0.968863209	0.968863209	unbias	0.751788284	Ovary_mean	0.037	0.054	1.462
TRINITY_DN126555_c5_g4_i3	NA	NA	NA	NA	0.22720063	0.22720063	unbias	0.41769491	Brain_fmean	0.0505	0.0615	1.2174
TRINITY_DN126559_c1_g4_i2	NA	NA	NA	NA	-1.332027031	1.332027031	female	0.30857522	Ovary_mean	0.0604	0.1189	1.9696
TRINITY_DN126560_c1_g3_i1	NA	NA	NA	NA	0.802901507	0.802901507	unbias	0.504212572	Brain_fmean	0.0485	0.057	1.1743
TRINITY_DN126563_c2_g1_i1	cant1	Chr10	11897375	11897375	-0.784993993	0.784993993	unbias	0.44717222	Brain_mmean	0.1132	0.0906	0.8011
