gid	gname	chr	start	end	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	bias	tau	tissue
TRINITY_DN129311_c0_g3_i1	fzd3	scaffold_63	419941	419941	2.508130396	2.508130396	male	0.667086459	Brain_mmean
TRINITY_DN129311_c0_g4_i1	ints12	Chr01	63084985	63084985	1.466377333	1.466377333	unbias	0.471951049	Brain_mmean
TRINITY_DN129311_c0_g5_i2	NA	NA	NA	NA	2.587763276	2.587763276	male	0.397471182	Brain_mmean
TRINITY_DN129311_c2_g1_i1	slc27a6	Chr01	158933233	158933233	-0.432497109	0.432497109	unbias	0.546972958	Brain_fmean
TRINITY_DN129312_c5_g6_i1	NA	NA	NA	NA	2.892323111	2.892323111	male	0.238204891	Brain_mmean
TRINITY_DN129314_c5_g1_i1	NA	NA	NA	NA	-1.07941296	1.07941296	female	0.262046467	Ovary_mean
TRINITY_DN129314_c5_g4_i1	NA	NA	NA	NA	0.578453492	0.578453492	unbias	0.393654964	G46_F_mean
TRINITY_DN129315_c0_g1_i1	NA	NA	NA	NA	-1.74596472	1.74596472	female	0.43361809	Ovary_mean
TRINITY_DN129315_c0_g2_i1	NA	NA	NA	NA	-1.576272462	1.576272462	female	0.50210405	Ovary_mean
TRINITY_DN129315_c1_g1_i7	NA	NA	NA	NA	-1.367316261	1.367316261	female	0.603941876	Ovary_mean
TRINITY_DN129317_c1_g7_i1	NA	NA	NA	NA	-0.495411856	0.495411856	unbias	0.371470176	Ovary_mean
TRINITY_DN129319_c1_g1_i1	LOC733753	Chr05	34081989	34081989	2.50957711	2.50957711	male	0.74649743	Brain_fmean
TRINITY_DN129320_c0_g1_i6	NA	NA	NA	NA	-1.044192592	1.044192592	unbias	0.274687661	G31_fmean
TRINITY_DN129321_c2_g2_i3	NA	NA	NA	NA	-0.289698288	0.289698288	unbias	0.237630405	G43_M_mean
TRINITY_DN129322_c1_g2_i2	NA	NA	NA	NA	-1.38825518	1.38825518	female	0.289113489	Brain_mmean
TRINITY_DN129322_c1_g3_i1	gjd4	Chr06	13273382	13273382	-0.265565161	0.265565161	unbias	0.272844542	Ovary_mean
TRINITY_DN129323_c0_g2_i2	NA	NA	NA	NA	-0.040986754	0.040986754	unbias	0.294677383	Ovary_mean
TRINITY_DN129324_c1_g1_i2	NA	NA	NA	NA	2.072727375	2.072727375	male	0.404377916	Brain_mmean
TRINITY_DN129324_c1_g2_i2	mettl13	Chr04	97434901	97434901	2.03306753	2.03306753	male	0.334807156	Brain_fmean
TRINITY_DN129325_c1_g1_i1	NA	NA	NA	NA	-1.348576408	1.348576408	female	0.517225789	Ovary_mean
TRINITY_DN129325_c2_g1_i1	atp5b	Chr02	135504079	135504079	-2.24239875	2.24239875	female	0.465344357	Ovary_mean
TRINITY_DN129325_c2_g2_i1	NA	NA	NA	NA	1.542062963	1.542062963	male	0.413525771	Brain_mmean
TRINITY_DN129326_c1_g3_i2	NA	NA	NA	NA	0.283935226	0.283935226	unbias	0.687697423	G31_fmean
TRINITY_DN129326_c1_g6_i2	abl2	Chr04	89688293	89688293	-0.811472157	0.811472157	unbias	0.692982346	Ovary_mean
TRINITY_DN129327_c0_g1_i2	NA	NA	NA	NA	-1.263885848	1.263885848	female	0.280186504	Ovary_mean
TRINITY_DN129329_c3_g2_i3	NA	NA	NA	NA	-3.468096421	3.468096421	female	0.487232478	G43_M_mean
TRINITY_DN129329_c6_g1_i3	NA	NA	NA	NA	1.076816352	1.076816352	male	0.301851233	Brain_mmean
TRINITY_DN129329_c6_g2_i1	rhoj-like	Chr08	81238951	81238951	1.081741071	1.081741071	male	0.311860027	Brain_fmean
TRINITY_DN129331_c3_g1_i1	NA	NA	NA	NA	1.209680745	1.209680745	unbias	0.624866995	Brain_fmean
TRINITY_DN129334_c0_g3_i1	NA	NA	NA	NA	-1.289948537	1.289948537	female	0.731646588	Ovary_mean
TRINITY_DN129335_c5_g1_i1	NA	NA	NA	NA	1.628222139	1.628222139	male	0.154673304	G43_M_mean
TRINITY_DN129335_c5_g2_i1	NA	NA	NA	NA	1.142087978	1.142087978	male	0.153428486	G43_F_mean
TRINITY_DN129335_c8_g2_i1	NA	NA	NA	NA	0.865058771	0.865058771	unbias	0.619219978	Brain_fmean
TRINITY_DN129335_c9_g1_i1	NA	NA	NA	NA	-0.417401192	0.417401192	unbias	0.344153759	Ovary_mean
TRINITY_DN129336_c3_g11_i1	igfbp5	Chr09	80049496	80049496	-0.794713264	0.794713264	unbias	0.33384813	Brain_mmean
TRINITY_DN129338_c2_g9_i1	slc18a3	Chr07	42224472	42224472	-1.597923687	1.597923687	female	0.496682822	Ovary_mean
TRINITY_DN129339_c0_g1_i3	NA	NA	NA	NA	0.673306624	0.673306624	unbias	0.376441937	G31_fmean
TRINITY_DN129341_c0_g1_i3	NA	NA	NA	NA	-0.454661617	0.454661617	unbias	0.172493976	Ovary_mean
TRINITY_DN129343_c0_g2_i1	NA	NA	NA	NA	-1.033519813	1.033519813	female	0.475692937	Ovary_mean
TRINITY_DN129344_c3_g4_i22	NA	NA	NA	NA	-0.316529275	0.316529275	unbias	0.266015235	Ovary_mean
TRINITY_DN129344_c4_g6_i2	NA	NA	NA	NA	-0.120526573	0.120526573	unbias	0.534140598	Brain_fmean
TRINITY_DN129345_c0_g1_i2	NA	NA	NA	NA	0.072428294	0.072428294	unbias	0.486329534	Brain_fmean
TRINITY_DN129346_c3_g2_i3	arr3	Chr08	22687472	22687472	-1.062855809	1.062855809	female	0.311079163	Ovary_mean
TRINITY_DN129348_c0_g1_i1	NA	NA	NA	NA	2.698492303	2.698492303	male	0.586877256	Brain_mmean
TRINITY_DN129349_c0_g4_i6	NA	NA	NA	NA	0.113125105	0.113125105	unbias	0.319874592	Brain_mmean
TRINITY_DN129350_c3_g1_i4	NA	NA	NA	NA	2.02156806	2.02156806	male	0.423917414	Liver_mmean
TRINITY_DN129353_c3_g5_i2	NA	NA	NA	NA	-1.353666198	1.353666198	female	0.323826498	Brain_fmean
TRINITY_DN129356_c2_g3_i2	NA	NA	NA	NA	0.338279327	0.338279327	unbias	0.227208783	Ovary_mean
TRINITY_DN129357_c2_g3_i2	NA	NA	NA	NA	-2.120792346	2.120792346	female	0.554598946	Ovary_mean
TRINITY_DN129357_c3_g5_i2	ipmk	Chr07	7302223	7302223	0.527556049	0.527556049	unbias	0.291854163	G23_mmean
TRINITY_DN129359_c0_g3_i1	NA	NA	NA	NA	-1.561849794	1.561849794	unbias	0.881191046	Ovary_mean
TRINITY_DN129359_c0_g5_i1	NA	NA	NA	NA	-1.534423428	1.534423428	unbias	0.853568614	Ovary_mean
TRINITY_DN129360_c0_g1_i1	cmtr1	scaffold_755	27664	27664	0.224049172	0.224049172	unbias	0.207574818	G23_mmean
TRINITY_DN129361_c3_g1_i1	NA	NA	NA	NA	1.149374192	1.149374192	male	0.215513056	G43_F_mean
TRINITY_DN129361_c4_g3_i2	plxnb3	Chr08	3112250	3112250	-1.715042187	1.715042187	female	0.378552165	Ovary_mean
TRINITY_DN129361_c4_g4_i3	NA	NA	NA	NA	-3.69202546	3.69202546	female	0.447236056	G31_mmean
TRINITY_DN129361_c4_g5_i1	nos3	Chr06	361	361	-0.939732083	0.939732083	unbias	0.224501231	G23_fmean
TRINITY_DN129364_c0_g2_i1	NA	NA	NA	NA	-0.656931237	0.656931237	unbias	0.276106854	Brain_mmean
TRINITY_DN129367_c1_g4_i3	NA	NA	NA	NA	2.067808396	2.067808396	male	0.317649789	G31_mmean
TRINITY_DN129370_c1_g3_i2	NA	NA	NA	NA	3.648824765	3.648824765	male	0.414935772	Brain_mmean
TRINITY_DN129373_c3_g2_i1	NA	NA	NA	NA	0.162915374	0.162915374	unbias	0.768403472	Brain_fmean
TRINITY_DN129374_c0_g2_i1	NA	NA	NA	NA	0.575633855	0.575633855	unbias	0.589627808	Brain_mmean
TRINITY_DN129376_c0_g1_i1	NA	NA	NA	NA	1.448432851	1.448432851	male	0.293818846	Liver_fmean
TRINITY_DN129377_c0_g2_i2	NA	NA	NA	NA	0.29075376	0.29075376	unbias	0.341233326	Brain_mmean
TRINITY_DN129378_c1_g1_i1	NA	NA	NA	NA	-4.931108758	4.931108758	female	0.74650815	G31_fmean
TRINITY_DN129379_c8_g11_i1	NA	NA	NA	NA	-1.428326034	1.428326034	female	0.412584725	G27_mmean
TRINITY_DN129381_c0_g1_i4	NA	NA	NA	NA	0.222811502	0.222811502	unbias	0.64786485	Brain_mmean
TRINITY_DN129382_c0_g8_i1	NA	NA	NA	NA	-1.793777346	1.793777346	female	0.409176952	Ovary_mean
TRINITY_DN129383_c0_g1_i6	NA	NA	NA	NA	1.286596992	1.286596992	unbias	0.235351409	G43_M_mean
TRINITY_DN129384_c0_g2_i2	ndufa10	Chr09	55793678	55793678	-2.14735605	2.14735605	female	0.639530912	Liver_fmean
TRINITY_DN129386_c0_g2_i11	elf1	Chr02	129003239	129003239	2.596270722	2.596270722	male	0.281832548	Brain_mmean
TRINITY_DN129389_c1_g1_i2	slc9a5	Chr04	26277008	26277008	-1.050423007	1.050423007	female	0.417678521	Ovary_mean
TRINITY_DN129390_c0_g2_i4	NA	NA	NA	NA	1.767898745	1.767898745	male	0.594421358	Testis_mean
TRINITY_DN129391_c3_g2_i4	NA	NA	NA	NA	0.608393659	0.608393659	unbias	0.309641159	Testis_mean
TRINITY_DN129392_c0_g1_i1	NA	NA	NA	NA	0.776379359	0.776379359	unbias	0.282022357	G43_M_mean
TRINITY_DN129393_c2_g1_i1	NA	NA	NA	NA	0.552411678	0.552411678	unbias	0.634331633	Brain_mmean
TRINITY_DN129393_c3_g2_i1	NA	NA	NA	NA	0.01489602	0.01489602	unbias	0.323829998	Liver_fmean
TRINITY_DN129396_c9_g3_i1	NA	NA	NA	NA	-0.281672301	0.281672301	unbias	0.366419366	Brain_fmean
TRINITY_DN129398_c7_g1_i4	LOC100491399	Chr10	2505265	2505265	1.084381374	1.084381374	male	0.212015052	G23_mmean
TRINITY_DN129398_c8_g2_i1	NA	NA	NA	NA	5.395662833	5.395662833	male	0.954660318	Testis_mean
TRINITY_DN129401_c4_g1_i1	NA	NA	NA	NA	-0.154593139	0.154593139	unbias	0.296276338	G43_M_mean
TRINITY_DN129401_c5_g1_i1	NA	NA	NA	NA	1.482297787	1.482297787	male	0.489453594	Liver_fmean
TRINITY_DN129402_c0_g1_i1	LOC100497730	Chr02	112553782	112553782	0.515556007	0.515556007	unbias	0.316811906	G23_fmean
TRINITY_DN129403_c0_g1_i2	NA	NA	NA	NA	-0.381037392	0.381037392	unbias	0.268268749	Ovary_mean
TRINITY_DN129405_c5_g1_i4	NA	NA	NA	NA	-0.071675401	0.071675401	unbias	0.263114399	Brain_fmean
TRINITY_DN129407_c2_g1_i1	NA	NA	NA	NA	-1.227811861	1.227811861	female	0.433745193	Ovary_mean
TRINITY_DN129408_c1_g3_i1	NA	NA	NA	NA	-3.399959793	3.399959793	female	0.574479446	Ovary_mean
TRINITY_DN129408_c6_g2_i2	Xetrov90000594m	Chr01	27050817	27050817	1.04088093	1.04088093	male	0.322703066	Liver_fmean
TRINITY_DN129408_c7_g2_i3	NA	NA	NA	NA	-0.358682235	0.358682235	unbias	0.226885963	G31_mmean
TRINITY_DN129413_c2_g2_i2	NA	NA	NA	NA	0.890839152	0.890839152	unbias	0.368434012	Liver_fmean
TRINITY_DN129414_c0_g1_i4	NA	NA	NA	NA	-0.30968719	0.30968719	unbias	0.593235092	Brain_fmean
TRINITY_DN129417_c2_g1_i1	wdr70	Chr01	184283815	184283815	1.002327472	1.002327472	unbias	0.19790006	G43_F_mean
TRINITY_DN129417_c3_g1_i10	NA	NA	NA	NA	-0.295925516	0.295925516	unbias	0.479018972	Liver_fmean
TRINITY_DN129417_c3_g2_i1	NA	NA	NA	NA	-2.199253943	2.199253943	female	0.298530812	Liver_fmean
TRINITY_DN129420_c0_g1_i2	cnst-like	Chr05	40817526	40817526	1.324450035	1.324450035	male	0.208835451	G46_F_mean
TRINITY_DN129422_c6_g1_i2	sigirr	Chr04	13992438	13992438	3.506565264	3.506565264	male	0.220192713	G43_M_mean
TRINITY_DN129425_c0_g1_i1	NA	NA	NA	NA	-2.034044574	2.034044574	female	0.834212666	Ovary_mean
TRINITY_DN129425_c0_g3_i1	slc38a9	Chr01	178601879	178601879	-1.584866185	1.584866185	female	0.789714397	Ovary_mean
TRINITY_DN129425_c1_g1_i1	NA	NA	NA	NA	-1.338479054	1.338479054	female	0.146547011	G43_F_mean
TRINITY_DN129425_c1_g2_i1	NA	NA	NA	NA	-0.410746959	0.410746959	unbias	0.180695546	Ovary_mean
TRINITY_DN129425_c2_g2_i3	NA	NA	NA	NA	-0.430872138	0.430872138	unbias	0.54137049	Brain_fmean
TRINITY_DN129426_c1_g2_i6	NA	NA	NA	NA	1.807854424	1.807854424	male	0.51171531	Brain_fmean
TRINITY_DN129427_c0_g8_i10	NA	NA	NA	NA	1.393504033	1.393504033	male	0.414622083	Liver_mmean
TRINITY_DN129428_c0_g1_i1	gpd2	Chr09	69289280	69289280	-2.10594324	2.10594324	female	0.535952412	Ovary_mean
TRINITY_DN129428_c2_g4_i1	NA	NA	NA	NA	-0.06541953	0.06541953	unbias	0.521598263	Brain_fmean
TRINITY_DN129429_c1_g1_i2	NA	NA	NA	NA	0.08423426	0.08423426	unbias	0.528091008	Brain_mmean
TRINITY_DN129429_c1_g4_i2	NA	NA	NA	NA	-0.657897819	0.657897819	unbias	0.459433466	Brain_mmean
TRINITY_DN129429_c1_g5_i3	LOC100493539	Chr01	60254920	60254920	-0.682099179	0.682099179	unbias	0.482957068	Brain_fmean
TRINITY_DN129430_c0_g1_i1	NA	NA	NA	NA	-0.066999812	0.066999812	unbias	0.770738475	Liver_mmean
TRINITY_DN129431_c3_g2_i3	cd38	Chr01	16945176	16945176	-0.000201264	0.000201264	unbias	0.358252404	Ovary_mean
TRINITY_DN129431_c4_g2_i2	NA	NA	NA	NA	-0.188547523	0.188547523	unbias	0.42609153	Ovary_mean
TRINITY_DN129431_c4_g3_i1	pygo1	Chr03	90743885	90743885	0.8651321	0.8651321	unbias	0.392033666	Brain_fmean
TRINITY_DN129432_c5_g2_i2	cnppd1	Chr09	77843920	77843920	-1.348134108	1.348134108	female	0.263721321	Ovary_mean
TRINITY_DN129433_c0_g1_i1	NA	NA	NA	NA	0.31182898	0.31182898	unbias	0.207648255	G43_M_mean
TRINITY_DN129434_c2_g1_i1	LOC100487727	Chr04	14722474	14722474	0.046163247	0.046163247	unbias	0.523758538	Brain_fmean
TRINITY_DN129434_c4_g1_i1	NA	NA	NA	NA	1.370019852	1.370019852	male	0.589998833	Brain_mmean
TRINITY_DN129434_c4_g2_i1	Xetrov90025569m	Chr10	36285891	36285891	-0.968779289	0.968779289	unbias	0.568917672	Brain_mmean
TRINITY_DN129434_c4_g5_i1	NA	NA	NA	NA	1.147951487	1.147951487	male	0.238007457	Brain_fmean
TRINITY_DN129437_c2_g2_i1	NA	NA	NA	NA	0.912040857	0.912040857	unbias	0.533647484	Testis_mean
TRINITY_DN129439_c9_g1_i1	NA	NA	NA	NA	0.437429355	0.437429355	unbias	0.670633518	Brain_mmean
TRINITY_DN129440_c5_g1_i1	zbtb26	Chr08	16097159	16097159	1.093847129	1.093847129	unbias	0.409373192	Brain_fmean
TRINITY_DN129440_c9_g2_i2	dgcr6	Chr01	141996554	141996554	-0.081366955	0.081366955	unbias	0.465535302	Ovary_mean
TRINITY_DN129441_c7_g1_i3	wdr77	Chr02	40286269	40286269	-1.431564058	1.431564058	female	0.635323373	Ovary_mean
TRINITY_DN129442_c0_g2_i3	NA	NA	NA	NA	2.983994603	2.983994603	male	0.539665691	Brain_mmean
TRINITY_DN129443_c4_g3_i1	NA	NA	NA	NA	0.851698273	0.851698273	unbias	0.362234407	Liver_fmean
TRINITY_DN129443_c5_g4_i10	hells	Chr07	31006397	31006397	1.724860022	1.724860022	unbias	0.596959276	Liver_mmean
TRINITY_DN129444_c0_g1_i1	NA	NA	NA	NA	0.941268398	0.941268398	unbias	0.576175304	G23_mmean
TRINITY_DN129445_c0_g1_i3	ahcyl2	Chr03	77537957	77537957	0.782348502	0.782348502	unbias	0.436280401	Brain_fmean
TRINITY_DN129446_c1_g1_i1	ntrk2	Chr01	122212677	122212677	-0.142502734	0.142502734	unbias	0.393363325	Brain_mmean
TRINITY_DN129446_c1_g2_i2	NA	NA	NA	NA	-0.413566042	0.413566042	unbias	0.373327528	Brain_mmean
TRINITY_DN129448_c0_g2_i2	NA	NA	NA	NA	7.357351936	7.357351936	male	0.630319563	Testis_mean
TRINITY_DN129451_c0_g1_i2	NA	NA	NA	NA	-1.816272587	1.816272587	female	0.491515897	Ovary_mean
TRINITY_DN129452_c0_g1_i5	NA	NA	NA	NA	3.69390233	3.69390233	male	0.662315753	Brain_mmean
TRINITY_DN129454_c4_g3_i3	NA	NA	NA	NA	-1.484608717	1.484608717	female	0.471943041	Ovary_mean
TRINITY_DN129454_c4_g4_i2	NA	NA	NA	NA	-1.167146388	1.167146388	female	0.357969834	Brain_mmean
TRINITY_DN129455_c0_g1_i2	NA	NA	NA	NA	-3.488560746	3.488560746	female	0.637043846	Ovary_mean
TRINITY_DN129458_c1_g2_i2	NA	NA	NA	NA	1.055864652	1.055864652	unbias	0.438163637	G43_M_mean
TRINITY_DN129461_c6_g1_i2	lrrc8e	Chr03	123775664	123775664	2.16982816	2.16982816	male	0.235008155	Brain_mmean
TRINITY_DN129462_c3_g1_i2	NA	NA	NA	NA	0.024321853	0.024321853	unbias	0.644431128	Brain_fmean
TRINITY_DN129463_c4_g4_i2	dnm2	Chr03	127992323	127992323	0.346257482	0.346257482	unbias	0.650268788	Testis_mean
TRINITY_DN129466_c1_g2_i3	NA	NA	NA	NA	-6.580342664	6.580342664	female	0.880754368	Ovary_mean
TRINITY_DN129466_c1_g3_i1	NA	NA	NA	NA	-5.565714144	5.565714144	female	0.847888698	Ovary_mean
TRINITY_DN129466_c1_g5_i1	NA	NA	NA	NA	-6.615779683	6.615779683	female	0.918121278	Ovary_mean
TRINITY_DN129469_c0_g2_i4	NA	NA	NA	NA	-1.127130427	1.127130427	female	0.411516456	Ovary_mean
TRINITY_DN129470_c0_g1_i3	clrn1	Chr05	114856271	114856271	-1.241864951	1.241864951	female	0.395769639	Ovary_mean
TRINITY_DN129471_c4_g1_i1	NA	NA	NA	NA	2.41913755	2.41913755	male	0.382495247	Brain_mmean
TRINITY_DN129471_c5_g2_i1	NA	NA	NA	NA	-1.102464363	1.102464363	unbias	0.640353699	Ovary_mean
TRINITY_DN129472_c0_g1_i2	NA	NA	NA	NA	0.119894541	0.119894541	unbias	0.554416306	G46_M_mean
TRINITY_DN129473_c0_g1_i4	NA	NA	NA	NA	2.494847864	2.494847864	male	0.144660537	Testis_mean
TRINITY_DN129474_c1_g1_i2	NA	NA	NA	NA	-1.850877285	1.850877285	female	0.687952865	Ovary_mean
TRINITY_DN129479_c10_g1_i1	NA	NA	NA	NA	1.514003323	1.514003323	male	0.220950994	G23_fmean
TRINITY_DN129479_c11_g4_i2	NA	NA	NA	NA	0.750484881	0.750484881	unbias	0.201513728	G23_fmean
TRINITY_DN129479_c5_g1_i1	NA	NA	NA	NA	1.488733444	1.488733444	male	0.360073528	Brain_mmean
TRINITY_DN129482_c0_g1_i2	NA	NA	NA	NA	3.914631433	3.914631433	male	0.842403511	Brain_fmean
TRINITY_DN129483_c3_g2_i2	lrp3	Chr04	20891967	20891967	-1.854735842	1.854735842	female	0.708966388	Brain_fmean
TRINITY_DN129483_c3_g3_i1	c3orf58	Chr05	117090884	117090884	5.784311505	5.784311505	male	0.66970006	Testis_mean
TRINITY_DN129484_c5_g1_i1	NA	NA	NA	NA	2.506453056	2.506453056	male	0.693605435	Testis_mean
TRINITY_DN129484_c5_g2_i1	NA	NA	NA	NA	0.702415439	0.702415439	unbias	0.470562097	Brain_mmean
TRINITY_DN129484_c5_g4_i1	NA	NA	NA	NA	1.029302756	1.029302756	male	0.560037334	Testis_mean
TRINITY_DN129484_c5_g5_i1	NA	NA	NA	NA	1.375135268	1.375135268	male	0.529082518	Testis_mean
TRINITY_DN129485_c0_g1_i1	NA	NA	NA	NA	-0.259636097	0.259636097	unbias	0.300091929	Ovary_mean
TRINITY_DN129486_c0_g1_i1	pcyt1a	Chr05	110019550	110019550	0.195460531	0.195460531	unbias	0.379357923	Brain_fmean
TRINITY_DN129486_c1_g1_i4	NA	NA	NA	NA	1.994302776	1.994302776	male	0.856658829	Brain_mmean
TRINITY_DN129488_c0_g1_i2	NA	NA	NA	NA	-1.873669947	1.873669947	female	0.683135634	Ovary_mean
TRINITY_DN129489_c0_g1_i5	NA	NA	NA	NA	-1.076035632	1.076035632	female	0.520360287	Brain_mmean
TRINITY_DN129491_c0_g1_i4	NA	NA	NA	NA	0.439042872	0.439042872	unbias	0.421188186	Brain_mmean
TRINITY_DN129494_c2_g1_i1	nkx2-4	Chr05	25188671	25188671	-0.210398166	0.210398166	unbias	0.2949691	Brain_fmean
TRINITY_DN129496_c1_g4_i2	NA	NA	NA	NA	0.578723771	0.578723771	unbias	0.388591261	G43_M_mean
TRINITY_DN129497_c2_g1_i1	Xetrov90029321m	scaffold_5290	1055	1055	0.169023994	0.169023994	unbias	0.551254976	Liver_fmean
TRINITY_DN129499_c0_g1_i2	sirt4	Chr01	144350512	144350512	-1.733660566	1.733660566	female	0.640365069	Ovary_mean
TRINITY_DN129501_c4_g2_i1	NA	NA	NA	NA	-1.211938542	1.211938542	female	0.265772406	Brain_fmean
TRINITY_DN129502_c0_g1_i4	NA	NA	NA	NA	0.276998622	0.276998622	unbias	0.183086448	Ovary_mean
TRINITY_DN129502_c0_g2_i1	NA	NA	NA	NA	0.401180376	0.401180376	unbias	0.429762627	Brain_fmean
TRINITY_DN129503_c1_g1_i2	kiaa0895	Chr06	81265966	81265966	-1.509904641	1.509904641	female	0.569428728	Ovary_mean
TRINITY_DN129505_c0_g2_i3	NA	NA	NA	NA	-1.288258595	1.288258595	female	0.390881746	Brain_fmean
TRINITY_DN129506_c3_g8_i2	cfap45	Chr08	115240803	115240803	2.776891392	2.776891392	male	0.32002999	Testis_mean
TRINITY_DN129507_c3_g1_i2	NA	NA	NA	NA	-1.546682641	1.546682641	female	0.431116669	Ovary_mean
TRINITY_DN129508_c0_g3_i1	NA	NA	NA	NA	0.41458521	0.41458521	unbias	0.172953883	Ovary_mean
TRINITY_DN129508_c1_g3_i2	NA	NA	NA	NA	1.853097538	1.853097538	male	0.363023412	Liver_fmean
TRINITY_DN129508_c2_g3_i2	NA	NA	NA	NA	1.22298307	1.22298307	male	0.483257637	G23_mmean
TRINITY_DN129512_c2_g1_i1	NA	NA	NA	NA	-1.128888886	1.128888886	female	0.345072681	Ovary_mean
TRINITY_DN129512_c5_g1_i2	NA	NA	NA	NA	-1.403297206	1.403297206	female	0.388532166	G31_fmean
TRINITY_DN129514_c0_g1_i1	NA	NA	NA	NA	1.547023784	1.547023784	male	0.379802748	Brain_mmean
TRINITY_DN129518_c5_g3_i2	NA	NA	NA	NA	-0.169841225	0.169841225	unbias	0.345194604	Brain_fmean
TRINITY_DN129519_c3_g2_i1	NA	NA	NA	NA	-1.46889467	1.46889467	female	0.656388308	Ovary_mean
TRINITY_DN129520_c2_g10_i1	NA	NA	NA	NA	1.128013192	1.128013192	male	0.22395629	Brain_mmean
TRINITY_DN129523_c0_g2_i1	NA	NA	NA	NA	-0.27728013	0.27728013	unbias	0.339838638	Ovary_mean
TRINITY_DN129524_c0_g1_i5	mark3	Chr08	77446227	77446227	-1.498903805	1.498903805	female	0.40439622	Brain_mmean
TRINITY_DN129526_c5_g2_i1	homer3	Chr01	100462095	100462095	-0.043839575	0.043839575	unbias	0.304965699	G23_mmean
TRINITY_DN129527_c1_g1_i1	NA	NA	NA	NA	0.588977282	0.588977282	unbias	0.271101116	G43_F_mean
TRINITY_DN129527_c5_g2_i1	NA	NA	NA	NA	1.338122133	1.338122133	male	0.255581008	G23_fmean
TRINITY_DN129528_c0_g1_i3	Xetrov90022936m	Chr09	6705933	6705933	-2.501125834	2.501125834	female	0.632152041	Ovary_mean
TRINITY_DN129533_c0_g3_i1	NA	NA	NA	NA	1.529447358	1.529447358	unbias	0.287870806	G43_M_mean
TRINITY_DN129534_c0_g1_i1	NA	NA	NA	NA	0.716494869	0.716494869	unbias	0.391332017	G46_M_mean
TRINITY_DN129534_c0_g2_i3	NA	NA	NA	NA	0.859910667	0.859910667	unbias	0.375027198	G46_M_mean
TRINITY_DN129535_c6_g1_i1	phyhipl	Chr07	7750855	7750855	1.932313575	1.932313575	male	0.716689218	Brain_mmean
TRINITY_DN129535_c7_g3_i1	NA	NA	NA	NA	-0.8135981	0.8135981	unbias	0.291557809	Ovary_mean
TRINITY_DN129536_c0_g1_i1	NA	NA	NA	NA	-0.736105772	0.736105772	unbias	0.362641914	Ovary_mean
TRINITY_DN129536_c0_g3_i1	NA	NA	NA	NA	2.057401375	2.057401375	male	0.24461095	Brain_mmean
TRINITY_DN129537_c6_g3_i2	NA	NA	NA	NA	0.24271711	0.24271711	unbias	0.533952194	Brain_mmean
TRINITY_DN129538_c1_g1_i3	prmt8	Chr03	13801562	13801562	2.249481743	2.249481743	male	0.427432416	Brain_fmean
TRINITY_DN129538_c1_g4_i2	NA	NA	NA	NA	0.90144989	0.90144989	unbias	0.29550998	Brain_mmean
TRINITY_DN129539_c6_g2_i1	NA	NA	NA	NA	0.526642737	0.526642737	unbias	0.400736923	Brain_mmean
TRINITY_DN129540_c3_g1_i3	NA	NA	NA	NA	1.073687398	1.073687398	male	0.150583251	Brain_mmean
TRINITY_DN129542_c3_g1_i1	NA	NA	NA	NA	2.00433981	2.00433981	male	0.237643913	G43_F_mean
TRINITY_DN129542_c4_g3_i1	slc25a21	Chr08	88383533	88383533	0.320756781	0.320756781	unbias	0.279061771	G46_M_mean
TRINITY_DN129543_c14_g4_i1	NA	NA	NA	NA	1.743533655	1.743533655	male	0.462143308	Brain_mmean
TRINITY_DN129543_c4_g2_i1	NA	NA	NA	NA	1.337755898	1.337755898	unbias	0.819656108	Brain_mmean
TRINITY_DN129543_c4_g3_i1	NA	NA	NA	NA	5.48673382	5.48673382	male	0.88687785	Brain_fmean
TRINITY_DN129546_c5_g5_i1	NA	NA	NA	NA	0.578577783	0.578577783	unbias	0.355319994	G43_M_mean
TRINITY_DN129546_c5_g6_i3	NA	NA	NA	NA	0.524032281	0.524032281	unbias	0.182493854	Brain_mmean
TRINITY_DN129548_c3_g1_i1	myo16	Chr02	114149735	114149735	-1.272234377	1.272234377	unbias	0.298539984	Ovary_mean
TRINITY_DN129548_c3_g2_i1	NA	NA	NA	NA	-0.142255633	0.142255633	unbias	0.311177726	Brain_fmean
TRINITY_DN129548_c4_g1_i1	NA	NA	NA	NA	-1.320541308	1.320541308	female	0.376098625	Ovary_mean
TRINITY_DN129548_c6_g1_i2	NA	NA	NA	NA	-1.766814891	1.766814891	female	0.29980085	Ovary_mean
TRINITY_DN129549_c2_g1_i1	usp32	Chr02	88973066	88973066	-0.151616738	0.151616738	unbias	0.095966483	Brain_mmean
TRINITY_DN129549_c5_g1_i1	NA	NA	NA	NA	1.151650178	1.151650178	male	0.318488534	G46_F_mean
TRINITY_DN129549_c6_g1_i1	NA	NA	NA	NA	2.060983687	2.060983687	male	0.115735393	Testis_mean
TRINITY_DN129553_c0_g1_i2	NA	NA	NA	NA	1.371559521	1.371559521	male	0.232175806	G43_M_mean
TRINITY_DN129555_c0_g1_i1	NA	NA	NA	NA	1.238798465	1.238798465	male	0.305894453	G43_M_mean
TRINITY_DN129555_c1_g1_i6	NA	NA	NA	NA	3.292260003	3.292260003	male	0.417683382	G27_mmean
