gid	direction	gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN129009_c1_g1_i3	female	TRINITY_DN129009_c1_g1_i3	NA	NA	-3.89821057	0.491019851	Ovary_mean	female
TRINITY_DN129027_c1_g2_i4	female	TRINITY_DN129027_c1_g2_i4	NA	NA	-1.29229525	0.440014669	Ovary_mean	female
TRINITY_DN129058_c1_g1_i1	female	TRINITY_DN129058_c1_g1_i1	NA	NA	-1.830108322	0.394774016	Ovary_mean	female
TRINITY_DN129069_c0_g2_i1	female	TRINITY_DN129069_c0_g2_i1	NA	NA	-2.398841112	0.567886946	Ovary_mean	female
TRINITY_DN129081_c0_g1_i1	female	TRINITY_DN129081_c0_g1_i1	npas2	Chr02	-2.377173051	0.610244016	Ovary_mean	female
TRINITY_DN129105_c1_g1_i2	female	TRINITY_DN129105_c1_g1_i2	NA	NA	-1.386874896	0.682335896	Ovary_mean	female
TRINITY_DN129105_c3_g1_i3	female	TRINITY_DN129105_c3_g1_i3	NA	NA	-2.245989695	0.482156779	Ovary_mean	female
TRINITY_DN129105_c3_g2_i2	female	TRINITY_DN129105_c3_g2_i2	NA	NA	-2.721121924	0.41360169	Ovary_mean	female
TRINITY_DN129106_c0_g7_i1	female	TRINITY_DN129106_c0_g7_i1	NA	NA	-1.852435238	0.404784675	Ovary_mean	female
TRINITY_DN129116_c0_g1_i3	female	TRINITY_DN129116_c0_g1_i3	NA	NA	-9.209278991	0.867134808	Ovary_mean	female
TRINITY_DN129139_c0_g2_i3	female	TRINITY_DN129139_c0_g2_i3	NA	NA	-1.230602733	0.563390263	Ovary_mean	female
TRINITY_DN129142_c4_g1_i1	female	TRINITY_DN129142_c4_g1_i1	NA	NA	-2.044970082	0.598921888	Ovary_mean	female
TRINITY_DN129158_c3_g1_i1	female	TRINITY_DN129158_c3_g1_i1	NA	NA	-1.350090854	0.510766835	Ovary_mean	female
TRINITY_DN129160_c1_g1_i1	female	TRINITY_DN129160_c1_g1_i1	NA	NA	-1.830992387	0.689313448	Ovary_mean	female
TRINITY_DN129163_c6_g2_i4	female	TRINITY_DN129163_c6_g2_i4	NA	NA	-2.580013839	0.625757926	Ovary_mean	female
TRINITY_DN129165_c2_g1_i1	female	TRINITY_DN129165_c2_g1_i1	NA	NA	-2.152211017	0.44963861	Ovary_mean	female
TRINITY_DN129166_c0_g1_i2	female	TRINITY_DN129166_c0_g1_i2	akap2	Chr01	-1.350768769	0.423055925	Brain_mean	female
TRINITY_DN129167_c6_g1_i1	female	TRINITY_DN129167_c6_g1_i1	NA	NA	-1.432362225	0.508592928	Ovary_mean	female
TRINITY_DN129170_c3_g6_i2	female	TRINITY_DN129170_c3_g6_i2	Xetrov90025009m	Chr10	-2.290138109	0.448773143	Ovary_mean	female
TRINITY_DN129171_c8_g2_i1	female	TRINITY_DN129171_c8_g2_i1	NA	NA	-1.060756265	0.485255188	Ovary_mean	female
TRINITY_DN129172_c0_g2_i2	female	TRINITY_DN129172_c0_g2_i2	nnt	Chr01	-1.484046633	0.515952322	Ovary_mean	female
TRINITY_DN129176_c3_g4_i1	female	TRINITY_DN129176_c3_g4_i1	NA	NA	-1.521759879	0.332563321	Ovary_mean	female
TRINITY_DN129177_c1_g2_i1	female	TRINITY_DN129177_c1_g2_i1	ogdh	Chr03	-2.618932672	0.718489532	Ovary_mean	female
TRINITY_DN129178_c2_g1_i1	female	TRINITY_DN129178_c2_g1_i1	NA	NA	-1.549221568	0.456100291	Ovary_mean	female
TRINITY_DN129190_c3_g1_i1	female	TRINITY_DN129190_c3_g1_i1	NA	NA	-2.40967041	0.526494735	Ovary_mean	female
TRINITY_DN129197_c1_g1_i2	female	TRINITY_DN129197_c1_g1_i2	iqca1	Chr09	-1.338401225	0.673681547	Ovary_mean	female
TRINITY_DN129198_c1_g2_i1	female	TRINITY_DN129198_c1_g2_i1	NA	NA	-3.069903201	0.503811169	Ovary_mean	female
TRINITY_DN129218_c0_g1_i9	female	TRINITY_DN129218_c0_g1_i9	NA	NA	-2.525288432	0.573429983	Ovary_mean	female
TRINITY_DN129219_c4_g1_i1	female	TRINITY_DN129219_c4_g1_i1	zcchc4	scaffold_69	-1.764137841	0.488238544	Ovary_mean	female
TRINITY_DN129219_c5_g2_i5	female	TRINITY_DN129219_c5_g2_i5	rbp3	Chr07	-2.130030451	0.379496814	Ovary_mean	female
TRINITY_DN129220_c0_g1_i2	female	TRINITY_DN129220_c0_g1_i2	NA	NA	-1.064523829	0.373378105	Ovary_mean	female
TRINITY_DN129227_c0_g5_i2	female	TRINITY_DN129227_c0_g5_i2	NA	NA	-1.549128615	0.416910787	Ovary_mean	female
TRINITY_DN129236_c0_g1_i5	female	TRINITY_DN129236_c0_g1_i5	NA	NA	-1.988902921	0.627291907	Ovary_mean	female
TRINITY_DN129237_c5_g4_i2	female	TRINITY_DN129237_c5_g4_i2	NA	NA	-8.703447077	0.755300378	Ovary_mean	female
TRINITY_DN129243_c2_g1_i1	female	TRINITY_DN129243_c2_g1_i1	NA	NA	-4.625508962	0.781605795	Ovary_mean	female
TRINITY_DN129291_c3_g7_i3	female	TRINITY_DN129291_c3_g7_i3	NA	NA	-3.394921585	0.685188115	Ovary_mean	female
TRINITY_DN129293_c1_g2_i1	female	TRINITY_DN129293_c1_g2_i1	NA	NA	-2.347919867	0.522452556	Ovary_mean	female
TRINITY_DN129314_c5_g1_i1	female	TRINITY_DN129314_c5_g1_i1	NA	NA	-1.626218498	0.252517406	Ovary_mean	female
TRINITY_DN129315_c0_g1_i1	female	TRINITY_DN129315_c0_g1_i1	NA	NA	-1.337326527	0.411841611	Ovary_mean	female
TRINITY_DN129315_c0_g2_i1	female	TRINITY_DN129315_c0_g2_i1	NA	NA	-1.268055235	0.471110534	Ovary_mean	female
TRINITY_DN129315_c1_g1_i7	female	TRINITY_DN129315_c1_g1_i7	LOC101733364	Chr01	-3.738951484	0.546375099	Ovary_mean	female
TRINITY_DN129325_c2_g1_i1	female	TRINITY_DN129325_c2_g1_i1	NA	NA	-2.018514578	0.430927896	Ovary_mean	female
TRINITY_DN129334_c0_g3_i1	female	TRINITY_DN129334_c0_g3_i1	NA	NA	-2.565302482	0.699462957	Ovary_mean	female
TRINITY_DN129338_c2_g9_i1	female	TRINITY_DN129338_c2_g9_i1	NA	NA	-2.063980246	0.463620135	Ovary_mean	female
TRINITY_DN129343_c0_g2_i1	female	TRINITY_DN129343_c0_g2_i1	NA	NA	-1.234603531	0.443551903	Ovary_mean	female
TRINITY_DN129357_c2_g3_i2	female	TRINITY_DN129357_c2_g3_i2	NA	NA	-2.006186622	0.506802692	Ovary_mean	female
TRINITY_DN129361_c4_g3_i2	female	TRINITY_DN129361_c4_g3_i2	NA	NA	-2.039425416	0.349586809	Ovary_mean	female
TRINITY_DN129378_c1_g1_i1	female	TRINITY_DN129378_c1_g1_i1	cel-like.2	Chr08	-2.321055026	0.780191172	G27_mean	female
TRINITY_DN129428_c0_g1_i1	female	TRINITY_DN129428_c0_g1_i1	NA	NA	-2.193166176	0.50087421	Ovary_mean	female
TRINITY_DN129441_c7_g1_i3	female	TRINITY_DN129441_c7_g1_i3	NA	NA	-1.365169723	0.597161631	Ovary_mean	female
TRINITY_DN129455_c0_g1_i2	female	TRINITY_DN129455_c0_g1_i2	NA	NA	-2.817517894	0.589017992	Ovary_mean	female
TRINITY_DN129466_c1_g2_i3	female	TRINITY_DN129466_c1_g2_i3	NA	NA	-7.307723614	0.822009415	Ovary_mean	female
TRINITY_DN129466_c1_g3_i1	female	TRINITY_DN129466_c1_g3_i1	NA	NA	-3.753794883	0.781817052	Ovary_mean	female
TRINITY_DN129466_c1_g5_i1	female	TRINITY_DN129466_c1_g5_i1	NA	NA	-8.978338407	0.856463847	Ovary_mean	female
TRINITY_DN129469_c0_g2_i4	female	TRINITY_DN129469_c0_g2_i4	LOC100492389	Chr07	-1.089054605	0.398891826	Ovary_mean	female
TRINITY_DN129474_c1_g1_i2	female	TRINITY_DN129474_c1_g1_i2	NA	NA	-3.04538736	0.646961339	Ovary_mean	female
TRINITY_DN129488_c0_g1_i2	female	TRINITY_DN129488_c0_g1_i2	slc39a1-like.1	Chr03	-3.74259734	0.63119381	Ovary_mean	female
TRINITY_DN129499_c0_g1_i2	female	TRINITY_DN129499_c0_g1_i2	NA	NA	-3.066380162	0.597582899	Ovary_mean	female
TRINITY_DN129503_c1_g1_i2	female	TRINITY_DN129503_c1_g1_i2	NA	NA	-1.367830326	0.53269445	Ovary_mean	female
TRINITY_DN129505_c0_g2_i3	female	TRINITY_DN129505_c0_g2_i3	irf3	Chr07	-1.017340378	0.354468266	Ovary_mean	female
TRINITY_DN129519_c3_g2_i1	female	TRINITY_DN129519_c3_g2_i1	NA	NA	-2.625182374	0.608159056	Ovary_mean	female
TRINITY_DN129524_c0_g1_i5	female	TRINITY_DN129524_c0_g1_i5	NA	NA	-1.359888645	0.386135019	Ovary_mean	female
TRINITY_DN129548_c4_g1_i1	female	TRINITY_DN129548_c4_g1_i1	NA	NA	-1.199026251	0.361195333	Ovary_mean	female
TRINITY_DN129561_c4_g2_i1	female	TRINITY_DN129561_c4_g2_i1	NA	NA	-2.185482584	0.591019486	Ovary_mean	female
TRINITY_DN129571_c1_g1_i4	female	TRINITY_DN129571_c1_g1_i4	NA	NA	-2.154720088	0.476842564	Ovary_mean	female
TRINITY_DN129575_c2_g1_i5	female	TRINITY_DN129575_c2_g1_i5	NA	NA	-1.64829395	0.510132231	Ovary_mean	female
TRINITY_DN129577_c7_g3_i1	female	TRINITY_DN129577_c7_g3_i1	NA	NA	-1.42920778	0.356955485	Ovary_mean	female
TRINITY_DN129577_c7_g5_i1	female	TRINITY_DN129577_c7_g5_i1	NA	NA	-1.434140151	0.355187149	Ovary_mean	female
TRINITY_DN129581_c0_g1_i5	female	TRINITY_DN129581_c0_g1_i5	NA	NA	-2.240227085	0.442304405	Ovary_mean	female
TRINITY_DN129593_c0_g1_i1	female	TRINITY_DN129593_c0_g1_i1	trappc8	Chr06	-2.016144648	0.536268618	Ovary_mean	female
TRINITY_DN129596_c3_g3_i3	female	TRINITY_DN129596_c3_g3_i3	NA	NA	-1.203194289	0.49992493	Ovary_mean	female
TRINITY_DN129609_c0_g2_i1	female	TRINITY_DN129609_c0_g2_i1	NA	NA	-4.276849095	0.893945769	Ovary_mean	female
TRINITY_DN129618_c2_g1_i1	female	TRINITY_DN129618_c2_g1_i1	NA	NA	-2.120713858	0.395043997	G46_F_mean	female
TRINITY_DN129638_c0_g1_i3	female	TRINITY_DN129638_c0_g1_i3	NA	NA	-1.353364477	0.455787627	Ovary_mean	female
TRINITY_DN129649_c3_g1_i3	female	TRINITY_DN129649_c3_g1_i3	NA	NA	-8.688080744	0.73610807	Ovary_mean	female
TRINITY_DN129649_c3_g2_i1	female	TRINITY_DN129649_c3_g2_i1	NA	NA	-12.3093902	0.852256794	G46_F_mean	female
TRINITY_DN129651_c0_g4_i5	female	TRINITY_DN129651_c0_g4_i5	NA	NA	-9.145347642	0.747678982	Ovary_mean	female
TRINITY_DN129659_c2_g1_i2	female	TRINITY_DN129659_c2_g1_i2	NA	NA	-2.15243009	0.693716976	Brain_mean	female
TRINITY_DN129674_c0_g1_i1	female	TRINITY_DN129674_c0_g1_i1	NA	NA	-3.904367235	0.667162984	Ovary_mean	female
TRINITY_DN129699_c2_g5_i1	female	TRINITY_DN129699_c2_g5_i1	NA	NA	-1.346811719	0.231864132	Ovary_mean	female
TRINITY_DN129702_c4_g2_i1	female	TRINITY_DN129702_c4_g2_i1	LOC100497863	Chr08	-1.998178871	0.478318334	Ovary_mean	female
TRINITY_DN129719_c1_g1_i2	female	TRINITY_DN129719_c1_g1_i2	NA	NA	-1.603328436	0.419436962	Ovary_mean	female
TRINITY_DN129730_c0_g1_i2	female	TRINITY_DN129730_c0_g1_i2	NA	NA	-7.446228605	0.84530971	Ovary_mean	female
TRINITY_DN129741_c0_g5_i1	female	TRINITY_DN129741_c0_g5_i1	NA	NA	-3.499973825	0.698445547	Ovary_mean	female
TRINITY_DN129754_c0_g2_i2	female	TRINITY_DN129754_c0_g2_i2	NA	NA	-1.902150588	0.431475697	Ovary_mean	female
TRINITY_DN129757_c0_g1_i1	female	TRINITY_DN129757_c0_g1_i1	lrrc70	Chr01	-2.740803251	0.462257495	Ovary_mean	female
TRINITY_DN129762_c1_g1_i4	female	TRINITY_DN129762_c1_g1_i4	NA	NA	-1.110227277	0.299368387	G46_F_mean	female
TRINITY_DN129765_c1_g6_i4	female	TRINITY_DN129765_c1_g6_i4	nxph2	Chr09	-1.365034519	0.428055678	Ovary_mean	female
TRINITY_DN129781_c0_g1_i1	female	TRINITY_DN129781_c0_g1_i1	aplf	Chr05	-2.066486199	0.482545567	Ovary_mean	female
TRINITY_DN129786_c0_g1_i2	female	TRINITY_DN129786_c0_g1_i2	rab21	Chr03	-1.323783407	0.418420321	Ovary_mean	female
TRINITY_DN129787_c3_g1_i1	female	TRINITY_DN129787_c3_g1_i1	NA	NA	-2.735689308	0.381630361	Ovary_mean	female
TRINITY_DN129794_c1_g1_i1	female	TRINITY_DN129794_c1_g1_i1	NA	NA	-3.039021659	0.611036967	Ovary_mean	female
TRINITY_DN129797_c1_g3_i1	female	TRINITY_DN129797_c1_g3_i1	lamtor1	scaffold_2970	-1.452625088	0.595759018	Ovary_mean	female
TRINITY_DN129845_c2_g19_i2	female	TRINITY_DN129845_c2_g19_i2	NA	NA	-1.885687985	0.49372077	Ovary_mean	female
TRINITY_DN129848_c0_g1_i1	female	TRINITY_DN129848_c0_g1_i1	NA	NA	-5.596225413	0.746758419	G46_F_mean	female
TRINITY_DN129855_c1_g1_i1	female	TRINITY_DN129855_c1_g1_i1	cyp2a6	Chr08	-1.759144584	0.54706449	Ovary_mean	female
TRINITY_DN129860_c0_g3_i1	female	TRINITY_DN129860_c0_g3_i1	NA	NA	-1.377044302	0.511691596	Ovary_mean	female
TRINITY_DN129868_c0_g1_i1	female	TRINITY_DN129868_c0_g1_i1	gpr173	Chr08	-1.86969258	0.480709971	Ovary_mean	female
TRINITY_DN129880_c2_g1_i1	female	TRINITY_DN129880_c2_g1_i1	NA	NA	-3.212258648	0.694242821	Ovary_mean	female
TRINITY_DN129884_c4_g1_i1	female	TRINITY_DN129884_c4_g1_i1	NA	NA	-1.695446151	0.482772197	Brain_mean	female
TRINITY_DN129891_c1_g1_i2	female	TRINITY_DN129891_c1_g1_i2	NA	NA	-2.886821764	0.641641987	Ovary_mean	female
TRINITY_DN129893_c3_g2_i4	female	TRINITY_DN129893_c3_g2_i4	NA	NA	-1.254019498	0.713923081	Brain_mean	female
TRINITY_DN129923_c0_g2_i3	female	TRINITY_DN129923_c0_g2_i3	NA	NA	-2.90809944	0.602031954	Ovary_mean	female
TRINITY_DN129928_c3_g2_i2	female	TRINITY_DN129928_c3_g2_i2	cbx6	Chr04	-3.233728753	0.683018614	Ovary_mean	female
TRINITY_DN129929_c2_g2_i1	female	TRINITY_DN129929_c2_g2_i1	NA	NA	-1.366794637	0.55931104	Ovary_mean	female
TRINITY_DN129939_c4_g1_i15	female	TRINITY_DN129939_c4_g1_i15	NA	NA	-2.554418034	0.604999072	Ovary_mean	female
TRINITY_DN129939_c4_g4_i3	female	TRINITY_DN129939_c4_g4_i3	NA	NA	-6.885726974	0.683287558	Ovary_mean	female
TRINITY_DN129942_c2_g2_i2	female	TRINITY_DN129942_c2_g2_i2	sptlc3-like	Chr05	-2.830771577	0.704923096	Ovary_mean	female
TRINITY_DN129952_c1_g2_i8	female	TRINITY_DN129952_c1_g2_i8	NA	NA	-1.744474903	0.552655888	Ovary_mean	female
TRINITY_DN129986_c2_g2_i1	female	TRINITY_DN129986_c2_g2_i1	tm6sf1	Chr03	-2.049293092	0.483661533	Ovary_mean	female
TRINITY_DN130001_c0_g1_i2	female	TRINITY_DN130001_c0_g1_i2	NA	NA	-2.67411509	0.629293777	Ovary_mean	female
TRINITY_DN130008_c0_g2_i4	female	TRINITY_DN130008_c0_g2_i4	NA	NA	-1.071461094	0.679187984	G23_mean	female
TRINITY_DN130024_c2_g3_i1	female	TRINITY_DN130024_c2_g3_i1	asmtl	Chr02	-1.439604901	0.409816	Ovary_mean	female
TRINITY_DN130024_c2_g4_i1	female	TRINITY_DN130024_c2_g4_i1	NA	NA	-1.094108557	0.396595483	Ovary_mean	female
TRINITY_DN130037_c1_g4_i6	female	TRINITY_DN130037_c1_g4_i6	rassf4	Chr07	-2.135140314	0.683681269	Ovary_mean	female
TRINITY_DN130046_c9_g8_i2	female	TRINITY_DN130046_c9_g8_i2	rbl2-like	Chr04	-1.790738805	0.558374682	Ovary_mean	female
TRINITY_DN130050_c7_g2_i1	female	TRINITY_DN130050_c7_g2_i1	NA	NA	-2.406917092	0.38111896	Ovary_mean	female
TRINITY_DN130066_c0_g1_i1	female	TRINITY_DN130066_c0_g1_i1	NA	NA	-4.101376092	0.60382867	Ovary_mean	female
TRINITY_DN130074_c1_g1_i3	female	TRINITY_DN130074_c1_g1_i3	NA	NA	-1.972388457	0.549364006	Ovary_mean	female
TRINITY_DN130082_c3_g3_i1	female	TRINITY_DN130082_c3_g3_i1	NA	NA	-1.800448979	0.648285882	Ovary_mean	female
TRINITY_DN130083_c2_g6_i1	female	TRINITY_DN130083_c2_g6_i1	NA	NA	-2.611600241	0.485586548	Ovary_mean	female
TRINITY_DN130084_c0_g2_i2	female	TRINITY_DN130084_c0_g2_i2	NA	NA	-1.641096726	0.650083895	Brain_mean	female
TRINITY_DN130090_c8_g4_i5	female	TRINITY_DN130090_c8_g4_i5	NA	NA	-1.433043258	0.526176749	Brain_mean	female
TRINITY_DN130112_c8_g1_i3	female	TRINITY_DN130112_c8_g1_i3	NA	NA	-1.456742731	0.370994378	Ovary_mean	female
TRINITY_DN130136_c5_g5_i1	female	TRINITY_DN130136_c5_g5_i1	NA	NA	-2.092103825	0.460983645	Ovary_mean	female
TRINITY_DN130138_c1_g1_i1	female	TRINITY_DN130138_c1_g1_i1	pros1	Chr02	-2.42708044	0.517128454	Ovary_mean	female
TRINITY_DN130140_c4_g1_i3	female	TRINITY_DN130140_c4_g1_i3	NA	NA	-1.532816097	0.649927787	Ovary_mean	female
TRINITY_DN130143_c0_g1_i2	female	TRINITY_DN130143_c0_g1_i2	NA	NA	-1.30215887	0.353147794	Ovary_mean	female
TRINITY_DN130185_c2_g4_i3	female	TRINITY_DN130185_c2_g4_i3	cideb	Chr02	-1.305734939	0.32971872	Ovary_mean	female
TRINITY_DN130187_c1_g1_i4	female	TRINITY_DN130187_c1_g1_i4	NA	NA	-2.245910896	0.639964483	Brain_mean	female
TRINITY_DN130192_c1_g2_i1	female	TRINITY_DN130192_c1_g2_i1	NA	NA	-1.778389519	0.32525081	Ovary_mean	female
TRINITY_DN130202_c0_g1_i3	female	TRINITY_DN130202_c0_g1_i3	NA	NA	-3.511848535	0.632626416	Ovary_mean	female
TRINITY_DN130206_c0_g1_i1	female	TRINITY_DN130206_c0_g1_i1	NA	NA	-3.786702855	0.590003429	Ovary_mean	female
TRINITY_DN130211_c0_g1_i4	female	TRINITY_DN130211_c0_g1_i4	NA	NA	-3.550882965	0.557462758	Ovary_mean	female
TRINITY_DN130227_c9_g1_i1	female	TRINITY_DN130227_c9_g1_i1	NA	NA	-2.456077966	0.725830979	Ovary_mean	female
TRINITY_DN130252_c1_g4_i2	female	TRINITY_DN130252_c1_g4_i2	NA	NA	-1.205661572	0.395368316	Ovary_mean	female
TRINITY_DN130253_c4_g3_i1	female	TRINITY_DN130253_c4_g3_i1	NA	NA	-1.338991221	0.355863002	Ovary_mean	female
TRINITY_DN130266_c3_g6_i3	female	TRINITY_DN130266_c3_g6_i3	NA	NA	-1.803274449	0.686168036	Ovary_mean	female
TRINITY_DN130280_c0_g1_i1	female	TRINITY_DN130280_c0_g1_i1	NA	NA	-2.754248164	0.573772635	Ovary_mean	female
TRINITY_DN130285_c0_g1_i1	female	TRINITY_DN130285_c0_g1_i1	NA	NA	-2.961740146	0.637263473	Ovary_mean	female
TRINITY_DN130325_c1_g5_i1	female	TRINITY_DN130325_c1_g5_i1	lamb4	Chr03	-2.022791781	0.582980271	Ovary_mean	female
TRINITY_DN130346_c1_g1_i2	female	TRINITY_DN130346_c1_g1_i2	NA	NA	-2.18334052	0.373876204	Ovary_mean	female
TRINITY_DN130349_c0_g1_i4	female	TRINITY_DN130349_c0_g1_i4	NA	NA	-1.962005674	0.371627738	Ovary_mean	female
TRINITY_DN130360_c0_g2_i1	female	TRINITY_DN130360_c0_g2_i1	NA	NA	-1.216817177	0.319005818	Ovary_mean	female
TRINITY_DN130360_c0_g4_i1	female	TRINITY_DN130360_c0_g4_i1	slc2a8	scaffold_19	-1.837804907	0.53331865	Ovary_mean	female
TRINITY_DN130361_c2_g1_i2	female	TRINITY_DN130361_c2_g1_i2	NA	NA	-3.483604617	0.568101577	Ovary_mean	female
TRINITY_DN130368_c5_g2_i1	female	TRINITY_DN130368_c5_g2_i1	NA	NA	-1.470613502	0.639051962	Ovary_mean	female
TRINITY_DN130378_c8_g3_i1	female	TRINITY_DN130378_c8_g3_i1	haao	Chr05	-3.40575631	0.633735277	Ovary_mean	female
TRINITY_DN130392_c1_g5_i1	female	TRINITY_DN130392_c1_g5_i1	znf740	Chr02	-1.049403299	0.491547684	Ovary_mean	female
TRINITY_DN130393_c6_g2_i4	female	TRINITY_DN130393_c6_g2_i4	NA	NA	-8.495787021	0.661002729	G23_mean	female
TRINITY_DN130406_c0_g1_i1	female	TRINITY_DN130406_c0_g1_i1	hsd17b11	Chr01	-1.599528243	0.479694422	Ovary_mean	female
TRINITY_DN130414_c0_g2_i1	female	TRINITY_DN130414_c0_g2_i1	gabarapl1-like	Chr07	-1.088046281	0.60909116	G27_mean	female
TRINITY_DN130418_c8_g2_i1	female	TRINITY_DN130418_c8_g2_i1	fam3d	scaffold_14	-1.233677981	0.439338176	Ovary_mean	female
TRINITY_DN130420_c0_g3_i7	female	TRINITY_DN130420_c0_g3_i7	NA	NA	-2.073231778	0.32688881	Ovary_mean	female
TRINITY_DN130437_c2_g7_i4	female	TRINITY_DN130437_c2_g7_i4	NA	NA	-1.674651445	0.462046408	Ovary_mean	female
TRINITY_DN130441_c1_g1_i3	female	TRINITY_DN130441_c1_g1_i3	NA	NA	-1.33298883	0.451507036	Ovary_mean	female
TRINITY_DN130458_c1_g1_i3	female	TRINITY_DN130458_c1_g1_i3	hapln1	Chr01	-1.329478233	0.490241875	Ovary_mean	female
TRINITY_DN130492_c1_g4_i2	female	TRINITY_DN130492_c1_g4_i2	NA	NA	-1.831719833	0.483427372	Ovary_mean	female
TRINITY_DN130492_c2_g4_i4	female	TRINITY_DN130492_c2_g4_i4	NA	NA	-2.172800721	0.573708156	Ovary_mean	female
TRINITY_DN130498_c1_g3_i1	female	TRINITY_DN130498_c1_g3_i1	phlda2	Chr07	-2.00556517	0.492003625	Ovary_mean	female
TRINITY_DN130503_c0_g4_i1	female	TRINITY_DN130503_c0_g4_i1	NA	NA	-2.660956775	0.429225726	G46_F_mean	female
TRINITY_DN130504_c1_g4_i4	female	TRINITY_DN130504_c1_g4_i4	NA	NA	-1.635696304	0.361732509	Ovary_mean	female
TRINITY_DN130505_c1_g1_i3	female	TRINITY_DN130505_c1_g1_i3	NA	NA	-1.47893878	0.492665327	Ovary_mean	female
TRINITY_DN130511_c0_g2_i2	female	TRINITY_DN130511_c0_g2_i2	ankrd39	Chr03	-3.16960888	0.590686461	Ovary_mean	female
TRINITY_DN130516_c0_g1_i1	female	TRINITY_DN130516_c0_g1_i1	micu1	Chr07	-10.96064047	0.914814211	Ovary_mean	female
TRINITY_DN130516_c0_g2_i1	female	TRINITY_DN130516_c0_g2_i1	pfas	Chr09	-11.36717269	0.935793165	Ovary_mean	female
TRINITY_DN130516_c2_g3_i1	female	TRINITY_DN130516_c2_g3_i1	NA	NA	-7.706435308	0.872218318	Ovary_mean	female
TRINITY_DN130517_c0_g2_i1	female	TRINITY_DN130517_c0_g2_i1	NA	NA	-2.916136313	0.616416102	Ovary_mean	female
TRINITY_DN130524_c3_g1_i2	female	TRINITY_DN130524_c3_g1_i2	pglyrp1	Chr08	-1.027890116	0.538992502	Ovary_mean	female
TRINITY_DN130525_c4_g3_i17	female	TRINITY_DN130525_c4_g3_i17	NA	NA	-1.736591747	0.409742169	Ovary_mean	female
TRINITY_DN130537_c3_g1_i1	female	TRINITY_DN130537_c3_g1_i1	etf1	Chr03	-1.133392815	0.376335009	Ovary_mean	female
TRINITY_DN130542_c0_g1_i9	female	TRINITY_DN130542_c0_g1_i9	NA	NA	-7.893456693	0.812746848	Ovary_mean	female
TRINITY_DN130545_c1_g7_i1	female	TRINITY_DN130545_c1_g7_i1	NA	NA	-1.455401395	0.432925829	Ovary_mean	female
TRINITY_DN130545_c1_g8_i1	female	TRINITY_DN130545_c1_g8_i1	LOC101734265	Chr09	-1.903321739	0.331793213	Ovary_mean	female
TRINITY_DN130553_c2_g5_i1	female	TRINITY_DN130553_c2_g5_i1	NA	NA	-1.951610103	0.6200274	Ovary_mean	female
TRINITY_DN130559_c0_g1_i3	female	TRINITY_DN130559_c0_g1_i3	kif20b-like	Chr07	-1.948360446	0.521735419	Ovary_mean	female
TRINITY_DN130562_c0_g1_i2	female	TRINITY_DN130562_c0_g1_i2	NA	NA	-1.348423406	0.386558216	Ovary_mean	female
TRINITY_DN130576_c1_g4_i1	female	TRINITY_DN130576_c1_g4_i1	NA	NA	-4.142828041	0.572838457	Ovary_mean	female
TRINITY_DN130577_c0_g1_i1	female	TRINITY_DN130577_c0_g1_i1	NA	NA	-6.507023625	0.851564585	Ovary_mean	female
TRINITY_DN130577_c0_g2_i5	female	TRINITY_DN130577_c0_g2_i5	amotl1	Chr02	-9.646941047	0.893391746	Ovary_mean	female
TRINITY_DN130591_c1_g6_i2	female	TRINITY_DN130591_c1_g6_i2	NA	NA	-2.414910754	0.82012155	Brain_mean	female
TRINITY_DN130592_c2_g2_i4	female	TRINITY_DN130592_c2_g2_i4	NA	NA	-1.608083906	0.470074615	Ovary_mean	female
TRINITY_DN130593_c0_g3_i1	female	TRINITY_DN130593_c0_g3_i1	NA	NA	-8.922814499	0.908541751	Ovary_mean	female
TRINITY_DN130596_c3_g3_i1	female	TRINITY_DN130596_c3_g3_i1	NA	NA	-1.417357046	0.348944654	Ovary_mean	female
TRINITY_DN130597_c4_g5_i1	female	TRINITY_DN130597_c4_g5_i1	NA	NA	-1.326585203	0.644143577	Ovary_mean	female
TRINITY_DN130597_c4_g6_i7	female	TRINITY_DN130597_c4_g6_i7	pcmt1	Chr05	-1.178969265	0.355196279	Ovary_mean	female
TRINITY_DN130600_c2_g1_i2	female	TRINITY_DN130600_c2_g1_i2	gpr132	Chr08	-2.955343447	0.568386148	Ovary_mean	female
TRINITY_DN130608_c5_g1_i1	female	TRINITY_DN130608_c5_g1_i1	NA	NA	-1.750099327	0.356879092	Brain_mean	female
TRINITY_DN130616_c1_g1_i3	female	TRINITY_DN130616_c1_g1_i3	NA	NA	-1.067328101	0.625768459	Ovary_mean	female
TRINITY_DN130625_c0_g1_i2	female	TRINITY_DN130625_c0_g1_i2	NA	NA	-1.759470439	0.438350242	Ovary_mean	female
TRINITY_DN130635_c0_g1_i10	female	TRINITY_DN130635_c0_g1_i10	NA	NA	-2.548546315	0.443941924	Ovary_mean	female
TRINITY_DN130667_c0_g1_i5	female	TRINITY_DN130667_c0_g1_i5	NA	NA	-2.7309902	0.564846897	Ovary_mean	female
TRINITY_DN130677_c4_g1_i1	female	TRINITY_DN130677_c4_g1_i1	NA	NA	-2.077428742	0.598452396	Ovary_mean	female
