gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN129523_c0_g4_i3	NA	NA	NA	NA	-0.127237462	unbias	0.59003442	Brain_fmean	0.1061	0.2055	1.9359
TRINITY_DN129526_c5_g2_i1	NA	NA	NA	NA	-0.4568833	unbias	0.304965699	G23_mmean	0.0769	0.0986	1.2816
TRINITY_DN129529_c0_g1_i1	NA	NA	NA	NA	0.320867644	unbias	0.756001804	Brain_mmean	0.0169	0.0178	1.0518
TRINITY_DN129535_c6_g1_i1	vps18	Chr08	95038564	95038564	0.080209823	unbias	0.716689218	Brain_mmean	0.0289	0.0379	1.3137
TRINITY_DN129538_c1_g1_i3	NA	NA	NA	NA	-0.059509157	unbias	0.427432416	Brain_fmean	0.0337	0.0542	1.6095
TRINITY_DN129546_c2_g1_i2	riok2	Chr01	173291748	173291748	-0.201299669	unbias	0.804425544	Ovary_mean	0.2261	0.3709	1.6408
TRINITY_DN129546_c5_g6_i3	NA	NA	NA	NA	0.041229011	unbias	0.182493854	Brain_mmean	0.0029	0.0041	1.3857
TRINITY_DN129547_c1_g1_i1	psmd6	Chr04	132544297	132544297	-0.469481067	unbias	0.571712071	Brain_fmean	0.0679	0.0953	1.404
TRINITY_DN129548_c5_g1_i1	NA	NA	NA	NA	-0.009098841	unbias	0.685670352	Brain_mmean	0.042	0.0742	1.7671
TRINITY_DN129549_c2_g1_i1	Xetrov90007847m	Chr03	41149118	41149118	0.019357747	unbias	0.095966483	Brain_mmean	0.0333	0.0429	1.2891
TRINITY_DN129549_c6_g1_i1	NA	NA	NA	NA	-0.036593965	unbias	0.115735393	Testis_mean	0.0466	0.0225	0.4836
TRINITY_DN129555_c1_g1_i6	hdgf	Chr08	110018458	110018458	-0.031145393	unbias	0.417683382	G27_mmean	0.0455	0.0266	0.5853
TRINITY_DN129559_c0_g1_i2	NA	NA	NA	NA	-0.100727879	unbias	0.621076105	Brain_fmean	0.0236	0.0383	1.6268
TRINITY_DN129561_c4_g2_i1	NA	NA	NA	NA	0.050717015	unbias	0.638034101	Ovary_mean	0.0413	0.0642	1.5552
TRINITY_DN129562_c0_g5_i1	NA	NA	NA	NA	0.149290699	unbias	0.282073563	Brain_mmean	0.0609	0.0957	1.572
TRINITY_DN129566_c4_g7_i1	NA	NA	NA	NA	0.042597863	unbias	0.303526974	Ovary_mean	0.1316	0.2585	1.9638
TRINITY_DN129568_c0_g2_i4	NA	NA	NA	NA	0.337182871	unbias	0.497036725	Brain_mmean	0.0498	0.0706	1.418
TRINITY_DN129569_c0_g1_i2	NA	NA	NA	NA	0.075397179	unbias	0.654563994	Brain_mmean	0.1532	0.1985	1.2958
TRINITY_DN129570_c0_g1_i1	NA	NA	NA	NA	0.004448851	unbias	0.540130772	Ovary_mean	0.0473	0.0733	1.5518
TRINITY_DN129572_c0_g1_i1	NA	NA	NA	NA	0.643908334	unbias	0.369342042	Brain_mmean	0.1137	0.121	1.0642
TRINITY_DN129573_c0_g1_i2	NA	NA	NA	NA	-0.125616871	unbias	0.177499158	Brain_fmean	0.0057	0.0049	0.8497
TRINITY_DN129575_c1_g1_i2	capn9	Chr05	42322566	42322566	-0.172036449	unbias	0.885323364	Brain_fmean	0.0292	0.0281	0.9633
TRINITY_DN129576_c6_g4_i1	NA	NA	NA	NA	0.317658524	unbias	0.236726035	G27_mmean	0.2669	0.3929	1.4722
TRINITY_DN129581_c0_g1_i5	NA	NA	NA	NA	-1.010344263	female	0.460226539	Ovary_mean	0.0441	0.0682	1.5481
TRINITY_DN129585_c5_g1_i1	NA	NA	NA	NA	0.124586683	unbias	0.334244416	Ovary_mean	0.0725	0.1334	1.8394
TRINITY_DN129586_c6_g4_i2	dzip1	Chr02	118951008	118951008	-0.05676034	unbias	0.737766508	Brain_fmean	0.0224	0.0416	1.8534
TRINITY_DN129589_c0_g3_i1	NA	NA	NA	NA	0.082230342	unbias	0.549056809	Brain_mmean	0.0371	0.0337	0.9094
TRINITY_DN129590_c0_g1_i1	NA	NA	NA	NA	-0.138615271	unbias	0.74670203	Brain_fmean	0.0997	0.1745	1.7495
TRINITY_DN129592_c2_g1_i2	NA	NA	NA	NA	-0.009120972	unbias	0.325334019	Ovary_mean	0.079	0.1163	1.4724
TRINITY_DN129593_c0_g1_i1	NA	NA	NA	NA	0.001333937	unbias	0.57271608	Ovary_mean	0.137	0.2636	1.9234
TRINITY_DN129596_c3_g3_i3	NA	NA	NA	NA	-0.06889417	unbias	0.516466934	Ovary_mean	0.1205	0.1763	1.4639
TRINITY_DN129596_c4_g1_i3	NA	NA	NA	NA	0.001412446	unbias	0.406928355	Ovary_mean	0.1407	0.2804	1.9929
TRINITY_DN129602_c2_g1_i2	NA	NA	NA	NA	-0.057808347	unbias	0.180156163	Ovary_mean	0.068	0.0963	1.4152
TRINITY_DN129604_c0_g1_i1	NA	NA	NA	NA	-0.142728259	unbias	0.671423053	Brain_fmean	0.0203	0.0255	1.2555
TRINITY_DN129605_c3_g2_i1	NA	NA	NA	NA	1.838869423	unbias	0.546829535	Liver_mmean	0.1461	0.2287	1.5653
TRINITY_DN129608_c0_g1_i2	wipf3-like	Chr06	31562967	31562967	0.004224985	unbias	0.291291311	Brain_mmean	0.0501	0.0911	1.8201
TRINITY_DN129614_c0_g1_i1	NA	NA	NA	NA	-0.121375273	unbias	0.850570054	Brain_fmean	0.0751	0.1097	1.4619
TRINITY_DN129622_c1_g1_i1	canx	Chr03	9518202	9518202	0.147924458	unbias	0.494487065	Ovary_mean	0.0384	0.0716	1.8648
TRINITY_DN129623_c0_g2_i3	NA	NA	NA	NA	0.114654576	unbias	0.230801725	Ovary_mean	0.0711	0.0953	1.3411
TRINITY_DN129624_c0_g1_i1	NA	NA	NA	NA	0.544260217	unbias	0.350657858	G23_fmean	0.0946	0.146	1.5432
TRINITY_DN129626_c1_g1_i2	NA	NA	NA	NA	-0.008518333	unbias	0.283541878	G27_mmean	0.0252	0.0426	1.6921
TRINITY_DN129628_c2_g2_i2	fsbp-like	Chr06	112934619	112934619	0.286949434	unbias	0.675769616	Ovary_mean	0.062	0.1011	1.6303
TRINITY_DN129629_c1_g1_i1	NA	NA	NA	NA	0.083890799	unbias	0.237598428	Brain_mmean	0.0363	0.0462	1.2715
TRINITY_DN129630_c3_g1_i1	mplkip	Chr06	67243144	67243144	-0.002152998	unbias	0.348707285	Ovary_mean	0.0409	0.0526	1.2856
TRINITY_DN129631_c3_g2_i2	mafb	Chr10	32391302	32391302	0.418846535	unbias	0.512205377	Ovary_mean	0.0772	0.1198	1.5505
TRINITY_DN129632_c2_g5_i4	NA	NA	NA	NA	0.30024841	unbias	0.703131142	Brain_mmean	0.0278	0.0318	1.1426
TRINITY_DN129634_c0_g1_i4	NA	NA	NA	NA	0.025170562	unbias	0.106592545	G23_fmean	0.0662	0.0951	1.4359
TRINITY_DN129638_c0_g1_i3	NA	NA	NA	NA	-0.086423726	unbias	0.482491542	Ovary_mean	0.1206	0.1936	1.6049
TRINITY_DN129640_c0_g1_i1	NA	NA	NA	NA	0.128335769	unbias	0.586417989	Testis_mean	0.2208	0.3761	1.7034
TRINITY_DN129641_c0_g3_i2	LOC100493940	Chr03	36262987	36262987	0.117592428	unbias	0.389134648	Brain_mmean	0.0271	0.0143	0.5278
TRINITY_DN129643_c0_g1_i2	NA	NA	NA	NA	-0.67745481	unbias	0.503351105	Brain_fmean	0.0686	0.1033	1.5068
TRINITY_DN129644_c0_g1_i1	NA	NA	NA	NA	0.057322278	unbias	0.261074082	Ovary_mean	0.0498	0.0961	1.9272
TRINITY_DN129646_c3_g1_i2	NA	NA	NA	NA	0.345418273	unbias	0.498707723	Ovary_mean	0.0767	0.1329	1.733
TRINITY_DN129648_c0_g1_i3	NA	NA	NA	NA	0.240521413	unbias	0.369652506	G27_fmean	0.1854	0.3515	1.8961
TRINITY_DN129651_c0_g1_i10	NA	NA	NA	NA	0.065154095	unbias	0.56400055	Brain_mmean	0.1453	0.2061	1.4183
TRINITY_DN129659_c2_g1_i2	NA	NA	NA	NA	-0.183357265	unbias	0.730681708	Brain_fmean	0.0316	0.035	1.1074
TRINITY_DN129661_c1_g5_i1	NA	NA	NA	NA	-0.031538024	unbias	0.116393352	G27_fmean	0.1426	0.2071	1.4524
TRINITY_DN129662_c2_g1_i1	NA	NA	NA	NA	-0.208755515	unbias	0.678490574	Brain_fmean	0.0404	0.0476	1.179
TRINITY_DN129669_c1_g4_i1	NA	NA	NA	NA	0.130639082	unbias	0.217596906	Brain_mmean	0.0471	0.057	1.2098
TRINITY_DN129670_c3_g2_i2	NA	NA	NA	NA	0.242650208	unbias	0.276264808	G23_mmean	0.0745	0.0988	1.326
TRINITY_DN129671_c1_g4_i1	NA	NA	NA	NA	0.046586183	unbias	0.273022416	Ovary_mean	0.0995	0.1298	1.3053
TRINITY_DN129673_c0_g1_i5	NA	NA	NA	NA	0.040382243	unbias	0.537313976	Brain_mmean	0.0333	0.041	1.234
TRINITY_DN129674_c0_g1_i1	NA	NA	NA	NA	-0.106717727	unbias	0.717609423	Ovary_mean	0.1468	0.2373	1.616
TRINITY_DN129677_c6_g1_i1	NA	NA	NA	NA	-0.3421077	unbias	0.789327112	Brain_fmean	0.0493	0.0706	1.4318
TRINITY_DN129677_c7_g1_i12	NA	NA	NA	NA	-0.364744214	unbias	0.782525617	Brain_fmean	0.0463	0.0574	1.24
TRINITY_DN129680_c1_g2_i6	NA	NA	NA	NA	0.287458557	unbias	0.482377638	Testis_mean	0.0493	0.0694	1.4064
TRINITY_DN129684_c6_g1_i2	NA	NA	NA	NA	0.150006152	unbias	0.467163562	Testis_mean	0.0457	0.0472	1.032
TRINITY_DN129687_c0_g1_i3	NA	NA	NA	NA	0.177478298	unbias	0.405033943	Brain_mmean	0.0324	0.0638	1.9673
TRINITY_DN129688_c1_g1_i2	NA	NA	NA	NA	-0.096564907	unbias	0.24919182	Testis_mean	0.1964	0.2152	1.0958
TRINITY_DN129690_c6_g3_i2	NA	NA	NA	NA	0.137163317	unbias	0.393729944	Ovary_mean	0.0622	0.1207	1.9412
TRINITY_DN129692_c0_g1_i2	NA	NA	NA	NA	0.004947608	unbias	0.141820801	Testis_mean	0.0902	0.1236	1.3699
TRINITY_DN129696_c0_g1_i1	NA	NA	NA	NA	0.004155265	unbias	0.378374168	Ovary_mean	0.122	0.1848	1.5151
TRINITY_DN129700_c0_g1_i1	NA	NA	NA	NA	-0.059894195	unbias	0.387014291	Brain_fmean	0.0598	0.0677	1.1319
TRINITY_DN129701_c1_g8_i3	fam107b	Chr03	71773389	71773389	0.30008695	unbias	0.490951201	Ovary_mean	0.1264	0.2095	1.6568
TRINITY_DN129703_c2_g1_i1	NA	NA	NA	NA	-0.020061579	unbias	0.260952483	Ovary_mean	0.1703	0.229	1.3446
TRINITY_DN129703_c3_g1_i5	NA	NA	NA	NA	-0.206020223	unbias	0.225730274	Testis_mean	0.0383	0.039	1.0179
TRINITY_DN129706_c0_g1_i1	tmem38a	Chr01	100044292	100044292	0.267674403	unbias	0.491591244	Ovary_mean	0.0394	0.0615	1.5618
TRINITY_DN129708_c0_g1_i1	NA	NA	NA	NA	-0.09431517	unbias	0.341746144	Ovary_mean	0.1532	0.3044	1.9873
TRINITY_DN129711_c1_g4_i4	NA	NA	NA	NA	-0.007367071	unbias	0.216050869	Ovary_mean	0.1703	0.2872	1.6857
TRINITY_DN129715_c1_g3_i1	NA	NA	NA	NA	0.035309061	unbias	0.673722736	Brain_mmean	0.0153	0.0282	1.8416
TRINITY_DN129715_c2_g8_i1	NA	NA	NA	NA	-0.195031322	unbias	0.352256995	G46_M_mean	0.1555	0.2565	1.6493
TRINITY_DN129719_c1_g1_i2	NA	NA	NA	NA	0.661159196	unbias	0.465147335	Ovary_mean	0.1406	0.2184	1.5527
TRINITY_DN129722_c0_g2_i5	c1s	Chr07	881836	881836	0.254115408	unbias	0.597608241	G43_M_mean	0.1488	0.2891	1.9429
TRINITY_DN129723_c0_g1_i2	NA	NA	NA	NA	0.084191855	unbias	0.159000179	Brain_mmean	0.0385	0.0435	1.1289
TRINITY_DN129727_c0_g1_i1	NA	NA	NA	NA	-0.330899473	unbias	0.524529953	Ovary_mean	0.1303	0.2139	1.6418
TRINITY_DN129727_c1_g1_i1	NA	NA	NA	NA	0.02725808	unbias	0.229752433	G23_mmean	0.0554	0.1095	1.978
TRINITY_DN129729_c0_g2_i2	NA	NA	NA	NA	0.221096272	unbias	0.572363444	G27_mmean	0.0942	0.0888	0.9432
TRINITY_DN129729_c0_g3_i1	NA	NA	NA	NA	-0.37826906	unbias	0.385580573	Ovary_mean	0.0306	0.0425	1.3902
TRINITY_DN129735_c4_g1_i1	NA	NA	NA	NA	0.09724507	unbias	0.711940588	Brain_mmean	0.1114	0.1421	1.2751
TRINITY_DN129736_c3_g1_i1	NA	NA	NA	NA	-0.040156592	unbias	0.547882201	Brain_mmean	0.0499	0.0693	1.3906
TRINITY_DN129737_c1_g1_i1	NA	NA	NA	NA	-0.096365896	unbias	0.108003529	Ovary_mean	0.0707	0.0793	1.1212
TRINITY_DN129738_c1_g6_i4	NA	NA	NA	NA	-0.029062411	unbias	0.522334308	Ovary_mean	0.1576	0.2936	1.8628
TRINITY_DN129740_c0_g3_i1	NA	NA	NA	NA	-0.254120038	unbias	0.247087476	G23_fmean	0.146	0.1789	1.2252
TRINITY_DN129744_c0_g2_i2	NA	NA	NA	NA	0.224608498	unbias	0.345826701	G31_mmean	0.0725	0.137	1.8889
TRINITY_DN129747_c1_g3_i1	LOC101734175	Chr01	82296754	82296754	0.318085114	unbias	0.685235695	Testis_mean	0.0719	0.1343	1.867
TRINITY_DN129754_c0_g2_i2	cpsf6	Chr03	49490346	49490346	0.085739067	unbias	0.446806752	Ovary_mean	0.1176	0.1973	1.6776
TRINITY_DN129754_c1_g1_i1	NA	NA	NA	NA	0.287956531	unbias	0.275749164	Ovary_mean	0.0481	0.0901	1.8726
TRINITY_DN129755_c4_g2_i2	NA	NA	NA	NA	0.048590222	unbias	0.713160814	Brain_mmean	0.1441	0.2333	1.619
TRINITY_DN129760_c3_g2_i1	NA	NA	NA	NA	0.516776978	unbias	0.444207892	Ovary_mean	0.0219	0.0399	1.8246
TRINITY_DN129764_c2_g2_i3	pim1	Chr04	126438343	126438343	0.131904341	unbias	0.287019816	Brain_mmean	0.0456	0.0485	1.0637
TRINITY_DN129765_c1_g3_i2	NA	NA	NA	NA	-0.097148786	unbias	0.734621233	Brain_fmean	0.0192	0.0234	1.218
TRINITY_DN129765_c1_g6_i4	NA	NA	NA	NA	0.205538228	unbias	0.442573127	Ovary_mean	0.0595	0.0886	1.4901
TRINITY_DN129766_c2_g9_i1	NA	NA	NA	NA	0.066394093	unbias	0.63478301	Brain_mmean	0.1464	0.2112	1.443
TRINITY_DN129767_c1_g1_i1	NA	NA	NA	NA	-0.101204601	unbias	0.619645492	Ovary_mean	0.0662	0.0939	1.4188
TRINITY_DN129774_c0_g2_i2	NA	NA	NA	NA	-0.048887632	unbias	0.299285049	Testis_mean	0.0714	0.094	1.3165
TRINITY_DN129780_c0_g1_i2	NA	NA	NA	NA	0.212757269	unbias	0.390401826	Brain_mmean	0.0566	0.0613	1.0829
TRINITY_DN129781_c0_g1_i1	NA	NA	NA	NA	-0.01867911	unbias	0.521082015	Ovary_mean	0.0682	0.1175	1.7235
TRINITY_DN129784_c1_g3_i1	NA	NA	NA	NA	0.103240622	unbias	0.260415648	Brain_mmean	0.0367	0.0519	1.4144
TRINITY_DN129784_c1_g7_i1	NA	NA	NA	NA	3.046084984	male 	0.461293097	G46_M_mean	0.1274	0.1851	1.4525
TRINITY_DN129785_c2_g1_i5	NA	NA	NA	NA	0.05269455	unbias	0.601578599	Brain_mmean	0.0185	0.0301	1.6294
TRINITY_DN129787_c3_g1_i1	NA	NA	NA	NA	-0.093829154	unbias	0.402412861	Ovary_mean	0.0601	0.0742	1.2345
TRINITY_DN129787_c7_g1_i1	NA	NA	NA	NA	0.077142163	unbias	0.369318854	Ovary_mean	0.1308	0.1676	1.2815
TRINITY_DN129790_c0_g1_i6	ripk1	Chr06	51057521	51057521	-0.060283995	unbias	0.317476808	Ovary_mean	0.0594	0.1034	1.7417
TRINITY_DN129794_c2_g3_i1	NA	NA	NA	NA	0.008289493	unbias	0.229715129	Brain_mmean	0.0504	0.058	1.1513
TRINITY_DN129798_c2_g1_i1	NA	NA	NA	NA	0.287895456	unbias	0.185953513	Ovary_mean	0.0593	0.0862	1.4548
TRINITY_DN129804_c0_g1_i8	NA	NA	NA	NA	0.117684968	unbias	0.186776051	Brain_mmean	0.0481	0.0824	1.7118
TRINITY_DN129806_c7_g1_i1	NA	NA	NA	NA	-0.127329792	unbias	0.511654313	Brain_fmean	0.1076	0.0589	0.5469
TRINITY_DN129807_c6_g5_i1	NA	NA	NA	NA	-0.064979444	unbias	0.401758373	Brain_fmean	0.0413	0.0461	1.116
TRINITY_DN129813_c1_g8_i1	gnai1	Chr03	69432275	69432275	0.513050092	unbias	0.197930496	G23_mmean	0.0607	0.0988	1.6292
TRINITY_DN129816_c1_g2_i7	NA	NA	NA	NA	0.036274799	unbias	0.384655473	Ovary_mean	0.0594	0.0813	1.3682
TRINITY_DN129822_c0_g1_i2	NA	NA	NA	NA	-0.156449161	unbias	0.433159965	G27_mmean	0.1341	0.1568	1.1688
TRINITY_DN129823_c2_g1_i1	NA	NA	NA	NA	0.159961986	unbias	0.404806454	G23_fmean	0.0493	0.0443	0.8978
TRINITY_DN129823_c3_g4_i2	NA	NA	NA	NA	-0.191000554	unbias	0.398528822	Ovary_mean	0.1603	0.2702	1.6852
TRINITY_DN129824_c0_g5_i1	NA	NA	NA	NA	-0.056488418	unbias	0.250410249	Brain_fmean	0.0895	0.1181	1.3192
TRINITY_DN129825_c0_g1_i1	NA	NA	NA	NA	-0.130235175	unbias	0.494925219	Brain_fmean	0.1742	0.301	1.7281
TRINITY_DN129825_c1_g2_i1	NA	NA	NA	NA	-0.416840101	unbias	0.403706996	Brain_fmean	0.2375	0.3795	1.5982
TRINITY_DN129826_c3_g1_i3	ccne2	Chr06	115616510	115616510	-0.25881652	unbias	0.421769968	Ovary_mean	0.1122	0.0911	0.8126
TRINITY_DN129827_c2_g1_i1	NA	NA	NA	NA	-0.135607135	unbias	0.301867102	Ovary_mean	0.1406	0.1916	1.3635
TRINITY_DN129827_c5_g2_i1	bub3	Chr07	11772245	11772245	-0.728046138	unbias	0.331955205	G46_M_mean	0.0551	0.0818	1.4852
TRINITY_DN129836_c0_g2_i1	sds	Chr01	133764075	133764075	-0.105353425	unbias	0.644277968	G46_M_mean	0.0481	0.0718	1.4928
TRINITY_DN129836_c0_g3_i3	mmp16	Chr06	110830741	110830741	-0.050175263	unbias	0.332235247	Ovary_mean	0.0737	0.1286	1.7456
TRINITY_DN129844_c3_g1_i2	NA	NA	NA	NA	-0.085934622	unbias	0.194852049	G43_M_mean	0.0545	0.0761	1.3957
TRINITY_DN129845_c1_g2_i1	NA	NA	NA	NA	-0.102364861	unbias	0.313140503	Ovary_mean	0.0611	0.0819	1.3413
TRINITY_DN129845_c2_g19_i2	NA	NA	NA	NA	0.034799281	unbias	0.515726311	Ovary_mean	0.0556	0.0767	1.3784
TRINITY_DN129847_c0_g1_i5	NA	NA	NA	NA	-0.192613078	unbias	0.354890552	Testis_mean	0.0829	0.1536	1.8529
TRINITY_DN129849_c0_g1_i3	NA	NA	NA	NA	0.115274081	unbias	0.384650049	Ovary_mean	0.118	0.1469	1.2443
TRINITY_DN129852_c1_g1_i2	NA	NA	NA	NA	-0.021574415	unbias	0.254400944	Ovary_mean	0.0643	0.0962	1.495
TRINITY_DN129856_c1_g1_i6	tm9sf4	scaffold_284	901	901	-0.100555182	unbias	0.420005036	Testis_mean	0.0441	0.0296	0.6726
TRINITY_DN129857_c4_g1_i1	NA	NA	NA	NA	0.109078578	unbias	0.346912677	G27_mmean	0.0536	0.0934	1.7446
TRINITY_DN129857_c4_g5_i4	NA	NA	NA	NA	0.085170642	unbias	0.51228431	Brain_mmean	0.0495	0.0359	0.7244
TRINITY_DN129858_c0_g3_i1	NA	NA	NA	NA	-0.031374583	unbias	0.065991571	Testis_mean	0.0109	0.0135	1.2407
TRINITY_DN129859_c0_g13_i1	bcl2	Chr06	52586637	52586637	0.543495086	unbias	0.292566633	G43_M_mean	0.0445	0.0487	1.0941
TRINITY_DN129860_c0_g3_i1	NA	NA	NA	NA	0.550797218	unbias	0.522664619	Ovary_mean	0.0369	0.0728	1.9754
TRINITY_DN129864_c0_g1_i2	NA	NA	NA	NA	0.161205373	unbias	0.738373814	Brain_mmean	0.0091	0.0086	0.9476
TRINITY_DN129868_c1_g3_i1	NA	NA	NA	NA	-0.167796154	unbias	0.551155275	Ovary_mean	0.0434	0.0527	1.2134
TRINITY_DN129880_c2_g1_i1	NA	NA	NA	NA	0.29227263	unbias	0.747807414	Ovary_mean	0.1399	0.2557	1.8283
TRINITY_DN129884_c3_g1_i1	sav1	Chr08	72161391	72161391	0.097013491	unbias	0.802588305	Ovary_mean	0.0436	0.0412	0.9444
TRINITY_DN129884_c4_g1_i1	NA	NA	NA	NA	0.074908543	unbias	0.532023788	Brain_mmean	0.0383	0.0405	1.059
TRINITY_DN129888_c13_g3_i1	NA	NA	NA	NA	0.11931109	unbias	0.354550934	Brain_mmean	0.1816	0.3596	1.9806
TRINITY_DN129894_c0_g2_i1	cep135	Chr01	31450070	31450070	-0.040503027	unbias	0.705085127	Brain_mmean	0.0719	0.089	1.2384
TRINITY_DN129896_c0_g2_i2	NA	NA	NA	NA	-0.066673284	unbias	0.601837297	G46_F_mean	0.0797	0.1279	1.6034
TRINITY_DN129897_c11_g2_i2	gpr156	scaffold_367	77310	77310	-0.088822832	unbias	0.57435459	G23_mmean	0.0802	0.1108	1.3821
TRINITY_DN129898_c0_g1_i1	NA	NA	NA	NA	0.55285654	unbias	0.407371361	G43_F_mean	0.072	0.0806	1.1202
TRINITY_DN129901_c2_g1_i2	NA	NA	NA	NA	0.114226756	unbias	0.544374371	Brain_mmean	0.06	0.0564	0.9402
TRINITY_DN129904_c0_g4_i1	zeb1	Chr06	14907537	14907537	-0.264011501	unbias	0.414210904	Brain_fmean	0.0863	0.1619	1.8766
TRINITY_DN129905_c0_g1_i2	NA	NA	NA	NA	-0.161096581	unbias	0.289241425	Ovary_mean	0.0363	0.0472	1.299
TRINITY_DN129907_c0_g1_i3	NA	NA	NA	NA	0.30925321	unbias	0.41197429	Ovary_mean	0.2076	0.3701	1.7823
TRINITY_DN129908_c0_g1_i1	NA	NA	NA	NA	0.205405633	unbias	0.277353081	Brain_mmean	0.0585	0.0754	1.2894
TRINITY_DN129910_c0_g1_i2	NA	NA	NA	NA	-0.121213747	unbias	0.419005837	Brain_fmean	0.1585	0.216	1.3629
TRINITY_DN129912_c3_g1_i1	dars2-like	Chr04	87626035	87626035	-0.102118011	unbias	0.91223189	Brain_fmean	0.0271	0.0311	1.1483
TRINITY_DN129914_c0_g1_i1	atf5	Chr07	95470407	95470407	0.090470973	unbias	0.434635619	Brain_mmean	0.0489	0.0529	1.0825
TRINITY_DN129919_c0_g2_i13	NA	NA	NA	NA	0.240200086	unbias	0.143018344	Ovary_mean	0.1956	0.2785	1.4241
TRINITY_DN129920_c0_g2_i4	NA	NA	NA	NA	0.645548316	unbias	0.602370896	Brain_mmean	0.0931	0.1208	1.2972
TRINITY_DN129922_c2_g5_i2	NA	NA	NA	NA	0.020297974	unbias	0.24256972	Ovary_mean	0.0315	0.0566	1.7949
TRINITY_DN129923_c0_g2_i3	NA	NA	NA	NA	-0.111679545	unbias	0.645918438	Ovary_mean	0.1994	0.3585	1.7977
TRINITY_DN129928_c3_g2_i2	cebpe	Chr01	127330623	127330623	-0.38379095	unbias	0.736014207	Ovary_mean	0.0475	0.0714	1.5032
TRINITY_DN129929_c2_g1_i2	NA	NA	NA	NA	-0.002406947	unbias	0.211838913	Brain_fmean	0.1307	0.1338	1.0235
TRINITY_DN129929_c2_g2_i1	srsf1	Chr02	50295128	50295128	0.225525386	unbias	0.604288386	Ovary_mean	0.0897	0.1316	1.4673
TRINITY_DN129930_c1_g3_i2	irx2	Chr06	36743655	36743655	-0.231488599	unbias	0.240945002	Ovary_mean	0.2788	0.3056	1.0961
TRINITY_DN129931_c1_g1_i1	NA	NA	NA	NA	0.06470048	unbias	0.229053625	Liver_mmean	0.0648	0.0997	1.5392
TRINITY_DN129936_c0_g2_i3	NA	NA	NA	NA	0.20087518	unbias	0.863019712	Brain_mmean	0.0239	0.031	1.2973
TRINITY_DN129939_c4_g1_i15	NA	NA	NA	NA	0.111688842	unbias	0.636811677	Ovary_mean	0.1198	0.2042	1.7049
TRINITY_DN129942_c2_g2_i2	NA	NA	NA	NA	-0.232361651	unbias	0.761108691	Ovary_mean	0.119	0.1839	1.546
TRINITY_DN129948_c3_g4_i3	NA	NA	NA	NA	0.151055111	unbias	0.274163738	Brain_mmean	0.0593	0.0751	1.2648
TRINITY_DN129951_c2_g1_i2	NA	NA	NA	NA	-0.038995125	unbias	0.461176929	Ovary_mean	0.022	0.0217	0.9844
TRINITY_DN129951_c2_g3_i2	LOC101735145	Chr07	27412151	27412151	0.013316957	unbias	0.348983978	Brain_mmean	0.0122	0.0125	1.0237
TRINITY_DN129961_c0_g2_i1	tlx3	Chr03	22640473	22640473	-0.179145783	unbias	0.205044099	Brain_fmean	0.1081	0.1539	1.4231
TRINITY_DN129971_c0_g2_i1	bccip	Chr07	16754974	16754974	0.294861425	unbias	0.445626582	Testis_mean	0.1025	0.1979	1.9312
TRINITY_DN129986_c2_g2_i1	NA	NA	NA	NA	0.006912624	unbias	0.529454026	Ovary_mean	0.0487	0.0866	1.7778
TRINITY_DN129987_c0_g1_i1	NA	NA	NA	NA	-0.024747836	unbias	0.309268452	Testis_mean	0.14	0.2437	1.7406
TRINITY_DN129989_c0_g1_i1	NA	NA	NA	NA	0.002064915	unbias	0.074659677	Testis_mean	0.0492	0.0408	0.8307
TRINITY_DN129991_c0_g1_i1	NA	NA	NA	NA	-0.030780645	unbias	0.490876984	Brain_fmean	0.0473	0.0727	1.5383
TRINITY_DN129992_c0_g1_i1	NA	NA	NA	NA	-0.010056686	unbias	0.604841997	Brain_fmean	0.0663	0.0758	1.1442
TRINITY_DN130000_c0_g1_i1	NA	NA	NA	NA	-0.238949113	unbias	0.408615846	Brain_fmean	0.0918	0.1637	1.7824
TRINITY_DN130004_c0_g1_i1	NA	NA	NA	NA	0.152511354	unbias	0.280624525	Liver_fmean	0.0319	0.0408	1.2779
TRINITY_DN130007_c1_g1_i1	NA	NA	NA	NA	0.291215969	unbias	0.460596121	G23_mmean	0.114	0.1749	1.5346
TRINITY_DN130016_c2_g2_i6	NA	NA	NA	NA	-0.189095916	unbias	0.511811719	Ovary_mean	0.2234	0.3923	1.756
TRINITY_DN130021_c0_g3_i2	NA	NA	NA	NA	-0.01626601	unbias	0.476833518	Brain_mmean	0.0812	0.1457	1.7942
TRINITY_DN130022_c0_g1_i4	NA	NA	NA	NA	0.117443587	unbias	0.667267588	Brain_mmean	0.0492	0.0562	1.1414
TRINITY_DN130024_c2_g3_i1	NA	NA	NA	NA	0.147827851	unbias	0.433788568	Ovary_mean	0.0307	0.031	1.01
TRINITY_DN130033_c1_g1_i2	NA	NA	NA	NA	0.53757704	unbias	0.449082823	G43_M_mean	0.0709	0.099	1.3959
TRINITY_DN130034_c2_g7_i4	NA	NA	NA	NA	-0.018871975	unbias	0.359937212	Liver_mmean	0.1001	0.1183	1.1813
TRINITY_DN130035_c0_g1_i1	NA	NA	NA	NA	0.00261951	unbias	0.497121654	Testis_mean	0.0646	0.1111	1.7202
