gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue	tau	tissue
TRINITY_DN130492_c2_g3_i1	NA	NA	NA	NA	-0.104920976	0.104920976	unbias	0.347565128	Ovary_mean	0.347565128	Ovary_mean
TRINITY_DN130492_c2_g4_i4	NA	NA	NA	NA	0.036475977	0.036475977	unbias	0.602713939	Ovary_mean	0.602713939	Ovary_mean
TRINITY_DN130492_c2_g5_i1	klhl32	Chr05	85293054	85293054	-0.669080868	0.669080868	unbias	0.315839901	Ovary_mean	0.315839901	Ovary_mean
TRINITY_DN130492_c3_g1_i2	NA	NA	NA	NA	0.416732092	0.416732092	unbias	0.244470316	Brain_fmean	0.244470316	Brain_fmean
TRINITY_DN130494_c4_g5_i9	tmem209	Chr03	77180208	77180208	-0.082100138	0.082100138	unbias	0.278556855	Brain_fmean	0.278556855	Brain_fmean
TRINITY_DN130496_c0_g1_i4	lpin2	Chr06	92017846	92017846	0.374571235	0.374571235	unbias	0.214693831	Testis_mean	0.214693831	Testis_mean
TRINITY_DN130497_c3_g1_i1	ist1	Chr04	63418732	63418732	0.080010915	0.080010915	unbias	0.241916246	Testis_mean	0.241916246	Testis_mean
TRINITY_DN130497_c4_g1_i2	NA	NA	NA	NA	-0.658874448	0.658874448	unbias	0.410358479	Brain_fmean	0.410358479	Brain_fmean
TRINITY_DN130498_c1_g3_i1	NA	NA	NA	NA	-0.06311132	0.06311132	unbias	0.513734178	Ovary_mean	0.513734178	Ovary_mean
TRINITY_DN130503_c0_g4_i1	NA	NA	NA	NA	0.023442058	0.023442058	unbias	0.462498111	G46_F_mean	0.462498111	G46_F_mean
TRINITY_DN130505_c1_g1_i3	cttnbp2-like	Chr03	59060021	59060021	0.293847112	0.293847112	unbias	0.518456894	Ovary_mean	0.518456894	Ovary_mean
TRINITY_DN130506_c0_g1_i2	klhl22	Chr01	144357725	144357725	-0.008315481	0.008315481	unbias	0.514303094	Brain_fmean	0.514303094	Brain_fmean
TRINITY_DN130506_c0_g2_i1	NA	NA	NA	NA	-0.927633616	0.927633616	unbias	0.400674673	Brain_fmean	0.400674673	Brain_fmean
TRINITY_DN130506_c1_g6_i2	ap2a2	Chr04	34529489	34529489	-0.357963863	0.357963863	unbias	0.254539454	G23_fmean	0.254539454	G23_fmean
TRINITY_DN130507_c0_g1_i1	NA	NA	NA	NA	-0.523141265	0.523141265	unbias	0.500055248	G43_M_mean	0.500055248	G43_M_mean
TRINITY_DN130509_c2_g1_i5	NA	NA	NA	NA	0.069319342	0.069319342	unbias	0.181895422	Ovary_mean	0.181895422	Ovary_mean
TRINITY_DN130510_c0_g1_i1	NA	NA	NA	NA	-0.192667947	0.192667947	unbias	0.361304365	Brain_mmean	0.361304365	Brain_mmean
TRINITY_DN130511_c0_g2_i2	thumpd1	Chr09	28489263	28489263	-0.12001943	0.12001943	unbias	0.615880769	Ovary_mean	0.615880769	Ovary_mean
TRINITY_DN130512_c1_g1_i1	NA	NA	NA	NA	-0.751871045	0.751871045	unbias	0.200280747	G23_fmean	0.200280747	G23_fmean
TRINITY_DN130512_c3_g3_i1	mcm6	Chr06	67893106	67893106	0.780862589	0.780862589	unbias	0.297068411	Brain_fmean	0.297068411	Brain_fmean
TRINITY_DN130513_c3_g3_i2	NA	NA	NA	NA	0.025463116	0.025463116	unbias	0.556449311	G43_M_mean	0.556449311	G43_M_mean
TRINITY_DN130513_c3_g7_i1	suz12	scaffold_463	53201	53201	-0.445765983	0.445765983	unbias	0.518575744	G43_M_mean	0.518575744	G43_M_mean
TRINITY_DN130514_c4_g4_i1	NA	NA	NA	NA	-0.246512215	0.246512215	unbias	0.384178524	Ovary_mean	0.384178524	Ovary_mean
TRINITY_DN130514_c4_g5_i1	tor2a	Chr02	82285634	82285634	-0.108426359	0.108426359	unbias	0.403790633	Brain_mmean	0.403790633	Brain_mmean
TRINITY_DN130515_c0_g2_i3	NA	NA	NA	NA	-0.391119312	0.391119312	unbias	0.74121494	Brain_mmean	0.74121494	Brain_mmean
TRINITY_DN130517_c0_g3_i18	NA	NA	NA	NA	-0.196305626	0.196305626	unbias	0.286522136	G46_F_mean	0.286522136	G46_F_mean
TRINITY_DN130517_c0_g6_i2	NA	NA	NA	NA	0.469796256	0.469796256	unbias	0.50391637	Brain_mmean	0.50391637	Brain_mmean
TRINITY_DN130518_c0_g1_i1	NA	NA	NA	NA	-0.436857593	0.436857593	unbias	0.654932212	G46_M_mean	0.654932212	G46_M_mean
TRINITY_DN130519_c0_g1_i1	LOC100485082	Chr06	133846472	133846472	1.311494057	1.311494057	unbias	0.533593605	Ovary_mean	0.533593605	Ovary_mean
TRINITY_DN130519_c0_g2_i3	mmp23b	Chr07	70923653	70923653	0.303585446	0.303585446	unbias	0.353923828	Ovary_mean	0.353923828	Ovary_mean
TRINITY_DN130519_c2_g3_i2	NA	NA	NA	NA	-0.586899254	0.586899254	unbias	0.426592848	Testis_mean	0.426592848	Testis_mean
TRINITY_DN130520_c0_g2_i2	NA	NA	NA	NA	0.524144064	0.524144064	unbias	0.365323716	Ovary_mean	0.365323716	Ovary_mean
TRINITY_DN130521_c3_g2_i1	NA	NA	NA	NA	-0.78122566	0.78122566	unbias	0.244010193	Liver_fmean	0.244010193	Liver_fmean
TRINITY_DN130521_c5_g1_i1	cxorf58	Chr02	38822569	38822569	0.145978543	0.145978543	unbias	0.419652931	Ovary_mean	0.419652931	Ovary_mean
TRINITY_DN130522_c1_g2_i1	NA	NA	NA	NA	-0.108946916	0.108946916	unbias	0.434548159	Ovary_mean	0.434548159	Ovary_mean
TRINITY_DN130522_c1_g5_i1	dennd6b	Chr03	79570948	79570948	-0.972662513	0.972662513	unbias	0.638614106	Brain_fmean	0.638614106	Brain_fmean
TRINITY_DN130524_c2_g1_i2	NA	NA	NA	NA	-0.16176874	0.16176874	unbias	0.203114591	G23_mmean	0.203114591	G23_mmean
TRINITY_DN130524_c3_g1_i2	NA	NA	NA	NA	0.705885272	0.705885272	unbias	0.568830176	Ovary_mean	0.568830176	Ovary_mean
TRINITY_DN130525_c4_g3_i17	NA	NA	NA	NA	-0.171293683	0.171293683	unbias	0.433945688	Ovary_mean	0.433945688	Ovary_mean
TRINITY_DN130525_c5_g1_i1	NA	NA	NA	NA	-0.496236586	0.496236586	unbias	0.382646722	G43_F_mean	0.382646722	G43_F_mean
TRINITY_DN130526_c13_g1_i2	NA	NA	NA	NA	0.075801019	0.075801019	unbias	0.15437607	Testis_mean	0.15437607	Testis_mean
TRINITY_DN130526_c16_g4_i1	lmx1a	Chr04	98391526	98391526	0.587587967	0.587587967	unbias	0.320454637	Liver_mmean	0.320454637	Liver_mmean
TRINITY_DN130526_c16_g8_i1	NA	NA	NA	NA	0.739370076	0.739370076	unbias	0.346666442	Ovary_mean	0.346666442	Ovary_mean
TRINITY_DN130527_c2_g1_i1	NA	NA	NA	NA	-0.03492986	0.03492986	unbias	0.373540699	Ovary_mean	0.373540699	Ovary_mean
TRINITY_DN130527_c3_g1_i1	rnd1	Chr02	132763503	132763503	-0.396886861	0.396886861	unbias	0.40411832	G43_M_mean	0.40411832	G43_M_mean
TRINITY_DN130527_c4_g3_i4	NA	NA	NA	NA	-0.539950925	0.539950925	unbias	0.317453182	Brain_fmean	0.317453182	Brain_fmean
TRINITY_DN130529_c2_g1_i2	NA	NA	NA	NA	0.232489078	0.232489078	unbias	0.300887397	Liver_fmean	0.300887397	Liver_fmean
TRINITY_DN130529_c3_g1_i4	NA	NA	NA	NA	-0.025866174	0.025866174	unbias	0.332346246	Brain_mmean	0.332346246	Brain_mmean
TRINITY_DN130529_c4_g2_i2	cacng7	Chr07	108251132	108251132	-0.347115238	0.347115238	unbias	0.190502324	Testis_mean	0.190502324	Testis_mean
TRINITY_DN130530_c0_g1_i2	NA	NA	NA	NA	-0.072633714	0.072633714	unbias	0.350450964	Brain_mmean	0.350450964	Brain_mmean
TRINITY_DN130531_c0_g1_i1	NA	NA	NA	NA	-0.233751508	0.233751508	unbias	0.176106273	G23_mmean	0.176106273	G23_mmean
TRINITY_DN130531_c1_g1_i5	NA	NA	NA	NA	-0.012662849	0.012662849	unbias	0.20781399	Ovary_mean	0.20781399	Ovary_mean
TRINITY_DN130532_c1_g3_i3	NA	NA	NA	NA	0.447265166	0.447265166	unbias	0.448006654	Brain_fmean	0.448006654	Brain_fmean
TRINITY_DN130534_c0_g2_i2	NA	NA	NA	NA	-0.104659074	0.104659074	unbias	0.267725171	Liver_fmean	0.267725171	Liver_fmean
TRINITY_DN130535_c0_g1_i2	NA	NA	NA	NA	-0.013314465	0.013314465	unbias	0.514472092	Brain_mmean	0.514472092	Brain_mmean
TRINITY_DN130535_c1_g1_i1	ccng2	Chr01	94888895	94888895	0.227970149	0.227970149	unbias	0.341010534	Brain_fmean	0.341010534	Brain_fmean
TRINITY_DN130535_c1_g3_i2	NA	NA	NA	NA	-0.27078864	0.27078864	unbias	0.401968398	Brain_mmean	0.401968398	Brain_mmean
TRINITY_DN130536_c4_g1_i1	NA	NA	NA	NA	0.472660307	0.472660307	unbias	0.379114183	Ovary_mean	0.379114183	Ovary_mean
TRINITY_DN130536_c4_g3_i2	NA	NA	NA	NA	0.104371728	0.104371728	unbias	0.302662211	Ovary_mean	0.302662211	Ovary_mean
TRINITY_DN130537_c2_g1_i1	NA	NA	NA	NA	0.436187728	0.436187728	unbias	0.433256119	Brain_mmean	0.433256119	Brain_mmean
TRINITY_DN130537_c3_g1_i1	LOC100496116	Chr05	141719829	141719829	-0.314365567	0.314365567	unbias	0.395844252	Ovary_mean	0.395844252	Ovary_mean
TRINITY_DN130538_c0_g2_i1	NA	NA	NA	NA	-0.345009245	0.345009245	unbias	0.276825656	Brain_fmean	0.276825656	Brain_fmean
TRINITY_DN130540_c0_g2_i5	NA	NA	NA	NA	0.255771606	0.255771606	unbias	0.39722076	Ovary_mean	0.39722076	Ovary_mean
TRINITY_DN130541_c4_g1_i1	NA	NA	NA	NA	0.42555717	0.42555717	unbias	0.354738399	Brain_fmean	0.354738399	Brain_fmean
TRINITY_DN130542_c0_g3_i1	NA	NA	NA	NA	-0.618918336	0.618918336	unbias	0.674919313	Ovary_mean	0.674919313	Ovary_mean
TRINITY_DN130544_c2_g8_i1	NA	NA	NA	NA	-0.356247807	0.356247807	unbias	0.457585926	Brain_fmean	0.457585926	Brain_fmean
TRINITY_DN130545_c1_g7_i1	NA	NA	NA	NA	-0.346539537	0.346539537	unbias	0.447719752	Ovary_mean	0.447719752	Ovary_mean
TRINITY_DN130545_c1_g8_i1	NA	NA	NA	NA	-0.680647698	0.680647698	unbias	0.353951923	Ovary_mean	0.353951923	Ovary_mean
TRINITY_DN130546_c0_g2_i1	NA	NA	NA	NA	-0.025369589	0.025369589	unbias	0.363428055	Brain_mmean	0.363428055	Brain_mmean
TRINITY_DN130546_c1_g1_i3	LOC100485121	Chr10	7856180	7856180	-0.430145218	0.430145218	unbias	0.525726795	G46_M_mean	0.525726795	G46_M_mean
TRINITY_DN130548_c0_g1_i10	NA	NA	NA	NA	-0.358431412	0.358431412	unbias	0.189732772	Brain_mmean	0.189732772	Brain_mmean
TRINITY_DN130552_c0_g2_i1	NA	NA	NA	NA	-0.430269331	0.430269331	unbias	0.513015132	Ovary_mean	0.513015132	Ovary_mean
TRINITY_DN130553_c2_g5_i1	NA	NA	NA	NA	0.207683664	0.207683664	unbias	0.664203855	Ovary_mean	0.664203855	Ovary_mean
TRINITY_DN130554_c2_g1_i3	NA	NA	NA	NA	0.413851651	0.413851651	unbias	0.538655133	Ovary_mean	0.538655133	Ovary_mean
TRINITY_DN130555_c0_g1_i2	NA	NA	NA	NA	0.469306506	0.469306506	unbias	0.585848818	Testis_mean	0.585848818	Testis_mean
TRINITY_DN130555_c0_g3_i2	NA	NA	NA	NA	1.067130536	1.067130536	unbias	0.131581569	G23_mmean	0.131581569	G23_mmean
TRINITY_DN130556_c1_g1_i1	pdlim1	Chr07	31050715	31050715	-0.337652205	0.337652205	unbias	0.508650733	Ovary_mean	0.508650733	Ovary_mean
TRINITY_DN130559_c0_g1_i3	NA	NA	NA	NA	-0.293459161	0.293459161	unbias	0.556021756	Ovary_mean	0.556021756	Ovary_mean
TRINITY_DN130560_c3_g2_i1	fbxo27	Chr08	59670223	59670223	-0.313713356	0.313713356	unbias	0.3498311	Testis_mean	0.3498311	Testis_mean
TRINITY_DN130560_c4_g7_i1	NA	NA	NA	NA	-0.065314823	0.065314823	unbias	0.541145414	Ovary_mean	0.541145414	Ovary_mean
TRINITY_DN130561_c0_g2_i1	NA	NA	NA	NA	-0.59017787	0.59017787	unbias	0.489228405	Ovary_mean	0.489228405	Ovary_mean
TRINITY_DN130562_c0_g1_i2	Xetrov90003730m	Chr01	188782517	188782517	-0.480657969	0.480657969	unbias	0.397646773	Ovary_mean	0.397646773	Ovary_mean
TRINITY_DN130566_c10_g1_i2	NA	NA	NA	NA	0.768929551	0.768929551	unbias	0.381589416	G23_fmean	0.381589416	G23_fmean
TRINITY_DN130566_c5_g1_i1	NA	NA	NA	NA	-0.444735043	0.444735043	unbias	0.262015541	G43_M_mean	0.262015541	G43_M_mean
TRINITY_DN130566_c7_g1_i2	herc3-like	Chr01	69460213	69460213	0.02120706	0.02120706	unbias	0.638533234	Brain_fmean	0.638533234	Brain_fmean
TRINITY_DN130567_c3_g1_i1	NA	NA	NA	NA	-0.906423053	0.906423053	unbias	0.531809006	Liver_fmean	0.531809006	Liver_fmean
TRINITY_DN130567_c5_g1_i7	NA	NA	NA	NA	-0.044179788	0.044179788	unbias	0.368063108	Ovary_mean	0.368063108	Ovary_mean
TRINITY_DN130567_c6_g3_i1	NA	NA	NA	NA	-0.174727563	0.174727563	unbias	0.273520433	Ovary_mean	0.273520433	Ovary_mean
TRINITY_DN130569_c0_g2_i1	NA	NA	NA	NA	-0.377668024	0.377668024	unbias	0.579633778	Brain_mmean	0.579633778	Brain_mmean
TRINITY_DN130570_c8_g1_i2	c15orf59	Chr03	82951067	82951067	0.920713818	0.920713818	unbias	0.395566561	Ovary_mean	0.395566561	Ovary_mean
TRINITY_DN130572_c1_g2_i2	NA	NA	NA	NA	0.95163109	0.95163109	unbias	0.101574615	Liver_mmean	0.101574615	Liver_mmean
TRINITY_DN130574_c0_g5_i2	NA	NA	NA	NA	-0.179197957	0.179197957	unbias	0.549303293	Testis_mean	0.549303293	Testis_mean
TRINITY_DN130575_c0_g2_i1	nadk	Chr07	71075111	71075111	-0.510239719	0.510239719	unbias	0.365605247	G23_fmean	0.365605247	G23_fmean
TRINITY_DN130576_c1_g4_i1	dapl1	Chr09	68431758	68431758	0.25895797	0.25895797	unbias	0.620092415	Ovary_mean	0.620092415	Ovary_mean
TRINITY_DN130578_c0_g2_i7	NA	NA	NA	NA	1.420757691	1.420757691	unbias	0.677797874	G46_M_mean	0.677797874	G46_M_mean
TRINITY_DN130580_c2_g9_i1	NA	NA	NA	NA	-0.690047736	0.690047736	unbias	0.693578452	Liver_fmean	0.693578452	Liver_fmean
TRINITY_DN130581_c0_g1_i2	NA	NA	NA	NA	-0.398311149	0.398311149	unbias	0.55160995	Ovary_mean	0.55160995	Ovary_mean
TRINITY_DN130584_c1_g3_i5	NA	NA	NA	NA	0.406353821	0.406353821	unbias	0.047244427	Testis_mean	0.047244427	Testis_mean
TRINITY_DN130585_c2_g3_i6	NA	NA	NA	NA	0.078802408	0.078802408	unbias	0.524449409	Liver_fmean	0.524449409	Liver_fmean
TRINITY_DN130587_c0_g1_i1	NA	NA	NA	NA	0.558800272	0.558800272	unbias	0.3711281	Testis_mean	0.3711281	Testis_mean
TRINITY_DN130588_c2_g4_i1	NA	NA	NA	NA	0.037748661	0.037748661	unbias	0.445663734	Ovary_mean	0.445663734	Ovary_mean
TRINITY_DN130589_c3_g1_i4	NA	NA	NA	NA	0.255759839	0.255759839	unbias	0.397966415	Brain_fmean	0.397966415	Brain_fmean
TRINITY_DN130589_c4_g2_i1	NA	NA	NA	NA	-0.273177463	0.273177463	unbias	0.20934784	Brain_fmean	0.20934784	Brain_fmean
TRINITY_DN130589_c4_g4_i5	NA	NA	NA	NA	0.205105214	0.205105214	unbias	0.144903242	Brain_mmean	0.144903242	Brain_mmean
TRINITY_DN130591_c1_g1_i1	NA	NA	NA	NA	-0.350727675	0.350727675	unbias	0.307238258	Brain_fmean	0.307238258	Brain_fmean
TRINITY_DN130591_c1_g5_i2	NA	NA	NA	NA	-0.015984445	0.015984445	unbias	0.533761891	Brain_mmean	0.533761891	Brain_mmean
TRINITY_DN130592_c2_g2_i4	NA	NA	NA	NA	-0.045293547	0.045293547	unbias	0.507237499	Ovary_mean	0.507237499	Ovary_mean
TRINITY_DN130593_c0_g2_i5	NA	NA	NA	NA	-0.64491789	0.64491789	unbias	0.474882194	Brain_fmean	0.474882194	Brain_fmean
TRINITY_DN130595_c2_g1_i1	ifrd2-like	Chr04	116684516	116684516	0.879686221	0.879686221	unbias	0.301978483	G43_M_mean	0.301978483	G43_M_mean
TRINITY_DN130596_c1_g1_i1	NA	NA	NA	NA	-0.92806472	0.92806472	unbias	0.531680772	G46_M_mean	0.531680772	G46_M_mean
TRINITY_DN130596_c3_g3_i1	NA	NA	NA	NA	-0.32714944	0.32714944	unbias	0.364434554	Ovary_mean	0.364434554	Ovary_mean
TRINITY_DN130597_c4_g5_i1	NA	NA	NA	NA	0.751476258	0.751476258	unbias	0.675350953	Ovary_mean	0.675350953	Ovary_mean
TRINITY_DN130597_c4_g6_i7	NA	NA	NA	NA	0.070277704	0.070277704	unbias	0.370401507	Ovary_mean	0.370401507	Ovary_mean
TRINITY_DN130600_c2_g1_i2	NA	NA	NA	NA	-0.30076705	0.30076705	unbias	0.611649338	Ovary_mean	0.611649338	Ovary_mean
TRINITY_DN130603_c0_g2_i4	sfrpx	scaffold_1043	347	347	-0.062239086	0.062239086	unbias	0.4080815	Ovary_mean	0.4080815	Ovary_mean
TRINITY_DN130604_c5_g2_i1	LOC100486204-like	Chr08	53505692	53505692	0.309194278	0.309194278	unbias	0.391026291	Brain_mmean	0.391026291	Brain_mmean
TRINITY_DN130607_c2_g1_i1	NA	NA	NA	NA	0.455972403	0.455972403	unbias	0.418773635	Brain_mmean	0.418773635	Brain_mmean
TRINITY_DN130608_c5_g1_i1	gjb5	Chr02	85022726	85022726	-0.22057913	0.22057913	unbias	0.396776156	Brain_mmean	0.396776156	Brain_mmean
TRINITY_DN130608_c5_g6_i1	NA	NA	NA	NA	0.321676679	0.321676679	unbias	0.404591621	Brain_mmean	0.404591621	Brain_mmean
TRINITY_DN130608_c5_g7_i1	NA	NA	NA	NA	0.011965242	0.011965242	unbias	0.518295801	Brain_fmean	0.518295801	Brain_fmean
TRINITY_DN130609_c0_g1_i2	mef2bnb	Chr01	101646135	101646135	-0.139376403	0.139376403	unbias	0.563712289	Ovary_mean	0.563712289	Ovary_mean
TRINITY_DN130612_c1_g4_i2	pou3f1	Chr02	53872351	53872351	-1.188070795	1.188070795	unbias	0.293047335	G27_fmean	0.293047335	G27_fmean
TRINITY_DN130613_c0_g3_i2	NA	NA	NA	NA	-0.599885755	0.599885755	unbias	0.472287917	G43_M_mean	0.472287917	G43_M_mean
TRINITY_DN130614_c1_g1_i1	NA	NA	NA	NA	0.160969817	0.160969817	unbias	0.234948014	G23_mmean	0.234948014	G23_mmean
TRINITY_DN130614_c2_g1_i1	NA	NA	NA	NA	0.776898767	0.776898767	unbias	0.619443903	Brain_mmean	0.619443903	Brain_mmean
TRINITY_DN130614_c2_g2_i2	NA	NA	NA	NA	-0.814768311	0.814768311	unbias	0.550842309	Ovary_mean	0.550842309	Ovary_mean
TRINITY_DN130615_c4_g1_i2	yipf2	Chr03	128104370	128104370	0.636088085	0.636088085	unbias	0.194666505	G27_fmean	0.194666505	G27_fmean
TRINITY_DN130615_c6_g1_i2	foxred1	Chr07	88689692	88689692	0.857257094	0.857257094	unbias	0.336199478	Brain_mmean	0.336199478	Brain_mmean
TRINITY_DN130616_c1_g1_i3	NA	NA	NA	NA	-0.245547486	0.245547486	unbias	0.672492873	Ovary_mean	0.672492873	Ovary_mean
TRINITY_DN130619_c2_g4_i3	NA	NA	NA	NA	-0.232694104	0.232694104	unbias	0.478269316	G43_M_mean	0.478269316	G43_M_mean
TRINITY_DN130620_c0_g2_i1	dnttip1	Chr10	16892880	16892880	-1.220689119	1.220689119	unbias	0.442601415	Brain_fmean	0.442601415	Brain_fmean
TRINITY_DN130620_c0_g3_i2	LOC100489513	Chr05	55410619	55410619	-0.814145024	0.814145024	unbias	0.359535803	Brain_fmean	0.359535803	Brain_fmean
TRINITY_DN130621_c0_g1_i1	NA	NA	NA	NA	-0.214905622	0.214905622	unbias	0.421530258	Ovary_mean	0.421530258	Ovary_mean
TRINITY_DN130623_c1_g1_i1	NA	NA	NA	NA	0.933128722	0.933128722	unbias	0.44438174	Liver_mmean	0.44438174	Liver_mmean
TRINITY_DN130625_c0_g1_i2	NA	NA	NA	NA	-0.506730028	0.506730028	unbias	0.477365788	Ovary_mean	0.477365788	Ovary_mean
TRINITY_DN130625_c1_g1_i2	NA	NA	NA	NA	-0.124256841	0.124256841	unbias	0.452311732	Brain_fmean	0.452311732	Brain_fmean
TRINITY_DN130625_c2_g1_i3	NA	NA	NA	NA	-0.292774052	0.292774052	unbias	0.428696127	Ovary_mean	0.428696127	Ovary_mean
TRINITY_DN130626_c2_g1_i3	arid1a	Chr02	51910250	51910250	0.365387052	0.365387052	unbias	0.600274757	Brain_fmean	0.600274757	Brain_fmean
TRINITY_DN130626_c2_g4_i4	NA	NA	NA	NA	0.226659224	0.226659224	unbias	0.515551367	Brain_fmean	0.515551367	Brain_fmean
TRINITY_DN130627_c3_g1_i1	NA	NA	NA	NA	0.174469609	0.174469609	unbias	0.254809542	G43_M_mean	0.254809542	G43_M_mean
TRINITY_DN130627_c3_g3_i1	NA	NA	NA	NA	-1.374246697	1.374246697	unbias	0.312305688	Brain_fmean	0.312305688	Brain_fmean
TRINITY_DN130629_c1_g3_i5	NA	NA	NA	NA	0.833643193	0.833643193	unbias	0.442476281	Liver_mmean	0.442476281	Liver_mmean
TRINITY_DN130631_c0_g1_i1	NA	NA	NA	NA	-0.359905198	0.359905198	unbias	0.127793768	G46_F_mean	0.127793768	G46_F_mean
TRINITY_DN130633_c3_g2_i2	allc	Chr05	131431919	131431919	0.753566411	0.753566411	unbias	0.142272883	Brain_fmean	0.142272883	Brain_fmean
TRINITY_DN130634_c6_g1_i1	wnt10a	Chr09	77417114	77417114	-1.132529651	1.132529651	unbias	0.27859215	G31_fmean	0.27859215	G31_fmean
TRINITY_DN130634_c6_g2_i1	dhps	Chr03	129388806	129388806	-1.128226001	1.128226001	unbias	0.265216053	G46_M_mean	0.265216053	G46_M_mean
TRINITY_DN130635_c0_g1_i10	NA	NA	NA	NA	0.088254906	0.088254906	unbias	0.480752587	Ovary_mean	0.480752587	Ovary_mean
TRINITY_DN130637_c0_g1_i4	NA	NA	NA	NA	-1.013575814	1.013575814	unbias	0.453541328	Brain_fmean	0.453541328	Brain_fmean
TRINITY_DN130638_c2_g2_i5	NA	NA	NA	NA	-0.728276676	0.728276676	unbias	0.345120102	Testis_mean	0.345120102	Testis_mean
TRINITY_DN130639_c0_g2_i4	NA	NA	NA	NA	0.158499103	0.158499103	unbias	0.128825938	G43_M_mean	0.128825938	G43_M_mean
TRINITY_DN130640_c0_g2_i8	NA	NA	NA	NA	-0.796078332	0.796078332	unbias	0.480895368	Brain_mmean	0.480895368	Brain_mmean
TRINITY_DN130642_c1_g2_i1	NA	NA	NA	NA	0.216007867	0.216007867	unbias	0.311364194	G43_M_mean	0.311364194	G43_M_mean
TRINITY_DN130642_c2_g4_i1	matn3	Chr05	138991200	138991200	0.038496645	0.038496645	unbias	0.908497873	Brain_mmean	0.908497873	Brain_mmean
TRINITY_DN130642_c3_g3_i5	NA	NA	NA	NA	0.067994991	0.067994991	unbias	0.412650752	G23_fmean	0.412650752	G23_fmean
TRINITY_DN130643_c1_g6_i1	gabra6	Chr03	15262639	15262639	0.09988719	0.09988719	unbias	0.1450176	G27_mmean	0.1450176	G27_mmean
TRINITY_DN130644_c1_g1_i1	tnip2	Chr01	11849553	11849553	-0.35230915	0.35230915	unbias	0.498578326	G43_M_mean	0.498578326	G43_M_mean
TRINITY_DN130645_c7_g1_i1	NA	NA	NA	NA	-0.299810582	0.299810582	unbias	0.342346202	Brain_mmean	0.342346202	Brain_mmean
TRINITY_DN130646_c2_g1_i2	NA	NA	NA	NA	-0.632724593	0.632724593	unbias	0.200128861	Brain_mmean	0.200128861	Brain_mmean
TRINITY_DN130646_c3_g1_i2	NA	NA	NA	NA	-0.344241774	0.344241774	unbias	0.439665819	Brain_mmean	0.439665819	Brain_mmean
TRINITY_DN130646_c3_g3_i1	NA	NA	NA	NA	0.389797442	0.389797442	unbias	0.362764201	Brain_mmean	0.362764201	Brain_mmean
TRINITY_DN130647_c0_g3_i6	NA	NA	NA	NA	0.109100579	0.109100579	unbias	0.292963876	Ovary_mean	0.292963876	Ovary_mean
TRINITY_DN130648_c3_g1_i1	NA	NA	NA	NA	-0.409228795	0.409228795	unbias	0.309238694	G23_fmean	0.309238694	G23_fmean
TRINITY_DN130648_c3_g3_i1	NA	NA	NA	NA	0.1659586	0.1659586	unbias	0.55330204	Brain_mmean	0.55330204	Brain_mmean
TRINITY_DN130649_c0_g2_i4	ift43	Chr08	61322505	61322505	0.407797701	0.407797701	unbias	0.421249565	G27_mmean	0.421249565	G27_mmean
TRINITY_DN130650_c1_g1_i3	NA	NA	NA	NA	0.290136718	0.290136718	unbias	0.565378645	Ovary_mean	0.565378645	Ovary_mean
TRINITY_DN130651_c1_g2_i1	NA	NA	NA	NA	3.533389114	3.533389114	male	0.552823786	Liver_mmean	0.552823786	Liver_mmean
TRINITY_DN130653_c2_g3_i2	NA	NA	NA	NA	0.80449657	0.80449657	unbias	0.607039094	Brain_mmean	0.607039094	Brain_mmean
TRINITY_DN130654_c0_g3_i2	NA	NA	NA	NA	0.01736531	0.01736531	unbias	0.232446716	Ovary_mean	0.232446716	Ovary_mean
TRINITY_DN130656_c3_g2_i12	NA	NA	NA	NA	1.30159259	1.30159259	unbias	0.472970127	Brain_fmean	0.472970127	Brain_fmean
TRINITY_DN130659_c6_g7_i1	NA	NA	NA	NA	0.374878258	0.374878258	unbias	0.314871575	G27_mmean	0.314871575	G27_mmean
TRINITY_DN130660_c2_g2_i2	NA	NA	NA	NA	-0.207282186	0.207282186	unbias	0.468307533	Brain_fmean	0.468307533	Brain_fmean
TRINITY_DN130660_c3_g1_i1	NA	NA	NA	NA	-0.503758129	0.503758129	unbias	0.365119184	Brain_fmean	0.365119184	Brain_fmean
TRINITY_DN130661_c0_g1_i3	haao	Chr05	13379087	13379087	-0.043147708	0.043147708	unbias	0.368318349	Brain_fmean	0.368318349	Brain_fmean
TRINITY_DN130664_c0_g5_i3	NA	NA	NA	NA	-0.218583757	0.218583757	unbias	0.436537673	Liver_fmean	0.436537673	Liver_fmean
TRINITY_DN130664_c0_g9_i3	NA	NA	NA	NA	-0.176198991	0.176198991	unbias	0.162997	G27_mmean	0.162997	G27_mmean
TRINITY_DN130665_c1_g5_i3	NA	NA	NA	NA	-0.129416639	0.129416639	unbias	0.611199359	Ovary_mean	0.611199359	Ovary_mean
TRINITY_DN130665_c2_g1_i1	NA	NA	NA	NA	0.198632934	0.198632934	unbias	0.465322393	Brain_mmean	0.465322393	Brain_mmean
TRINITY_DN130667_c0_g1_i5	naf1	Chr01	42692844	42692844	-0.76377013	0.76377013	unbias	0.601025122	Ovary_mean	0.601025122	Ovary_mean
