gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue	tau	tissue	dNdS	dN	dS
TRINITY_DN125869_c9_g2_i2	LOC100490370	Chr09	42006434	42006434	-0.282672188	0.282672188	unbias	0.406036576	Ovary_mean	0.406036576	Ovary_mean	0.0664	0.0961	1.4478
TRINITY_DN125877_c0_g1_i2	LOC100497555-like	Chr08	55035290	55035290	-0.290059221	0.290059221	unbias	0.382874774	Ovary_mean	0.382874774	Ovary_mean	0.0057	0.0079	1.3954
TRINITY_DN125885_c3_g3_i1	NA	NA	NA	NA	0.093340048	0.093340048	unbias	0.356298917	Ovary_mean	0.356298917	Ovary_mean	0.0322	0.0366	1.1346
TRINITY_DN125885_c4_g3_i1	slc25a43	Chr08	38440495	38440495	0.161654047	0.161654047	unbias	0.179221886	G23_fmean	0.179221886	G23_fmean	0.0175	0.0248	1.4176
TRINITY_DN125891_c2_g4_i1	NA	NA	NA	NA	-0.352823064	0.352823064	unbias	0.256849247	Ovary_mean	0.256849247	Ovary_mean	0.0898	0.1526	1.6986
TRINITY_DN125894_c0_g1_i1	NA	NA	NA	NA	-0.885033037	0.885033037	unbias	0.777576228	Brain_fmean	0.777576228	Brain_fmean	0.0578	0.0764	1.3204
TRINITY_DN125895_c0_g1_i2	NA	NA	NA	NA	-0.615973652	0.615973652	unbias	0.518016959	Ovary_mean	0.518016959	Ovary_mean	0.183	0.2215	1.2106
TRINITY_DN125899_c5_g1_i2	NA	NA	NA	NA	-0.391580181	0.391580181	unbias	0.461745025	Ovary_mean	0.461745025	Ovary_mean	0.1353	0.1897	1.4018
TRINITY_DN125906_c7_g2_i1	dnase1l3	scaffold_87	422866	422866	0.457277008	0.457277008	unbias	0.51795505	Brain_mmean	0.51795505	Brain_mmean	0.0892	0.1357	1.5212
TRINITY_DN125916_c0_g2_i1	NA	NA	NA	NA	-0.525186291	0.525186291	unbias	0.443129132	Ovary_mean	0.443129132	Ovary_mean	0.0757	0.0983	1.298
TRINITY_DN125918_c1_g1_i4	NA	NA	NA	NA	0.263730262	0.263730262	unbias	0.429375417	Ovary_mean	0.429375417	Ovary_mean	0.0517	0.058	1.1211
TRINITY_DN125929_c0_g1_i1	NA	NA	NA	NA	0.279343136	0.279343136	unbias	0.254357452	Ovary_mean	0.254357452	Ovary_mean	0.0888	0.1474	1.6596
TRINITY_DN125935_c1_g1_i2	NA	NA	NA	NA	-0.106324206	0.106324206	unbias	0.288727842	Ovary_mean	0.288727842	Ovary_mean	0.0338	0.0573	1.6954
TRINITY_DN125938_c4_g5_i1	LOC101731986	scaffold_476	10883	10883	0.250561683	0.250561683	unbias	0.59217832	G46_M_mean	0.59217832	G46_M_mean	0.0209	0.038	1.8163
TRINITY_DN125941_c1_g1_i1	NA	NA	NA	NA	-0.305222536	0.305222536	unbias	0.202314214	Ovary_mean	0.202314214	Ovary_mean	0.1259	0.0738	0.5859
TRINITY_DN125942_c2_g3_i6	NA	NA	NA	NA	-0.31336302	0.31336302	unbias	0.18679618	G23_fmean	0.18679618	G23_fmean	0.0468	0.0558	1.1935
TRINITY_DN125946_c1_g1_i4	efr3a	Chr06	127338522	127338522	-0.068857299	0.068857299	unbias	0.372314444	Ovary_mean	0.372314444	Ovary_mean	0.083	0.0919	1.108
TRINITY_DN125950_c0_g5_i5	NA	NA	NA	NA	-0.546322249	0.546322249	unbias	0.40588323	Brain_fmean	0.40588323	Brain_fmean	0.0397	0.0316	0.7958
TRINITY_DN125956_c1_g1_i1	NA	NA	NA	NA	-0.448725885	0.448725885	unbias	0.393655704	Brain_fmean	0.393655704	Brain_fmean	0.0848	0.0981	1.156
TRINITY_DN125960_c1_g1_i3	NA	NA	NA	NA	0.267310719	0.267310719	unbias	0.706914571	Ovary_mean	0.706914571	Ovary_mean	0.0795	0.1562	1.9633
TRINITY_DN125972_c14_g4_i1	NA	NA	NA	NA	0.044302309	0.044302309	unbias	0.673942128	Brain_fmean	0.673942128	Brain_fmean	0.163	0.2321	1.4243
TRINITY_DN125977_c0_g1_i1	NA	NA	NA	NA	0.560732067	0.560732067	unbias	0.438887686	Brain_fmean	0.438887686	Brain_fmean	0.0337	0.0497	1.4733
TRINITY_DN125978_c0_g1_i1	NA	NA	NA	NA	0.346535471	0.346535471	unbias	0.350399813	Ovary_mean	0.350399813	Ovary_mean	0.0653	0.1273	1.9493
TRINITY_DN125986_c0_g1_i2	NA	NA	NA	NA	-0.323801776	0.323801776	unbias	0.333651734	Brain_mmean	0.333651734	Brain_mmean	0.1125	0.2131	1.894
TRINITY_DN125987_c0_g1_i2	NA	NA	NA	NA	-0.405547485	0.405547485	unbias	0.447311188	Ovary_mean	0.447311188	Ovary_mean	0.0433	0.0845	1.9501
TRINITY_DN125988_c0_g3_i1	NA	NA	NA	NA	0.020936774	0.020936774	unbias	0.517334651	Ovary_mean	0.517334651	Ovary_mean	0.0518	0.0845	1.6309
TRINITY_DN125990_c0_g4_i2	NA	NA	NA	NA	0.239045177	0.239045177	unbias	0.358677364	Brain_mmean	0.358677364	Brain_mmean	0.0154	0.0236	1.5345
TRINITY_DN125990_c1_g2_i2	hexdc	Chr10	37583173	37583173	0.322016185	0.322016185	unbias	0.199240272	Ovary_mean	0.199240272	Ovary_mean	0.2165	0.357	1.649
TRINITY_DN125990_c2_g2_i7	ccdc170	Chr05	37701451	37701451	0.547437516	0.547437516	unbias	0.12223011	G43_M_mean	0.12223011	G43_M_mean	0.0166	0.0233	1.4038
TRINITY_DN125994_c0_g1_i3	NA	NA	NA	NA	0.088036068	0.088036068	unbias	0.520617367	Ovary_mean	0.520617367	Ovary_mean	0.0546	0.0748	1.3699
TRINITY_DN125995_c8_g1_i1	NA	NA	NA	NA	0.443654255	0.443654255	unbias	0.328115071	Brain_mmean	0.328115071	Brain_mmean	0.0712	0.0892	1.2527
TRINITY_DN125997_c0_g3_i2	NA	NA	NA	NA	-0.571324926	0.571324926	unbias	0.538557788	Ovary_mean	0.538557788	Ovary_mean	0.1754	0.1968	1.1219
TRINITY_DN125999_c6_g2_i9	NA	NA	NA	NA	-0.443890828	0.443890828	unbias	0.155141479	G23_mmean	0.155141479	G23_mmean	0.0266	0.0324	1.2176
TRINITY_DN126003_c2_g1_i1	NA	NA	NA	NA	-0.049569657	0.049569657	unbias	0.097013849	G27_mmean	0.097013849	G27_mmean	0.1007	0.1203	1.1947
TRINITY_DN126009_c3_g1_i3	atp8a1	Chr01	28181203	28181203	0.14493234	0.14493234	unbias	0.197549475	Brain_mmean	0.197549475	Brain_mmean	0.052	0.0779	1.5001
TRINITY_DN126011_c0_g1_i2	NA	NA	NA	NA	-0.102722137	0.102722137	unbias	0.482740206	Ovary_mean	0.482740206	Ovary_mean	0.0945	0.1381	1.4618
TRINITY_DN126015_c0_g1_i5	NA	NA	NA	NA	0.417238269	0.417238269	unbias	0.110421939	G27_fmean	0.110421939	G27_fmean	0.1905	0.2159	1.1332
TRINITY_DN126018_c0_g1_i2	NA	NA	NA	NA	0.655713434	0.655713434	unbias	0.7040526	Brain_mmean	0.7040526	Brain_mmean	0.1295	0.2344	1.81
TRINITY_DN126022_c0_g1_i1	LOC100497300	Chr04	87003189	87003189	0.076965994	0.076965994	unbias	0.389682358	G27_mmean	0.389682358	G27_mmean	0.055	0.0714	1.2988
TRINITY_DN126024_c0_g2_i3	NA	NA	NA	NA	0.22014327	0.22014327	unbias	0.444447208	Ovary_mean	0.444447208	Ovary_mean	0.0638	0.0818	1.2826
TRINITY_DN126025_c7_g3_i1	LOC100124801	Chr01	114558042	114558042	0.042098326	0.042098326	unbias	0.669346461	Ovary_mean	0.669346461	Ovary_mean	0.2241	0.386	1.7225
TRINITY_DN126027_c5_g1_i5	NA	NA	NA	NA	-0.138307668	0.138307668	unbias	0.234337049	G23_fmean	0.234337049	G23_fmean	0.0194	0.0186	0.9577
TRINITY_DN126027_c6_g2_i1	NA	NA	NA	NA	-0.4712102	0.4712102	unbias	0.474053935	Ovary_mean	0.474053935	Ovary_mean	0.073	0.1069	1.4651
TRINITY_DN126031_c3_g1_i1	NA	NA	NA	NA	-0.495191691	0.495191691	unbias	0.614758482	Ovary_mean	0.614758482	Ovary_mean	0.0833	0.1303	1.5636
TRINITY_DN126032_c0_g2_i6	NA	NA	NA	NA	0.640850831	0.640850831	unbias	0.574809715	Ovary_mean	0.574809715	Ovary_mean	0.0297	0.0419	1.4135
TRINITY_DN126034_c3_g1_i2	lhcgr	Chr05	17445911	17445911	0.28034272	0.28034272	unbias	0.367333822	G27_mmean	0.367333822	G27_mmean	0.025	0.042	1.6789
TRINITY_DN126035_c2_g1_i6	NA	NA	NA	NA	0.155487881	0.155487881	unbias	0.227051122	Testis_mean	0.227051122	Testis_mean	0.0636	0.0885	1.3904
TRINITY_DN126036_c6_g4_i2	NA	NA	NA	NA	0.232916752	0.232916752	unbias	0.072674613	G27_fmean	0.072674613	G27_fmean	0.0653	0.0743	1.139
TRINITY_DN126037_c0_g3_i1	cflar-like	Chr09	49225931	49225931	-0.776995323	0.776995323	unbias	0.798365149	Brain_mmean	0.798365149	Brain_mmean	0.1986	0.3031	1.5259
TRINITY_DN126038_c0_g1_i2	myo10	Chr06	58898687	58898687	-0.555074147	0.555074147	unbias	0.55505371	Brain_mmean	0.55505371	Brain_mmean	0.0537	0.062	1.156
TRINITY_DN126047_c5_g5_i7	Xetrov90000859m	Chr01	44098177	44098177	-0.098073624	0.098073624	unbias	0.501715974	Ovary_mean	0.501715974	Ovary_mean	0.1051	0.1112	1.0575
TRINITY_DN126049_c0_g4_i12	NA	NA	NA	NA	-0.37838016	0.37838016	unbias	0.139925185	G43_M_mean	0.139925185	G43_M_mean	0.0471	0.082	1.7384
TRINITY_DN126051_c1_g4_i2	NA	NA	NA	NA	-0.358792761	0.358792761	unbias	0.303543179	Ovary_mean	0.303543179	Ovary_mean	0.0118	0.0183	1.5593
TRINITY_DN126051_c2_g2_i3	NA	NA	NA	NA	0.540817953	0.540817953	unbias	0.729505253	Ovary_mean	0.729505253	Ovary_mean	0.1561	0.2574	1.6493
TRINITY_DN126056_c8_g5_i1	ctsk-like	Chr08	106212432	106212432	0.1198571	0.1198571	unbias	0.218767745	Brain_mmean	0.218767745	Brain_mmean	0.0818	0.1141	1.3957
TRINITY_DN126064_c0_g1_i1	NA	NA	NA	NA	-0.119374426	0.119374426	unbias	0.461285582	G43_M_mean	0.461285582	G43_M_mean	0.1181	0.1834	1.5535
TRINITY_DN126068_c0_g2_i4	NA	NA	NA	NA	-0.144427298	0.144427298	unbias	0.16945453	G23_fmean	0.16945453	G23_fmean	0.0284	0.044	1.5495
TRINITY_DN126072_c1_g1_i1	NA	NA	NA	NA	-0.190684586	0.190684586	unbias	0.55275532	Ovary_mean	0.55275532	Ovary_mean	0.0304	0.0402	1.323
TRINITY_DN126079_c0_g1_i1	NA	NA	NA	NA	0.203631934	0.203631934	unbias	0.477025347	Ovary_mean	0.477025347	Ovary_mean	0.1226	0.1743	1.4211
TRINITY_DN126079_c1_g1_i3	NA	NA	NA	NA	0.096726792	0.096726792	unbias	0.184832796	G23_fmean	0.184832796	G23_fmean	0.05	0.0651	1.3028
TRINITY_DN126082_c3_g1_i1	NA	NA	NA	NA	-0.990785792	0.990785792	unbias	0.238424636	G43_F_mean	0.238424636	G43_F_mean	0.0568	0.0954	1.6793
TRINITY_DN126089_c1_g1_i2	NA	NA	NA	NA	5.704305392	5.704305392	male	0.821915861	Testis_mean	0.821915861	Testis_mean	0.222	0.3588	1.6162
TRINITY_DN126094_c0_g1_i1	NA	NA	NA	NA	0.330831927	0.330831927	unbias	0.379838913	Liver_mmean	0.379838913	Liver_mmean	0.0425	0.0713	1.6763
TRINITY_DN126098_c0_g2_i6	NA	NA	NA	NA	1.004131467	1.004131467	unbias	0.439544792	G43_M_mean	0.439544792	G43_M_mean	0.1442	0.2464	1.7091
TRINITY_DN126104_c1_g2_i1	lrrc56	Chr04	39496375	39496375	-1.138450347	1.138450347	unbias	0.775217332	Brain_fmean	0.775217332	Brain_fmean	0.1011	0.0813	0.8044
TRINITY_DN126113_c4_g2_i1	NA	NA	NA	NA	-0.290344502	0.290344502	unbias	0.636313484	Ovary_mean	0.636313484	Ovary_mean	0.0109	0.0196	1.8058
TRINITY_DN126115_c5_g1_i1	NA	NA	NA	NA	0.198400113	0.198400113	unbias	0.148076689	G23_fmean	0.148076689	G23_fmean	0.0631	0.0998	1.5807
TRINITY_DN126116_c3_g2_i2	champ1-like	Chr02	108316487	108316487	-0.31826063	0.31826063	unbias	0.383953037	G43_F_mean	0.383953037	G43_F_mean	0.0492	0.0612	1.2433
TRINITY_DN126117_c0_g5_i1	NA	NA	NA	NA	0.307671657	0.307671657	unbias	0.346777932	Ovary_mean	0.346777932	Ovary_mean	0.0285	0.041	1.4363
TRINITY_DN126119_c0_g1_i2	NA	NA	NA	NA	0.876410196	0.876410196	unbias	0.500976212	Brain_fmean	0.500976212	Brain_fmean	0.0629	0.0528	0.8398
TRINITY_DN126122_c4_g2_i1	NA	NA	NA	NA	0.170541713	0.170541713	unbias	0.36873361	Ovary_mean	0.36873361	Ovary_mean	0.0941	0.129	1.3704
TRINITY_DN126125_c0_g2_i1	NA	NA	NA	NA	-0.344036045	0.344036045	unbias	0.314224828	Ovary_mean	0.314224828	Ovary_mean	0.1312	0.2072	1.5794
TRINITY_DN126126_c1_g1_i2	NA	NA	NA	NA	-0.720527814	0.720527814	unbias	0.214405393	Brain_fmean	0.214405393	Brain_fmean	0.0477	0.0479	1.0044
TRINITY_DN126127_c0_g2_i3	NA	NA	NA	NA	-0.202643961	0.202643961	unbias	0.420736752	Brain_mmean	0.420736752	Brain_mmean	0.116	0.1691	1.4572
TRINITY_DN126133_c2_g1_i1	NA	NA	NA	NA	-0.143624791	0.143624791	unbias	0.516795276	Ovary_mean	0.516795276	Ovary_mean	0.0359	0.0353	0.9825
TRINITY_DN126135_c4_g1_i2	ubxn4	Chr09	78746131	78746131	0.733674208	0.733674208	unbias	0.409773728	Ovary_mean	0.409773728	Ovary_mean	0.0479	0.0671	1.4001
TRINITY_DN126138_c0_g2_i2	cblb	Chr02	99499336	99499336	-0.511818062	0.511818062	unbias	0.35858057	Ovary_mean	0.35858057	Ovary_mean	0.0152	0.0205	1.3472
TRINITY_DN126142_c0_g1_i4	NA	NA	NA	NA	0.375386562	0.375386562	unbias	0.417097096	Brain_mmean	0.417097096	Brain_mmean	0.1643	0.1711	1.0416
TRINITY_DN126145_c3_g1_i2	NA	NA	NA	NA	-0.018565565	0.018565565	unbias	0.334580053	G23_mmean	0.334580053	G23_mmean	0.0332	0.0488	1.4695
TRINITY_DN126149_c3_g1_i1	NA	NA	NA	NA	-1.898491394	1.898491394	unbias	0.610379932	G43_M_mean	0.610379932	G43_M_mean	0.0779	0.1026	1.3172
TRINITY_DN126149_c5_g2_i2	NA	NA	NA	NA	-0.666597783	0.666597783	unbias	0.55853578	Ovary_mean	0.55853578	Ovary_mean	0.163	0.2997	1.8391
TRINITY_DN126151_c3_g1_i1	NA	NA	NA	NA	0.319381569	0.319381569	unbias	0.429971215	Liver_fmean	0.429971215	Liver_fmean	0.2141	0.2678	1.2504
TRINITY_DN126161_c0_g2_i4	e2f4	Chr04	28491127	28491127	-0.34548739	0.34548739	unbias	0.452362523	Ovary_mean	0.452362523	Ovary_mean	0.0218	0.0322	1.4786
TRINITY_DN126165_c3_g3_i1	NA	NA	NA	NA	0.641881778	0.641881778	unbias	0.310739735	Liver_mmean	0.310739735	Liver_mmean	0.0021	0.0029	1.3376
TRINITY_DN126178_c1_g1_i1	NA	NA	NA	NA	-0.276692522	0.276692522	unbias	0.566457046	Ovary_mean	0.566457046	Ovary_mean	0.0806	0.1539	1.9085
TRINITY_DN126181_c0_g2_i5	NA	NA	NA	NA	0.173995828	0.173995828	unbias	0.286412178	Ovary_mean	0.286412178	Ovary_mean	0.0415	0.058	1.3972
TRINITY_DN126184_c0_g2_i2	atoh1	Chr01	67556131	67556131	1.279472961	1.279472961	unbias	0.640524124	Testis_mean	0.640524124	Testis_mean	0.2001	0.3543	1.7707
TRINITY_DN126188_c5_g4_i5	NA	NA	NA	NA	-0.047016702	0.047016702	unbias	0.306492004	Ovary_mean	0.306492004	Ovary_mean	0.0874	0.123	1.4074
TRINITY_DN126192_c3_g1_i1	NA	NA	NA	NA	-0.721151071	0.721151071	unbias	0.352639619	Ovary_mean	0.352639619	Ovary_mean	0.055	0.0787	1.431
TRINITY_DN126192_c3_g2_i13	MGC79698	Chr01	36078011	36078011	0.090482696	0.090482696	unbias	0.294772392	Ovary_mean	0.294772392	Ovary_mean	0.0734	0.0852	1.1605
TRINITY_DN126198_c0_g1_i2	NA	NA	NA	NA	0.256809908	0.256809908	unbias	0.147950525	G23_fmean	0.147950525	G23_fmean	0.124	0.1836	1.4811
TRINITY_DN126202_c1_g1_i2	LOC100489554-like	Chr08	25252665	25252665	-0.407846918	0.407846918	unbias	0.461762704	Brain_mmean	0.461762704	Brain_mmean	0.115	0.1755	1.5265
TRINITY_DN126205_c1_g5_i1	NA	NA	NA	NA	0.133478793	0.133478793	unbias	0.666904619	Brain_fmean	0.666904619	Brain_fmean	0.0589	0.1171	1.9884
TRINITY_DN126207_c0_g1_i2	NA	NA	NA	NA	-0.029847261	0.029847261	unbias	0.195463593	Brain_fmean	0.195463593	Brain_fmean	0.0634	0.0385	0.6062
TRINITY_DN126219_c1_g2_i1	col18a1	Chr09	56441974	56441974	0.301125172	0.301125172	unbias	0.230909421	Brain_mmean	0.230909421	Brain_mmean	0.0621	0.0817	1.3172
TRINITY_DN126222_c0_g1_i1	NA	NA	NA	NA	-0.141055671	0.141055671	unbias	0.556708812	Ovary_mean	0.556708812	Ovary_mean	0.0727	0.1013	1.3931
TRINITY_DN126225_c0_g3_i2	NA	NA	NA	NA	-0.216998378	0.216998378	unbias	0.57649777	Ovary_mean	0.57649777	Ovary_mean	0.0247	0.0392	1.59
TRINITY_DN126237_c11_g4_i1	NA	NA	NA	NA	0.140656409	0.140656409	unbias	0.271213576	G31_mmean	0.271213576	G31_mmean	0.1197	0.194	1.6202
TRINITY_DN126240_c0_g2_i1	NA	NA	NA	NA	-0.063975708	0.063975708	unbias	0.514915417	G23_fmean	0.514915417	G23_fmean	0.0762	0.1138	1.4929
TRINITY_DN126246_c0_g2_i1	nkx3-1	Chr03	106998375	106998375	-1.118273147	1.118273147	unbias	0.464451674	Brain_fmean	0.464451674	Brain_fmean	0.1765	0.2131	1.2071
TRINITY_DN126251_c5_g3_i3	NA	NA	NA	NA	0.675358145	0.675358145	unbias	0.233872993	Brain_fmean	0.233872993	Brain_fmean	0.0584	0.0933	1.5992
TRINITY_DN126255_c0_g2_i1	NA	NA	NA	NA	-0.788624215	0.788624215	unbias	0.37228816	G43_M_mean	0.37228816	G43_M_mean	0.0716	0.1286	1.7966
TRINITY_DN126267_c1_g1_i3	NA	NA	NA	NA	0.098568893	0.098568893	unbias	0.170427179	Testis_mean	0.170427179	Testis_mean	0.0696	0.0943	1.3543
TRINITY_DN126268_c0_g1_i2	aida	Chr05	5911554	5911554	1.168130853	1.168130853	unbias	0.36402416	Liver_mmean	0.36402416	Liver_mmean	0.0809	0.1234	1.5247
TRINITY_DN126268_c0_g2_i1	NA	NA	NA	NA	0.219773942	0.219773942	unbias	0.230827026	Ovary_mean	0.230827026	Ovary_mean	0.1234	0.2081	1.6868
TRINITY_DN126269_c0_g1_i1	NA	NA	NA	NA	0.231883871	0.231883871	unbias	0.142198022	Brain_mmean	0.142198022	Brain_mmean	0.0115	0.0124	1.0747
TRINITY_DN126269_c1_g1_i1	abhd13	Chr02	114355231	114355231	0.304458881	0.304458881	unbias	0.44393755	Brain_fmean	0.44393755	Brain_fmean	0.0222	0.0402	1.8112
TRINITY_DN126273_c0_g2_i4	lipt1	Chr02	109291695	109291695	0.694051869	0.694051869	unbias	0.286336907	G43_M_mean	0.286336907	G43_M_mean	0.079	0.1368	1.7323
TRINITY_DN126278_c3_g10_i1	NA	NA	NA	NA	0.043143092	0.043143092	unbias	0.275440824	Ovary_mean	0.275440824	Ovary_mean	0.0093	0.0159	1.7092
TRINITY_DN126278_c3_g6_i2	NA	NA	NA	NA	-0.071426706	0.071426706	unbias	0.245800493	Brain_fmean	0.245800493	Brain_fmean	0.0198	0.0307	1.5503
TRINITY_DN126284_c5_g1_i3	NA	NA	NA	NA	0.304701685	0.304701685	unbias	0.238473698	Ovary_mean	0.238473698	Ovary_mean	0.0569	0.0917	1.6123
TRINITY_DN126285_c1_g1_i1	NA	NA	NA	NA	-0.082666351	0.082666351	unbias	0.444639037	Testis_mean	0.444639037	Testis_mean	0.024	0.0209	0.869
TRINITY_DN126290_c0_g1_i1	NA	NA	NA	NA	0.821380349	0.821380349	unbias	0.57615761	G43_M_mean	0.57615761	G43_M_mean	0.0926	0.1464	1.5817
TRINITY_DN126291_c5_g1_i2	NA	NA	NA	NA	-0.150660124	0.150660124	unbias	0.506684631	Brain_mmean	0.506684631	Brain_mmean	0.0773	0.0943	1.2198
TRINITY_DN126292_c1_g2_i1	fbxo9	Chr05	114246870	114246870	1.245364937	1.245364937	unbias	0.577402009	Brain_mmean	0.577402009	Brain_mmean	0.0344	0.064	1.8621
TRINITY_DN126300_c1_g2_i1	LOC100497338-like	Chr04	39139517	39139517	0.932346667	0.932346667	unbias	0.786641426	Brain_fmean	0.786641426	Brain_fmean	0.0494	0.0735	1.4887
TRINITY_DN126300_c1_g4_i5	NA	NA	NA	NA	-0.719804631	0.719804631	unbias	0.704174178	Brain_mmean	0.704174178	Brain_mmean	0.0828	0.1016	1.2262
TRINITY_DN126301_c0_g1_i2	NA	NA	NA	NA	0.027813469	0.027813469	unbias	0.334821269	Ovary_mean	0.334821269	Ovary_mean	0.1084	0.1262	1.1637
TRINITY_DN126307_c1_g2_i2	NA	NA	NA	NA	0.1749763	0.1749763	unbias	0.421064575	Ovary_mean	0.421064575	Ovary_mean	0.1372	0.2338	1.704
TRINITY_DN126308_c0_g2_i9	NA	NA	NA	NA	0.765221757	0.765221757	unbias	0.144226479	G23_fmean	0.144226479	G23_fmean	0.0517	0.0711	1.3755
TRINITY_DN126313_c0_g1_i1	NA	NA	NA	NA	0.417503157	0.417503157	unbias	0.457064907	G27_mmean	0.457064907	G27_mmean	0.0635	0.1138	1.7911
TRINITY_DN126314_c2_g1_i2	NA	NA	NA	NA	-0.224399763	0.224399763	unbias	0.545865389	Ovary_mean	0.545865389	Ovary_mean	0.0584	0.0827	1.4166
TRINITY_DN126318_c7_g5_i2	NA	NA	NA	NA	-0.029300954	0.029300954	unbias	0.409439073	Brain_fmean	0.409439073	Brain_fmean	0.0341	0.047	1.3805
TRINITY_DN126318_c8_g2_i4	NA	NA	NA	NA	-0.017820538	0.017820538	unbias	0.460717325	Ovary_mean	0.460717325	Ovary_mean	0.0813	0.1343	1.6529
TRINITY_DN126321_c0_g2_i1	NA	NA	NA	NA	0.893354095	0.893354095	unbias	0.421279266	Ovary_mean	0.421279266	Ovary_mean	0.0659	0.1265	1.9199
TRINITY_DN126328_c0_g1_i1	gnai2	Chr04	116547556	116547556	-0.278822837	0.278822837	unbias	0.465575418	Testis_mean	0.465575418	Testis_mean	0.0898	0.1532	1.7054
TRINITY_DN126330_c1_g2_i1	NA	NA	NA	NA	0.025702564	0.025702564	unbias	0.359315552	Ovary_mean	0.359315552	Ovary_mean	0.128	0.2552	1.9938
TRINITY_DN126335_c1_g3_i3	NA	NA	NA	NA	-1.069258699	1.069258699	unbias	0.620100086	Brain_mmean	0.620100086	Brain_mmean	0.1354	0.2265	1.6721
TRINITY_DN126342_c0_g1_i1	ier5l	Chr08	5116892	5116892	0.007625897	0.007625897	unbias	0.322217997	Brain_mmean	0.322217997	Brain_mmean	0.0365	0.0457	1.2513
TRINITY_DN126345_c2_g2_i1	NA	NA	NA	NA	0.279884537	0.279884537	unbias	0.07671076	Brain_mmean	0.07671076	Brain_mmean	0.1883	0.2438	1.2949
TRINITY_DN126346_c1_g1_i1	fbxl12	Chr03	125633549	125633549	-2.780974288	2.780974288	unbias	0.801965607	Brain_fmean	0.801965607	Brain_fmean	0.0448	0.0747	1.6661
TRINITY_DN126350_c2_g3_i4	LOC100158551	Chr09	18495684	18495684	-0.409246134	0.409246134	unbias	0.182219829	Brain_mmean	0.182219829	Brain_mmean	0.0053	0.0072	1.3548
TRINITY_DN126357_c1_g1_i2	mkx	Chr06	16410448	16410448	-0.069393167	0.069393167	unbias	0.376177104	Ovary_mean	0.376177104	Ovary_mean	0.0648	0.1064	1.6433
TRINITY_DN126357_c1_g2_i4	NA	NA	NA	NA	-0.59861218	0.59861218	unbias	0.410159125	Ovary_mean	0.410159125	Ovary_mean	0.042	0.0468	1.1147
TRINITY_DN126358_c1_g2_i1	NA	NA	NA	NA	-0.055413151	0.055413151	unbias	0.284811026	Ovary_mean	0.284811026	Ovary_mean	0.0689	0.125	1.8142
TRINITY_DN126361_c3_g1_i1	NA	NA	NA	NA	-0.040857878	0.040857878	unbias	0.380945615	Brain_mmean	0.380945615	Brain_mmean	0.0565	0.0971	1.7192
TRINITY_DN126364_c9_g2_i2	NA	NA	NA	NA	0.097113536	0.097113536	unbias	0.267172677	G23_fmean	0.267172677	G23_fmean	0.095	0.1817	1.9127
TRINITY_DN126367_c3_g1_i1	nuf2	Chr04	98028874	98028874	1.920076573	1.920076573	unbias	0.387539114	Brain_mmean	0.387539114	Brain_mmean	0.0566	0.0693	1.2245
TRINITY_DN126377_c9_g1_i3	NA	NA	NA	NA	-0.626735493	0.626735493	unbias	0.783889865	Brain_fmean	0.783889865	Brain_fmean	0.0462	0.063	1.3644
TRINITY_DN126384_c1_g7_i2	Xetrov90019667m	Chr08	353743	353743	0.462539091	0.462539091	unbias	0.54855504	Brain_fmean	0.54855504	Brain_fmean	0.0284	0.0374	1.3159
TRINITY_DN126387_c1_g1_i6	NA	NA	NA	NA	0.345698415	0.345698415	unbias	0.74543823	Brain_mmean	0.74543823	Brain_mmean	0.1006	0.1547	1.5374
TRINITY_DN126390_c2_g1_i4	NA	NA	NA	NA	0.607793815	0.607793815	unbias	0.156446462	Ovary_mean	0.156446462	Ovary_mean	0.058	0.0822	1.4165
TRINITY_DN126390_c4_g1_i2	cyp27a1-like.2	Chr09	77293187	77293187	0.736962261	0.736962261	unbias	0.20738669	Liver_mmean	0.20738669	Liver_mmean	0.0492	0.0705	1.4308
TRINITY_DN126394_c1_g1_i1	LOC100489188	Chr09	55654910	55654910	-0.517789078	0.517789078	unbias	0.553485813	Ovary_mean	0.553485813	Ovary_mean	0.0665	0.1085	1.631
TRINITY_DN126397_c0_g2_i1	NA	NA	NA	NA	-1.697146561	1.697146561	unbias	0.435479214	Brain_fmean	0.435479214	Brain_fmean	0.1351	0.2388	1.7679
TRINITY_DN126402_c0_g1_i1	NA	NA	NA	NA	0.406463933	0.406463933	unbias	0.70154961	Brain_fmean	0.70154961	Brain_fmean	0.152	0.195	1.2827
TRINITY_DN126405_c0_g1_i1	sox5	scaffold_323	174862	174862	-0.057413309	0.057413309	unbias	0.460179529	Ovary_mean	0.460179529	Ovary_mean	0.0156	0.0282	1.8135
TRINITY_DN126410_c3_g1_i3	NA	NA	NA	NA	-0.535444028	0.535444028	unbias	0.605771376	Ovary_mean	0.605771376	Ovary_mean	0.2241	0.4171	1.8618
TRINITY_DN126414_c7_g4_i2	NA	NA	NA	NA	-0.304001677	0.304001677	unbias	0.289225022	Testis_mean	0.289225022	Testis_mean	0.0751	0.0977	1.3002
TRINITY_DN126421_c2_g1_i1	NA	NA	NA	NA	-0.328705896	0.328705896	unbias	0.616123715	Ovary_mean	0.616123715	Ovary_mean	0.0457	0.0808	1.7687
