rbh	gid	dNdS	dN	dS	chrid	chrtype	twosexchr
RBH_pair_3701.fa.best.phy	TRINITY_DN123201_c0_g1_i2	0.0356	0.0644	1.8113	Chr05	Autosome	Autosome
RBH_pair_3689.fa.best.phy	TRINITY_DN123183_c0_g1_i1	0.1363	0.2473	1.8141	Chr05	Autosome	Autosome
RBH_pair_1315.fa.best.phy	TRINITY_DN115967_c1_g2_i1	0.0938	0.1702	1.8151	Chr05	Autosome	Autosome
RBH_pair_3883.fa.best.phy	TRINITY_DN123597_c3_g1_i3	0.0489	0.0888	1.8157	Chr05	Autosome	Autosome
RBH_pair_9150.fa.best.phy	TRINITY_DN133437_c0_g1_i4	0.0314	0.057	1.8167	Chr05	Autosome	Autosome
RBH_pair_3619.fa.best.phy	TRINITY_DN123008_c3_g1_i2	0.1768	0.322	1.8211	Chr05	Autosome	Autosome
RBH_pair_10246.fa.best.phy	TRINITY_DN135642_c0_g2_i4	0.1649	0.3016	1.829	Chr05	Autosome	Autosome
RBH_pair_8067.fa.best.phy	TRINITY_DN131487_c9_g3_i1	0.1055	0.1931	1.8296	Chr05	Autosome	Autosome
RBH_pair_8735.fa.best.phy	TRINITY_DN132657_c3_g2_i3	0.0316	0.0581	1.8389	Chr05	Autosome	Autosome
RBH_pair_6973.fa.best.phy	TRINITY_DN129585_c5_g1_i1	0.0725	0.1334	1.8394	Chr05	Autosome	Autosome
RBH_pair_3743.fa.best.phy	TRINITY_DN123315_c1_g2_i1	0.053	0.0977	1.8433	Chr05	Autosome	Autosome
RBH_pair_731.fa.best.phy	TRINITY_DN112489_c0_g2_i2	0.0696	0.1284	1.8443	Chr05	Autosome	Autosome
RBH_pair_1227.fa.best.phy	TRINITY_DN115501_c0_g2_i1	0.1755	0.3237	1.845	Chr05	Autosome	Autosome
RBH_pair_68.fa.best.phy	TRINITY_DN102493_c0_g1_i1	0.038	0.0702	1.8454	Chr05	Autosome	Autosome
RBH_pair_2222.fa.best.phy	TRINITY_DN119419_c0_g2_i1	0.205	0.3789	1.8482	Chr05	Autosome	Autosome
RBH_pair_9373.fa.best.phy	TRINITY_DN133827_c4_g1_i2	0.1368	0.2529	1.8492	Chr05	Autosome	Autosome
RBH_pair_1561.fa.best.phy	TRINITY_DN117095_c0_g3_i1	0.0963	0.1781	1.8496	Chr05	Autosome	Autosome
RBH_pair_2919.fa.best.phy	TRINITY_DN121341_c0_g1_i1	0.1238	0.229	1.8498	Chr05	Autosome	Autosome
RBH_pair_3738.fa.best.phy	TRINITY_DN123300_c0_g1_i1	0.0768	0.1421	1.8506	Chr05	Autosome	Autosome
RBH_pair_9812.fa.best.phy	TRINITY_DN134651_c6_g4_i2	0.0969	0.1799	1.8573	Chr05	Autosome	Autosome
RBH_pair_2929.fa.best.phy	TRINITY_DN121366_c0_g1_i5	0.0584	0.1086	1.8592	Chr05	Autosome	Autosome
RBH_pair_6090.fa.best.phy	TRINITY_DN127922_c6_g3_i1	0.1852	0.3448	1.8618	Chr05	Autosome	Autosome
RBH_pair_6902.fa.best.phy	TRINITY_DN129443_c4_g3_i1	0.0765	0.1427	1.8658	Chr05	Autosome	Autosome
RBH_pair_2942.fa.best.phy	TRINITY_DN121400_c0_g1_i4	0.0516	0.0962	1.8661	Chr05	Autosome	Autosome
RBH_pair_10322.fa.best.phy	TRINITY_DN135819_c3_g2_i2	0.1051	0.1963	1.8672	Chr05	Autosome	Autosome
RBH_pair_11180.fa.best.phy	TRINITY_DN92455_c0_g1_i1	0.1348	0.2518	1.8678	Chr05	Autosome	Autosome
RBH_pair_7084.fa.best.phy	TRINITY_DN129754_c1_g1_i1	0.0481	0.0901	1.8726	Chr05	Autosome	Autosome
RBH_pair_3756.fa.best.phy	TRINITY_DN123348_c3_g1_i1	0.1202	0.2252	1.8733	Chr05	Autosome	Autosome
RBH_pair_5989.fa.best.phy	TRINITY_DN127730_c0_g8_i2	0.1964	0.3679	1.8733	Chr05	Autosome	Autosome
RBH_pair_8516.fa.best.phy	TRINITY_DN132287_c0_g1_i1	0.0597	0.1118	1.8747	Chr05	Autosome	Autosome
RBH_pair_7665.fa.best.phy	TRINITY_DN130776_c1_g1_i1	0.0804	0.1509	1.8758	Chr05	Autosome	Autosome
RBH_pair_2064.fa.best.phy	TRINITY_DN118898_c0_g1_i3	0.091	0.1708	1.8764	Chr05	Autosome	Autosome
RBH_pair_3208.fa.best.phy	TRINITY_DN122045_c0_g1_i1	0.0255	0.048	1.8787	Chr05	Autosome	Autosome
RBH_pair_2921.fa.best.phy	TRINITY_DN121343_c0_g1_i2	0.0308	0.058	1.8833	Chr05	Autosome	Autosome
RBH_pair_5832.fa.best.phy	TRINITY_DN127438_c0_g1_i5	0.0593	0.1118	1.884	Chr05	Autosome	Autosome
RBH_pair_10202.fa.best.phy	TRINITY_DN135523_c2_g3_i1	0.1301	0.2457	1.8885	Chr05	Autosome	Autosome
RBH_pair_2321.fa.best.phy	TRINITY_DN119691_c0_g2_i1	0.173	0.3273	1.8919	Chr05	Autosome	Autosome
RBH_pair_7419.fa.best.phy	TRINITY_DN130345_c0_g1_i2	0.1284	0.2429	1.8922	Chr05	Autosome	Autosome
RBH_pair_732.fa.best.phy	TRINITY_DN112492_c0_g1_i2	0.0954	0.1806	1.8923	Chr05	Autosome	Autosome
RBH_pair_1720.fa.best.phy	TRINITY_DN117699_c0_g1_i2	0.0199	0.0376	1.893	Chr05	Autosome	Autosome
RBH_pair_9014.fa.best.phy	TRINITY_DN133175_c1_g2_i3	0.132	0.25	1.8944	Chr05	Autosome	Autosome
RBH_pair_2847.fa.best.phy	TRINITY_DN121146_c0_g1_i2	0.0677	0.1285	1.8983	Chr05	Autosome	Autosome
RBH_pair_5007.fa.best.phy	TRINITY_DN125833_c1_g2_i1	0.08	0.152	1.8995	Chr05	Autosome	Autosome
RBH_pair_10193.fa.best.phy	TRINITY_DN135507_c2_g1_i2	0.0604	0.1148	1.8999	Chr05	Autosome	Autosome
RBH_pair_8270.fa.best.phy	TRINITY_DN131864_c2_g5_i1	0.1672	0.3178	1.9008	Chr05	Autosome	Autosome
RBH_pair_3972.fa.best.phy	TRINITY_DN123770_c0_g1_i3	0.1118	0.2126	1.9017	Chr05	Autosome	Autosome
RBH_pair_3308.fa.best.phy	TRINITY_DN122283_c0_g1_i4	0.1287	0.2448	1.9018	Chr05	Autosome	Autosome
RBH_pair_7956.fa.best.phy	TRINITY_DN131289_c0_g2_i2	0.0395	0.0753	1.9037	Chr05	Autosome	Autosome
RBH_pair_9907.fa.best.phy	TRINITY_DN134844_c1_g6_i1	0.0469	0.0893	1.9049	Chr05	Autosome	Autosome
RBH_pair_7797.fa.best.phy	TRINITY_DN130995_c3_g1_i6	0.0996	0.1898	1.9057	Chr05	Autosome	Autosome
RBH_pair_5907.fa.best.phy	TRINITY_DN127579_c0_g1_i1	0.0952	0.1815	1.9062	Chr05	Autosome	Autosome
RBH_pair_968.fa.best.phy	TRINITY_DN114256_c0_g1_i1	0.1272	0.2427	1.908	Chr05	Autosome	Autosome
RBH_pair_7543.fa.best.phy	TRINITY_DN130553_c2_g5_i1	0.1527	0.2918	1.9107	Chr05	Autosome	Autosome
RBH_pair_5662.fa.best.phy	TRINITY_DN127096_c0_g1_i2	0.0461	0.0881	1.9118	Chr05	Autosome	Autosome
RBH_pair_853.fa.best.phy	TRINITY_DN113528_c0_g1_i1	0.1014	0.1939	1.9129	Chr05	Autosome	Autosome
RBH_pair_7332.fa.best.phy	TRINITY_DN130202_c0_g1_i3	0.1341	0.2566	1.9136	Chr05	Autosome	Autosome
RBH_pair_7391.fa.best.phy	TRINITY_DN130296_c3_g1_i2	0.0121	0.0231	1.9141	Chr05	Autosome	Autosome
RBH_pair_8193.fa.best.phy	TRINITY_DN131726_c1_g1_i4	0.0564	0.1079	1.9151	Chr05	Autosome	Autosome
RBH_pair_3851.fa.best.phy	TRINITY_DN123543_c0_g1_i1	0.0543	0.1039	1.9153	Chr05	Autosome	Autosome
RBH_pair_6473.fa.best.phy	TRINITY_DN128639_c1_g2_i3	0.0832	0.1594	1.9164	Chr05	Autosome	Autosome
RBH_pair_2037.fa.best.phy	TRINITY_DN118816_c0_g1_i1	0.0349	0.0669	1.9172	Chr05	Autosome	Autosome
RBH_pair_5226.fa.best.phy	TRINITY_DN126290_c1_g1_i1	0.1186	0.228	1.9226	Chr05	Autosome	Autosome
RBH_pair_9882.fa.best.phy	TRINITY_DN134802_c8_g5_i2	0.064	0.1233	1.9269	Chr05	Autosome	Autosome
RBH_pair_7008.fa.best.phy	TRINITY_DN129644_c0_g1_i1	0.0498	0.0961	1.9272	Chr05	Autosome	Autosome
RBH_pair_5550.fa.best.phy	TRINITY_DN126891_c6_g1_i1	0.0391	0.0754	1.9284	Chr05	Autosome	Autosome
RBH_pair_1851.fa.best.phy	TRINITY_DN118188_c0_g1_i1	0.1078	0.2089	1.9371	Chr05	Autosome	Autosome
RBH_pair_2981.fa.best.phy	TRINITY_DN121491_c0_g1_i1	0.1357	0.2632	1.9396	Chr05	Autosome	Autosome
RBH_pair_3734.fa.best.phy	TRINITY_DN123292_c0_g1_i1	0.0617	0.1197	1.9405	Chr05	Autosome	Autosome
RBH_pair_5062.fa.best.phy	TRINITY_DN125987_c0_g1_i2	0.0433	0.0845	1.9501	Chr05	Autosome	Autosome
RBH_pair_2968.fa.best.phy	TRINITY_DN121462_c0_g1_i1	0.1448	0.2829	1.9543	Chr05	Autosome	Autosome
RBH_pair_8303.fa.best.phy	TRINITY_DN131915_c1_g1_i4	0.0824	0.161	1.9552	Chr05	Autosome	Autosome
RBH_pair_10516.fa.best.phy	TRINITY_DN136479_c2_g1_i1	0.0953	0.1868	1.9587	Chr05	Autosome	Autosome
RBH_pair_7570.fa.best.phy	TRINITY_DN130600_c2_g1_i2	0.0569	0.1117	1.9631	Chr05	Autosome	Autosome
RBH_pair_7553.fa.best.phy	TRINITY_DN130571_c0_g1_i10	0.0844	0.1659	1.9662	Chr05	Autosome	Autosome
RBH_pair_338.fa.best.phy	TRINITY_DN108427_c0_g3_i5	0.0748	0.1472	1.9671	Chr05	Autosome	Autosome
RBH_pair_1782.fa.best.phy	TRINITY_DN117892_c0_g1_i1	0.0964	0.1897	1.9679	Chr05	Autosome	Autosome
RBH_pair_11291.fa.best.phy	TRINITY_DN96749_c0_g2_i1	0.033	0.065	1.972	Chr05	Autosome	Autosome
RBH_pair_7995.fa.best.phy	TRINITY_DN131361_c6_g2_i5	0.0628	0.1242	1.9785	Chr05	Autosome	Autosome
RBH_pair_1498.fa.best.phy	TRINITY_DN116837_c0_g1_i1	0.0613	0.1213	1.9788	Chr05	Autosome	Autosome
RBH_pair_7165.fa.best.phy	TRINITY_DN129888_c13_g3_i1	0.1816	0.3596	1.9806	Chr05	Autosome	Autosome
RBH_pair_8217.fa.best.phy	TRINITY_DN131766_c7_g1_i1	0.1189	0.236	1.9853	Chr05	Autosome	Autosome
RBH_pair_11252.fa.best.phy	TRINITY_DN95920_c0_g1_i1	0.1547	0.3081	1.9913	Chr05	Autosome	Autosome
RBH_pair_11139.fa.best.phy	TRINITY_DN878_c0_g2_i1	0.0527	0.1049	1.9916	Chr05	Autosome	Autosome
RBH_pair_5248.fa.best.phy	TRINITY_DN126330_c1_g2_i1	0.128	0.2552	1.9938	Chr05	Autosome	Autosome
RBH_pair_4038.fa.best.phy	TRINITY_DN123903_c0_g2_i4	0.1605	0.3205	1.9967	Chr05	Autosome	Autosome
RBH_pair_8138.fa.best.phy	TRINITY_DN131611_c1_g1_i1	0.1417	0.0449	0.3168	Chr06	Autosome	Autosome
RBH_pair_5970.fa.best.phy	TRINITY_DN127701_c2_g6_i3	0.2249	0.1021	0.4538	Chr06	Autosome	Autosome
RBH_pair_3108.fa.best.phy	TRINITY_DN121794_c0_g1_i2	0.0309	0.0158	0.5123	Chr06	Autosome	Autosome
RBH_pair_7006.fa.best.phy	TRINITY_DN129641_c0_g3_i2	0.0271	0.0143	0.5278	Chr06	Autosome	Autosome
RBH_pair_3374.fa.best.phy	TRINITY_DN122453_c4_g1_i3	0.0429	0.0234	0.5465	Chr06	Autosome	Autosome
RBH_pair_2648.fa.best.phy	TRINITY_DN120651_c0_g3_i4	0.1011	0.0555	0.549	Chr06	Autosome	Autosome
RBH_pair_5045.fa.best.phy	TRINITY_DN125941_c1_g1_i1	0.1259	0.0738	0.5859	Chr06	Autosome	Autosome
RBH_pair_2649.fa.best.phy	TRINITY_DN120651_c0_g5_i1	0.0644	0.0385	0.5981	Chr06	Autosome	Autosome
RBH_pair_9638.fa.best.phy	TRINITY_DN134357_c5_g3_i5	0.0201	0.0121	0.6023	Chr06	Autosome	Autosome
RBH_pair_6546.fa.best.phy	TRINITY_DN128768_c2_g2_i3	0.0977	0.0604	0.6182	Chr06	Autosome	Autosome
RBH_pair_6026.fa.best.phy	TRINITY_DN127800_c0_g1_i1	0.0982	0.0608	0.619	Chr06	Autosome	Autosome
RBH_pair_5350.fa.best.phy	TRINITY_DN126533_c0_g1_i3	0.1146	0.0713	0.6223	Chr06	Autosome	Autosome
RBH_pair_8111.fa.best.phy	TRINITY_DN131583_c4_g2_i3	0.0442	0.0276	0.6248	Chr06	Autosome	Autosome
RBH_pair_1882.fa.best.phy	TRINITY_DN118287_c1_g1_i8	0.0395	0.025	0.6317	Chr06	Autosome	Autosome
RBH_pair_7255.fa.best.phy	TRINITY_DN130061_c1_g1_i2	0.0725	0.0466	0.643	Chr06	Autosome	Autosome
RBH_pair_7148.fa.best.phy	TRINITY_DN129856_c1_g1_i6	0.0441	0.0296	0.6726	Chr06	Autosome	Autosome
RBH_pair_8874.fa.best.phy	TRINITY_DN132912_c5_g2_i1	0.1124	0.0763	0.6789	Chr06	Autosome	Autosome
RBH_pair_433.fa.best.phy	TRINITY_DN109728_c0_g1_i1	0.1097	0.0752	0.6858	Chr06	Autosome	Autosome
RBH_pair_3102.fa.best.phy	TRINITY_DN121777_c0_g3_i3	0.0699	0.048	0.6866	Chr06	Autosome	Autosome
RBH_pair_9885.fa.best.phy	TRINITY_DN134810_c1_g7_i2	0.15	0.1041	0.6942	Chr06	Autosome	Autosome
RBH_pair_8842.fa.best.phy	TRINITY_DN132854_c0_g2_i2	0.094	0.0656	0.6977	Chr06	Autosome	Autosome
RBH_pair_1772.fa.best.phy	TRINITY_DN117862_c0_g1_i2	0.0741	0.0526	0.71	Chr06	Autosome	Autosome
RBH_pair_9928.fa.best.phy	TRINITY_DN134881_c1_g2_i1	0.0332	0.0238	0.7157	Chr06	Autosome	Autosome
RBH_pair_5638.fa.best.phy	TRINITY_DN127049_c0_g2_i1	0.0165	0.0121	0.7314	Chr06	Autosome	Autosome
RBH_pair_1431.fa.best.phy	TRINITY_DN116543_c0_g2_i1	0.0583	0.0427	0.7325	Chr06	Autosome	Autosome
RBH_pair_1250.fa.best.phy	TRINITY_DN115610_c0_g1_i1	0.0554	0.041	0.7407	Chr06	Autosome	Autosome
RBH_pair_4120.fa.best.phy	TRINITY_DN124067_c0_g3_i7	0.0622	0.0469	0.7546	Chr06	Autosome	Autosome
RBH_pair_876.fa.best.phy	TRINITY_DN113672_c0_g1_i1	0.1179	0.0908	0.77	Chr06	Autosome	Autosome
RBH_pair_9591.fa.best.phy	TRINITY_DN134234_c4_g2_i1	0.0162	0.0126	0.7744	Chr06	Autosome	Autosome
RBH_pair_1906.fa.best.phy	TRINITY_DN118357_c0_g2_i2	0.0502	0.0389	0.7755	Chr06	Autosome	Autosome
RBH_pair_9374.fa.best.phy	TRINITY_DN133831_c1_g2_i1	0.0804	0.0626	0.7785	Chr06	Autosome	Autosome
RBH_pair_2540.fa.best.phy	TRINITY_DN120355_c0_g1_i3	0.0457	0.0357	0.7805	Chr06	Autosome	Autosome
RBH_pair_4320.fa.best.phy	TRINITY_DN124478_c0_g3_i3	0.141	0.1102	0.7816	Chr06	Autosome	Autosome
RBH_pair_5048.fa.best.phy	TRINITY_DN125950_c0_g5_i5	0.0397	0.0316	0.7958	Chr06	Autosome	Autosome
RBH_pair_2852.fa.best.phy	TRINITY_DN121155_c0_g2_i2	0.0435	0.0347	0.7991	Chr06	Autosome	Autosome
RBH_pair_833.fa.best.phy	TRINITY_DN113369_c0_g1_i2	0.1051	0.084	0.7997	Chr06	Autosome	Autosome
RBH_pair_10053.fa.best.phy	TRINITY_DN135176_c2_g2_i9	0.0196	0.0158	0.805	Chr06	Autosome	Autosome
RBH_pair_4894.fa.best.phy	TRINITY_DN125604_c1_g2_i1	0.0597	0.049	0.8204	Chr06	Autosome	Autosome
RBH_pair_5408.fa.best.phy	TRINITY_DN126620_c1_g6_i4	0.0522	0.0432	0.8264	Chr06	Autosome	Autosome
RBH_pair_3928.fa.best.phy	TRINITY_DN123673_c0_g2_i7	0.1859	0.1538	0.8275	Chr06	Autosome	Autosome
RBH_pair_3780.fa.best.phy	TRINITY_DN123392_c3_g4_i2	0.0805	0.0668	0.8298	Chr06	Autosome	Autosome
RBH_pair_8115.fa.best.phy	TRINITY_DN131588_c1_g6_i6	0.0605	0.0504	0.8338	Chr06	Autosome	Autosome
RBH_pair_3462.fa.best.phy	TRINITY_DN122649_c6_g1_i4	0.007	0.0058	0.8385	Chr06	Autosome	Autosome
RBH_pair_8283.fa.best.phy	TRINITY_DN131879_c4_g3_i4	0.0333	0.0281	0.8448	Chr06	Autosome	Autosome
RBH_pair_2045.fa.best.phy	TRINITY_DN118847_c0_g1_i1	0.0156	0.0132	0.846	Chr06	Autosome	Autosome
RBH_pair_10390.fa.best.phy	TRINITY_DN136018_c4_g2_i7	0.1403	0.119	0.8477	Chr06	Autosome	Autosome
RBH_pair_2297.fa.best.phy	TRINITY_DN119617_c0_g1_i1	0.043	0.0367	0.8542	Chr06	Autosome	Autosome
RBH_pair_1716.fa.best.phy	TRINITY_DN117689_c0_g1_i4	0.0508	0.0435	0.8573	Chr06	Autosome	Autosome
RBH_pair_3387.fa.best.phy	TRINITY_DN122475_c4_g1_i1	0.0953	0.0821	0.8614	Chr06	Autosome	Autosome
RBH_pair_8521.fa.best.phy	TRINITY_DN132298_c4_g2_i1	0.0612	0.053	0.8655	Chr06	Autosome	Autosome
RBH_pair_743.fa.best.phy	TRINITY_DN112607_c0_g1_i1	0.0674	0.0589	0.8734	Chr06	Autosome	Autosome
RBH_pair_5019.fa.best.phy	TRINITY_DN125869_c6_g1_i2	0.1609	0.1406	0.8737	Chr06	Autosome	Autosome
RBH_pair_2105.fa.best.phy	TRINITY_DN119023_c10_g1_i3	0.0279	0.0245	0.8758	Chr06	Autosome	Autosome
RBH_pair_6579.fa.best.phy	TRINITY_DN128830_c0_g4_i4	0.0955	0.0845	0.8845	Chr06	Autosome	Autosome
RBH_pair_1460.fa.best.phy	TRINITY_DN116676_c0_g2_i2	0.0264	0.0234	0.8863	Chr06	Autosome	Autosome
RBH_pair_4972.fa.best.phy	TRINITY_DN125752_c7_g2_i1	0.0595	0.053	0.8904	Chr06	Autosome	Autosome
RBH_pair_5256.fa.best.phy	TRINITY_DN126346_c0_g1_i1	0.0495	0.0447	0.902	Chr06	Autosome	Autosome
RBH_pair_6212.fa.best.phy	TRINITY_DN128138_c2_g1_i7	0.0049	0.0044	0.9065	Chr06	Autosome	Autosome
RBH_pair_1733.fa.best.phy	TRINITY_DN117733_c0_g1_i1	0.0165	0.0151	0.9162	Chr06	Autosome	Autosome
RBH_pair_4675.fa.best.phy	TRINITY_DN125167_c1_g1_i4	0.1521	0.1394	0.9165	Chr06	Autosome	Autosome
RBH_pair_4282.fa.best.phy	TRINITY_DN124406_c1_g1_i3	0.041	0.0379	0.924	Chr06	Autosome	Autosome
RBH_pair_4731.fa.best.phy	TRINITY_DN125281_c1_g3_i5	0.0567	0.0525	0.9248	Chr06	Autosome	Autosome
RBH_pair_6194.fa.best.phy	TRINITY_DN128109_c0_g1_i2	0.1188	0.1104	0.9292	Chr06	Autosome	Autosome
RBH_pair_2184.fa.best.phy	TRINITY_DN119269_c0_g1_i3	0.0458	0.0427	0.9322	Chr06	Autosome	Autosome
RBH_pair_4630.fa.best.phy	TRINITY_DN125079_c0_g1_i13	0.0116	0.0108	0.9328	Chr06	Autosome	Autosome
RBH_pair_201.fa.best.phy	TRINITY_DN105618_c0_g1_i1	0.0855	0.0799	0.9341	Chr06	Autosome	Autosome
RBH_pair_11056.fa.best.phy	TRINITY_DN79915_c0_g1_i1	0.0222	0.0209	0.9396	Chr06	Autosome	Autosome
RBH_pair_903.fa.best.phy	TRINITY_DN113850_c0_g1_i2	0.255	0.2396	0.9398	Chr06	Autosome	Autosome
RBH_pair_4013.fa.best.phy	TRINITY_DN123854_c1_g1_i1	0.104	0.098	0.9426	Chr06	Autosome	Autosome
RBH_pair_8909.fa.best.phy	TRINITY_DN132986_c0_g3_i10	0.0452	0.0427	0.9444	Chr06	Autosome	Autosome
RBH_pair_5456.fa.best.phy	TRINITY_DN126707_c0_g1_i2	0.0432	0.0408	0.9446	Chr06	Autosome	Autosome
RBH_pair_8680.fa.best.phy	TRINITY_DN132561_c2_g3_i3	0.0416	0.0394	0.9475	Chr06	Autosome	Autosome
RBH_pair_5743.fa.best.phy	TRINITY_DN127245_c0_g1_i2	0.0171	0.0163	0.9499	Chr06	Autosome	Autosome
RBH_pair_9048.fa.best.phy	TRINITY_DN133241_c3_g1_i1	0.0685	0.0654	0.9544	Chr06	Autosome	Autosome
RBH_pair_6463.fa.best.phy	TRINITY_DN128623_c0_g3_i1	0.042	0.0403	0.9609	Chr06	Autosome	Autosome
RBH_pair_7387.fa.best.phy	TRINITY_DN130288_c1_g2_i1	0.0982	0.0943	0.9609	Chr06	Autosome	Autosome
RBH_pair_817.fa.best.phy	TRINITY_DN113262_c0_g5_i1	0.0315	0.0302	0.961	Chr06	Autosome	Autosome
RBH_pair_744.fa.best.phy	TRINITY_DN112610_c0_g1_i2	0.151	0.1451	0.961	Chr06	Autosome	Autosome
RBH_pair_11244.fa.best.phy	TRINITY_DN95737_c0_g2_i1	0.1031	0.0998	0.9682	Chr06	Autosome	Autosome
RBH_pair_9736.fa.best.phy	TRINITY_DN134519_c0_g1_i3	0.2266	0.2194	0.9682	Chr06	Autosome	Autosome
RBH_pair_2324.fa.best.phy	TRINITY_DN119703_c0_g1_i2	0.1768	0.1723	0.9746	Chr06	Autosome	Autosome
RBH_pair_3236.fa.best.phy	TRINITY_DN122112_c0_g1_i2	0.0161	0.0158	0.9809	Chr06	Autosome	Autosome
RBH_pair_4806.fa.best.phy	TRINITY_DN125430_c6_g3_i4	0.0613	0.0601	0.9815	Chr06	Autosome	Autosome
RBH_pair_6078.fa.best.phy	TRINITY_DN127895_c0_g2_i1	0.0501	0.0493	0.9827	Chr06	Autosome	Autosome
RBH_pair_1995.fa.best.phy	TRINITY_DN118653_c0_g2_i2	0.001	0.001	0.9858	Chr06	Autosome	Autosome
RBH_pair_3514.fa.best.phy	TRINITY_DN122760_c0_g2_i1	0.0165	0.0163	0.9874	Chr06	Autosome	Autosome
RBH_pair_6025.fa.best.phy	TRINITY_DN127796_c3_g1_i19	0.1347	0.1332	0.9888	Chr06	Autosome	Autosome
RBH_pair_2425.fa.best.phy	TRINITY_DN120023_c0_g2_i3	0.0638	0.0632	0.9899	Chr06	Autosome	Autosome
RBH_pair_10057.fa.best.phy	TRINITY_DN135187_c1_g1_i4	0.0614	0.0608	0.99	Chr06	Autosome	Autosome
RBH_pair_6255.fa.best.phy	TRINITY_DN128207_c2_g4_i1	0.0253	0.0251	0.9919	Chr06	Autosome	Autosome
RBH_pair_3345.fa.best.phy	TRINITY_DN122373_c0_g1_i2	0.136	0.1352	0.9938	Chr06	Autosome	Autosome
RBH_pair_4935.fa.best.phy	TRINITY_DN125674_c0_g3_i4	0.0825	0.0824	0.9986	Chr06	Autosome	Autosome
RBH_pair_6132.fa.best.phy	TRINITY_DN127991_c0_g1_i2	0.0107	0.0107	1.0019	Chr06	Autosome	Autosome
RBH_pair_2931.fa.best.phy	TRINITY_DN121372_c0_g1_i4	0.1332	0.1346	1.0106	Chr06	Autosome	Autosome
RBH_pair_1794.fa.best.phy	TRINITY_DN117916_c0_g1_i3	0.0334	0.0338	1.0128	Chr06	Autosome	Autosome
RBH_pair_1576.fa.best.phy	TRINITY_DN117152_c0_g1_i1	0.0133	0.0135	1.0167	Chr06	Autosome	Autosome
RBH_pair_36.fa.best.phy	TRINITY_DN101798_c0_g1_i1	0.0971	0.0987	1.0167	Chr06	Autosome	Autosome
RBH_pair_7491.fa.best.phy	TRINITY_DN130474_c1_g1_i4	0.0662	0.0675	1.0193	Chr06	Autosome	Autosome
RBH_pair_6210.fa.best.phy	TRINITY_DN128135_c2_g5_i1	0.047	0.0482	1.0266	Chr06	Autosome	Autosome
RBH_pair_6014.fa.best.phy	TRINITY_DN127778_c0_g1_i1	0.0634	0.0654	1.0316	Chr06	Autosome	Autosome
RBH_pair_6279.fa.best.phy	TRINITY_DN128250_c6_g2_i1	0.0786	0.0814	1.0349	Chr06	Autosome	Autosome
RBH_pair_2851.fa.best.phy	TRINITY_DN121154_c0_g1_i1	0.2032	0.2114	1.0403	Chr06	Autosome	Autosome
RBH_pair_11362.fa.best.phy	TRINITY_DN98819_c0_g1_i1	0.0821	0.0855	1.0404	Chr06	Autosome	Autosome
RBH_pair_1471.fa.best.phy	TRINITY_DN116714_c1_g1_i3	0.0898	0.0938	1.0447	Chr06	Autosome	Autosome
RBH_pair_637.fa.best.phy	TRINITY_DN111702_c0_g1_i2	0.0654	0.0685	1.0467	Chr06	Autosome	Autosome
RBH_pair_9279.fa.best.phy	TRINITY_DN133651_c2_g4_i1	0.1162	0.1217	1.0471	Chr06	Autosome	Autosome
RBH_pair_1237.fa.best.phy	TRINITY_DN115543_c0_g3_i1	0.0176	0.0184	1.0474	Chr06	Autosome	Autosome
RBH_pair_6708.fa.best.phy	TRINITY_DN129076_c0_g1_i1	0.029	0.0304	1.0517	Chr06	Autosome	Autosome
RBH_pair_3454.fa.best.phy	TRINITY_DN122630_c7_g1_i2	0.0137	0.0145	1.0568	Chr06	Autosome	Autosome
RBH_pair_292.fa.best.phy	TRINITY_DN107696_c0_g1_i4	0.0631	0.067	1.0609	Chr06	Autosome	Autosome
RBH_pair_9079.fa.best.phy	TRINITY_DN133294_c1_g1_i6	0.0208	0.0221	1.0626	Chr06	Autosome	Autosome
RBH_pair_6962.fa.best.phy	TRINITY_DN129572_c0_g1_i1	0.1137	0.121	1.0642	Chr06	Autosome	Autosome
RBH_pair_2441.fa.best.phy	TRINITY_DN120059_c0_g2_i1	0.1576	0.1686	1.0701	Chr06	Autosome	Autosome
RBH_pair_8125.fa.best.phy	TRINITY_DN131596_c0_g9_i1	0.1834	0.1963	1.0702	Chr06	Autosome	Autosome
RBH_pair_1544.fa.best.phy	TRINITY_DN117032_c0_g1_i4	0.042	0.0452	1.0761	Chr06	Autosome	Autosome
RBH_pair_3354.fa.best.phy	TRINITY_DN122392_c6_g2_i1	0.0863	0.093	1.0773	Chr06	Autosome	Autosome
RBH_pair_3784.fa.best.phy	TRINITY_DN123398_c5_g1_i5	0.0556	0.06	1.0809	Chr06	Autosome	Autosome
RBH_pair_5887.fa.best.phy	TRINITY_DN127534_c6_g1_i3	0.0425	0.0463	1.0883	Chr06	Autosome	Autosome
RBH_pair_4355.fa.best.phy	TRINITY_DN124531_c6_g2_i1	0.0173	0.0188	1.0895	Chr06	Autosome	Autosome
RBH_pair_7771.fa.best.phy	TRINITY_DN130959_c0_g1_i2	0.0457	0.05	1.0942	Chr06	Autosome	Autosome
RBH_pair_598.fa.best.phy	TRINITY_DN111353_c0_g1_i1	0.0552	0.0605	1.0945	Chr06	Autosome	Autosome
