gid	gname	chr	start	end	logFC.XY43.XX43	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN126529_c0_g3_i2	NA	NA	NA	NA	-0.008395608	unbias	0.152059423	G23_mmean	0.0104	0.0183	1.7514
TRINITY_DN126533_c0_g1_i3	NA	NA	NA	NA	0.098680726	unbias	0.741256282	Brain_mmean	0.1146	0.0713	0.6223
TRINITY_DN126533_c2_g4_i1	guca1a	Chr03	80338727	80338727	0.113093261	unbias	0.356907141	Ovary_mean	0.0515	0.058	1.1261
TRINITY_DN126533_c3_g2_i1	NA	NA	NA	NA	-0.372970489	unbias	0.451926997	Ovary_mean	0.1156	0.153	1.324
TRINITY_DN126534_c2_g2_i1	NA	NA	NA	NA	-0.093822984	unbias	0.41571313	Ovary_mean	0.0968	0.1222	1.2623
TRINITY_DN126534_c3_g1_i1	NA	NA	NA	NA	0.138632332	unbias	0.553887549	Ovary_mean	0.1322	0.2268	1.7149
TRINITY_DN126535_c1_g2_i4	mpv17l2	Chr01	84893054	84893054	0.051345149	unbias	0.589894965	Brain_fmean	0.1722	0.1756	1.0199
TRINITY_DN126536_c5_g1_i1	NA	NA	NA	NA	-0.453728548	unbias	0.363435103	Ovary_mean	0.0626	0.115	1.8362
TRINITY_DN126537_c2_g1_i1	NA	NA	NA	NA	-0.470959513	unbias	0.834412416	G46_F_mean	0.3607	0.3775	1.0467
TRINITY_DN126538_c0_g1_i1	LOC101730864	Chr07	109005481	109005481	-0.140633704	unbias	0.310047205	Brain_mmean	0.0326	0.063	1.9325
TRINITY_DN126540_c1_g2_i2	NA	NA	NA	NA	-0.049214536	unbias	0.355662735	Ovary_mean	0.0257	0.0485	1.8886
TRINITY_DN126541_c4_g1_i1	NA	NA	NA	NA	-0.451765936	unbias	0.421867919	Ovary_mean	0.0504	0.0664	1.318
TRINITY_DN126542_c1_g4_i5	NA	NA	NA	NA	0.155802636	unbias	0.083412457	G31_mmean	0.0076	0.0131	1.707
TRINITY_DN126543_c1_g2_i4	NA	NA	NA	NA	-0.210636914	unbias	0.18447392	Ovary_mean	0.0133	0.0236	1.7725
TRINITY_DN126547_c4_g1_i1	serinc3	Chr10	30125709	30125709	0.475893741	unbias	0.768074974	Brain_mmean	0.1652	0.2855	1.7281
TRINITY_DN126548_c0_g1_i1	Xetrov90018420m	Chr07	64862465	64862465	0.143834084	unbias	0.166593648	Brain_fmean	0.1477	0.2404	1.6277
TRINITY_DN126550_c3_g2_i1	NA	NA	NA	NA	0.301230522	unbias	0.475294808	Brain_mmean	0.0617	0.0987	1.5996
TRINITY_DN126551_c0_g2_i5	NA	NA	NA	NA	-0.269703492	unbias	0.376131341	Ovary_mean	0.0186	0.0255	1.375
TRINITY_DN126555_c5_g4_i3	NA	NA	NA	NA	-0.123133621	unbias	0.41769491	Brain_fmean	0.0505	0.0615	1.2174
TRINITY_DN126559_c1_g4_i2	folr1	scaffold_1043	10484	10484	0.072579711	unbias	0.30857522	Ovary_mean	0.0604	0.1189	1.9696
TRINITY_DN126560_c1_g3_i1	NA	NA	NA	NA	-0.227418862	unbias	0.504212572	Brain_fmean	0.0485	0.057	1.1743
TRINITY_DN126563_c2_g1_i1	NA	NA	NA	NA	-0.118533206	unbias	0.44717222	Brain_mmean	0.1132	0.0906	0.8011
TRINITY_DN126564_c5_g2_i1	NA	NA	NA	NA	0.302910442	unbias	0.731761885	Ovary_mean	0.0328	0.0442	1.3461
TRINITY_DN126566_c0_g1_i2	NA	NA	NA	NA	-0.134527543	unbias	0.667815759	G46_M_mean	0.1909	0.2937	1.5386
TRINITY_DN126571_c0_g1_i2	NA	NA	NA	NA	0.310731812	unbias	0.786106047	Brain_mmean	0.0989	0.088	0.8896
TRINITY_DN126577_c0_g1_i1	NA	NA	NA	NA	-0.370945198	unbias	0.548557113	Ovary_mean	0.0886	0.1473	1.6618
TRINITY_DN126582_c1_g1_i4	NA	NA	NA	NA	0.282390059	unbias	0.17868001	Liver_mmean	0.0514	0.0709	1.3775
TRINITY_DN126586_c0_g1_i1	vps26b	Chr07	49564133	49564133	0.216411964	unbias	0.1721516	Ovary_mean	0.0283	0.0418	1.4789
TRINITY_DN126589_c3_g1_i2	NA	NA	NA	NA	0.729863182	unbias	0.485359353	Ovary_mean	0.0798	0.159	1.9918
TRINITY_DN126591_c0_g5_i1	NA	NA	NA	NA	0.105214204	unbias	0.458890622	G46_M_mean	0.106	0.201	1.8968
TRINITY_DN126593_c3_g1_i1	NA	NA	NA	NA	0.125219233	unbias	0.819791167	Brain_mmean	0.0276	0.0287	1.0417
TRINITY_DN126595_c0_g1_i2	NA	NA	NA	NA	-0.241066901	unbias	0.399211835	Ovary_mean	0.0423	0.0618	1.4607
TRINITY_DN126600_c0_g1_i1	NA	NA	NA	NA	-0.288705537	unbias	0.515604286	Ovary_mean	0.0881	0.1674	1.9005
TRINITY_DN126602_c0_g1_i2	NA	NA	NA	NA	0.203132609	unbias	0.635056483	Testis_mean	0.1236	0.1474	1.1924
TRINITY_DN126604_c0_g1_i1	NA	NA	NA	NA	-0.11007794	unbias	0.625361319	Testis_mean	0.051	0.0901	1.7676
TRINITY_DN126605_c1_g1_i1	LOC100490338	scaffold_269	361	361	0.778985653	unbias	0.649754186	Ovary_mean	0.1089	0.1935	1.7778
TRINITY_DN126608_c0_g1_i1	NA	NA	NA	NA	-0.072302955	unbias	0.233379097	Ovary_mean	0.0482	0.0789	1.6389
TRINITY_DN126609_c0_g1_i1	dennd6b	Chr03	79570948	79570948	0.105405269	unbias	0.416621891	G43_M_mean	0.0701	0.1286	1.8354
TRINITY_DN126611_c2_g1_i1	NA	NA	NA	NA	-0.858260261	unbias	0.582567318	Ovary_mean	0.0441	0.0554	1.2561
TRINITY_DN126614_c2_g2_i1	NA	NA	NA	NA	0.244398001	unbias	0.104143245	G43_M_mean	0.0526	0.0782	1.4854
TRINITY_DN126615_c1_g1_i1	LOC100492776	Chr03	115572224	115572224	0.71511347	unbias	0.607143166	Ovary_mean	0.0762	0.1362	1.7871
TRINITY_DN126616_c6_g1_i1	NA	NA	NA	NA	0.778282686	unbias	0.281808212	Brain_fmean	0.0797	0.1118	1.4021
TRINITY_DN126616_c6_g6_i2	NA	NA	NA	NA	-0.230031652	unbias	0.424966208	Ovary_mean	0.0256	0.0323	1.2626
TRINITY_DN126617_c0_g3_i1	NA	NA	NA	NA	-0.127274833	unbias	0.64732211	Testis_mean	0.1018	0.1846	1.812
TRINITY_DN126619_c1_g3_i3	NA	NA	NA	NA	-0.14867554	unbias	0.461704643	Ovary_mean	0.0688	0.0837	1.2167
TRINITY_DN126620_c1_g6_i4	NA	NA	NA	NA	-0.140662114	unbias	0.48797884	Brain_mmean	0.0522	0.0432	0.8264
TRINITY_DN126623_c2_g1_i1	NA	NA	NA	NA	0.31604879	unbias	0.671214697	Brain_mmean	0.0555	0.0627	1.1303
TRINITY_DN126629_c0_g1_i1	NA	NA	NA	NA	0.507798677	unbias	0.306688292	Ovary_mean	0.057	0.0928	1.6283
TRINITY_DN126630_c3_g2_i2	NA	NA	NA	NA	0.326151475	unbias	0.811046097	Brain_fmean	0.0673	0.0738	1.0965
TRINITY_DN126630_c4_g2_i1	ccdc90b	Chr02	168360326	168360326	-0.8894576	unbias	0.635719337	Ovary_mean	0.0651	0.1111	1.7075
TRINITY_DN126633_c0_g1_i1	NA	NA	NA	NA	0.292369699	unbias	0.322687292	Brain_fmean	0.0349	0.0605	1.7313
TRINITY_DN126638_c0_g1_i3	fem1b	Chr03	116484220	116484220	0.214816116	unbias	0.410884108	Testis_mean	0.0504	0.0853	1.6941
TRINITY_DN126639_c0_g1_i1	NA	NA	NA	NA	-0.204042517	unbias	0.462546537	Ovary_mean	0.0852	0.145	1.7022
TRINITY_DN126647_c0_g1_i1	NA	NA	NA	NA	0.243968434	unbias	0.698631966	Ovary_mean	0.0158	0.0242	1.5301
TRINITY_DN126653_c0_g2_i1	NA	NA	NA	NA	-0.089960765	unbias	0.631376731	Ovary_mean	0.2927	0.3213	1.0977
TRINITY_DN126655_c1_g3_i4	NA	NA	NA	NA	0.136995337	unbias	0.354412716	Ovary_mean	0.0121	0.024	1.9909
TRINITY_DN126660_c0_g3_i5	NA	NA	NA	NA	0.304289197	unbias	0.390979217	Ovary_mean	0.1233	0.1799	1.4592
TRINITY_DN126662_c0_g2_i5	ubtd1	Chr07	24699116	24699116	0.875561861	unbias	0.555517908	Liver_fmean	0.096	0.1774	1.8493
TRINITY_DN126664_c0_g1_i11	NA	NA	NA	NA	0.152692123	unbias	0.419898514	Ovary_mean	0.0273	0.0472	1.7305
TRINITY_DN126667_c5_g1_i1	NA	NA	NA	NA	0.104561036	unbias	0.528716158	Brain_mmean	0.1048	0.0701	0.669
TRINITY_DN126673_c3_g3_i1	NA	NA	NA	NA	0.011952754	unbias	0.326740138	Ovary_mean	0.0775	0.1065	1.3733
TRINITY_DN126675_c0_g1_i5	NA	NA	NA	NA	-0.42031684	unbias	0.086860743	G27_fmean	0.028	0.0248	0.8854
TRINITY_DN126677_c3_g2_i1	bnip3	Chr07	12960812	12960812	0.484386839	unbias	0.365122659	Brain_fmean	0.0591	0.0737	1.2465
TRINITY_DN126687_c0_g1_i1	pik3c3	scaffold_18	513713	513713	0.569582143	unbias	0.381626821	Brain_fmean	0.0174	0.033	1.8996
TRINITY_DN126691_c0_g1_i1	c9orf72	Chr01	110233810	110233810	0.194419483	unbias	0.505093028	Ovary_mean	0.049	0.0561	1.1435
TRINITY_DN126692_c6_g2_i8	NA	NA	NA	NA	-0.029320394	unbias	0.331131974	Ovary_mean	0.0707	0.0566	0.8003
TRINITY_DN126692_c6_g4_i1	NA	NA	NA	NA	-0.032924758	unbias	0.484406322	Ovary_mean	0.065	0.0485	0.7463
TRINITY_DN126693_c0_g1_i1	NA	NA	NA	NA	-0.308779765	unbias	0.742605486	Ovary_mean	0.1093	0.1941	1.7762
TRINITY_DN126694_c2_g4_i1	NA	NA	NA	NA	0.310421096	unbias	0.339654959	Testis_mean	0.1213	0.1867	1.54
TRINITY_DN126698_c6_g1_i2	NA	NA	NA	NA	0.465919874	unbias	0.525775465	Brain_fmean	0.1015	0.1276	1.2573
TRINITY_DN126699_c0_g1_i2	NA	NA	NA	NA	0.292961782	unbias	0.623344572	Brain_mmean	0.0586	0.0497	0.8479
TRINITY_DN126700_c0_g1_i1	NA	NA	NA	NA	0.37588918	unbias	0.619058879	G27_mmean	0.0801	0.0972	1.2139
TRINITY_DN126701_c6_g2_i1	NA	NA	NA	NA	0.270481041	unbias	0.454461059	Ovary_mean	0.009	0.0078	0.8568
TRINITY_DN126705_c0_g1_i2	NA	NA	NA	NA	-0.319065089	unbias	0.296489712	G23_fmean	0.0782	0.1129	1.4429
TRINITY_DN126707_c0_g1_i2	LOC100490363-like	Chr05	111104072	111104072	0.353654934	unbias	0.599403554	G23_fmean	0.0432	0.0408	0.9446
TRINITY_DN126719_c0_g1_i3	NA	NA	NA	NA	-0.089529395	unbias	0.568245932	Brain_mmean	0.0935	0.1359	1.4538
TRINITY_DN126721_c4_g1_i3	NA	NA	NA	NA	0.162263041	unbias	0.405640954	Ovary_mean	0.09	0.1096	1.2179
TRINITY_DN126722_c0_g1_i1	NA	NA	NA	NA	-0.152891767	unbias	0.335142414	Ovary_mean	0.0809	0.1168	1.4437
TRINITY_DN126723_c3_g2_i1	NA	NA	NA	NA	0.683529749	unbias	0.506516405	Ovary_mean	0.1326	0.1269	0.9572
TRINITY_DN126724_c4_g1_i1	heatr3	Chr04	46640737	46640737	0.234180407	unbias	0.606725476	Brain_fmean	0.0306	0.0232	0.7559
TRINITY_DN126726_c2_g1_i2	NA	NA	NA	NA	0.082880908	unbias	0.509476331	Brain_fmean	0.0888	0.1327	1.4933
TRINITY_DN126729_c2_g1_i2	NA	NA	NA	NA	-4.636947592	female	0.939092296	Ovary_mean	0.1025	0.1457	1.4211
TRINITY_DN126731_c0_g1_i3	NA	NA	NA	NA	0.260388144	unbias	0.661397727	Brain_mmean	0.0515	0.0642	1.2466
TRINITY_DN126736_c0_g1_i3	NA	NA	NA	NA	-0.455624128	unbias	0.588999108	G27_fmean	0.1492	0.2459	1.6479
TRINITY_DN126737_c1_g6_i1	NA	NA	NA	NA	0.267682433	unbias	0.572380002	Brain_fmean	0.0581	0.0852	1.4659
TRINITY_DN126738_c1_g2_i2	NA	NA	NA	NA	0.165309428	unbias	0.437803949	G43_M_mean	0.0977	0.1599	1.6359
TRINITY_DN126738_c1_g7_i3	NA	NA	NA	NA	0.891252747	unbias	0.307871497	G43_M_mean	0.1254	0.1951	1.5557
TRINITY_DN126742_c1_g3_i2	NA	NA	NA	NA	-0.14219202	unbias	0.497371254	G23_mmean	0.1384	0.2492	1.8
TRINITY_DN126743_c1_g1_i13	LOC100496678	Chr07	44175831	44175831	0.374213085	unbias	0.536280766	G23_fmean	0.0705	0.0825	1.1697
TRINITY_DN126743_c1_g2_i4	NA	NA	NA	NA	0.000291273	unbias	0.146092138	G23_mmean	0.0357	0.0578	1.622
TRINITY_DN126751_c2_g3_i4	NA	NA	NA	NA	0.054614831	unbias	0.712576325	Liver_fmean	0.0967	0.1604	1.659
TRINITY_DN126754_c2_g1_i1	grb14	Chr09	65759768	65759768	0.838657121	unbias	0.544656331	Ovary_mean	0.0659	0.1034	1.5674
TRINITY_DN126759_c6_g3_i1	NA	NA	NA	NA	-0.336129882	unbias	0.280041918	Ovary_mean	0.0934	0.1377	1.4746
TRINITY_DN126762_c0_g1_i1	NA	NA	NA	NA	-0.351342341	unbias	0.740917484	Brain_mmean	0.1008	0.1551	1.5381
TRINITY_DN126765_c0_g1_i1	NA	NA	NA	NA	-0.151150965	unbias	0.30355531	Ovary_mean	0.1163	0.1899	1.6331
TRINITY_DN126769_c1_g3_i1	NA	NA	NA	NA	0.401437955	unbias	0.544796927	Ovary_mean	0.0972	0.1677	1.7248
TRINITY_DN126777_c3_g3_i1	NA	NA	NA	NA	0.249727778	unbias	0.462470615	Liver_fmean	0.1001	0.1579	1.5774
TRINITY_DN126778_c1_g2_i1	NA	NA	NA	NA	0.897166467	unbias	0.814472064	Brain_fmean	0.1133	0.0968	0.8545
TRINITY_DN126781_c0_g1_i2	NA	NA	NA	NA	0.203101564	unbias	0.561694222	Brain_mmean	0.0751	0.1191	1.5864
TRINITY_DN126783_c1_g5_i3	LOC101734633	Chr10	16918626	16918626	-6.206898715	female	0.941714994	Ovary_mean	0.046	0.0703	1.529
TRINITY_DN126791_c3_g1_i5	capn1-like.1	Chr04	35495275	35495275	0.442550467	unbias	0.338626527	Brain_fmean	0.1237	0.1961	1.5856
TRINITY_DN126793_c1_g2_i1	NA	NA	NA	NA	-0.308827846	unbias	0.210703487	Ovary_mean	0.121	0.23	1.9011
TRINITY_DN126794_c4_g1_i1	tmem27	Chr02	32710780	32710780	0.418835871	unbias	0.563420257	Ovary_mean	0.0664	0.0899	1.3533
TRINITY_DN126794_c5_g2_i2	rhno1	Chr03	1807183	1807183	0.331675435	unbias	0.786261838	Brain_fmean	0.0015	0.0025	1.6113
TRINITY_DN126795_c1_g2_i1	NA	NA	NA	NA	0.355669076	unbias	0.782037316	Brain_mmean	0.0206	0.0329	1.5957
TRINITY_DN126798_c3_g1_i1	NA	NA	NA	NA	0.087994243	unbias	0.231751086	G27_mmean	0.0823	0.1075	1.3067
TRINITY_DN126802_c0_g1_i1	NA	NA	NA	NA	-0.269637246	unbias	0.151539809	Testis_mean	0.0055	0.0105	1.9184
TRINITY_DN126805_c0_g2_i1	LOC101735093-like	scaffold_75	532742	532742	0.185731154	unbias	0.368817455	Testis_mean	0.0696	0.118	1.6953
TRINITY_DN126807_c0_g2_i1	mrpl51	Chr07	16893922	16893922	0.564993556	unbias	0.731763325	G31_mmean	0.1409	0.2316	1.6438
TRINITY_DN126813_c2_g7_i3	NA	NA	NA	NA	-0.231383558	unbias	0.789761276	Brain_fmean	0.0443	0.0416	0.9398
TRINITY_DN126813_c2_g9_i2	mettl5	Chr09	63286862	63286862	0.208077226	unbias	0.486160731	Brain_mmean	0.0978	0.1611	1.647
TRINITY_DN126815_c0_g1_i5	NA	NA	NA	NA	-0.24797706	unbias	0.743786134	Ovary_mean	0.182	0.217	1.1924
TRINITY_DN126816_c1_g1_i1	NA	NA	NA	NA	0.111474742	unbias	0.252654989	Brain_fmean	0.0822	0.1302	1.5839
TRINITY_DN126818_c0_g1_i1	NA	NA	NA	NA	0.558714326	unbias	0.4689157	Ovary_mean	0.2254	0.3207	1.423
TRINITY_DN126819_c1_g2_i1	NA	NA	NA	NA	0.35969535	unbias	0.686371883	Brain_mmean	0.0564	0.0884	1.5678
TRINITY_DN126820_c0_g1_i3	NA	NA	NA	NA	0.456816042	unbias	0.277820268	Liver_fmean	0.0409	0.0722	1.7647
TRINITY_DN126822_c0_g1_i1	NA	NA	NA	NA	-0.042510772	unbias	0.670929011	Testis_mean	0.0918	0.1484	1.6168
TRINITY_DN126824_c0_g1_i3	NA	NA	NA	NA	0.188204014	unbias	0.164511351	Ovary_mean	0.0293	0.0456	1.5577
TRINITY_DN126826_c2_g1_i1	NA	NA	NA	NA	0.261751523	unbias	0.546453147	Testis_mean	0.1252	0.195	1.5576
TRINITY_DN126826_c3_g2_i3	NA	NA	NA	NA	-0.418973575	unbias	0.294720324	Liver_mmean	0.1088	0.1703	1.5654
TRINITY_DN126831_c0_g1_i2	NA	NA	NA	NA	0.785142502	unbias	0.701752837	Brain_mmean	0.0485	0.058	1.1964
TRINITY_DN126834_c0_g2_i6	NA	NA	NA	NA	0.207870918	unbias	0.304419283	Ovary_mean	0.0243	0.0307	1.2662
TRINITY_DN126838_c0_g1_i1	NA	NA	NA	NA	0.094137607	unbias	0.462946223	Ovary_mean	0.052	0.0686	1.3203
TRINITY_DN126839_c0_g2_i1	NA	NA	NA	NA	-0.439349634	unbias	0.556572353	Ovary_mean	0.1516	0.19	1.2536
TRINITY_DN126840_c0_g1_i2	NA	NA	NA	NA	-0.039193567	unbias	0.378506926	Liver_mmean	0.1275	0.2035	1.5964
TRINITY_DN126844_c0_g1_i1	NA	NA	NA	NA	0.108770952	unbias	0.572374028	Liver_fmean	0.094	0.1578	1.6781
TRINITY_DN126848_c2_g4_i1	kdsr	Chr06	52530497	52530497	0.218231665	unbias	0.359256004	Ovary_mean	0.0495	0.0652	1.3181
TRINITY_DN126849_c6_g1_i4	NA	NA	NA	NA	0.038383217	unbias	0.316250443	Ovary_mean	0.0181	0.0197	1.0887
TRINITY_DN126854_c0_g2_i6	NA	NA	NA	NA	-1.495669246	unbias	0.51862473	Brain_fmean	0.1554	0.1981	1.2747
TRINITY_DN126857_c3_g2_i1	NA	NA	NA	NA	0.246877415	unbias	0.457395285	Liver_fmean	0.0651	0.0941	1.4444
TRINITY_DN126862_c0_g1_i6	NA	NA	NA	NA	0.082097963	unbias	0.622108212	Ovary_mean	0.039	0.0515	1.3209
TRINITY_DN126865_c1_g8_i1	kiaa1468	Chr06	53059038	53059038	-0.388203017	unbias	0.637437228	G43_F_mean	0.1585	0.2323	1.4658
TRINITY_DN126871_c1_g2_i4	ddx41	Chr03	36612533	36612533	0.48402036	unbias	0.661002202	Brain_fmean	0.0334	0.0446	1.3372
TRINITY_DN126871_c1_g3_i1	NA	NA	NA	NA	0.942098314	unbias	0.629062193	Brain_mmean	0.0237	0.0428	1.8063
TRINITY_DN126873_c0_g1_i2	NA	NA	NA	NA	0.218020298	unbias	0.757376451	Brain_mmean	0.0595	0.0747	1.2564
TRINITY_DN126878_c0_g1_i1	NA	NA	NA	NA	0.609071985	unbias	0.62114353	Brain_mmean	0.2066	0.3125	1.5128
TRINITY_DN126881_c1_g1_i1	NA	NA	NA	NA	0.057381955	unbias	0.751514159	Brain_mmean	0.047	0.0296	0.6304
TRINITY_DN126886_c0_g1_i1	NA	NA	NA	NA	0.407501988	unbias	0.555286633	Ovary_mean	0.1119	0.2069	1.8498
TRINITY_DN126887_c4_g1_i3	uck2	Chr04	108945411	108945411	-0.421184193	unbias	0.224855196	G43_F_mean	0.0928	0.1377	1.4839
TRINITY_DN126888_c6_g1_i1	NA	NA	NA	NA	0.159731684	unbias	0.88214245	G46_M_mean	0.259	0.409	1.5788
TRINITY_DN126889_c0_g1_i1	NA	NA	NA	NA	0.135345264	unbias	0.21078743	G43_M_mean	0.0475	0.0777	1.6345
TRINITY_DN126890_c0_g2_i1	NA	NA	NA	NA	-0.447117515	unbias	0.4072135	Ovary_mean	0.1413	0.2067	1.4624
TRINITY_DN126891_c4_g1_i3	NA	NA	NA	NA	0.453057606	unbias	0.459412738	Liver_mmean	0.0949	0.1583	1.6691
TRINITY_DN126891_c6_g1_i1	myh9	Chr04	105435222	105435222	0.072213369	unbias	0.298948982	Brain_fmean	0.0391	0.0754	1.9284
TRINITY_DN126891_c7_g5_i5	NA	NA	NA	NA	0.256107003	unbias	0.239053119	Brain_mmean	0.0098	0.0086	0.8772
TRINITY_DN126894_c0_g1_i4	rnf217-like	Chr05	48383371	48383371	0.097398588	unbias	0.487312656	Brain_fmean	0.1792	0.3077	1.7173
TRINITY_DN126897_c0_g2_i1	fgf23.1	Chr03	2636733	2636733	-0.087615179	unbias	0.477118267	Ovary_mean	0.08	0.0898	1.1228
TRINITY_DN126899_c2_g1_i1	NA	NA	NA	NA	0.086634655	unbias	0.594831506	Ovary_mean	0.1762	0.3009	1.7082
TRINITY_DN126900_c0_g6_i1	NA	NA	NA	NA	0.251814621	unbias	0.508847704	G43_M_mean	0.0592	0.1117	1.8859
TRINITY_DN126903_c0_g2_i3	NA	NA	NA	NA	0.228395383	unbias	0.312079415	Brain_mmean	0.0253	0.0349	1.38
TRINITY_DN126907_c4_g3_i1	ccdc43	Chr10	13708440	13708440	0.820993309	unbias	0.445725247	Ovary_mean	0.0139	0.0173	1.2443
TRINITY_DN126907_c6_g5_i1	NA	NA	NA	NA	-0.411397974	unbias	0.249647408	Ovary_mean	0.0644	0.1261	1.9583
TRINITY_DN126908_c0_g1_i3	Xetrov90017149m	Chr06	122981498	122981498	0.155400754	unbias	0.64222393	Brain_mmean	0.1025	0.0775	0.7565
TRINITY_DN126910_c4_g1_i1	NA	NA	NA	NA	-0.189766075	unbias	0.461190575	Ovary_mean	0.1798	0.1189	0.6611
TRINITY_DN126910_c7_g3_i1	NA	NA	NA	NA	-0.34260265	unbias	0.262003276	Ovary_mean	0.0443	0.0539	1.2183
TRINITY_DN126910_c8_g7_i3	NA	NA	NA	NA	0.39846329	unbias	0.491053008	Brain_mmean	0.1139	0.1515	1.3304
TRINITY_DN126911_c6_g1_i1	NA	NA	NA	NA	0.219927972	unbias	0.380088639	Ovary_mean	0.0196	0.0264	1.345
TRINITY_DN126911_c8_g1_i1	lysmd3	Chr01	170846159	170846159	0.10423371	unbias	0.318991251	Ovary_mean	0.049	0.0732	1.4943
TRINITY_DN126912_c1_g2_i1	NA	NA	NA	NA	0.460335165	unbias	0.752420366	Brain_mmean	0.0481	0.0686	1.4265
TRINITY_DN126918_c4_g1_i2	NA	NA	NA	NA	0.012841412	unbias	0.50458582	Liver_fmean	0.0128	0.0199	1.5551
TRINITY_DN126919_c0_g4_i1	NA	NA	NA	NA	0.521794537	unbias	0.518210386	G27_mmean	0.0814	0.1399	1.7177
TRINITY_DN126919_c0_g5_i3	NA	NA	NA	NA	-0.13986552	unbias	0.43911847	Brain_fmean	0.0813	0.0744	0.9156
TRINITY_DN126921_c0_g1_i1	NA	NA	NA	NA	0.23155655	unbias	0.571568484	Brain_fmean	0.0763	0.1139	1.493
TRINITY_DN126924_c1_g2_i3	NA	NA	NA	NA	0.220215289	unbias	0.481281356	G43_M_mean	0.0837	0.1616	1.9305
TRINITY_DN126925_c1_g1_i1	NA	NA	NA	NA	-0.010610989	unbias	0.372303954	G43_M_mean	0.0692	0.0971	1.4035
TRINITY_DN126931_c1_g2_i7	swap70	Chr04	503551	503551	-0.227170314	unbias	0.611329622	Brain_fmean	0.0377	0.0446	1.183
TRINITY_DN126932_c0_g1_i10	NA	NA	NA	NA	0.541705062	unbias	0.645317038	Brain_fmean	0.0875	0.136	1.5541
TRINITY_DN126935_c6_g3_i3	NA	NA	NA	NA	-0.18292962	unbias	0.675698915	Ovary_mean	0.0444	0.0649	1.4626
TRINITY_DN126938_c6_g2_i1	NA	NA	NA	NA	-0.082603179	unbias	0.465120381	Brain_fmean	0.0945	0.1536	1.6251
TRINITY_DN126944_c2_g6_i2	NA	NA	NA	NA	-0.127780092	unbias	0.288132762	Brain_mmean	0.0363	0.0505	1.3881
TRINITY_DN126945_c0_g1_i2	wdr91	scaffold_150	266970	266970	-0.139836869	unbias	0.415756491	Ovary_mean	0.1222	0.2162	1.7684
TRINITY_DN126947_c0_g3_i1	NA	NA	NA	NA	-0.3893203	unbias	0.287513095	G27_fmean	0.0972	0.1761	1.8115
TRINITY_DN126948_c0_g1_i4	NA	NA	NA	NA	0.495704252	unbias	0.700941352	Brain_mmean	0.0367	0.068	1.8557
TRINITY_DN126956_c0_g1_i4	NA	NA	NA	NA	-0.083785755	unbias	0.204147029	Ovary_mean	0.0604	0.0699	1.1577
TRINITY_DN126957_c0_g1_i3	tdp2	Chr06	29582585	29582585	0.069206138	unbias	0.849326723	Brain_fmean	0.1069	0.1105	1.0338
TRINITY_DN126960_c0_g2_i1	irg1	Chr08	24752883	24752883	-0.017305063	unbias	0.604778524	Ovary_mean	0.1756	0.2475	1.4095
TRINITY_DN126960_c0_g7_i1	NA	NA	NA	NA	-0.607296683	unbias	0.561313508	Ovary_mean	0.0925	0.1015	1.0972
TRINITY_DN126963_c1_g2_i3	NA	NA	NA	NA	0.059361052	unbias	0.476977752	Brain_mmean	0.075	0.1149	1.5319
TRINITY_DN126968_c0_g1_i1	NA	NA	NA	NA	0.123151264	unbias	0.375122769	Testis_mean	0.1596	0.3052	1.9117
TRINITY_DN126969_c0_g1_i4	NA	NA	NA	NA	-0.094754709	unbias	0.316965147	Testis_mean	0.0748	0.1481	1.98
TRINITY_DN126971_c0_g4_i1	NA	NA	NA	NA	0.019242096	unbias	0.236689174	Brain_mmean	0.0032	0.0038	1.2087
TRINITY_DN126975_c0_g1_i1	NA	NA	NA	NA	0.055530091	unbias	0.4570578	Ovary_mean	0.0361	0.0373	1.0323
TRINITY_DN126978_c0_g3_i3	sephs1	Chr03	72217915	72217915	0.195889791	unbias	0.237102722	G23_fmean	0.1103	0.1295	1.174
TRINITY_DN126982_c0_g1_i1	NA	NA	NA	NA	-0.879152248	unbias	0.162118903	G23_mmean	0.0553	0.0622	1.1253
TRINITY_DN126984_c0_g1_i2	NA	NA	NA	NA	0.170153962	unbias	0.217823212	Brain_mmean	0.0517	0.0646	1.249
TRINITY_DN126990_c0_g1_i2	NA	NA	NA	NA	-0.492284534	unbias	0.215273944	Brain_fmean	0.0888	0.1134	1.2776
TRINITY_DN126997_c2_g2_i8	NA	NA	NA	NA	0.320421422	unbias	0.24362245	Ovary_mean	0.0289	0.0449	1.5559
TRINITY_DN126998_c0_g2_i3	NA	NA	NA	NA	-0.075989301	unbias	0.336401176	G23_fmean	0.1018	0.1954	1.9199
TRINITY_DN127001_c4_g3_i2	wdr44	Chr08	45918035	45918035	0.531288066	unbias	0.719525477	Brain_mmean	0.0292	0.043	1.4736
TRINITY_DN127008_c0_g1_i1	NA	NA	NA	NA	-0.156773104	unbias	0.623778447	Ovary_mean	0.168	0.2455	1.461
TRINITY_DN127009_c1_g1_i3	NA	NA	NA	NA	-0.11331338	unbias	0.581634798	Testis_mean	0.1797	0.3188	1.7737
TRINITY_DN127011_c1_g3_i8	NA	NA	NA	NA	0.533410012	unbias	0.529777516	Brain_mmean	0.0145	0.0058	0.3977
