G23,G27,G31,G43,G46
,,,,TRINITY_DN131461_c2_g1_i4
,,,,TRINITY_DN131463_c2_g2_i8
,,,,TRINITY_DN131467_c2_g1_i5
,,,,TRINITY_DN131468_c6_g1_i2
,,,,TRINITY_DN131473_c1_g1_i5
,,,,TRINITY_DN131474_c3_g1_i1
,,,,TRINITY_DN131475_c3_g1_i1
,,,,TRINITY_DN131476_c7_g1_i2
,,,,TRINITY_DN131477_c1_g1_i2
,,,,TRINITY_DN131477_c1_g3_i1
,,,,TRINITY_DN131478_c2_g1_i17
,,,,TRINITY_DN131478_c2_g2_i3
,,,,TRINITY_DN131484_c0_g1_i1
,,,,TRINITY_DN131485_c1_g1_i3
,,,,TRINITY_DN131485_c2_g1_i3
,,,,TRINITY_DN131485_c2_g3_i2
,,,,TRINITY_DN131486_c0_g1_i3
,,,,TRINITY_DN131489_c1_g2_i1
,,,,TRINITY_DN131491_c7_g1_i1
,,,,TRINITY_DN131491_c8_g1_i1
,,,,TRINITY_DN131491_c9_g1_i3
,,,,TRINITY_DN131495_c0_g1_i2
,,,,TRINITY_DN131496_c0_g1_i6
,,,,TRINITY_DN131499_c4_g5_i2
,,,,TRINITY_DN131501_c1_g4_i1
,,,,TRINITY_DN131505_c2_g1_i1
,,,,TRINITY_DN131509_c1_g2_i3
,,,,TRINITY_DN131511_c5_g1_i1
,,,,TRINITY_DN131513_c4_g3_i2
,,,,TRINITY_DN131513_c4_g4_i2
,,,,TRINITY_DN131516_c2_g1_i1
,,,,TRINITY_DN131516_c4_g1_i2
,,,,TRINITY_DN131517_c4_g1_i1
,,,,TRINITY_DN131517_c5_g1_i2
,,,,TRINITY_DN131519_c3_g2_i1
,,,,TRINITY_DN131525_c3_g2_i1
,,,,TRINITY_DN131526_c1_g1_i3
,,,,TRINITY_DN131530_c4_g1_i1
,,,,TRINITY_DN131532_c0_g1_i3
,,,,TRINITY_DN131534_c0_g3_i2
,,,,TRINITY_DN131537_c4_g1_i1
,,,,TRINITY_DN131542_c0_g1_i3
,,,,TRINITY_DN131546_c0_g1_i1
,,,,TRINITY_DN131549_c5_g3_i1
,,,,TRINITY_DN131549_c6_g1_i2
,,,,TRINITY_DN131550_c3_g1_i8
,,,,TRINITY_DN131551_c1_g2_i1
,,,,TRINITY_DN131553_c4_g1_i4
,,,,TRINITY_DN131564_c6_g2_i1
,,,,TRINITY_DN131566_c2_g1_i1
,,,,TRINITY_DN131567_c5_g1_i6
,,,,TRINITY_DN131568_c7_g2_i3
,,,,TRINITY_DN131569_c2_g1_i5
,,,,TRINITY_DN131574_c2_g3_i3
,,,,TRINITY_DN131577_c0_g1_i1
,,,,TRINITY_DN131578_c8_g1_i1
,,,,TRINITY_DN131581_c5_g1_i1
,,,,TRINITY_DN131581_c5_g2_i1
,,,,TRINITY_DN131584_c9_g1_i1
,,,,TRINITY_DN131585_c2_g2_i1
,,,,TRINITY_DN131588_c2_g1_i7
,,,,TRINITY_DN131589_c0_g1_i3
,,,,TRINITY_DN131593_c4_g2_i7
,,,,TRINITY_DN131594_c0_g2_i3
,,,,TRINITY_DN131600_c0_g1_i1
,,,,TRINITY_DN131600_c1_g1_i13
,,,,TRINITY_DN131606_c0_g1_i2
,,,,TRINITY_DN131607_c5_g1_i3
,,,,TRINITY_DN131608_c2_g1_i1
,,,,TRINITY_DN131608_c4_g1_i1
,,,,TRINITY_DN131609_c2_g1_i1
,,,,TRINITY_DN131614_c2_g1_i2
,,,,TRINITY_DN131614_c4_g1_i4
,,,,TRINITY_DN131615_c3_g1_i2
,,,,TRINITY_DN131615_c3_g2_i1
,,,,TRINITY_DN131615_c3_g3_i1
,,,,TRINITY_DN131616_c13_g1_i1
,,,,TRINITY_DN131622_c1_g1_i1
,,,,TRINITY_DN131625_c4_g1_i1
,,,,TRINITY_DN131628_c0_g1_i11
,,,,TRINITY_DN131633_c2_g2_i1
,,,,TRINITY_DN131640_c4_g1_i5
,,,,TRINITY_DN131641_c4_g1_i1
,,,,TRINITY_DN131642_c3_g1_i1
,,,,TRINITY_DN131642_c3_g2_i2
,,,,TRINITY_DN131643_c3_g3_i4
,,,,TRINITY_DN131645_c1_g3_i5
,,,,TRINITY_DN131647_c1_g3_i1
,,,,TRINITY_DN131649_c2_g1_i1
,,,,TRINITY_DN131652_c1_g1_i4
,,,,TRINITY_DN131652_c2_g1_i11
,,,,TRINITY_DN131652_c2_g2_i2
,,,,TRINITY_DN131655_c5_g1_i2
,,,,TRINITY_DN131660_c2_g1_i3
,,,,TRINITY_DN131662_c0_g1_i4
,,,,TRINITY_DN131664_c5_g1_i2
,,,,TRINITY_DN131665_c3_g1_i1
,,,,TRINITY_DN131666_c8_g1_i1
,,,,TRINITY_DN131667_c3_g1_i5
,,,,TRINITY_DN131669_c0_g1_i3
,,,,TRINITY_DN131673_c3_g2_i1
,,,,TRINITY_DN131674_c6_g1_i1
,,,,TRINITY_DN131676_c0_g1_i6
,,,,TRINITY_DN131678_c0_g3_i2
,,,,TRINITY_DN131680_c1_g1_i2
,,,,TRINITY_DN131681_c7_g2_i4
,,,,TRINITY_DN131683_c3_g3_i1
,,,,TRINITY_DN131686_c9_g2_i2
,,,,TRINITY_DN131689_c4_g1_i1
,,,,TRINITY_DN131693_c7_g1_i1
,,,,TRINITY_DN131697_c1_g1_i3
,,,,TRINITY_DN131697_c2_g1_i1
,,,,TRINITY_DN131701_c9_g1_i3
,,,,TRINITY_DN131702_c2_g2_i3
,,,,TRINITY_DN131704_c8_g1_i1
,,,,TRINITY_DN131705_c1_g1_i4
,,,,TRINITY_DN131708_c3_g1_i3
,,,,TRINITY_DN131712_c1_g3_i2
,,,,TRINITY_DN131713_c0_g3_i3
,,,,TRINITY_DN131715_c1_g4_i1
,,,,TRINITY_DN131715_c1_g5_i1
,,,,TRINITY_DN131716_c0_g1_i1
,,,,TRINITY_DN131719_c1_g1_i2
,,,,TRINITY_DN131726_c1_g1_i3
,,,,TRINITY_DN131727_c0_g1_i6
,,,,TRINITY_DN131727_c0_g2_i2
,,,,TRINITY_DN131734_c1_g3_i1
,,,,TRINITY_DN131734_c1_g5_i1
,,,,TRINITY_DN131735_c1_g1_i2
,,,,TRINITY_DN131738_c2_g1_i1
,,,,TRINITY_DN131738_c3_g1_i1
,,,,TRINITY_DN131746_c0_g2_i1
,,,,TRINITY_DN131749_c5_g1_i1
,,,,TRINITY_DN131750_c1_g1_i2
,,,,TRINITY_DN131751_c12_g2_i2
,,,,TRINITY_DN131754_c10_g1_i2
,,,,TRINITY_DN131755_c4_g1_i13
,,,,TRINITY_DN131758_c1_g1_i1
,,,,TRINITY_DN131761_c5_g1_i2
,,,,TRINITY_DN131761_c6_g1_i1
,,,,TRINITY_DN131762_c3_g2_i6
,,,,TRINITY_DN131767_c1_g2_i2
,,,,TRINITY_DN131774_c2_g1_i3
,,,,TRINITY_DN131775_c4_g2_i2
,,,,TRINITY_DN131776_c3_g1_i3
,,,,TRINITY_DN131778_c7_g1_i3
,,,,TRINITY_DN131783_c0_g1_i1
,,,,TRINITY_DN131791_c2_g1_i1
,,,,TRINITY_DN131791_c2_g2_i6
,,,,TRINITY_DN131792_c2_g1_i1
,,,,TRINITY_DN131793_c7_g2_i4
,,,,TRINITY_DN131794_c6_g1_i1
,,,,TRINITY_DN131797_c5_g2_i5
,,,,TRINITY_DN131800_c4_g1_i9
,,,,TRINITY_DN131801_c10_g1_i1
,,,,TRINITY_DN131801_c7_g2_i2
,,,,TRINITY_DN131801_c7_g3_i1
,,,,TRINITY_DN131804_c2_g2_i1
,,,,TRINITY_DN131805_c3_g1_i1
,,,,TRINITY_DN131806_c3_g3_i2
,,,,TRINITY_DN131807_c2_g1_i6
,,,,TRINITY_DN131810_c0_g1_i1
,,,,TRINITY_DN131811_c5_g1_i1
,,,,TRINITY_DN131813_c8_g1_i3
,,,,TRINITY_DN131813_c8_g4_i1
,,,,TRINITY_DN131816_c6_g2_i1
,,,,TRINITY_DN131816_c6_g5_i1
,,,,TRINITY_DN131819_c4_g2_i3
,,,,TRINITY_DN131819_c5_g1_i5
,,,,TRINITY_DN131822_c5_g2_i3
,,,,TRINITY_DN131828_c5_g1_i1
,,,,TRINITY_DN131828_c6_g1_i1
,,,,TRINITY_DN131830_c2_g1_i1
,,,,TRINITY_DN131831_c3_g3_i1
,,,,TRINITY_DN131833_c2_g5_i5
,,,,TRINITY_DN131837_c2_g1_i1
,,,,TRINITY_DN131840_c10_g1_i2
,,,,TRINITY_DN131841_c2_g3_i7
,,,,TRINITY_DN131847_c1_g4_i1
,,,,TRINITY_DN131848_c1_g1_i2
,,,,TRINITY_DN131848_c2_g1_i8
,,,,TRINITY_DN131850_c2_g1_i2
,,,,TRINITY_DN131851_c0_g1_i4
,,,,TRINITY_DN131854_c6_g1_i1
,,,,TRINITY_DN131856_c2_g1_i1
,,,,TRINITY_DN131856_c2_g4_i1
,,,,TRINITY_DN131860_c6_g1_i3
,,,,TRINITY_DN131862_c1_g2_i1
,,,,TRINITY_DN131865_c3_g2_i1
,,,,TRINITY_DN131866_c3_g3_i3
,,,,TRINITY_DN131867_c1_g1_i6
,,,,TRINITY_DN131872_c0_g1_i1
,,,,TRINITY_DN131873_c5_g1_i2
,,,,TRINITY_DN131877_c0_g1_i4
,,,,TRINITY_DN131878_c0_g1_i4
,,,,TRINITY_DN131880_c3_g1_i2
,,,,TRINITY_DN131881_c4_g1_i1
,,,,TRINITY_DN131885_c1_g1_i2
,,,,TRINITY_DN131888_c1_g2_i2
,,,,TRINITY_DN131892_c6_g1_i3
,,,,TRINITY_DN131893_c7_g1_i1
,,,,TRINITY_DN131894_c2_g1_i10
,,,,TRINITY_DN131895_c1_g1_i2
,,,,TRINITY_DN131896_c2_g1_i1
,,,,TRINITY_DN131896_c2_g2_i2
,,,,TRINITY_DN131897_c4_g1_i4
,,,,TRINITY_DN131900_c1_g2_i13
,,,,TRINITY_DN131902_c1_g1_i1
,,,,TRINITY_DN131907_c4_g1_i1
,,,,TRINITY_DN131912_c6_g1_i1
,,,,TRINITY_DN131914_c0_g3_i6
,,,,TRINITY_DN131915_c8_g2_i1
,,,,TRINITY_DN131917_c6_g1_i4
,,,,TRINITY_DN131917_c7_g1_i1
,,,,TRINITY_DN131918_c2_g1_i1
,,,,TRINITY_DN131918_c5_g1_i3
,,,,TRINITY_DN131922_c1_g3_i1
,,,,TRINITY_DN131925_c3_g1_i1
,,,,TRINITY_DN131925_c6_g1_i3
,,,,TRINITY_DN131926_c3_g2_i1
,,,,TRINITY_DN131926_c3_g4_i1
,,,,TRINITY_DN131928_c5_g1_i1
,,,,TRINITY_DN131936_c0_g2_i1
,,,,TRINITY_DN131938_c1_g2_i2
,,,,TRINITY_DN131938_c1_g3_i1
,,,,TRINITY_DN131941_c3_g3_i1
,,,,TRINITY_DN131942_c3_g1_i2
,,,,TRINITY_DN131943_c0_g1_i1
,,,,TRINITY_DN131945_c3_g1_i1
,,,,TRINITY_DN131946_c0_g2_i6
,,,,TRINITY_DN131950_c3_g1_i1
,,,,TRINITY_DN131951_c4_g1_i4
,,,,TRINITY_DN131953_c3_g1_i4
,,,,TRINITY_DN131953_c3_g3_i2
,,,,TRINITY_DN131958_c0_g2_i4
,,,,TRINITY_DN131960_c1_g2_i1
,,,,TRINITY_DN131961_c6_g1_i1
,,,,TRINITY_DN131962_c0_g1_i1
,,,,TRINITY_DN131964_c2_g1_i6
,,,,TRINITY_DN131970_c1_g1_i5
,,,,TRINITY_DN131970_c2_g1_i1
,,,,TRINITY_DN131971_c0_g1_i1
,,,,TRINITY_DN131972_c5_g1_i1
,,,,TRINITY_DN131974_c1_g2_i4
,,,,TRINITY_DN131974_c1_g5_i4
,,,,TRINITY_DN131977_c7_g3_i1
,,,,TRINITY_DN131980_c5_g1_i3
,,,,TRINITY_DN131980_c6_g1_i1
,,,,TRINITY_DN131981_c6_g3_i5
,,,,TRINITY_DN131991_c5_g1_i1
,,,,TRINITY_DN131992_c6_g2_i3
,,,,TRINITY_DN131994_c1_g1_i1
,,,,TRINITY_DN131994_c2_g2_i2
,,,,TRINITY_DN131995_c1_g1_i1
,,,,TRINITY_DN131998_c1_g1_i2
,,,,TRINITY_DN131999_c0_g2_i1
,,,,TRINITY_DN132002_c1_g1_i1
,,,,TRINITY_DN132009_c10_g1_i1
,,,,TRINITY_DN132009_c10_g4_i1
,,,,TRINITY_DN132014_c1_g2_i2
,,,,TRINITY_DN132020_c1_g2_i2
,,,,TRINITY_DN132021_c8_g1_i9
,,,,TRINITY_DN132026_c2_g1_i2
,,,,TRINITY_DN132026_c2_g2_i2
,,,,TRINITY_DN132027_c2_g1_i1
,,,,TRINITY_DN132028_c2_g1_i2
,,,,TRINITY_DN132029_c2_g2_i2
,,,,TRINITY_DN132029_c3_g1_i1
,,,,TRINITY_DN132034_c3_g3_i1
,,,,TRINITY_DN132035_c2_g1_i2
,,,,TRINITY_DN132037_c0_g3_i1
,,,,TRINITY_DN132038_c4_g1_i2
,,,,TRINITY_DN132040_c5_g1_i10
,,,,TRINITY_DN132041_c5_g1_i3
,,,,TRINITY_DN132043_c2_g3_i4
,,,,TRINITY_DN132050_c1_g2_i1
,,,,TRINITY_DN132052_c0_g1_i27
,,,,TRINITY_DN132053_c4_g1_i2
,,,,TRINITY_DN132054_c2_g2_i3
,,,,TRINITY_DN132056_c5_g1_i1
,,,,TRINITY_DN132057_c3_g1_i1
,,,,TRINITY_DN132060_c5_g1_i1
,,,,TRINITY_DN132068_c3_g1_i1
,,,,TRINITY_DN132069_c0_g1_i3
,,,,TRINITY_DN132072_c3_g1_i1
,,,,TRINITY_DN132073_c3_g1_i1
,,,,TRINITY_DN132074_c4_g1_i4
,,,,TRINITY_DN132075_c6_g1_i1
,,,,TRINITY_DN132076_c0_g1_i4
,,,,TRINITY_DN132079_c4_g1_i11
,,,,TRINITY_DN132080_c3_g5_i4
,,,,TRINITY_DN132083_c4_g1_i2
,,,,TRINITY_DN132084_c1_g1_i2
,,,,TRINITY_DN132085_c1_g1_i2
,,,,TRINITY_DN132085_c2_g1_i1
,,,,TRINITY_DN132087_c4_g1_i3
,,,,TRINITY_DN132097_c1_g1_i4
,,,,TRINITY_DN132099_c0_g2_i1
,,,,TRINITY_DN132100_c4_g1_i1
,,,,TRINITY_DN132100_c5_g1_i1
,,,,TRINITY_DN132100_c7_g1_i8
,,,,TRINITY_DN132101_c1_g1_i1
,,,,TRINITY_DN132102_c5_g1_i5
,,,,TRINITY_DN132105_c0_g3_i3
,,,,TRINITY_DN132106_c0_g1_i7
,,,,TRINITY_DN132107_c1_g1_i8
,,,,TRINITY_DN132107_c1_g2_i2
,,,,TRINITY_DN132108_c1_g1_i1
,,,,TRINITY_DN132109_c4_g1_i1
,,,,TRINITY_DN132110_c6_g2_i3
,,,,TRINITY_DN132112_c9_g1_i2
,,,,TRINITY_DN132114_c4_g1_i2
,,,,TRINITY_DN132117_c0_g1_i3
,,,,TRINITY_DN132118_c7_g3_i2
,,,,TRINITY_DN132119_c1_g2_i1
,,,,TRINITY_DN132120_c0_g1_i1
,,,,TRINITY_DN132121_c0_g1_i2
,,,,TRINITY_DN132127_c4_g1_i3
,,,,TRINITY_DN132132_c6_g1_i1
,,,,TRINITY_DN132134_c1_g2_i2
,,,,TRINITY_DN132136_c2_g1_i1
,,,,TRINITY_DN132137_c1_g1_i5
,,,,TRINITY_DN132140_c3_g1_i1
,,,,TRINITY_DN132142_c2_g1_i2
,,,,TRINITY_DN132145_c0_g1_i1
,,,,TRINITY_DN132146_c0_g2_i6
,,,,TRINITY_DN132148_c4_g1_i1
,,,,TRINITY_DN132155_c2_g3_i7
,,,,TRINITY_DN132156_c3_g1_i3
,,,,TRINITY_DN132159_c0_g1_i3
,,,,TRINITY_DN132162_c5_g1_i2
,,,,TRINITY_DN132168_c1_g1_i1
,,,,TRINITY_DN132172_c4_g2_i2
,,,,TRINITY_DN132173_c0_g1_i6
,,,,TRINITY_DN132176_c6_g1_i6
,,,,TRINITY_DN132180_c0_g1_i1
,,,,TRINITY_DN132182_c5_g1_i1
,,,,TRINITY_DN132183_c5_g7_i1
,,,,TRINITY_DN132187_c0_g1_i19
,,,,TRINITY_DN132188_c0_g1_i11
,,,,TRINITY_DN132190_c4_g1_i3
,,,,TRINITY_DN132192_c1_g2_i1
,,,,TRINITY_DN132193_c1_g1_i2
,,,,TRINITY_DN132194_c2_g3_i1
,,,,TRINITY_DN132194_c2_g4_i4
,,,,TRINITY_DN132198_c3_g1_i2
,,,,TRINITY_DN132198_c4_g1_i1
,,,,TRINITY_DN132198_c4_g3_i1
,,,,TRINITY_DN132200_c0_g1_i1
,,,,TRINITY_DN132200_c0_g2_i1
,,,,TRINITY_DN132200_c0_g3_i1
,,,,TRINITY_DN132202_c4_g1_i1
,,,,TRINITY_DN132203_c0_g2_i2
,,,,TRINITY_DN132204_c6_g1_i2
,,,,TRINITY_DN132207_c6_g4_i2
,,,,TRINITY_DN132209_c0_g1_i1
,,,,TRINITY_DN132213_c0_g1_i2
,,,,TRINITY_DN132214_c0_g1_i5
,,,,TRINITY_DN132215_c0_g1_i2
,,,,TRINITY_DN132216_c0_g1_i2
,,,,TRINITY_DN132217_c7_g1_i3
,,,,TRINITY_DN132218_c2_g2_i4
,,,,TRINITY_DN132218_c2_g4_i1
,,,,TRINITY_DN132226_c1_g3_i1
,,,,TRINITY_DN132230_c7_g1_i1
,,,,TRINITY_DN132234_c0_g1_i1
,,,,TRINITY_DN132236_c0_g1_i4
,,,,TRINITY_DN132237_c0_g1_i2
,,,,TRINITY_DN132241_c2_g1_i2
,,,,TRINITY_DN132245_c3_g1_i1
,,,,TRINITY_DN132245_c4_g1_i2
,,,,TRINITY_DN132247_c2_g1_i1
,,,,TRINITY_DN132251_c4_g1_i3
,,,,TRINITY_DN132254_c0_g1_i2
,,,,TRINITY_DN132254_c1_g2_i4
,,,,TRINITY_DN132255_c1_g1_i1
,,,,TRINITY_DN132255_c2_g2_i8
,,,,TRINITY_DN132256_c3_g1_i1
,,,,TRINITY_DN132257_c8_g1_i2
,,,,TRINITY_DN132259_c4_g2_i3
,,,,TRINITY_DN132261_c3_g11_i1
,,,,TRINITY_DN132262_c4_g2_i1
,,,,TRINITY_DN132262_c5_g2_i3
,,,,TRINITY_DN132263_c0_g2_i1
,,,,TRINITY_DN132266_c8_g2_i2
,,,,TRINITY_DN132267_c0_g1_i2
,,,,TRINITY_DN132271_c4_g1_i17
,,,,TRINITY_DN132273_c3_g2_i2
,,,,TRINITY_DN132275_c4_g1_i2
,,,,TRINITY_DN132277_c3_g1_i8
,,,,TRINITY_DN132277_c4_g3_i2
,,,,TRINITY_DN132278_c6_g1_i2
,,,,TRINITY_DN132279_c2_g2_i2
,,,,TRINITY_DN132279_c3_g1_i1
,,,,TRINITY_DN132281_c4_g1_i8
,,,,TRINITY_DN132282_c0_g1_i1
,,,,TRINITY_DN132282_c0_g4_i1
,,,,TRINITY_DN132285_c0_g2_i3
,,,,TRINITY_DN132292_c0_g1_i1
,,,,TRINITY_DN132292_c0_g3_i1
,,,,TRINITY_DN132293_c6_g1_i2
,,,,TRINITY_DN132294_c6_g1_i1
,,,,TRINITY_DN132294_c7_g1_i3
,,,,TRINITY_DN132296_c1_g1_i2
,,,,TRINITY_DN132296_c1_g2_i1
,,,,TRINITY_DN132303_c2_g1_i5
,,,,TRINITY_DN132304_c0_g1_i1
,,,,TRINITY_DN132306_c3_g5_i1
,,,,TRINITY_DN132311_c4_g2_i10
,,,,TRINITY_DN132313_c3_g1_i3
,,,,TRINITY_DN132316_c5_g1_i3
,,,,TRINITY_DN132319_c4_g1_i1
,,,,TRINITY_DN132326_c1_g1_i3
,,,,TRINITY_DN132328_c1_g2_i1
,,,,TRINITY_DN132334_c7_g1_i1
,,,,TRINITY_DN132335_c0_g1_i1
,,,,TRINITY_DN132336_c3_g2_i5
,,,,TRINITY_DN132341_c3_g1_i1
,,,,TRINITY_DN132341_c4_g1_i1
,,,,TRINITY_DN132341_c5_g1_i1
,,,,TRINITY_DN132342_c4_g1_i2
,,,,TRINITY_DN132344_c1_g2_i1
,,,,TRINITY_DN132344_c2_g2_i1
,,,,TRINITY_DN132345_c3_g1_i2
,,,,TRINITY_DN132347_c10_g2_i1
,,,,TRINITY_DN132348_c1_g1_i1
,,,,TRINITY_DN132353_c4_g1_i2
,,,,TRINITY_DN132357_c3_g1_i1
,,,,TRINITY_DN132357_c5_g1_i1
,,,,TRINITY_DN132358_c6_g1_i2
,,,,TRINITY_DN132360_c3_g3_i3
,,,,TRINITY_DN132363_c4_g4_i1
,,,,TRINITY_DN132364_c2_g1_i3
,,,,TRINITY_DN132366_c2_g2_i1
,,,,TRINITY_DN132369_c1_g3_i1
,,,,TRINITY_DN132372_c0_g1_i2
,,,,TRINITY_DN132373_c7_g1_i1
,,,,TRINITY_DN132374_c0_g2_i3
,,,,TRINITY_DN132378_c2_g1_i9
,,,,TRINITY_DN132379_c1_g3_i3
,,,,TRINITY_DN132380_c0_g1_i11
,,,,TRINITY_DN132385_c3_g2_i1
,,,,TRINITY_DN132389_c3_g1_i1
,,,,TRINITY_DN132389_c3_g2_i1
,,,,TRINITY_DN132390_c1_g1_i2
,,,,TRINITY_DN132391_c2_g1_i1
,,,,TRINITY_DN132391_c5_g1_i6
,,,,TRINITY_DN132391_c5_g2_i1
,,,,TRINITY_DN132393_c1_g1_i1
,,,,TRINITY_DN132400_c0_g1_i6
,,,,TRINITY_DN132403_c8_g1_i3
,,,,TRINITY_DN132404_c0_g1_i1
,,,,TRINITY_DN132404_c1_g2_i1
,,,,TRINITY_DN132408_c2_g1_i1
,,,,TRINITY_DN132409_c4_g1_i4
,,,,TRINITY_DN132410_c3_g1_i5
,,,,TRINITY_DN132412_c1_g2_i2
,,,,TRINITY_DN132416_c0_g2_i1
,,,,TRINITY_DN132419_c6_g1_i2
,,,,TRINITY_DN132419_c7_g1_i1
,,,,TRINITY_DN132420_c2_g1_i1
,,,,TRINITY_DN132423_c5_g3_i1
,,,,TRINITY_DN132425_c4_g1_i1
,,,,TRINITY_DN132425_c5_g1_i1
,,,,TRINITY_DN132426_c2_g6_i1
,,,,TRINITY_DN132428_c1_g1_i1
,,,,TRINITY_DN132428_c1_g2_i2
,,,,TRINITY_DN132429_c2_g1_i1
,,,,TRINITY_DN132431_c3_g1_i1
,,,,TRINITY_DN132434_c2_g1_i1
,,,,TRINITY_DN132434_c2_g2_i1
,,,,TRINITY_DN132434_c2_g3_i1
,,,,TRINITY_DN132435_c0_g1_i1
,,,,TRINITY_DN132435_c0_g2_i2
,,,,TRINITY_DN132436_c0_g2_i4
,,,,TRINITY_DN132440_c5_g3_i3
,,,,TRINITY_DN132441_c8_g1_i1
,,,,TRINITY_DN132442_c1_g1_i2
,,,,TRINITY_DN132443_c3_g1_i9
,,,,TRINITY_DN132446_c4_g1_i2
,,,,TRINITY_DN132448_c2_g1_i3
,,,,TRINITY_DN132449_c2_g1_i1
,,,,TRINITY_DN132449_c6_g1_i1
,,,,TRINITY_DN132452_c0_g1_i2
,,,,TRINITY_DN132453_c1_g1_i2
,,,,TRINITY_DN132455_c0_g1_i3
,,,,TRINITY_DN132457_c4_g1_i1
,,,,TRINITY_DN132457_c5_g2_i1
,,,,TRINITY_DN132464_c2_g3_i1
,,,,TRINITY_DN132467_c0_g1_i3
,,,,TRINITY_DN132468_c0_g1_i3
,,,,TRINITY_DN132473_c6_g2_i1
,,,,TRINITY_DN132474_c1_g1_i3
,,,,TRINITY_DN132475_c0_g2_i1
,,,,TRINITY_DN132479_c4_g1_i1
,,,,TRINITY_DN132485_c2_g1_i1
,,,,TRINITY_DN132485_c3_g2_i1
,,,,TRINITY_DN132487_c2_g2_i3
,,,,TRINITY_DN132494_c6_g1_i1
,,,,TRINITY_DN132500_c5_g4_i2
,,,,TRINITY_DN132501_c0_g3_i11
,,,,TRINITY_DN132503_c4_g1_i4
,,,,TRINITY_DN132507_c6_g1_i4
,,,,TRINITY_DN132508_c0_g1_i9
,,,,TRINITY_DN132509_c1_g2_i1
,,,,TRINITY_DN132509_c1_g5_i3
,,,,TRINITY_DN132510_c1_g1_i3
,,,,TRINITY_DN132512_c6_g2_i2
,,,,TRINITY_DN132515_c8_g1_i1
,,,,TRINITY_DN132516_c4_g1_i1
,,,,TRINITY_DN132518_c0_g1_i1
,,,,TRINITY_DN132522_c2_g2_i6
,,,,TRINITY_DN132525_c3_g2_i3
,,,,TRINITY_DN132525_c3_g3_i2
,,,,TRINITY_DN132526_c0_g1_i1
,,,,TRINITY_DN132527_c3_g3_i2
,,,,TRINITY_DN132529_c1_g1_i9
,,,,TRINITY_DN132534_c5_g1_i1
,,,,TRINITY_DN132535_c1_g2_i3
,,,,TRINITY_DN132542_c8_g1_i1
,,,,TRINITY_DN132543_c5_g4_i2
,,,,TRINITY_DN132544_c8_g1_i6
,,,,TRINITY_DN132547_c3_g1_i1
,,,,TRINITY_DN132553_c9_g1_i1
,,,,TRINITY_DN132555_c2_g1_i1
,,,,TRINITY_DN132555_c3_g2_i2
,,,,TRINITY_DN132556_c5_g1_i2
,,,,TRINITY_DN132557_c6_g1_i1
,,,,TRINITY_DN132566_c2_g1_i7
,,,,TRINITY_DN132567_c7_g1_i2
,,,,TRINITY_DN132568_c0_g1_i2
,,,,TRINITY_DN132569_c0_g1_i1
,,,,TRINITY_DN132569_c2_g2_i2
,,,,TRINITY_DN132574_c5_g2_i2
,,,,TRINITY_DN132579_c2_g1_i1
,,,,TRINITY_DN132580_c3_g1_i4
,,,,TRINITY_DN132580_c3_g7_i1
,,,,TRINITY_DN132584_c4_g1_i2
,,,,TRINITY_DN132586_c5_g1_i1
,,,,TRINITY_DN132587_c1_g4_i1
,,,,TRINITY_DN132587_c1_g8_i1
,,,,TRINITY_DN132589_c0_g1_i5
,,,,TRINITY_DN132590_c1_g1_i1
,,,,TRINITY_DN132593_c3_g2_i1
,,,,TRINITY_DN132593_c4_g3_i3
,,,,TRINITY_DN132594_c3_g1_i1
,,,,TRINITY_DN132595_c7_g2_i2
,,,,TRINITY_DN132595_c7_g3_i1
,,,,TRINITY_DN132598_c3_g1_i5
,,,,TRINITY_DN132600_c6_g1_i1
,,,,TRINITY_DN132601_c1_g2_i2
,,,,TRINITY_DN132605_c7_g3_i1
,,,,TRINITY_DN132606_c3_g2_i4
,,,,TRINITY_DN132609_c5_g3_i8
,,,,TRINITY_DN132613_c2_g1_i1
,,,,TRINITY_DN132616_c0_g1_i1
,,,,TRINITY_DN132617_c3_g1_i1
,,,,TRINITY_DN132618_c1_g2_i3
,,,,TRINITY_DN132619_c2_g1_i1
,,,,TRINITY_DN132620_c5_g1_i2
,,,,TRINITY_DN132624_c1_g1_i1
,,,,TRINITY_DN132627_c4_g1_i3
,,,,TRINITY_DN132637_c0_g1_i3
,,,,TRINITY_DN132641_c2_g2_i3
,,,,TRINITY_DN132644_c1_g1_i2
,,,,TRINITY_DN132644_c2_g1_i3
,,,,TRINITY_DN132645_c2_g1_i4
,,,,TRINITY_DN132648_c1_g1_i2
,,,,TRINITY_DN132648_c1_g4_i3
,,,,TRINITY_DN132651_c2_g1_i3
,,,,TRINITY_DN132653_c3_g1_i1
,,,,TRINITY_DN132665_c0_g2_i1
,,,,TRINITY_DN132669_c1_g2_i1
,,,,TRINITY_DN132671_c3_g1_i2
,,,,TRINITY_DN132676_c2_g1_i1
,,,,TRINITY_DN132677_c3_g1_i2
,,,,TRINITY_DN132679_c1_g1_i7
,,,,TRINITY_DN132682_c0_g1_i8
,,,,TRINITY_DN132689_c4_g1_i1
,,,,TRINITY_DN132690_c0_g1_i1
,,,,TRINITY_DN132691_c0_g2_i3
,,,,TRINITY_DN132693_c0_g1_i8
