gid	gname	chr	logCPM	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN125962_c0_g1_i6	zbtb14	Chr06	3.604922384	4.1874219	4.1874219	1.18E-17	2.27E-16	0.579085323	Brain_mean	male	0.0456	0.0488	1.0711	gonad
TRINITY_DN125999_c6_g2_i9	NA	NA	8.676988175	1.297187216	1.297187216	2.43E-06	1.05E-05	0.164228202	G23_mean	male	0.0266	0.0324	1.2176	gonad
TRINITY_DN126022_c0_g1_i1	tmc6-like	Chr10	3.253573367	2.976165238	2.976165238	2.18E-07	1.13E-06	0.409415968	G27_mean	male	0.055	0.0714	1.2988	gonad
TRINITY_DN126028_c3_g1_i1	NA	NA	5.241600689	4.79162224	4.79162224	4.22E-31	2.19E-29	0.722013904	Testis_mean	male	0.0424	0.0556	1.3125	gonad
TRINITY_DN126064_c0_g1_i1	noc3l	Chr07	3.337924551	1.196628925	1.196628925	0.017352118	0.033601023	0.41930924	G43_M_mean	male	0.1181	0.1834	1.5535	gonad
TRINITY_DN126068_c0_g2_i4	NA	NA	6.548184784	1.308311103	1.308311103	1.86E-06	8.22E-06	0.165266193	G23_mean	male	0.0284	0.044	1.5495	gonad
TRINITY_DN126089_c1_g1_i2	LOC100489362	Chr07	7.09251657	1.679318994	1.679318994	1.41E-08	8.75E-08	0.750716773	Testis_mean	male	0.222	0.3588	1.6162	gonad
TRINITY_DN126094_c0_g1_i1	NA	NA	1.519495175	2.604043564	2.604043564	5.51E-08	3.13E-07	0.404235049	Liver_mean	male	0.0425	0.0713	1.6763	gonad
TRINITY_DN126116_c3_g2_i2	NA	NA	1.958858673	3.190526591	3.190526591	6.83E-09	4.45E-08	0.37876078	G43_F_mean	male	0.0492	0.0612	1.2433	gonad
TRINITY_DN126118_c1_g1_i1	NA	NA	1.724283721	4.280000933	4.280000933	1.83E-13	2.25E-12	0.557273506	G23_mean	male	0.0674	0.1077	1.5982	gonad
TRINITY_DN126126_c1_g1_i2	NA	NA	8.198906993	2.009816373	2.009816373	3.28E-12	3.43E-11	0.181746445	Brain_mean	male	0.0477	0.0479	1.0044	gonad
TRINITY_DN126142_c0_g1_i4	NA	NA	4.418113297	1.101162291	1.101162291	0.020065329	0.038145598	0.39093668	Brain_mean	male	0.1643	0.1711	1.0416	gonad
TRINITY_DN126151_c3_g1_i1	NA	NA	1.702646033	1.853895797	1.853895797	7.08E-05	0.000235574	0.422619283	Liver_mean	male	0.2141	0.2678	1.2504	gonad
TRINITY_DN126184_c0_g2_i2	c9orf78	Chr08	4.295138107	7.206246464	7.206246464	3.43E-39	2.63E-37	0.587327658	Testis_mean	male	0.2001	0.3543	1.7707	gonad
TRINITY_DN126198_c0_g1_i2	LOC548390-like	Chr06	7.051166902	1.008233553	1.008233553	0.000202687	0.000616257	0.131170453	G43_F_mean	male	0.124	0.1836	1.4811	gonad
TRINITY_DN126237_c11_g4_i1	NA	NA	0.349497713	1.111571511	1.111571511	0.013947649	0.027698853	0.275495723	G46_M_mean	male	0.1197	0.194	1.6202	gonad
TRINITY_DN126268_c0_g1_i2	NA	NA	5.269413776	3.457236007	3.457236007	6.74E-09	4.40E-08	0.308217875	Liver_mean	male	0.0809	0.1234	1.5247	gonad
TRINITY_DN126273_c0_g2_i4	NA	NA	1.528387942	2.188231672	2.188231672	0.00138345	0.003509968	0.287783277	G43_M_mean	male	0.079	0.1368	1.7323	gonad
TRINITY_DN126281_c6_g1_i1	LOC100493543	Chr01	0.39858694	2.44139697	2.44139697	2.06E-05	7.57E-05	0.839279836	Brain_mean	male	0.0693	0.0859	1.2396	gonad
TRINITY_DN126285_c1_g1_i1	NA	NA	3.675288732	2.183345365	2.183345365	3.06E-08	1.81E-07	0.4498115	Testis_mean	male	0.024	0.0209	0.869	gonad
TRINITY_DN126300_c1_g2_i1	msn-like	Chr08	2.997025877	2.041184628	2.041184628	9.38E-06	3.65E-05	0.773663386	Brain_mean	male	0.0494	0.0735	1.4887	gonad
TRINITY_DN126360_c0_g1_i1	NA	NA	2.963017867	4.259691816	4.259691816	6.91E-10	5.28E-09	0.750662927	Brain_mean	male	0.0187	0.0366	1.9575	gonad
TRINITY_DN126361_c3_g1_i1	NA	NA	5.273216347	2.03388157	2.03388157	1.36E-11	1.32E-10	0.336385697	Brain_mean	male	0.0565	0.0971	1.7192	gonad
TRINITY_DN126428_c0_g1_i1	NA	NA	3.444519641	3.44778226	3.44778226	3.64E-10	2.89E-09	0.645427322	Brain_mean	male	0.0928	0.1126	1.2141	gonad
TRINITY_DN126476_c0_g2_i1	NA	NA	2.325771487	1.598196288	1.598196288	0.00158185	0.003964289	0.719763467	Brain_mean	male	0.0439	0.0617	1.4068	gonad
TRINITY_DN126542_c1_g4_i5	NA	NA	10.0460671	2.089215618	2.089215618	4.37E-14	5.76E-13	0.078738784	G31_mean	male	0.0076	0.0131	1.707	gonad
TRINITY_DN126550_c3_g2_i1	NA	NA	3.911790617	1.91416396	1.91416396	8.69E-07	4.09E-06	0.474640178	Testis_mean	male	0.0617	0.0987	1.5996	gonad
TRINITY_DN126582_c1_g1_i4	NA	NA	9.790123676	1.497731182	1.497731182	2.48E-05	9.02E-05	0.15117734	Liver_mean	male	0.0514	0.0709	1.3775	gonad
TRINITY_DN126602_c0_g1_i2	NA	NA	6.230607948	5.089360227	5.089360227	1.72E-53	2.33E-51	0.552195647	Testis_mean	male	0.1236	0.1474	1.1924	gonad
TRINITY_DN126604_c0_g1_i1	NA	NA	1.723963435	7.117557956	7.117557956	1.83E-23	5.85E-22	0.631480235	Testis_mean	male	0.051	0.0901	1.7676	gonad
TRINITY_DN126604_c0_g2_i2	NA	NA	5.606936047	4.956692344	4.956692344	1.88E-16	3.26E-15	0.946885209	Testis_mean	male	0.1426	0.2005	1.4061	gonad
TRINITY_DN126609_c0_g1_i1	NA	NA	3.230698759	2.277204576	2.277204576	3.14E-07	1.58E-06	0.394945979	G43_M_mean	male	0.0701	0.1286	1.8354	gonad
TRINITY_DN126614_c2_g2_i1	NA	NA	9.863464709	1.219052352	1.219052352	3.56E-06	1.50E-05	0.098277602	G43_M_mean	male	0.0526	0.0782	1.4854	gonad
TRINITY_DN126616_c6_g1_i1	NA	NA	5.14325878	2.109878354	2.109878354	6.57E-08	3.69E-07	0.290141526	Brain_mean	male	0.0797	0.1118	1.4021	gonad
TRINITY_DN126617_c0_g3_i1	NA	NA	4.111969385	3.020589083	3.020589083	9.53E-13	1.07E-11	0.568241055	Testis_mean	male	0.1018	0.1846	1.812	gonad
TRINITY_DN126620_c1_g6_i4	NA	NA	3.469813334	3.352160256	3.352160256	2.12E-11	2.00E-10	0.463287618	Brain_mean	male	0.0522	0.0432	0.8264	gonad
TRINITY_DN126638_c0_g1_i3	NA	NA	4.841027125	3.737802186	3.737802186	3.60E-25	1.34E-23	0.413626955	Testis_mean	male	0.0504	0.0853	1.6941	gonad
TRINITY_DN126662_c0_g2_i5	NA	NA	5.243512121	2.274903674	2.274903674	0.001062414	0.002766078	0.47779899	Liver_mean	male	0.096	0.1774	1.8493	gonad
TRINITY_DN126694_c2_g4_i1	NA	NA	4.265395763	1.682976273	1.682976273	0.000151712	0.000472347	0.335215477	Testis_mean	male	0.1213	0.1867	1.54	gonad
TRINITY_DN126705_c0_g1_i2	mcm4	Chr06	5.622729806	1.321402652	1.321402652	0.000110667	0.000354789	0.276471642	G23_mean	male	0.0782	0.1129	1.4429	gonad
TRINITY_DN126724_c4_g1_i1	NA	NA	0.091986597	2.258428097	2.258428097	0.000505778	0.001409702	0.580863733	Brain_mean	male	0.0306	0.0232	0.7559	gonad
TRINITY_DN126737_c1_g6_i1	wbp1l	Chr07	3.546998486	3.678969947	3.678969947	1.56E-17	2.98E-16	0.562445133	Brain_mean	male	0.0581	0.0852	1.4659	gonad
TRINITY_DN126738_c1_g7_i3	NA	NA	3.971960899	3.614052366	3.614052366	1.40E-12	1.55E-11	0.314785056	G43_M_mean	male	0.1254	0.1951	1.5557	gonad
TRINITY_DN126762_c0_g1_i1	NA	NA	1.174399195	1.400859735	1.400859735	0.002200718	0.005329347	0.729646987	Brain_mean	male	0.1008	0.1551	1.5381	gonad
TRINITY_DN126777_c3_g3_i1	NA	NA	3.334363841	4.833302748	4.833302748	1.05E-12	1.18E-11	0.459358313	Liver_mean	male	0.1001	0.1579	1.5774	gonad
TRINITY_DN126794_c5_g2_i2	NA	NA	1.794109555	1.899356702	1.899356702	4.63E-05	0.000159395	0.804683262	Brain_mean	male	0.0015	0.0025	1.6113	gonad
TRINITY_DN126807_c0_g2_i1	ednra	Chr01	0.995044176	3.009034819	3.009034819	0.00036107	0.001038865	0.613800907	G43_M_mean	male	0.1409	0.2316	1.6438	gonad
TRINITY_DN126826_c2_g1_i1	NA	NA	1.697319573	2.71900781	2.71900781	0.000142375	0.000445986	0.528404513	Testis_mean	male	0.1252	0.195	1.5576	gonad
TRINITY_DN126831_c0_g1_i2	NA	NA	3.116643014	1.678759376	1.678759376	0.000125566	0.000397741	0.697723674	Brain_mean	male	0.0485	0.058	1.1964	gonad
TRINITY_DN126840_c0_g1_i2	NA	NA	0.359836112	2.666921477	2.666921477	0.000187479	0.000574118	0.379560065	Liver_mean	male	0.1275	0.2035	1.5964	gonad
TRINITY_DN126844_c0_g1_i1	NA	NA	0.745929735	3.383126383	3.383126383	7.93E-05	0.00026098	0.591196343	Liver_mean	male	0.094	0.1578	1.6781	gonad
TRINITY_DN126854_c0_g2_i6	NA	NA	0.393177587	2.4997761	2.4997761	3.71E-06	1.55E-05	0.544648937	Brain_mean	male	0.1554	0.1981	1.2747	gonad
TRINITY_DN126857_c3_g2_i1	NA	NA	7.139948893	1.724286752	1.724286752	0.000723969	0.00195041	0.394673152	Liver_mean	male	0.0651	0.0941	1.4444	gonad
TRINITY_DN126865_c1_g8_i1	sh3rf1	Chr01	1.744127853	2.322543959	2.322543959	3.75E-05	0.000131512	0.557617738	G43_F_mean	male	0.1585	0.2323	1.4658	gonad
TRINITY_DN126871_c1_g2_i4	NA	NA	2.675163813	2.513433954	2.513433954	6.39E-07	3.07E-06	0.637741834	Brain_mean	male	0.0334	0.0446	1.3372	gonad
TRINITY_DN126873_c0_g1_i2	NA	NA	0.797887093	2.471138471	2.471138471	0.00017308	0.000533574	0.781274044	Brain_mean	male	0.0595	0.0747	1.2564	gonad
TRINITY_DN126878_c0_g1_i1	NA	NA	2.554093879	2.149823192	2.149823192	0.000268896	0.000795267	0.544358238	Brain_mean	male	0.2066	0.3125	1.5128	gonad
TRINITY_DN126894_c0_g1_i4	NA	NA	2.481849429	1.260274422	1.260274422	0.001940553	0.004758055	0.450093309	Brain_mean	male	0.1792	0.3077	1.7173	gonad
TRINITY_DN126910_c8_g7_i3	rnf125-like	Chr06	1.432469068	4.103462998	4.103462998	1.04E-08	6.62E-08	0.426060865	Brain_mean	male	0.1139	0.1515	1.3304	gonad
TRINITY_DN126919_c0_g4_i1	ctu2	Chr04	1.799824639	3.980385932	3.980385932	1.49E-12	1.64E-11	0.545307792	G27_mean	male	0.0814	0.1399	1.7177	gonad
TRINITY_DN126957_c0_g1_i3	NA	NA	1.584897229	1.877335137	1.877335137	1.62E-05	6.05E-05	0.873107356	Brain_mean	male	0.1069	0.1105	1.0338	gonad
TRINITY_DN126963_c1_g2_i3	NA	NA	6.928842303	4.45790398	4.45790398	8.10E-20	1.91E-18	0.457714667	Brain_mean	male	0.075	0.1149	1.5319	gonad
TRINITY_DN126968_c0_g1_i1	NA	NA	4.492629421	1.470290433	1.470290433	0.002754583	0.006529025	0.347281013	Testis_mean	male	0.1596	0.3052	1.9117	gonad
TRINITY_DN126969_c0_g1_i4	NA	NA	4.405839964	1.492741424	1.492741424	2.66E-06	1.14E-05	0.302832303	Testis_mean	male	0.0748	0.1481	1.98	gonad
TRINITY_DN126978_c0_g3_i3	NA	NA	8.86858444	1.318892718	1.318892718	3.86E-06	1.61E-05	0.229605515	G23_mean	male	0.1103	0.1295	1.174	gonad
TRINITY_DN127035_c0_g1_i1	ftsjd1	Chr04	1.863467562	2.117753536	2.117753536	2.03E-05	7.49E-05	0.511247776	Brain_mean	male	0.1167	0.2179	1.867	gonad
TRINITY_DN127040_c3_g1_i8	tlr2	Chr01	6.95031582	1.141462743	1.141462743	3.04E-06	1.29E-05	0.100353361	Brain_mean	male	0.0603	0.0817	1.3556	gonad
TRINITY_DN127043_c1_g1_i1	LOC101730775	Chr09	3.652573016	1.356368288	1.356368288	0.000840543	0.002235635	0.281892418	Testis_mean	male	0.1064	0.1739	1.6352	gonad
TRINITY_DN127054_c2_g2_i1	pdzd4	Chr08	1.877360284	1.720617518	1.720617518	0.000150417	0.000468831	0.637508348	G23_mean	male	0.0781	0.1551	1.9859	gonad
TRINITY_DN127055_c1_g7_i1	NA	NA	4.466866177	1.885872683	1.885872683	2.87E-05	0.000102956	0.382437878	Testis_mean	male	0.067	0.0998	1.49	gonad
TRINITY_DN127084_c1_g6_i1	NA	NA	6.074397119	1.651595649	1.651595649	9.77E-09	6.23E-08	0.258184096	Brain_mean	male	0.0092	0.0091	0.9892	gonad
TRINITY_DN127087_c0_g1_i1	NA	NA	7.142459963	1.722490896	1.722490896	2.16E-14	2.96E-13	0.227946887	Testis_mean	male	0.0485	0.082	1.691	gonad
TRINITY_DN127104_c0_g1_i1	NA	NA	5.302168483	1.047385884	1.047385884	0.009654074	0.02000146	0.286788437	G43_M_mean	male	0.0825	0.1284	1.5562	gonad
TRINITY_DN127119_c0_g1_i2	rgs16	Chr04	10.88680323	1.899554272	1.899554272	3.57E-06	1.50E-05	0.082167868	Testis_mean	male	0.03	0.0419	1.3985	gonad
TRINITY_DN127120_c0_g1_i1	NA	NA	3.580075845	1.053834136	1.053834136	0.010747319	0.021993787	0.306033789	Brain_mean	male	0.0553	0.0374	0.676	gonad
TRINITY_DN127164_c5_g2_i1	NA	NA	1.411782326	2.232095561	2.232095561	3.62E-06	1.52E-05	0.629826933	Brain_mean	male	0.005	0.0042	0.8471	gonad
TRINITY_DN127166_c3_g1_i1	papss2	Chr07	2.973876876	2.596249303	2.596249303	6.55E-10	5.02E-09	0.728012695	Brain_mean	male	0.0284	0.0264	0.9309	gonad
TRINITY_DN127182_c0_g1_i1	NA	NA	3.561661553	1.502255871	1.502255871	0.000459666	0.001292382	0.538111626	Brain_mean	male	0.0567	0.1122	1.9792	gonad
TRINITY_DN127187_c0_g3_i1	klhl22	Chr01	3.431847622	4.490766448	4.490766448	2.06E-19	4.63E-18	0.353566155	G43_F_mean	male	0.0409	0.0323	0.7897	gonad
TRINITY_DN127193_c5_g1_i4	NA	NA	1.740526199	5.796360104	5.796360104	0.000130058	0.000410538	0.631511683	G46_M_mean	male	0.135	0.2079	1.54	gonad
TRINITY_DN127193_c5_g2_i2	ssg1	Chr02	4.330460669	1.553406617	1.553406617	0.000183227	0.000562394	0.241597068	G23_mean	male	0.1758	0.3319	1.8884	gonad
TRINITY_DN127208_c2_g8_i1	NA	NA	4.093393488	1.963508958	1.963508958	1.04E-05	4.03E-05	0.471766555	Brain_mean	male	0.0685	0.0727	1.0613	gonad
TRINITY_DN127225_c3_g2_i2	aim1-like.1	Chr05	3.466989591	1.454252903	1.454252903	0.000491672	0.00137517	0.406980115	Brain_mean	male	0.0313	0.0588	1.8802	gonad
TRINITY_DN127229_c2_g1_i1	NA	NA	4.128060486	1.076707468	1.076707468	0.014180185	0.028113628	0.415113138	Brain_mean	male	0.0109	0.0174	1.6035	gonad
TRINITY_DN127245_c0_g1_i2	NA	NA	4.853814636	1.821593726	1.821593726	1.43E-05	5.39E-05	0.502696635	Brain_mean	male	0.0171	0.0163	0.9499	gonad
TRINITY_DN127257_c3_g1_i5	NA	NA	3.094570268	1.967513236	1.967513236	7.40E-06	2.94E-05	0.311072295	Brain_mean	male	0.1558	0.2955	1.8968	gonad
TRINITY_DN127284_c0_g3_i1	NA	NA	1.914490284	2.307320808	2.307320808	0.006677242	0.014438663	0.651009201	G27_mean	male	0.117	0.1899	1.6231	gonad
TRINITY_DN127286_c0_g1_i2	NA	NA	4.583193369	1.635090991	1.635090991	8.83E-05	0.000288274	0.342693705	Testis_mean	male	0.0469	0.0469	1.0002	gonad
TRINITY_DN127293_c1_g4_i1	NA	NA	5.64730354	2.141368645	2.141368645	7.24E-07	3.45E-06	0.248396742	Brain_mean	male	0.0015	0.002	1.3659	gonad
TRINITY_DN127320_c1_g3_i2	NA	NA	5.099667092	1.625979289	1.625979289	2.84E-06	1.21E-05	0.160594935	G46_M_mean	male	0.0943	0.118	1.2508	gonad
TRINITY_DN127331_c0_g1_i1	Xetrov90007883m	Chr03	1.901877672	2.126129327	2.126129327	0.000198112	0.000603973	0.713132247	Brain_mean	male	0.0294	0.0427	1.4539	gonad
TRINITY_DN127344_c0_g1_i3	NA	NA	4.558494317	2.387773007	2.387773007	1.73E-12	1.89E-11	0.319921019	Testis_mean	male	0.0556	0.0714	1.2831	gonad
TRINITY_DN127357_c7_g1_i1	cep19	Chr05	9.226849866	3.045576963	3.045576963	4.43E-14	5.83E-13	0.18730553	G27_mean	male	0.062	0.0648	1.0453	gonad
TRINITY_DN127361_c15_g1_i3	NA	NA	1.063512449	2.156239617	2.156239617	3.84E-05	0.000134068	0.643061024	Liver_mean	male	0.0686	0.1155	1.683	gonad
TRINITY_DN127370_c1_g7_i1	dcakd	Chr10	2.348539469	4.552245526	4.552245526	1.54E-13	1.91E-12	0.497572279	Liver_mean	male	0.1243	0.2069	1.664	gonad
TRINITY_DN127386_c0_g1_i14	NA	NA	4.549094911	1.728111457	1.728111457	0.000563718	0.001556417	0.324364665	Testis_mean	male	0.0261	0.0367	1.4057	gonad
TRINITY_DN127422_c1_g1_i1	NA	NA	4.486522849	1.123231966	1.123231966	0.018998824	0.036397203	0.455315056	Brain_mean	male	0.0899	0.1165	1.296	gonad
TRINITY_DN127429_c4_g2_i7	NA	NA	3.484753204	2.648314157	2.648314157	5.08E-08	2.91E-07	0.502602525	Brain_mean	male	0.0331	0.0314	0.9499	gonad
TRINITY_DN127471_c0_g1_i1	NA	NA	2.775301798	1.60098663	1.60098663	0.001587747	0.003978626	0.40198865	G43_F_mean	male	0.0683	0.0997	1.4587	gonad
TRINITY_DN127487_c0_g1_i1	fam3c	Chr03	3.927800715	1.47705142	1.47705142	0.018222304	0.03510034	0.746631482	Testis_mean	male	0.1751	0.3289	1.8785	gonad
TRINITY_DN127498_c0_g1_i1	NA	NA	0.790912775	1.349570948	1.349570948	0.019450723	0.037133647	0.630652931	Brain_mean	male	0.0301	0.036	1.1952	gonad
TRINITY_DN127517_c0_g1_i2	NA	NA	2.360125198	2.217640229	2.217640229	2.17E-05	7.96E-05	0.45254434	Brain_mean	male	0.0136	0.0212	1.5535	gonad
TRINITY_DN127520_c0_g3_i7	NA	NA	7.154614996	2.117121427	2.117121427	6.91E-10	5.28E-09	0.221220346	Liver_mean	male	0.048	0.0544	1.1318	gonad
TRINITY_DN127525_c2_g1_i6	NA	NA	3.828681828	1.602265644	1.602265644	0.010874773	0.022230416	0.267330824	G43_M_mean	male	0.0196	0.0208	1.0617	gonad
TRINITY_DN127531_c0_g1_i1	NA	NA	2.092000122	2.943220086	2.943220086	3.13E-10	2.50E-09	0.715832443	Brain_mean	male	0.0951	0.1079	1.1344	gonad
TRINITY_DN127554_c1_g1_i1	NA	NA	5.630205847	3.226819664	3.226819664	2.29E-17	4.30E-16	0.467427749	Testis_mean	male	0.0685	0.0748	1.0928	gonad
TRINITY_DN127579_c0_g1_i1	pgm1	Chr04	3.350997093	1.175482512	1.175482512	0.015677773	0.030755274	0.439737516	G27_mean	male	0.0952	0.1815	1.9062	gonad
TRINITY_DN127599_c2_g3_i3	NA	NA	2.838411194	3.39783059	3.39783059	2.15E-12	2.31E-11	0.470434644	G23_mean	male	0.1394	0.1583	1.1352	gonad
TRINITY_DN127605_c5_g1_i1	cers5	Chr02	4.376166706	6.261478073	6.261478073	1.38E-39	1.08E-37	0.848746785	Testis_mean	male	0.0302	0.0517	1.7096	gonad
TRINITY_DN127636_c6_g3_i2	hgs	Chr10	11.07974544	2.041645825	2.041645825	6.08E-07	2.94E-06	0.074961015	Testis_mean	male	0.0208	0.0196	0.9412	gonad
TRINITY_DN127637_c0_g1_i1	NA	NA	7.120324047	1.79971602	1.79971602	6.97E-09	4.54E-08	0.236954653	Testis_mean	male	0.008	0.0146	1.8282	gonad
TRINITY_DN127646_c0_g5_i1	NA	NA	4.826580265	1.174437799	1.174437799	0.008479983	0.017853881	0.261233052	Testis_mean	male	0.1035	0.173	1.6717	gonad
TRINITY_DN127676_c1_g3_i5	NA	NA	1.603521868	4.059004181	4.059004181	1.33E-10	1.13E-09	0.649897783	G27_mean	male	0.0879	0.1621	1.8441	gonad
TRINITY_DN127680_c4_g2_i3	NA	NA	10.7330654	1.835941952	1.835941952	3.33E-06	1.41E-05	0.089826436	Testis_mean	male	0.0024	0.0036	1.4769	gonad
TRINITY_DN127701_c2_g6_i3	LOC100488747-like.2	scaffold_534	3.355070844	2.280391188	2.280391188	1.75E-07	9.17E-07	0.545322072	Brain_mean	male	0.2249	0.1021	0.4538	gonad
TRINITY_DN127706_c0_g5_i2	shc4	Chr03	2.684858051	2.841570619	2.841570619	5.23E-09	3.48E-08	0.371416338	Testis_mean	male	0.1301	0.2294	1.7633	gonad
TRINITY_DN127713_c2_g2_i1	NA	NA	1.217568018	1.954740876	1.954740876	4.77E-05	0.00016368	0.597579474	Brain_mean	male	0.081	0.1375	1.6968	gonad
TRINITY_DN127742_c4_g4_i1	NA	NA	6.987461998	2.023042698	2.023042698	4.63E-10	3.62E-09	0.252183351	G23_mean	male	0.0835	0.0771	0.9239	gonad
TRINITY_DN127743_c1_g2_i1	NA	NA	7.531941268	2.514216468	2.514216468	4.28E-14	5.65E-13	0.193264532	Brain_mean	male	0.0721	0.0773	1.0715	gonad
TRINITY_DN127787_c0_g1_i3	aff2-like.2	Chr08	1.0862332	1.379148256	1.379148256	0.001420043	0.003593514	0.715970908	Brain_mean	male	0.0122	0.0116	0.9499	gonad
TRINITY_DN127800_c0_g1_i1	NA	NA	3.255475971	2.055302121	2.055302121	3.52E-07	1.76E-06	0.413812267	G23_mean	male	0.0982	0.0608	0.619	gonad
TRINITY_DN127807_c0_g1_i3	NA	NA	3.873952981	1.262401118	1.262401118	0.001631942	0.004078499	0.269276178	Testis_mean	male	0.0896	0.1293	1.4429	gonad
TRINITY_DN127834_c3_g5_i8	vps13b	Chr06	1.363320451	3.075891679	3.075891679	8.59E-07	4.05E-06	0.429914723	G46_M_mean	male	0.1649	0.1178	0.7142	gonad
TRINITY_DN127861_c1_g3_i1	NA	NA	9.728801361	2.38466513	2.38466513	3.13E-15	4.67E-14	0.199671584	Testis_mean	male	0.0993	0.0863	0.869	gonad
TRINITY_DN127870_c2_g3_i1	ntn3-like	Chr09	3.989903651	1.520940864	1.520940864	0.001497376	0.00377144	0.367794349	Testis_mean	male	0.044	0.0695	1.5795	gonad
TRINITY_DN127882_c7_g3_i1	NA	NA	2.241422426	1.342654042	1.342654042	0.002946296	0.006933907	0.278246806	Brain_mean	male	0.1591	0.2193	1.3788	gonad
TRINITY_DN127891_c2_g1_i1	NA	NA	2.346390953	3.833354245	3.833354245	1.57E-14	2.18E-13	0.716658715	Brain_mean	male	0.0243	0.0328	1.3519	gonad
TRINITY_DN127919_c0_g2_i9	NA	NA	0.546616418	1.511975593	1.511975593	0.008952481	0.018721539	0.414798146	G23_mean	male	0.1259	0.1605	1.2748	gonad
TRINITY_DN127920_c0_g1_i1	NA	NA	6.34072476	1.193181554	1.193181554	1.31E-06	5.95E-06	0.194265991	G23_mean	male	0.0352	0.036	1.024	gonad
TRINITY_DN127960_c0_g3_i11	NA	NA	7.912355746	6.190592579	6.190592579	6.27E-65	1.23E-62	0.529895624	Testis_mean	male	0.0562	0.1039	1.8495	gonad
TRINITY_DN127993_c2_g2_i2	NA	NA	6.382990545	1.528303171	1.528303171	0.000109512	0.000351785	0.354494181	Testis_mean	male	0.0926	0.1616	1.7446	gonad
TRINITY_DN127994_c1_g1_i1	NA	NA	1.601519741	2.647889383	2.647889383	2.85E-06	1.22E-05	0.469606755	G27_mean	male	0.0532	0.0873	1.6419	gonad
TRINITY_DN128039_c0_g1_i2	tbc1d1-like	Chr01	1.558920386	2.01255296	2.01255296	5.04E-05	0.000172188	0.436300819	Brain_mean	male	0.1332	0.228	1.7115	gonad
TRINITY_DN128064_c0_g1_i2	NA	NA	3.804154827	2.829529498	2.829529498	1.29E-06	5.90E-06	0.683304986	Brain_mean	male	0.0636	0.0686	1.0777	gonad
TRINITY_DN128082_c2_g8_i1	Xetrov90030432m	scaffold_78	4.810400969	1.7252698	1.7252698	0.00044258	0.001249012	0.406144232	Brain_mean	male	0.0751	0.1237	1.6466	gonad
TRINITY_DN128100_c0_g1_i9	NA	NA	2.534390851	1.247785167	1.247785167	0.004978661	0.011083507	0.649402793	Brain_mean	male	0.036	0.0508	1.4099	gonad
TRINITY_DN128101_c1_g3_i2	NA	NA	7.966783743	1.196902086	1.196902086	1.33E-07	7.13E-07	0.177963938	G23_mean	male	0.014	0.0215	1.5312	gonad
TRINITY_DN128112_c3_g1_i2	NA	NA	3.141410443	2.205039576	2.205039576	5.23E-06	2.13E-05	0.237272877	G43_M_mean	male	0.0082	0.0095	1.1525	gonad
TRINITY_DN128113_c6_g2_i3	LOC101732318-like	Chr04	7.410488678	4.205179125	4.205179125	1.29E-32	7.15E-31	0.412806655	Testis_mean	male	0.0673	0.1028	1.5277	gonad
TRINITY_DN128119_c1_g1_i2	NA	NA	10.54671382	1.912892223	1.912892223	1.59E-06	7.11E-06	0.084083509	Testis_mean	male	0.001	0.0005	0.4937	gonad
TRINITY_DN128124_c7_g1_i1	NA	NA	2.362767044	1.936517683	1.936517683	2.54E-05	9.24E-05	0.478373402	Testis_mean	male	0.0955	0.1756	1.8392	gonad
TRINITY_DN128144_c3_g1_i5	nedd4l	Chr01	3.886857265	3.27903538	3.27903538	7.77E-13	8.89E-12	0.28744951	G43_M_mean	male	0.0863	0.1102	1.2775	gonad
TRINITY_DN128150_c9_g1_i2	NA	NA	4.42783674	2.020751071	2.020751071	8.15E-08	4.52E-07	0.463002951	G27_mean	male	0.1016	0.1857	1.828	gonad
TRINITY_DN128156_c1_g2_i4	NA	NA	5.016581218	1.549314402	1.549314402	1.94E-06	8.54E-06	0.28319916	Brain_mean	male	0.0992	0.1442	1.4528	gonad
TRINITY_DN128168_c0_g1_i1	NA	NA	4.638407864	2.140352512	2.140352512	1.13E-06	5.20E-06	0.533055145	Testis_mean	male	0.0389	0.064	1.6473	gonad
TRINITY_DN128207_c2_g4_i1	NA	NA	3.522452473	1.356492674	1.356492674	0.000366253	0.001051898	0.500540526	Testis_mean	male	0.0253	0.0251	0.9919	gonad
TRINITY_DN128209_c1_g2_i5	LOC100490281	scaffold_48	5.427680333	2.328850719	2.328850719	7.22E-10	5.51E-09	0.158959633	Testis_mean	male	0.0583	0.0806	1.3808	gonad
TRINITY_DN128284_c0_g1_i3	NA	NA	0.274944076	4.73733656	4.73733656	4.18E-12	4.31E-11	0.81270811	Brain_mean	male	0.0769	0.1206	1.5685	gonad
TRINITY_DN128303_c0_g2_i10	NA	NA	1.937056499	1.931015524	1.931015524	8.89E-05	0.000289749	0.757241627	Brain_mean	male	0.0237	0.0221	0.9328	gonad
TRINITY_DN128304_c0_g1_i4	NA	NA	2.961200657	1.166424265	1.166424265	0.026949088	0.04926835	0.250154591	G43_M_mean	male	0.118	0.1982	1.6791	gonad
