"gid"	"gname"	"chr"	"start"	"end"	"logCPM"	"logFC.M46.SR46"	"PV.M46.SR46"	"FDR.M46.SR46"	"Am2_463"	"Am4_461"	"Am5_461"	"Am6_462"	"ratio"
"12729"	"TRINITY_DN128663_c1_g3_i6"	"LOC100489358"	"Chr01"	9910989	9910989	2.0572082679798	-0.0303282748016464	0.954315049861685	0.999996699921271	1.80768671961122	2.36433359739487	2.07967324417898	1.89937029415941	0.990266094629205
"12730"	"TRINITY_DN128663_c1_g5_i1"	"prss29"	"Chr09"	3010600	3010600	0.395101464167312	-0.236828577276549	0.733141851144125	0.999996699921271	0.594527334729543	0.311460463345985	0.558574735005546	0.0810740119914354	0.945594099959415
"12736"	"TRINITY_DN128668_c0_g2_i1"	"npbwr1-like"	"Chr06"	99799210	99799210	4.72593604667349	-0.235513021424668	0.548134793424188	0.999996699921271	4.83342509285244	4.41584154056928	4.89783334234621	4.71170157792471	0.971469771845558
"12745"	"TRINITY_DN128678_c1_g2_i1"	"pla2g4a"	"Chr04"	109155631	109155631	2.35504635647616	-0.0409712641033653	0.934688703332882	0.999996699921271	2.47348707846394	2.37416489071271	2.38478069788776	2.17664819239569	0.992829814262713
"12746"	"TRINITY_DN128678_c1_g3_i2"	"snx7"	"Chr04"	92914392	92914392	4.30055315640224	0.275879072530145	0.546548174217993	0.999996699921271	3.82163758027947	4.74997543078017	4.09053796244365	4.36947619549303	1.02878999129483
"12756"	"TRINITY_DN128686_c7_g2_i1"	"gpr107"	"Chr08"	5341610	5341610	1.36816343979082	-0.0406242623685422	0.945482220747692	0.999996699921271	1.36042314537914	1.19989487296412	1.39740091245989	1.49930050268049	0.991262604604065
"12762"	"TRINITY_DN128695_c0_g1_i1"	"tob2"	"Chr04"	110005569	110005569	2.40714337750778	-0.711366532684067	0.137540316089614	0.999996699921271	2.16871219833495	2.33443123601914	2.8964649870337	2.06427135133002	0.892129395224139
"12772"	"TRINITY_DN128701_c1_g2_i2"	"LOC100488554"	"Chr03"	119641032	119641032	3.69721630221993	0.00697458316855164	0.986629166108925	0.999996699921271	3.7960198451794	3.56973909619008	3.69169213294308	3.72429003147585	1.00067880620063
"12780"	"TRINITY_DN128704_c0_g2_i3"	"grk4"	"Chr01"	16126243	16126243	1.24723761600745	0.0872147936833535	0.89174341241308	0.999996699921271	0.762661645306556	1.7304384268545	1.18220787443845	1.10398141009801	1.00347296346869
"12795"	"TRINITY_DN128720_c1_g2_i3"	"anapc10"	"Chr01"	49632803	49632803	2.97473075591031	-0.293443080609098	0.547809425546863	0.999996699921271	2.73848379929458	3.32814423412567	3.18669297740641	2.4789825308005	0.950615439263967
"12814"	"TRINITY_DN128733_c0_g1_i4"	"LOC100495918"	"Chr07"	54225160	54225160	1.78021166730751	1.68377196759925	0.0167309190689952	0.852666757544135	1.21334812978837	2.60040726698686	0.422314901114535	1.98417557966848	1.36990412433247
"12816"	"TRINITY_DN128735_c3_g1_i3"	"ankrd1"	"Chr07"	28693186	28693186	3.67235348934255	-0.0252176200204382	0.952594765594401	0.999996699921271	3.43025410949954	3.78032174773568	3.69169213294308	3.75679364185874	0.995116931042544
"12831"	"TRINITY_DN128742_c10_g2_i3"	"tbc1d22b"	"Chr02"	78440676	78440676	1.56799872143344	-0.397898912234655	0.471264445620795	0.999996699921271	1.32503601312441	1.56861479349697	1.84663852139019	1.46035926753081	0.928222876568455
"12833"	"TRINITY_DN128745_c0_g1_i2"	"fam102a"	"Chr08"	8107831	8107831	0.441567676027376	0.401620233943927	0.610648367475028	0.999996699921271	0.103644451427006	1.15497948755003	0.147678705951153	-0.0254443175025464	1.06915811382024
"12835"	"TRINITY_DN128746_c6_g3_i1"	"slc35f2"	"Chr02"	156939799	156939799	1.24007891863489	0.022934207657546	0.969214204252589	0.999996699921271	1.42869527579874	1.17761196688218	1.22379730438603	1.12902860771093	1.0043637223852
"12839"	"TRINITY_DN128751_c0_g5_i1"	"tmem43-like"	"Chr04"	122489246	122489246	8.21604861759602	0.0313817777743816	0.949420138069614	0.999996699921271	8.28634268990112	8.04365016907065	8.19245439063118	8.32571239234696	1.00220312649151
"12842"	"TRINITY_DN128754_c2_g1_i1"	"prim1"	"Chr02"	135574574	135574574	0.609385905035072	-0.193551416789698	0.774229072728773	0.999996699921271	0.184848610779158	0.794010247834906	0.741505461709351	0.594098330543275	0.95066432657948
"12844"	"TRINITY_DN128755_c0_g3_i1"	"supt16h"	"Chr01"	129648747	129648747	1.86875765497819	0.296869974134306	0.598336049441789	0.999996699921271	2.10754680830197	2.10572322919702	1.6470985173962	1.53721820249069	1.05081772575323
"12849"	"TRINITY_DN128759_c0_g1_i1"	"rbms1"	"Chr09"	67658662	67658662	0.029390525980001	-0.432130016696889	0.557377341257484	0.999996699921271	-0.512093399391839	0.0907436711361997	0.310948504939424	0.0287976934106882	0.888762117931832
"12857"	"TRINITY_DN128766_c3_g2_i3"	"nfib"	"Chr01"	112158223	112158223	6.79666246805126	-0.330993194702759	0.504853898059157	0.999996699921271	6.23686451761663	7.08581192251313	7.03734230283455	6.67214796544055	0.965189856153027
"12858"	"TRINITY_DN128768_c2_g2_i3"	"LOC100493251"	"Chr05"	42364186	42364186	6.57134725549442	-0.0715085420706527	0.875743760474184	0.999996699921271	6.75015030070877	6.38107637060222	6.62453637373204	6.50402583835052	0.992275130810903
"12860"	"TRINITY_DN128771_c5_g1_i1"	"mmp1"	"Chr02"	158583982	158583982	3.61625204869774	0.701485348599136	0.118881650098659	0.999996699921271	3.70259635423268	3.98344367713987	3.06611651018294	3.56821802757426	1.10187605766478
"12861"	"TRINITY_DN128771_c5_g4_i1"	"gpr135"	"Chr08"	82735680	82735680	0.378296020876734	1.7361625545586	0.200868860069048	0.999996699921271	-3.6607127223962	1.44346646295282	-0.970109591796046	0.795260471040044	1.18438777661136
"12868"	"TRINITY_DN128775_c0_g1_i1"	"rpp40"	"Chr06"	50332523	50332523	2.18900821021534	-0.0281036261156315	0.956309017659757	0.999996699921271	2.16871219833495	1.95666197524435	2.20955532497733	2.38853362953348	0.993483649531668
"12879"	"TRINITY_DN128787_c0_g1_i1"	"LOC100494819-like"	"Chr07"	95911199	95911199	1.33532711298227	0.181301887146878	0.76439682270323	0.999996699921271	1.55625030973173	1.30642186719116	1.20315244963437	1.2708136227827	1.03591303296645
"12881"	"TRINITY_DN128787_c0_g3_i4"	"ca5b"	"Chr04"	68234606	68234606	2.09912692687401	-0.0495317528131629	0.930076023541685	0.999996699921271	1.93049959783794	1.58563879277212	2.13521845761022	2.56409378793112	0.98128438818068
"12883"	"TRINITY_DN128789_c1_g1_i1"	"chst15"	"Chr07"	11492743	11492743	4.17115054062382	-0.303998055387017	0.472564626229995	0.999996699921271	4.29838532028703	4.20342750488758	4.39130114475832	3.69942254524316	0.95973396304309
"12884"	"TRINITY_DN128790_c6_g2_i1"	"tspan33-like"	"Chr03"	77696230	77696230	4.19591664661666	0.110688412964361	0.78676439568198	0.999996699921271	4.11888978966543	4.34762157083118	4.11284599226699	4.19068963944738	1.01366439897263
"12888"	"TRINITY_DN128794_c0_g4_i3"	"scyl3"	"Chr04"	108279401	108279401	3.90273901466106	-0.165380784037319	0.688406139677592	0.999996699921271	3.78303834933847	4.10944394217011	4.02441137481743	3.64402587725975	0.976720134947526
"12892"	"TRINITY_DN128796_c1_g3_i3"	"col12a1"	"Chr05"	82092103	82092103	4.87821045370993	-0.0901842363144307	0.816557877587402	0.999996699921271	4.7723353525981	4.85550845112464	4.94522283132784	4.93228664837829	0.989327596821117
"12898"	"TRINITY_DN128798_c1_g6_i2"	"nol10"	"Chr05"	134554625	134554625	5.65670779589555	1.48463936985322	0.121193022675617	0.999996699921271	5.1689698791983	7.05520153367505	4.42734883782001	3.48820478089734	1.10016119281555
"12903"	"TRINITY_DN128804_c0_g1_i2"	"stau1"	"Chr10"	29859397	29859397	0.207969792472284	-0.15273825692423	0.832203273611905	0.999996699921271	0.017595551159279	0.137671188123992	0.310948504939424	0.317331167489646	0.961372367740597
"12912"	"TRINITY_DN128811_c0_g2_i1"	"pebp1"	"Chr01"	156785559	156785559	1.20003251201151	1.82976072799325	0.00735459668230407	0.540970163901932	1.61603372669113	1.36675596660918	-0.247575430867129	1.47996126888048	1.50837658632538
"12919"	"TRINITY_DN128815_c0_g4_i1"	"atat1"	"Chr08"	52476494	52476494	8.93716669308127	-0.0618600665404854	0.904031442510608	0.999996699921271	9.14854534249517	8.56537192115641	8.98329932259237	8.98955285113486	0.993503437249879
"12920"	"TRINITY_DN128816_c3_g2_i2"	"alg13"	"Chr04"	63460328	63460328	4.6323544055604	-0.00283898420908234	0.99415695529428	0.999996699921271	4.71197269421234	4.53237171790454	4.63427942784631	4.64597832286164	0.999497064078594
"12923"	"TRINITY_DN128818_c3_g2_i2"	"hoxa2"	"Chr06"	32956679	32956679	3.77198788426075	0.242989243124056	0.575052583633238	0.999996699921271	3.58036510722871	4.0152051911287	3.58801744838949	3.85388982017994	1.03151852150745
"12949"	"TRINITY_DN128835_c0_g1_i1"	"cd38"	"Chr01"	16945176	16945176	3.33382837426575	0.508193662933628	0.31974087007074	0.999996699921271	3.96071512598389	2.90845585115968	2.94078452654422	3.28033892718389	1.06701289493621
"12955"	"TRINITY_DN128838_c2_g8_i1"	"Xetrov90013685m"	"Chr05"	51634376	51634376	7.08571566544492	0.298239021964849	0.542236341505153	0.999996699921271	7.12089231379731	7.35393234680346	6.8566428662068	6.96208049992088	1.02747764729126
"12969"	"TRINITY_DN128852_c0_g1_i1"	"galnt16"	"Chr08"	89507390	89507390	4.29040225650698	-0.375658554192874	0.335522644560982	0.999996699921271	4.20414144937478	4.0462824986032	4.56112911625658	4.29949412042114	0.954046416743188
"12979"	"TRINITY_DN128863_c0_g3_i2"	"crbn"	"Chr04"	119446757	119446757	4.26468516986608	-0.154349760707069	0.713289238253391	0.999996699921271	4.54515687912945	3.92109976457696	4.37754761320327	4.14230301216559	0.97826713899703
"12991"	"TRINITY_DN128874_c3_g3_i1"	"ccdc47"	"Chr10"	7230030	7230030	1.51213072629347	-0.0333986838784043	0.954444464723782	0.999996699921271	1.13377699484819	1.68376823421084	1.5359238450211	1.61018878898638	0.98845166389951
"13002"	"TRINITY_DN128882_c5_g3_i1"	"Xetrov90005045m"	"Chr02"	63411130	63411130	2.43947669064191	-0.128595903902751	0.82062149246704	0.999996699921271	1.72864542401643	2.96158860166934	2.53276059196323	2.23549358749418	0.963803069856864
"13007"	"TRINITY_DN128884_c2_g3_i2"	"sfrp4"	"Chr06"	80859061	80859061	2.56018411887248	0.163106124298541	0.74218526446302	0.999996699921271	2.37310959501516	2.70537931790651	2.43875893978386	2.68724998624927	1.02456289684926
"13010"	"TRINITY_DN128886_c5_g1_i1"	"qrfp"	"Chr08"	5863489	5863489	1.70450234929997	0.552917924473466	0.373509753479857	0.999996699921271	1.2887590151164	2.29357219836035	1.28401637263332	1.6796455826255	1.09504583238069
"13011"	"TRINITY_DN128886_c5_g2_i3"	"lrfn1"	"Chr08"	59911621	59911621	1.17430841691182	0.162514191957541	0.825508166568084	0.999996699921271	0.261724612501391	1.94351609148446	1.04972262766391	0.856529954806571	0.993815347011171
"13013"	"TRINITY_DN128887_c0_g1_i1"	"tmem132b"	"Chr01"	151093537	151093537	2.28937226588037	-0.144122047260955	0.794775277314151	0.999996699921271	1.5864516644943	2.68182404655407	2.39391848951409	2.25837573634986	0.96393372289654
"13025"	"TRINITY_DN128897_c2_g1_i3"	"thul16"	"Chr08"	67770252	67770252	3.51623341927171	-0.225078435071825	0.623879648279693	0.999996699921271	3.24386505712974	3.11016698762275	3.68053384745003	3.88730417648376	0.963663513478265
"13026"	"TRINITY_DN128898_c2_g3_i1"	"ppig"	"Chr09"	63350551	63350551	2.16989604934524	-0.0543410112878048	0.922086284036815	0.999996699921271	2.10754680830197	2.58355766524537	2.20955532497733	1.61018878898638	0.981410689156705
"13027"	"TRINITY_DN128898_c3_g5_i2"	"smad1"	"Chr01"	49182917	49182917	1.22210891951187	-0.649319532092154	0.292846274611822	0.999996699921271	1.39496302504736	1.15497948755003	1.66230368455271	0.401969722140566	0.872566062589149
"13028"	"TRINITY_DN128899_c2_g1_i2"	"hsd3b7"	"Chr09"	1694622	1694622	1.55191785413044	0.137592837495722	0.812743167013927	0.999996699921271	1.36042314537914	1.49843588150539	1.45091764230344	1.8399308882093	1.02256533718173
"13031"	"TRINITY_DN128901_c1_g1_i1"	"LOC100170463"	"Chr02"	85080445	85080445	1.19345256130008	0.462812321186046	0.478665555978662	0.999996699921271	1.645021384585	0.764412892128782	0.851724654246398	1.37917415105627	1.09111369030962
"13038"	"TRINITY_DN128904_c3_g8_i8"	"erp27"	"Chr04"	118020700	118020700	4.62196943061395	0.430148429472106	0.290847760662226	0.999996699921271	4.53744749942302	4.66041635898669	4.28970796998047	4.92694069066425	1.05264629750291
"13042"	"TRINITY_DN128907_c2_g3_i1"	"LOC100124842"	"Chr09"	63788692	63788692	3.21445592191588	-0.500558748501091	0.237554704993556	0.999996699921271	3.29962079910804	2.98101950136703	3.56797316780882	2.9131307742473	0.930363164589829
"13043"	"TRINITY_DN128909_c2_g1_i1"	"fundc1"	"Chr02"	69119789	69119789	6.0496558008363	0.232207793937376	0.595855813549676	0.999996699921271	6.02164842049779	6.15311162818609	5.87241219996421	6.13436073815909	1.02419228366302
"13055"	"TRINITY_DN128916_c0_g1_i2"	"hdac8"	"Chr08"	16421987	16421987	3.73800117041093	-0.0392188743683004	0.925155903069771	0.999996699921271	3.5952944883549	3.82401600393632	3.76747324620455	3.75277051320135	0.994151163614193
"13058"	"TRINITY_DN128920_c0_g1_i5"	"psmc6"	"Chr08"	73629751	73629751	4.8578348547366	-0.160917422438575	0.6883364065041	0.999996699921271	5.04395396784514	4.53675517537678	4.97597253606759	4.82524836860103	0.979854921930521
"13069"	"TRINITY_DN128927_c0_g1_i1"	"utp18"	"Chr10"	12796430	12796430	1.12435303783069	9.16089607728975	6.03619577412459e-09	4.45045163722809e-06	1.21334812978837	2.04547455363356	-3.6607127223962	1.15364836151466	NA
"13073"	"TRINITY_DN128935_c0_g1_i2"	"elmod3"	"Chr03"	107614193	107614193	2.94935280903183	0.352083874156166	0.461695035117876	0.999996699921271	2.71133174161906	3.2871041894238	2.6819623497162	3.02410840861751	1.05132730692795
"13075"	"TRINITY_DN128937_c2_g2_i1"	"acap3"	"Chr07"	69727726	69727726	1.501651914665	-0.0245928474948661	0.966010887659959	0.999996699921271	1.2887590151164	1.51630324017908	1.51931858543837	1.64533513452445	0.993078654027148
"13080"	"TRINITY_DN128940_c2_g1_i1"	"dctn1"	"Chr01"	10068970	10068970	11.7803471779424	2.01404877075716	0.0143924053601927	0.774781184352504	12.9484420265524	11.8752189620735	10.0670267249828	10.384491585937	1.12158040583466
"13088"	"TRINITY_DN128948_c4_g1_i1"	"mrpl49-like"	"Chr04"	35428003	35428003	5.77320103539268	-0.0340065415966291	0.946971957345219	0.999996699921271	4.89806575255291	6.09856077720812	5.79864311965504	6.01430853426478	0.986433385762279
"13119"	"TRINITY_DN128975_c2_g1_i4"	"pitpna"	"Chr02"	39723239	39723239	5.83942869010737	0.123433219701757	0.777010938795487	0.999996699921271	5.80758350846123	6.09856077720812	5.74609232533666	5.66740085858468	1.01188034146708
"13120"	"TRINITY_DN128975_c3_g1_i9"	"Xetrov90004303m"	"Chr02"	27396795	27396795	0.226335051007473	-0.00883088415901758	0.990575325161188	0.999996699921271	0.184848610779158	0.538256560556805	0.231622029374619	-0.140458652708464	0.990389695246938
"13131"	"TRINITY_DN128981_c1_g4_i1"	"rps6ka5"	"Chr08"	65876801	65876801	1.13464805572598	0.246074260075767	0.696246451670108	0.999996699921271	0.96011966415274	1.36675596660918	0.95411767678064	1.20166220613073	1.04811912529292
"13136"	"TRINITY_DN128984_c1_g4_i4"	"en2"	"Chr06"	9034168	9034168	3.8272775163127	-0.204133676613201	0.616097365763639	0.999996699921271	3.78303834933847	3.89060095495198	3.97655469616267	3.6353113063209	0.972908570397474
"13148"	"TRINITY_DN128999_c1_g1_i1"	"rassf4"	"Chr07"	38154873	38154873	1.70508960789927	0.0792827448401073	0.893438809321834	0.999996699921271	1.70130580009328	1.22183884051293	1.6470985173962	2.11530013932743	1.00610102252172
"13161"	"TRINITY_DN129007_c0_g1_i1"	"prmt8"	"Chr03"	13801562	13801562	3.77515677210722	0.0388031243905452	0.936190656841628	0.999996699921271	3.68176495263345	3.21781911557773	3.74622461386742	4.26318748676773	0.996584180335385
"13175"	"TRINITY_DN129018_c0_g1_i1"	"naga"	"Chr09"	31895589	31895589	1.74291978421381	0.171586367622703	0.753250370392209	0.999996699921271	1.90675918657802	1.69949331296733	1.61619880915395	1.74591149668606	1.03180948842006
"13179"	"TRINITY_DN129022_c6_g4_i1"	"ckb"	"Chr08"	77501502	77501502	1.16229138636894	-0.364362202579844	0.53853736591159	0.999996699921271	0.96011966415274	1.08487043485972	1.41546130096616	1.12902860771093	0.929581794527422
"13183"	"TRINITY_DN129027_c1_g2_i4"	"eif4a3"	"Chr05"	39198031	39198031	5.11559706254656	-0.134692830735756	0.733046842864198	0.999996699921271	5.07090736360997	5.03664911757169	5.21513462464718	5.1328914791631	0.98479184023177
"13187"	"TRINITY_DN129030_c1_g1_i1"	"dvl1"	"Chr07"	69947747	69947747	0.0931212578480575	-0.324959152486947	0.658009147183674	0.999996699921271	0.103644451427006	-0.289021626346302	0.310948504939424	0.180265639375179	0.921279199754271
"13193"	"TRINITY_DN129034_c7_g7_i3"	"laptm4a"	"Chr05"	139004265	139004265	3.322449922241	-0.0515511766236527	0.904767099713026	0.999996699921271	3.4873912390164	3.1450380429078	3.35989594024665	3.28033892718389	0.992074779664046
"13196"	"TRINITY_DN129036_c2_g2_i4"	"msh3"	"Chr01"	167676128	167676128	6.64063812348512	0.0518888408178845	0.910888239006743	0.999996699921271	6.83357235341938	6.47657410724701	6.60154966318769	6.62835449725962	1.00434770824515
"13199"	"TRINITY_DN129038_c5_g11_i1"	"c4orf47"	"Chr01"	35229000	35229000	1.58913332988086	0.0729152212125414	0.897497390135551	0.999996699921271	1.52540317751276	1.53395202107249	1.5359238450211	1.74591149668606	1.01266814009702
"13201"	"TRINITY_DN129038_c6_g4_i1"	"march7-like"	"Chr09"	68045837	68045837	2.41561430771287	-0.149393431690896	0.76096763092383	0.999996699921271	2.24642999817451	2.45049266507538	2.52446362839503	2.41931765324428	0.975363107815434
"13210"	"TRINITY_DN129043_c1_g4_i1"	"rnf112"	"Chr09"	2335778	2335778	4.15127918866089	0.175511042816438	0.670506541080308	0.999996699921271	4.15963638617288	4.0462824986032	4.01851538855081	4.35627912484698	1.02199230776196
"13217"	"TRINITY_DN129046_c3_g2_i1"	"Xetrov90003677m"	"Chr01"	185960157	185960157	2.59845408271585	0.306444975356204	0.542338052662072	0.999996699921271	2.93905720218511	2.54925634342013	2.36632962818114	2.48869111467816	1.04855979238617
"13218"	"TRINITY_DN129047_c7_g1_i1"	"LOC101732300"	"Chr07"	112855303	112855303	0.501207252824804	-0.267523969324019	0.692893100558692	0.999996699921271	0.184848610779158	0.639549947644782	0.683068389253205	0.401969722140566	0.936857094004393
"13219"	"TRINITY_DN129048_c1_g2_i2"	"kcnq1-like"	"Chr04"	15895945	15895945	3.21052648532056	0.235628305263091	0.608450686938447	0.999996699921271	3.61007095740997	3.13928441842067	3.03140445771136	2.98348559507034	1.03180994298114
"13221"	"TRINITY_DN129049_c4_g1_i4"	"fgfr3"	"Chr01"	12768111	12768111	1.92075370598987	0.776205541259343	0.235191097577548	0.999996699921271	2.42417114832371	2.38392964155554	1.3228098175704	1.10398141009801	1.1300052811827
"13226"	"TRINITY_DN129056_c2_g1_i4"	"LOC100495158-like"	"Chr02"	104970486	104970486	3.09730050764391	0.27348597625359	0.54261556330523	0.999996699921271	3.17597056325629	3.16782578912609	2.89002100104868	3.13953401067458	1.04138301622612
"13239"	"TRINITY_DN129065_c3_g2_i2"	"Xetrov90014914m"	"Chr05"	123382662	123382662	4.60079087457547	0.413140203571635	0.341285120286942	0.999996699921271	4.22348918152567	4.86425477955124	4.28234579723513	4.89444213934297	1.04763692750968
"13241"	"TRINITY_DN129065_c4_g8_i1"	"LOC100145789"	"Chr06"	98051519	98051519	3.86265355608416	0.337315782292628	0.477217904901944	0.999996699921271	4.38255175380645	3.41642626542082	3.6038547452442	3.86883626981175	1.03928887517486
