gid	gname	chr	start	end	logFC.XYbrain.XXrain	abslogFC.XYbrain.Xxrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN130135_c4_g3_i1	prkcq	Chr03	74606063	74606063	-0.113388913	0.113388913	unbias	0.185669132	Brain_mean	0.0393	0.0229	0.583
TRINITY_DN130140_c1_g2_i2	NA	NA	NA	NA	-0.058497779	0.058497779	unbias	0.194830184	G43_M_mean	0.0722	0.1128	1.5623
TRINITY_DN130145_c4_g10_i2	klhdc9-like	Chr08	117293175	117293175	-0.001948151	0.001948151	unbias	0.209325357	Ovary_mean	0.0435	0.0719	1.6514
TRINITY_DN130193_c8_g1_i3	znhit2	Chr04	35442861	35442861	0.004992045	0.004992045	unbias	0.214773092	Ovary_mean	0.0471	0.0564	1.1971
TRINITY_DN130208_c4_g1_i6	NA	NA	NA	NA	-0.058406172	0.058406172	unbias	0.526242259	Ovary_mean	0.2445	0.2037	0.8332
TRINITY_DN130217_c2_g1_i1	NA	NA	NA	NA	-0.245812462	0.245812462	unbias	0.286130006	Brain_mean	0.1194	0.1499	1.2549
TRINITY_DN130228_c0_g3_i1	mnat1	Chr08	82013879	82013879	0.154634032	0.154634032	unbias	0.638433248	Brain_mean	0.0095	0.012	1.2681
TRINITY_DN130235_c8_g2_i1	NA	NA	NA	NA	0.136980556	0.136980556	unbias	0.539143891	Brain_mean	0.097	0.0935	0.9644
TRINITY_DN130249_c0_g3_i1	NA	NA	NA	NA	-0.195560072	0.195560072	unbias	0.331673852	Liver_mean	0.1051	0.1808	1.7206
TRINITY_DN130253_c4_g4_i3	NA	NA	NA	NA	-0.024948062	0.024948062	unbias	0.575589381	Brain_mean	0.1823	0.3176	1.7424
TRINITY_DN130267_c0_g1_i2	ccdc146	Chr03	68541057	68541057	0.113434221	0.113434221	unbias	0.50056354	Ovary_mean	0.1262	0.1972	1.5623
TRINITY_DN130275_c0_g1_i1	NA	NA	NA	NA	0.128421014	0.128421014	unbias	0.554146687	Ovary_mean	0.0584	0.0853	1.462
TRINITY_DN130325_c1_g3_i2	NA	NA	NA	NA	-0.059333401	0.059333401	unbias	0.20584111	Ovary_mean	0.0934	0.1673	1.7906
TRINITY_DN130339_c0_g2_i4	NA	NA	NA	NA	0.052633106	0.052633106	unbias	0.3496345	G46_M_mean	0.0931	0.1352	1.4529
TRINITY_DN130348_c1_g3_i4	NA	NA	NA	NA	-0.212115801	0.212115801	unbias	0.434426245	Brain_mean	0.0285	0.0565	1.9818
TRINITY_DN130358_c0_g1_i2	LOC100494905	Chr05	10576831	10576831	0.147563867	0.147563867	unbias	0.220260031	G43_M_mean	0.1956	0.3163	1.6175
TRINITY_DN130370_c3_g3_i3	prdx5	Chr04	39881115	39881115	0.533343368	0.533343368	unbias	0.324999497	Brain_mean	0.0636	0.0646	1.0162
TRINITY_DN130388_c0_g2_i2	NA	NA	NA	NA	0.144573626	0.144573626	unbias	0.116283597	G43_M_mean	0.0774	0.1163	1.5038
TRINITY_DN130412_c6_g1_i1	NA	NA	NA	NA	0.007739249	0.007739249	unbias	0.189917701	Ovary_mean	0.0529	0.0869	1.6423
TRINITY_DN130415_c0_g1_i1	NA	NA	NA	NA	0.17457616	0.17457616	unbias	0.325965665	G23_mean	0.0945	0.1455	1.5404
TRINITY_DN130428_c3_g1_i3	NA	NA	NA	NA	-0.012504644	0.012504644	unbias	0.119912402	Brain_mean	0.0701	0.1009	1.4389
TRINITY_DN130431_c0_g1_i4	NA	NA	NA	NA	0.363287377	0.363287377	unbias	0.267673767	Brain_mean	0.045	0.0733	1.6276
TRINITY_DN130435_c2_g3_i4	NA	NA	NA	NA	0.013132389	0.013132389	unbias	0.358041351	Brain_mean	0.0557	0.0762	1.3675
TRINITY_DN130460_c1_g2_i1	NA	NA	NA	NA	-0.283258975	0.283258975	unbias	0.43679844	Ovary_mean	0.0248	0.0393	1.5855
TRINITY_DN130482_c1_g2_i2	NA	NA	NA	NA	0.151574932	0.151574932	unbias	0.366741733	Liver_mean	0.1885	0.2566	1.3614
TRINITY_DN130491_c2_g1_i8	NA	NA	NA	NA	0.096351961	0.096351961	unbias	0.237929358	Brain_mean	0.0354	0.0556	1.5699
TRINITY_DN130520_c0_g2_i2	NA	NA	NA	NA	-0.264386312	0.264386312	unbias	0.339342097	Ovary_mean	0.1822	0.2757	1.5131
TRINITY_DN130522_c1_g5_i1	ss18	Chr06	95000576	95000576	-0.12237645	0.12237645	unbias	0.612692378	Brain_mean	0.0623	0.0589	0.9453
TRINITY_DN130530_c0_g1_i2	NA	NA	NA	NA	0.457179005	0.457179005	unbias	0.270985384	Brain_mean	0.0903	0.1692	1.874
TRINITY_DN130541_c4_g1_i1	NA	NA	NA	NA	-0.063938654	0.063938654	unbias	0.330074959	Brain_mean	0.0483	0.0783	1.6219
TRINITY_DN130555_c0_g3_i2	LOC100494617	Chr05	128781747	128781747	0.055020013	0.055020013	unbias	0.126048771	G23_mean	0.0455	0.0639	1.4056
TRINITY_DN130588_c2_g4_i1	NA	NA	NA	NA	0.0723258	0.0723258	unbias	0.448801126	Ovary_mean	0.0984	0.1499	1.5231
TRINITY_DN130607_c2_g1_i1	NA	NA	NA	NA	0.134264461	0.134264461	unbias	0.367663733	Brain_mean	0.0729	0.1061	1.4557
TRINITY_DN130633_c3_g2_i2	LOC100497867-like	Chr07	103729917	103729917	-0.141061622	0.141061622	unbias	0.109962959	Brain_mean	0.041	0.0649	1.5837
TRINITY_DN130645_c7_g1_i1	NA	NA	NA	NA	0.071521594	0.071521594	unbias	0.301518737	Brain_mean	0.0766	0.1164	1.5188
TRINITY_DN130647_c0_g3_i6	NA	NA	NA	NA	0.163210061	0.163210061	unbias	0.276713814	Ovary_mean	0.1041	0.1021	0.9814
TRINITY_DN130648_c3_g1_i1	NA	NA	NA	NA	-0.006107038	0.006107038	unbias	0.291375224	G23_mean	0.0335	0.057	1.6999
TRINITY_DN130688_c0_g1_i3	NA	NA	NA	NA	-0.234065424	0.234065424	unbias	0.591903782	Liver_mean	0.0611	0.0828	1.3549
TRINITY_DN130697_c2_g2_i7	NA	NA	NA	NA	0.368170729	0.368170729	unbias	0.371982276	Brain_mean	0.0948	0.1246	1.3133
TRINITY_DN130699_c7_g1_i2	NA	NA	NA	NA	0.047267603	0.047267603	unbias	0.204264726	Ovary_mean	0.0245	0.0371	1.5138
TRINITY_DN130707_c3_g6_i1	NA	NA	NA	NA	0.06595275	0.06595275	unbias	0.150323291	Ovary_mean	0.0365	0.0583	1.5961
TRINITY_DN130710_c0_g1_i2	NA	NA	NA	NA	0.101397334	0.101397334	unbias	0.23677938	Ovary_mean	0.0638	0.0911	1.4276
TRINITY_DN130751_c0_g1_i1	NA	NA	NA	NA	-0.053932766	0.053932766	unbias	0.240836086	G43_F_mean	0.113	0.0584	0.517
TRINITY_DN130754_c0_g3_i8	NA	NA	NA	NA	-0.057422214	0.057422214	unbias	0.402702484	Brain_mean	0.0195	0.0382	1.9558
TRINITY_DN130767_c0_g1_i1	NA	NA	NA	NA	-0.350115884	0.350115884	unbias	0.33035128	Ovary_mean	0.1055	0.166	1.5735
TRINITY_DN130772_c0_g4_i11	NA	NA	NA	NA	-0.05175658	0.05175658	unbias	0.302687917	Brain_mean	0.0393	0.0162	0.4109
TRINITY_DN130789_c3_g1_i1	NA	NA	NA	NA	0.036238724	0.036238724	unbias	0.194571983	G23_mean	0.0439	0.0761	1.7356
TRINITY_DN130789_c5_g2_i2	NA	NA	NA	NA	0.105161485	0.105161485	unbias	0.355053442	Ovary_mean	0.0074	0.0074	0.9906
TRINITY_DN130793_c4_g3_i1	NA	NA	NA	NA	0.41240513	0.41240513	unbias	0.205271186	Brain_mean	0.1314	0.2493	1.8979
TRINITY_DN130800_c2_g2_i2	NA	NA	NA	NA	0.001582406	0.001582406	unbias	0.494803594	Brain_mean	0.1708	0.1992	1.1659
TRINITY_DN130801_c1_g1_i2	NA	NA	NA	NA	-0.049256685	0.049256685	unbias	0.362649759	Ovary_mean	0.0589	0.1123	1.9057
TRINITY_DN130804_c7_g2_i2	NA	NA	NA	NA	-0.010782821	0.010782821	unbias	0.449295563	Testis_mean	0.1127	0.2207	1.9591
TRINITY_DN130805_c2_g4_i1	NA	NA	NA	NA	0.293229753	0.293229753	unbias	0.352975768	Brain_mean	0.2242	0.3213	1.4329
TRINITY_DN130818_c0_g1_i1	neurl3	Chr03	109107208	109107208	-0.269146064	0.269146064	unbias	0.236046018	G23_mean	0.1812	0.2132	1.1768
TRINITY_DN130855_c0_g1_i6	NA	NA	NA	NA	0.077283999	0.077283999	unbias	0.345959141	G23_mean	0.1038	0.1551	1.4944
TRINITY_DN130857_c4_g1_i2	NA	NA	NA	NA	-0.156040733	0.156040733	unbias	0.118097542	Ovary_mean	0.0409	0.0646	1.5781
TRINITY_DN130873_c4_g1_i4	NA	NA	NA	NA	0.072198032	0.072198032	unbias	0.289681231	Ovary_mean	0.0397	0.0383	0.9646
TRINITY_DN130873_c5_g3_i1	NA	NA	NA	NA	-0.082517005	0.082517005	unbias	0.361518778	Ovary_mean	0.02	0.0264	1.3216
TRINITY_DN130876_c2_g4_i3	NA	NA	NA	NA	-0.019275485	0.019275485	unbias	0.414762929	Brain_mean	0.0072	0.0077	1.0632
TRINITY_DN130888_c1_g1_i2	NA	NA	NA	NA	-0.058306913	0.058306913	unbias	0.380891551	Ovary_mean	0.0272	0.031	1.1382
TRINITY_DN130901_c0_g5_i1	ppp1r21-like	Chr05	17259608	17259608	0.117721161	0.117721161	unbias	0.727923598	Brain_mean	0.2037	0.2254	1.1062
TRINITY_DN130903_c0_g3_i8	NA	NA	NA	NA	0.451748052	0.451748052	unbias	0.251696927	G23_mean	0.0586	0.078	1.3324
TRINITY_DN130912_c4_g1_i3	NA	NA	NA	NA	0.268435567	0.268435567	unbias	0.238204865	G23_mean	0.1275	0.2349	1.8417
TRINITY_DN130941_c4_g1_i5	NA	NA	NA	NA	0.036949385	0.036949385	unbias	0.419113911	Testis_mean	0.0677	0.0875	1.293
TRINITY_DN130952_c1_g1_i1	NA	NA	NA	NA	0.421538635	0.421538635	unbias	0.242319139	G43_M_mean	0.0697	0.1041	1.4939
TRINITY_DN130963_c0_g1_i2	NA	NA	NA	NA	0.454618937	0.454618937	unbias	0.239727004	G23_mean	0.1896	0.3045	1.6063
TRINITY_DN130984_c1_g2_i1	NA	NA	NA	NA	0.215468452	0.215468452	unbias	0.214159131	G23_mean	0.1796	0.2851	1.587
TRINITY_DN131003_c0_g3_i1	NA	NA	NA	NA	0.186574092	0.186574092	unbias	0.162048235	Liver_mean	0.0144	0.0279	1.9441
TRINITY_DN131013_c0_g5_i1	NA	NA	NA	NA	-0.069208293	0.069208293	unbias	0.124303045	Brain_mean	0.0978	0.1602	1.6384
TRINITY_DN131044_c2_g1_i1	slc45a1	Chr07	76575526	76575526	-0.430250429	0.430250429	unbias	0.522565994	G43_M_mean	0.0621	0.1006	1.6207
TRINITY_DN131044_c3_g4_i10	NA	NA	NA	NA	0.104376893	0.104376893	unbias	0.152387925	G46_F_mean	0.0925	0.1357	1.466
TRINITY_DN131046_c0_g1_i1	NA	NA	NA	NA	0.445733414	0.445733414	unbias	0.355486642	G43_M_mean	0.033	0.0439	1.3309
TRINITY_DN131050_c0_g1_i2	NA	NA	NA	NA	-0.024344745	0.024344745	unbias	0.284830776	Brain_mean	0.068	0.0984	1.4469
TRINITY_DN131051_c3_g1_i5	esrrgr	Chr08	56832267	56832267	-0.115995231	0.115995231	unbias	0.211783701	Testis_mean	0.0338	0.0573	1.6939
TRINITY_DN131063_c5_g1_i1	Xetrov90003361m	Chr01	165478218	165478218	0.349315065	0.349315065	unbias	0.299891446	G43_M_mean	0.2524	0.4828	1.9132
TRINITY_DN131075_c3_g1_i5	NA	NA	NA	NA	-0.031443552	0.031443552	unbias	0.656570863	Brain_mean	0.0271	0.0463	1.7068
TRINITY_DN131086_c0_g2_i2	NA	NA	NA	NA	-0.279811194	0.279811194	unbias	0.132983906	Brain_mean	0.0452	0.0859	1.9008
TRINITY_DN131087_c3_g1_i1	top3b-like	Chr01	145498207	145498207	-0.013589391	0.013589391	unbias	0.201287683	G23_mean	0.0158	0.0238	1.5011
TRINITY_DN131098_c0_g1_i1	parp2	Chr01	131017542	131017542	0.364541974	0.364541974	unbias	0.284943078	Brain_mean	0.0823	0.1026	1.2467
TRINITY_DN131122_c3_g2_i1	NA	NA	NA	NA	-0.119160357	0.119160357	unbias	0.479503628	Brain_mean	0.0609	0.0904	1.4847
TRINITY_DN131124_c2_g3_i2	NA	NA	NA	NA	0.646693979	0.646693979	unbias	0.329956961	Brain_mean	0.0467	0.0843	1.8062
TRINITY_DN131124_c2_g4_i2	NA	NA	NA	NA	-0.0390632	0.0390632	unbias	0.431920503	Brain_mean	0.0297	0.0352	1.1851
TRINITY_DN131141_c1_g1_i1	NA	NA	NA	NA	0.030545148	0.030545148	unbias	0.12722941	Liver_mean	0.1343	0.155	1.1539
TRINITY_DN131145_c2_g1_i1	gmppa	Chr09	78259253	78259253	-0.155706845	0.155706845	unbias	0.693765799	Brain_mean	0.0302	0.0478	1.5801
TRINITY_DN131156_c0_g1_i6	NA	NA	NA	NA	-0.052477406	0.052477406	unbias	0.54108795	Brain_mean	0.0925	0.1175	1.2708
TRINITY_DN131182_c1_g1_i2	NA	NA	NA	NA	-0.15975468	0.15975468	unbias	0.567425269	Brain_mean	0.0452	0.0584	1.2929
TRINITY_DN131185_c1_g1_i5	NA	NA	NA	NA	0.23025879	0.23025879	unbias	0.224365603	G43_M_mean	0.1474	0.2618	1.7769
TRINITY_DN131196_c0_g2_i1	LOC100493543	Chr01	43628302	43628302	0.0410357	0.0410357	unbias	0.300837872	G31_mean	0.058	0.0924	1.5931
TRINITY_DN131211_c3_g2_i1	NA	NA	NA	NA	0.008437435	0.008437435	unbias	0.379439319	Ovary_mean	0.0425	0.0757	1.7803
TRINITY_DN131211_c4_g2_i2	NA	NA	NA	NA	-0.133091713	0.133091713	unbias	0.425393451	Ovary_mean	0.0266	0.0349	1.3108
TRINITY_DN131213_c0_g5_i3	NA	NA	NA	NA	-0.079428442	0.079428442	unbias	0.325290115	Ovary_mean	0.0408	0.0565	1.3831
TRINITY_DN131214_c1_g1_i1	NA	NA	NA	NA	-0.022757725	0.022757725	unbias	0.205876813	Ovary_mean	0.0722	0.1061	1.4702
TRINITY_DN131219_c2_g5_i1	NA	NA	NA	NA	0.031566923	0.031566923	unbias	0.079499668	Brain_mean	0.1769	0.1398	0.7902
TRINITY_DN131220_c6_g1_i1	NA	NA	NA	NA	0.165815717	0.165815717	unbias	0.318471099	G27_mean	0.0973	0.123	1.2646
TRINITY_DN131226_c2_g4_i1	NA	NA	NA	NA	0.123484002	0.123484002	unbias	0.443590852	Brain_mean	0.0595	0.0316	0.531
TRINITY_DN131231_c0_g3_i3	NA	NA	NA	NA	0.471383702	0.471383702	unbias	0.322600109	G46_M_mean	0.111	0.1632	1.4701
TRINITY_DN131256_c2_g1_i9	slc37a2	Chr07	65097722	65097722	-0.086836136	0.086836136	unbias	0.528522451	Brain_mean	0.0467	0.072	1.5418
TRINITY_DN131266_c3_g3_i1	NA	NA	NA	NA	0.123520123	0.123520123	unbias	0.160415997	Brain_mean	0.0084	0.0126	1.4955
TRINITY_DN131266_c4_g4_i1	NA	NA	NA	NA	-0.333452642	0.333452642	unbias	0.13028728	Liver_mean	0.0097	0.0105	1.0831
TRINITY_DN131269_c11_g2_i2	NA	NA	NA	NA	-0.02319404	0.02319404	unbias	0.132429883	G23_mean	0.0032	0.0039	1.2137
TRINITY_DN131274_c4_g4_i1	tstd2	Chr01	95169014	95169014	0.099642506	0.099642506	unbias	0.345721198	G27_mean	0.0916	0.1232	1.3445
TRINITY_DN131284_c7_g2_i1	NA	NA	NA	NA	-0.065113432	0.065113432	unbias	0.293539309	G46_M_mean	0.065	0.1096	1.6871
TRINITY_DN131289_c0_g2_i2	NA	NA	NA	NA	0.06695868	0.06695868	unbias	0.143564829	G23_mean	0.0395	0.0753	1.9037
TRINITY_DN131327_c3_g5_i1	six2	Chr05	15314381	15314381	-0.043852275	0.043852275	unbias	0.432691693	Brain_mean	0.0212	0.0352	1.6615
TRINITY_DN131361_c6_g2_i5	psmg3	Chr09	23996882	23996882	0.020457944	0.020457944	unbias	0.33907894	G46_M_mean	0.0628	0.1242	1.9785
TRINITY_DN131365_c7_g2_i1	NA	NA	NA	NA	0.016356117	0.016356117	unbias	0.191549919	Ovary_mean	0.0281	0.0362	1.287
TRINITY_DN131390_c4_g2_i1	NA	NA	NA	NA	-0.028164283	0.028164283	unbias	0.197207803	Ovary_mean	0.0911	0.1225	1.3446
TRINITY_DN131401_c5_g1_i3	NA	NA	NA	NA	-0.231262385	0.231262385	unbias	0.176956642	Ovary_mean	0.1048	0.1807	1.7238
TRINITY_DN131420_c1_g1_i3	LOC100486867-like	scaffold_438	4733	4733	-0.083952194	0.083952194	unbias	0.370974206	Testis_mean	0.0284	0.0351	1.2364
TRINITY_DN131421_c0_g1_i4	NA	NA	NA	NA	-0.064515044	0.064515044	unbias	0.615280467	Brain_mean	0.0618	0.1046	1.694
TRINITY_DN131429_c1_g2_i6	NA	NA	NA	NA	0.024711591	0.024711591	unbias	0.185724124	G23_mean	0.0508	0.0717	1.4113
TRINITY_DN131438_c3_g2_i2	NA	NA	NA	NA	0.058145289	0.058145289	unbias	0.377705905	Brain_mean	0.0606	0.1028	1.6954
TRINITY_DN131445_c1_g7_i7	NA	NA	NA	NA	0.016138868	0.016138868	unbias	0.236959997	G23_mean	0.0256	0.0373	1.4537
TRINITY_DN131448_c4_g4_i6	NA	NA	NA	NA	0.289844172	0.289844172	unbias	0.419067445	Ovary_mean	0.1123	0.177	1.5764
TRINITY_DN131460_c2_g9_i2	rhno1	Chr03	1807183	1807183	-0.050277195	0.050277195	unbias	0.213309877	Ovary_mean	0.0614	0.1193	1.9425
TRINITY_DN131469_c12_g1_i1	NA	NA	NA	NA	0.027470552	0.027470552	unbias	0.181131509	G46_M_mean	0.098	0.1378	1.4063
TRINITY_DN131482_c1_g2_i1	NA	NA	NA	NA	0.042685948	0.042685948	unbias	0.336423187	Ovary_mean	0.1099	0.1205	1.0964
TRINITY_DN131487_c8_g2_i1	NA	NA	NA	NA	-0.125100385	0.125100385	unbias	0.165686809	Ovary_mean	0.0446	0.0707	1.5856
TRINITY_DN131520_c3_g3_i24	polr2d	Chr05	121932173	121932173	0.012494465	0.012494465	unbias	0.472809353	Brain_mean	0.0253	0.0258	1.0172
TRINITY_DN131537_c2_g1_i1	NA	NA	NA	NA	-0.205241165	0.205241165	unbias	0.254325677	Brain_mean	0.0231	0.0324	1.4033
TRINITY_DN131539_c6_g1_i1	scamp1	Chr01	164207730	164207730	-0.199487392	0.199487392	unbias	0.439416926	G23_mean	0.0898	0.1194	1.3289
TRINITY_DN131586_c9_g3_i1	NA	NA	NA	NA	-0.003019648	0.003019648	unbias	0.193008972	G23_mean	0.0388	0.0603	1.5535
TRINITY_DN131594_c0_g1_i3	vcp	scaffold_138	273250	273250	-0.013969233	0.013969233	unbias	0.195926166	G23_mean	0.0671	0.1183	1.7634
TRINITY_DN131622_c1_g6_i1	NA	NA	NA	NA	0.180502117	0.180502117	unbias	0.48415936	Brain_mean	0.0465	0.0794	1.7079
TRINITY_DN131627_c0_g1_i1	NA	NA	NA	NA	0.075456626	0.075456626	unbias	0.30933529	Ovary_mean	0.0731	0.1012	1.3848
TRINITY_DN131632_c1_g1_i1	NA	NA	NA	NA	0.165497222	0.165497222	unbias	0.362914206	Ovary_mean	0.055	0.0979	1.7786
TRINITY_DN131632_c1_g3_i2	cdcp1	Chr06	63628146	63628146	-0.502094677	0.502094677	unbias	0.511326849	Brain_mean	0.1648	0.1811	1.0986
TRINITY_DN131634_c0_g1_i1	nrros	Chr05	126314495	126314495	0.190842179	0.190842179	unbias	0.208985697	Ovary_mean	0.0382	0.0454	1.188
TRINITY_DN131656_c3_g1_i2	NA	NA	NA	NA	0.051030989	0.051030989	unbias	0.509974368	Brain_mean	0.0469	0.0596	1.2694
TRINITY_DN131673_c1_g2_i1	NA	NA	NA	NA	0.0000102	0.0000102	unbias	0.268422941	G27_mean	0.09	0.1411	1.5675
TRINITY_DN131695_c1_g1_i1	NA	NA	NA	NA	0.2156362	0.2156362	unbias	0.475497046	G27_mean	0.1213	0.1906	1.5713
TRINITY_DN131696_c6_g2_i2	helz	scaffold_767	7522	7522	0.419125776	0.419125776	unbias	0.336218411	Brain_mean	0.1589	0.1992	1.2536
TRINITY_DN131699_c3_g1_i1	NA	NA	NA	NA	-0.041144253	0.041144253	unbias	0.297835516	Ovary_mean	0.0646	0.1216	1.8828
TRINITY_DN131726_c1_g1_i4	npdc1.2	Chr08	52775865	52775865	-0.120758405	0.120758405	unbias	0.180950592	Ovary_mean	0.0564	0.1079	1.9151
TRINITY_DN131734_c0_g1_i2	NA	NA	NA	NA	-0.261173219	0.261173219	unbias	0.334947509	Ovary_mean	0.1705	0.2381	1.3964
TRINITY_DN131735_c4_g1_i11	NA	NA	NA	NA	0.065565083	0.065565083	unbias	0.311189017	Brain_mean	0.1073	0.1651	1.5396
TRINITY_DN131779_c3_g2_i1	NA	NA	NA	NA	-0.037351831	0.037351831	unbias	0.728102844	Brain_mean	0.0718	0.0931	1.2957
TRINITY_DN131790_c1_g2_i3	NA	NA	NA	NA	0.096139739	0.096139739	unbias	0.256476672	G23_mean	0.0294	0.0153	0.5198
TRINITY_DN131792_c1_g4_i4	NA	NA	NA	NA	-0.050261398	0.050261398	unbias	0.266206959	Brain_mean	0.0086	0.0128	1.4852
TRINITY_DN131796_c1_g1_i1	ass1	Chr08	5549150	5549150	-0.19129935	0.19129935	unbias	0.47760074	Brain_mean	0.0214	0.0304	1.4172
TRINITY_DN131808_c0_g4_i3	NA	NA	NA	NA	0.336422143	0.336422143	unbias	0.249042472	G46_F_mean	0.1005	0.1535	1.5278
TRINITY_DN131836_c0_g2_i1	NA	NA	NA	NA	0.042614823	0.042614823	unbias	0.134017478	G46_F_mean	0.0651	0.1257	1.9297
TRINITY_DN131843_c0_g3_i1	unc93b1	Chr07	61115845	61115845	-0.533118942	0.533118942	unbias	0.655914591	Brain_mean	0.0111	0.0108	0.9701
TRINITY_DN131843_c1_g2_i2	NA	NA	NA	NA	-0.128056482	0.128056482	unbias	0.224364678	Brain_mean	0.0176	0.0241	1.3657
TRINITY_DN131850_c0_g1_i2	NA	NA	NA	NA	-0.001127334	0.001127334	unbias	0.197876448	Ovary_mean	0.0702	0.1379	1.9633
TRINITY_DN131851_c0_g2_i5	NA	NA	NA	NA	0.251215921	0.251215921	unbias	0.39742201	G46_M_mean	0.1024	0.1241	1.2121
TRINITY_DN131853_c5_g11_i2	NA	NA	NA	NA	0.019554559	0.019554559	unbias	0.673831704	Brain_mean	0.0514	0.0906	1.7625
TRINITY_DN131857_c0_g4_i3	NA	NA	NA	NA	0.100144142	0.100144142	unbias	0.331130593	G46_M_mean	0.0577	0.0637	1.1032
TRINITY_DN131863_c2_g1_i1	NA	NA	NA	NA	0.0881162	0.0881162	unbias	0.333931106	Ovary_mean	0.0434	0.0602	1.3869
TRINITY_DN131874_c0_g4_i2	NA	NA	NA	NA	0.127106607	0.127106607	unbias	0.15559989	G46_F_mean	0.0332	0.0436	1.3136
TRINITY_DN131877_c0_g1_i2	NA	NA	NA	NA	-0.007938024	0.007938024	unbias	0.271609231	Brain_mean	0.069	0.0798	1.1566
TRINITY_DN131879_c4_g3_i4	gnb3	Chr07	1299936	1299936	-0.067974399	0.067974399	unbias	0.246362398	Brain_mean	0.0333	0.0281	0.8448
TRINITY_DN131890_c0_g1_i1	NA	NA	NA	NA	0.032135015	0.032135015	unbias	0.177406156	G23_mean	0.0747	0.127	1.7009
TRINITY_DN131906_c3_g1_i1	NA	NA	NA	NA	0.037592362	0.037592362	unbias	0.517497001	G43_M_mean	0.0741	0.0985	1.3306
TRINITY_DN131913_c3_g1_i8	NA	NA	NA	NA	-0.051669324	0.051669324	unbias	0.266509697	Ovary_mean	0.0838	0.1146	1.3666
TRINITY_DN131915_c1_g1_i4	NA	NA	NA	NA	-0.061298289	0.061298289	unbias	0.180097335	G46_M_mean	0.0824	0.161	1.9552
TRINITY_DN131949_c1_g2_i3	LOC100488563-like	Chr10	13838593	13838593	0.022376202	0.022376202	unbias	0.534643975	Brain_mean	0.0349	0.0462	1.3239
TRINITY_DN131949_c2_g4_i1	NA	NA	NA	NA	0.011069941	0.011069941	unbias	0.379026852	Brain_mean	0.0204	0.0305	1.4916
TRINITY_DN131962_c1_g7_i2	NA	NA	NA	NA	0.097968586	0.097968586	unbias	0.279103482	Ovary_mean	0.0931	0.1342	1.4412
TRINITY_DN131965_c2_g2_i1	NA	NA	NA	NA	-0.110773275	0.110773275	unbias	0.377907862	Ovary_mean	0.1306	0.2036	1.5589
TRINITY_DN131978_c1_g1_i1	NA	NA	NA	NA	0.415023904	0.415023904	unbias	0.305983621	Ovary_mean	0.1978	0.3204	1.6194
TRINITY_DN132028_c2_g1_i2	NA	NA	NA	NA	0.085790251	0.085790251	unbias	0.395547471	Ovary_mean	0.0017	0.0025	1.4298
TRINITY_DN132055_c1_g1_i1	NA	NA	NA	NA	0.108008316	0.108008316	unbias	0.77245869	Brain_mean	0.1448	0.2093	1.4456
TRINITY_DN132057_c6_g1_i1	NA	NA	NA	NA	-0.09664997	0.09664997	unbias	0.317611806	Ovary_mean	0.013	0.0136	1.046
TRINITY_DN132073_c2_g1_i1	NA	NA	NA	NA	0.055000218	0.055000218	unbias	0.384255103	Brain_mean	0.0039	0.0048	1.228
TRINITY_DN132085_c5_g1_i2	rpl28	Chr07	98265855	98265855	-0.010936232	0.010936232	unbias	0.466997392	Brain_mean	0.0798	0.0414	0.5186
TRINITY_DN132091_c0_g4_i8	NA	NA	NA	NA	-0.066429138	0.066429138	unbias	0.283827696	Brain_mean	0.0678	0.0971	1.4331
TRINITY_DN132106_c0_g1_i1	NA	NA	NA	NA	-0.123573433	0.123573433	unbias	0.329640156	Ovary_mean	0.079	0.1306	1.6539
TRINITY_DN132118_c1_g4_i4	NA	NA	NA	NA	0.405838684	0.405838684	unbias	0.427588702	Brain_mean	0.1288	0.2276	1.7671
TRINITY_DN132121_c0_g4_i2	NA	NA	NA	NA	0.026024157	0.026024157	unbias	0.407863986	Brain_mean	0.0867	0.1253	1.4465
TRINITY_DN132123_c0_g2_i1	NA	NA	NA	NA	-0.271243452	0.271243452	unbias	0.213455636	G43_M_mean	0.043	0.0505	1.1756
TRINITY_DN132143_c2_g1_i3	NA	NA	NA	NA	0.045237186	0.045237186	unbias	0.220867775	G23_mean	0.0998	0.1711	1.715
TRINITY_DN132163_c5_g4_i2	NA	NA	NA	NA	0.051563758	0.051563758	unbias	0.354415625	Brain_mean	0.0426	0.0515	1.2087
TRINITY_DN132168_c0_g1_i4	klhl30	Chr05	122905515	122905515	0.00403996	0.00403996	unbias	0.18098214	G27_mean	0.0444	0.0755	1.6988
TRINITY_DN132171_c0_g1_i13	NA	NA	NA	NA	-0.079945095	0.079945095	unbias	0.401001681	Ovary_mean	0.0785	0.0885	1.1272
TRINITY_DN132174_c3_g1_i2	NA	NA	NA	NA	-0.021246031	0.021246031	unbias	0.636916501	Brain_mean	0.0069	0.0091	1.3162
TRINITY_DN132180_c9_g5_i6	abcd4-like	Chr08	60903629	60903629	0.370613952	0.370613952	unbias	0.34447052	Brain_mean	0.0695	0.0984	1.4163
TRINITY_DN132188_c0_g1_i4	NA	NA	NA	NA	0.017690454	0.017690454	unbias	0.240113817	G23_mean	0.0534	0.0622	1.1649
